LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,LEA_ADDRESS,LEA_CITY,LEA_ZIP,CJJ,LEA_HSE_IND,LEA_HSEPART_HI_M,LEA_HSEPART_HI_F,LEA_HSEPART_AM_M,LEA_HSEPART_AM_F,LEA_HSEPART_AS_M,LEA_HSEPART_AS_F,LEA_HSEPART_HP_M,LEA_HSEPART_HP_F,LEA_HSEPART_BL_M,LEA_HSEPART_BL_F,LEA_HSEPART_WH_M,LEA_HSEPART_WH_F,LEA_HSEPART_TR_M,LEA_HSEPART_TR_F,TOT_HSEPART_M,TOT_HSEPART_F,LEA_HSEPART_LEP_M,LEA_HSEPART_LEP_F,LEA_HSEPART_IDEA_M,LEA_HSEPART_IDEA_F
CO,Colorado,0804830,Weld County School District No. Re-5j,110 So Centennial Dr Suite 1,Milliken,80543,No,Yes,4,2,0,0,0,0,0,0,0,0,4,0,0,0,8,2,3,1,2,0
CO,Colorado,0804860,Julesburg School District No. Re1,102 West 6th Street,Julesburg,80737,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0804890,Karval School District No. Re 23,16232 County Road 29,Karval,80823,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0804920,Weld County School District Re-3j,1101 4th Ave,Hudson,80642,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0804950,Weld County School District No. Re-7,501 Clark Street,Kersey,80644,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0804980,Kim Reorganized School District No. 88,425 State Street,Kim,81049,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805010,School District No. C-2 In The County Of Elbert And State Of,525 Comanche St,Kiowa,80117,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805040,Kit Carson School District No. R-1,102 W. 5th Avenue,Kit Carson,80825,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805070,West Grand School District No. 1,715 Kinsey Avenue,Kremmling,80459,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805100,North Conejos School District No. Re1j,17890 Us Hwy 285,La Jara,81140,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805130,East Otero School District No. R1,301 Raton Avenue,La Junta,81050,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805160,La Veta School District Re-2,126 East Garland,La Veta,81055,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805190,Lake County School District No. R-1,328 West 5th Street,Leadville,80461,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805220,Lamar School District No. Re-2,210 W Pearl,Lamar,81052,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805250,Las Animas School District No. Re-1,1021 2nd Street,Las Animas,81054,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805280,Limon School District No. Re 4j,912 Badger Way,Limon,80828,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805310,Littleton School District No. 6 In The County Of Arapahoe,5776 South Crocker Street,Littleton,80120,No,Yes,8,4,0,0,2,0,0,0,0,1,16,12,1,2,27,19,1,0,0,0
CO,Colorado,0805340,Lone Star School District No. 101,44940 County Road 54,Otis,80743,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805370,St. Vrain Valley School District No. Re1j,395 South Pratt Parkway,Longmont,80501,No,-11,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805400,Thompson School District R-2j,800 South Taft Avenue,Loveland,80537,No,Yes,13,7,0,0,0,0,1,0,0,1,17,8,0,1,31,17,4,1,0,0
CO,Colorado,0805460,Mancos School District Re-6,355 West Grand Avenue,Mancos,81328,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805490,Manitou Springs School District No. 14 In The County Of El,405 El Monte Place,Manitou Springs,80829,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805520,Manzanola Joint District No. 3j Of The Counties Of Otero A,32475 County Road 11.5,Manzanola,80158,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,7350 N. Broadway,Denver,80221,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805580,Mcclave School District No. Re-2,308 Lincoln Street,Mc Clave,81057,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805610,Meeker School District Re1,555 Garfield,Meeker,81641,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805640,School District No. Re-4 Buffalo,315 Lee Street,Merino,80741,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805670,Miami-Yoder Joint District No. 60 Of The Counties Of El Pas,420 S Rush Rd,Rush,80833,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805700,Moffat School District No. 2 In The County Of Saguache And,501 Garfield Avenue,Moffat,81143,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805730,Moffat County School District Re: No. 1,600 Texas Avenue,Craig,81625,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805760,Monte Vista School District No. C-8,345 East Prospect,Monte Vista,81144,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805790,Montrose County School District Re-1j,930 Colorado Avenue,Montrose,81401,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,146 Jefferson St,Monument,80132,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805850,West End School District No. Re-2,225 West 4th Street,Nucla,81424,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805880,Norwood School District No. R-2j,1225 West Summit Avenue,Norwood,81423,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805910,South Routt School District No. Re 3,305 South Grant Street,Oak Creek,80467,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805940,Otis School District No. R-3,518 Dungan Street,Otis,80743,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0805970,Ouray School District No. R-1 Of  The County Of Ouray And,400 7th Avenue,Ouray,81427,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806000,Revere School District,500 Main St,Ovid,80744,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806030,School District No. Re-5 Plateau,311 Coleman Ave,Peetz,80747,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806060,Peyton School District No. 23 In The County Of El Paso And,18320 Main Street,Peyton,80831,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806090,Pritchett School District No. Re-3,533 Irving Street,Pritchett,81064,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,315 West 11th Street,Pueblo,81003,Yes,-11,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806150,Pueblo County School District 70,24951 East Highway 50,Pueblo,81006,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806180,Rangely School District Re4,402 West Main St.,Rangely,81648,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806210,Ridgway School District No. R-2  Of  The County Of Ouray A,1115 West Clinton Street,Ridgway,81432,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806240,Garfield School District No. Re-2,839 Whiteriver Ave,Rifle,81650,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806270,Rocky Ford School District No. R2,601 South 8th Street,Rocky Ford,81067,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806300,Mountain Valley School District No. Re 1,403 Pitkin Avenue,Saguache,81149,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806330,Salida School District No. R-32,627 Oak St,Salida,81201,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806360,Centennial School District No. R-1,14644 Hwy 159,San Luis,81152,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806390,Sanford School District No. 6 In The County Of Conejos And,755 Second Street,Sanford,81151,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806420,Sangre De Cristo School District No. Re-22j,8751 Lane 7 N,Mosca,81146,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806450,Sargent School District No. Re-33j,7090 North County Rd 2 East,Monte Vista,81144,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806480,School District No. 3 In The County Of El Paso And State Of,1820 Main Street,Colorado Springs,80911,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806510,Hi-Plains R-23,350 Patriot Drive,Seibert,80834,No,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
CO,Colorado,0806540,Sheridan School District No. 2,4150 South Hazel Court,Englewood,80110,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806570,Silverton School District No. 1 In The County Of San Juan,1160 Snowden St,Silverton,81433,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806600,Big Sandy School District No. 100j,18091 Cr 125,Simla,80835,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806630,Springfield School District No. Re-4,389 Tipton Street,Springfield,81073,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806660,Steamboat Springs School District No. Re 2,325 7th Street,Steamboat Springs,80487,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806690,School District No. Re-1 Valley,301 Hagen Street,Sterling,80751,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806720,School District No. Re-11 In The County Of Weld And State Of,42315 Wcr 133,New Raymer,80742,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806750,Strasburg School District 31j,56729 East Colorado Avenue,Strasburg,80136,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806780,School District No. R-4 In The County Of Kit Carson And Stat,219 Illinois Ave,Stratton,80836,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806810,Summit School District No. Re 1,0150 School Road,Frisco,80443,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806840,Swink School District No. 33 In The County Of Otero And St,610 Columbia Avenue,Swink,81077,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806870,Telluride School District No. R-1,725 West Colorado Ave.,Telluride,81435,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806900,Adams 12 Five Star Schools,1500 E 128th Avenue,Thornton,80241,No,-11,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806930,Kiowa County School District No. Re-2,13997 County Road 71,Sheridan Lake,81071,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806960,Trinidad School District 1 In The County Of Las Animas And,816 West Street,Trinidad,81082,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0806990,Vilas School District Re-5,202 Collingwood Street,Vilas,81087,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0807050,North Park School District R-1,910 4th Street,Walden,80480,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0807080,Huerfano School District Re-1,201 East Fifth Street,Walsenburg,81089,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0807110,Walsh School District No. Re-1,301 West Poplar,Walsh,81090,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0807140,School District No. Re-20 Weldon Valley,911 North Avenue,Weldona,80653,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0807200,Custer County School District Consolidate 1,709 Main St.,Westcliffe,81252,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0807230,Westminster Public Schools,6933 Raleigh Street,Westminster,80030,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0807260,Primero Reorganized School District No. 2,20200 State Highway 12,Weston,81091,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0807290,School District No. Re-50 Wiggins,404 Chapman St,Wiggins,80654,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0807320,Wiley School District No. Re-13 Jt,510 Ward Street,Wiley,81092,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0807350,Weld County Reorganized School District No. Re-4,1020 Main Street,Windsor,80550,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0807380,Woodland Park School District No. Re-2,155 Panther Way,Woodland Park,80863,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0807410,Woodlin School District No. R-104,"15400 County Road. L, Box 185",Woodrow,80757,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0899200,Centennial Boces,2020 Clubhouse Dr.,Greeley,80634,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0899300,San Juan Boces,701 Camino Del Rio,Durango,81301,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
