LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,SCH_FTECOUNSELORS,SCH_FTESECURITY_LEO,SCH_FTESECURITY_GUA,SCH_FTESERVICES_NUR,SCH_FTESERVICES_PSY,SCH_FTESERVICES_SOC
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,61,Elkhart Elementary School,080234000061,No,38.3,38.3,0.0,0.0,0.0,0.0,0.0,0.71,0.94
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,62,Fulton Academy Of Excellence,080234000062,No,27.27,27.27,0.0,0.0,0.0,0.0,0.0,0.0,1.25
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,63,Gateway High School,080234000063,No,80.37,80.37,0.0,6.0,0.0,4.0,1.0,1.88,2.34
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,64,Hinkley High School,080234000064,No,111.75,109.75,2.0,8.0,0.0,6.0,2.0,1.88,3.75
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,66,Jewell Elementary School,080234000066,No,24.22,23.22,1.0,2.0,0.0,0.0,0.0,0.0,0.94
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,67,Kenton Elementary School,080234000067,No,29.74,29.74,0.0,1.0,0.0,0.0,0.0,0.0,0.71
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,68,Lansing Elementary Community School,080234000068,No,28.14,28.14,0.0,1.0,0.0,0.0,0.0,0.0,0.94
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,69,Laredo Elementary School,080234000069,No,26.63,26.63,0.0,0.0,0.0,0.0,0.0,0.94,1.09
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,70,Lyn Knoll Elementary School,080234000070,No,19.91,19.91,0.0,0.0,0.0,0.0,0.0,0.47,0.94
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,72,Montview Math & Health Sciences Elementary School,080234000072,No,22.69,22.69,0.0,0.0,0.0,0.0,0.0,0.13,0.0
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,73,Mrachek Middle School,080234000073,No,55.35,54.35,1.0,4.0,0.0,2.0,1.0,1.88,1.88
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,74,North Middle School Health Sciences And Technology,080234000074,No,33.7,33.7,0.0,3.0,0.0,3.0,1.0,0.24,0.94
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,75,Paris Elementary School,080234000075,No,23.17,23.17,0.0,1.0,0.0,0.0,0.0,0.4,0.0
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,76,Park Lane Elementary School,080234000076,No,19.28,19.28,0.0,0.0,0.0,0.0,0.0,0.56,0.94
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,77,Sable Elementary School,080234000077,No,26.69,26.69,0.0,0.0,0.0,0.0,0.0,0.0,1.41
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,78,Sixth Avenue Elementary School,080234000078,No,24.35,24.35,0.0,0.0,0.0,0.0,0.0,0.0,1.25
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,79,South Middle School,080234000079,No,43.89,43.89,0.0,4.0,0.0,0.0,1.0,0.94,1.88
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,80,Vaughn Elementary School,080234000080,No,20.8,20.8,0.0,0.0,0.0,0.0,0.0,0.0,1.31
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,81,Virginia Court Elementary School,080234000081,No,25.03,25.03,0.0,0.94,0.0,0.0,0.0,0.47,0.88
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,82,Aurora West College Preparatory Academy,080234000082,No,54.17,54.17,0.0,6.0,0.0,9.0,1.0,0.47,0.94
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,83,Wheeling Elementary School,080234000083,No,32.6,32.6,0.0,0.0,0.0,0.0,0.0,0.4,1.88
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,84,William Smith High School,080234000084,No,20.41,20.41,0.0,2.0,0.0,1.0,0.0,0.23,0.0
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,85,Yale Elementary School,080234000085,No,28.16,28.16,0.0,0.0,0.0,0.0,0.0,1.88,0.94
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,1294,Vassar Elementary School,080234001294,No,31.16,31.16,0.0,0.0,0.0,0.0,0.0,0.94,0.94
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,1295,Dalton Elementary School,080234001295,No,22.68,21.68,1.0,0.0,0.0,0.0,0.0,0.71,0.94
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,1296,Arkansas Elementary School,080234001296,No,27.78,27.78,0.0,1.0,0.0,0.0,0.0,0.94,0.0
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,1322,Columbia Middle School,080234001322,No,39.93,39.93,0.0,3.0,0.0,1.0,1.0,0.94,1.12
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,1323,Iowa Elementary School,080234001323,No,25.66,25.66,0.0,0.0,0.0,0.0,0.0,0.0,1.56
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,1324,Tollgate Elementary School Of Expeditionary Learni,080234001324,No,33.3,33.3,0.0,0.0,0.0,0.0,0.0,0.63,2.31
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,1388,Century Elementary School,080234001388,No,19.55,19.55,0.0,0.0,0.0,0.0,0.0,0.0,2.28
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,1389,Rangeview High School,080234001389,No,109.78,108.29,1.49,7.0,0.0,6.0,1.0,0.94,3.81
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,1432,Side Creek Elementary School,080234001432,No,26.32,26.32,0.0,0.0,0.0,0.0,0.0,0.56,0.94
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,1627,Laredo Child Development Center,080234001627,No,2.97,2.97,0.0,0.0,0.0,0.0,0.94,0.94,1.09
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,1674,Aurora Quest K-8,080234001674,No,27.12,27.12,0.0,2.0,0.0,0.0,1.0,0.0,0.4
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,1759,Aurora Academy Charter School,080234001759,No,40.98,37.11,3.87,1.07,0.0,0.0,0.57,0.38,0.0
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,1789,Options School,080234001789,No,58.31,56.71,1.6,0.91,0.0,0.0,0.0,0.0,0.13
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,1881,Murphy Creek K-8 School,080234001881,No,38.05,38.05,0.0,2.0,0.0,0.0,1.0,0.94,0.0
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,1916,Lotus School For Excellence,080234001916,No,63.58,47.33,16.25,2.17,0.0,0.0,1.05,0.0,0.75
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,1927,Peoria Elementary School,080234001927,No,28.41,28.41,0.0,0.0,0.0,0.0,0.0,0.84,0.94
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,2009,Aurora Frontier K-8,080234002009,No,42.94,42.94,0.0,2.0,0.0,0.0,1.0,0.94,0.62
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6318,Global Village Academy Aurora,080234006318,No,70.51,41.95,28.56,4.31,0.0,0.0,0.0,0.0,0.56
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6322,Vanguard Classical School - West,080234006322,No,28.47,22.61,5.86,0.0,0.0,0.0,1.07,1.01,1.51
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6399,Axl Academy,080234006399,No,30.84,23.71,7.13,0.0,0.0,0.0,0.0,0.0,0.94
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6411,Jamaica Child Development Center,080234006411,No,2.46,2.46,0.0,0.0,0.0,0.0,0.94,0.0,0.94
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6451,Vista Peak 9-12 Preparatory,080234006451,No,77.88,77.88,0.0,6.0,0.0,4.0,1.0,0.78,1.41
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6483,Vista Peak P-8 Exploratory,080234006483,No,47.99,46.99,1.0,2.0,0.0,1.0,1.0,0.0,0.94
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6495,Meadowood Child Development Center,080234006495,No,3.89,3.89,0.0,0.0,0.0,0.0,0.94,0.0,1.72
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6611,Vanguard Classical School - East,080234006611,No,50.01,42.58,7.43,0.0,0.0,0.0,0.96,0.0,1.52
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6625,Aps Early Beginnings - A Zoom Site,080234006625,No,1.59,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.94
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6644,Edna And John W. Mosley P-8,080234006644,No,58.93,58.93,0.0,3.0,0.0,0.0,1.0,0.94,0.94
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6677,Rocky Mountain Prep: Fletcher,080234006677,No,47.55,26.17,21.38,0.0,0.0,0.0,1.08,2.56,0.0
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6732,Vega Collegiate Academy,080234006732,No,19.85,9.09,10.76,0.0,0.0,0.0,0.21,1.0,0.0
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6736,Academy Of Advanced Learning,080234006736,No,46.66,19.51,27.15,0.0,0.0,0.0,0.83,0.0,1.41
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6781,Empower Community High School,080234006781,No,15.76,5.09,10.67,1.07,0.0,0.0,0.0,0.31,0.24
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6787,Aurora Science & Tech Middle School,080234006787,No,20.92,12.01,8.91,0.0,0.0,0.0,0.0,0.0,1.52
CO,Colorado,0802340,Aurora Joint District No. 28 Of The Counties Of Adams And A,6803,Harmony Ridge P-8,080234006803,No,34.57,34.57,0.0,1.0,0.0,0.0,1.0,0.0,1.88
CO,Colorado,0802370,Platte Canyon School District No. 1 Of  The County Of Park,86,Deer Creek Elementary School,080237000086,No,24.0,24.0,0.0,0.78,1.0,0.0,0.0,0.0,0.0
CO,Colorado,0802370,Platte Canyon School District No. 1 Of  The County Of Park,87,Platte Canyon High School,080237000087,No,15.0,15.0,0.0,0.98,0.5,0.0,0.0,0.0,0.0
CO,Colorado,0802370,Platte Canyon School District No. 1 Of  The County Of Park,1325,Fitzsimmons Middle School,080237001325,No,13.0,13.0,0.0,0.89,0.5,0.0,0.0,0.0,0.0
CO,Colorado,0802400,Bayfield School District No. 10jt-R,88,Bayfield Intermediate School,080240000088,No,25.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0802400,Bayfield School District No. 10jt-R,89,Bayfield Middle School,080240000089,No,25.5,25.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0802400,Bayfield School District No. 10jt-R,90,Bayfield High School,080240000090,No,33.5,33.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0802400,Bayfield School District No. 10jt-R,6747,Bayfield Primary School,080240006747,No,24.5,24.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0802430,Bennett School District No. 29j,91,Bennett Elementary School,080243000091,No,19.0,19.0,0.0,1.0,0.2,0.2,0.2,0.0,0.0
CO,Colorado,0802430,Bennett School District No. 29j,92,Bennett High School,080243000092,No,21.5,21.5,0.0,1.0,0.2,0.2,0.2,0.0,0.0
CO,Colorado,0802430,Bennett School District No. 29j,93,Bennett Middle School,080243000093,No,11.5,11.5,0.0,0.5,0.2,0.2,0.2,0.0,0.0
CO,Colorado,0802430,Bennett School District No. 29j,1751,Bennett Preschool,080243001751,No,2.0,1.0,1.0,0.0,0.2,0.2,0.2,0.0,0.0
CO,Colorado,0802430,Bennett School District No. 29j,6789,Bennett Intermediate School,080243006789,No,16.0,16.0,0.0,0.5,0.2,0.2,0.2,0.0,0.0
CO,Colorado,0802460,Bethune School District No. R- 5,95,Bethune Public Schools,080246000095,No,17.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,99,Bear Creek Elementary School,080249000099,No,21.28,21.28,0.0,1.0,-11.0,-11.0,0.0,0.0,0.6
CO,Colorado,0802490,Boulder Valley School District No. Re2,100,Birch Elementary School,080249000100,No,23.14,23.14,0.0,2.0,-11.0,-11.0,0.0,0.67,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,101,Boulder High School,080249000101,No,108.95,108.95,0.0,6.0,-11.0,-11.0,0.0,1.0,0.9
CO,Colorado,0802490,Boulder Valley School District No. Re2,102,Broomfield Heights Middle School,080249000102,No,32.85,32.85,0.0,2.0,-11.0,-11.0,0.0,1.0,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,103,Broomfield High School,080249000103,No,75.71,75.71,0.0,4.05,-11.0,-11.0,0.0,1.14,0.25
CO,Colorado,0802490,Boulder Valley School District No. Re2,104,Manhattan Middle School Of The Arts And Academics,080249000104,No,26.33,26.33,0.0,2.0,-11.0,-11.0,0.0,0.35,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,106,Casey Middle School,080249000106,No,37.49,37.49,0.0,2.0,-11.0,-11.0,0.0,0.9,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,107,Centaurus High School,080249000107,No,74.98,74.98,0.0,4.0,-11.0,-11.0,0.0,0.0,0.52
CO,Colorado,0802490,Boulder Valley School District No. Re2,108,Centennial Middle School,080249000108,No,33.23,33.23,0.0,2.0,-11.0,-11.0,0.0,0.53,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,109,Columbine Elementary School,080249000109,No,33.71,33.71,0.0,1.0,-11.0,-11.0,0.0,0.47,0.15
CO,Colorado,0802490,Boulder Valley School District No. Re2,110,Crest View Elementary School,080249000110,No,30.67,30.67,0.0,1.0,-11.0,-11.0,0.0,0.2,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,111,Douglass Elementary School,080249000111,No,22.44,22.44,0.0,0.5,-11.0,-11.0,0.0,0.0,0.25
CO,Colorado,0802490,Boulder Valley School District No. Re2,112,Eisenhower Elementary School,080249000112,No,23.32,23.32,0.0,0.5,-11.0,-11.0,0.0,0.25,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,113,Emerald Elementary School,080249000113,No,28.72,28.72,0.0,1.0,-11.0,-11.0,0.0,0.0,0.44
CO,Colorado,0802490,Boulder Valley School District No. Re2,114,Fairview High School,080249000114,No,93.51,93.51,0.0,6.0,-11.0,-11.0,0.0,1.59,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,115,Flatirons Elementary School,080249000115,No,12.29,12.29,0.0,0.5,-11.0,-11.0,0.0,0.0,0.3
CO,Colorado,0802490,Boulder Valley School District No. Re2,116,Foothill Elementary School,080249000116,No,25.15,25.15,0.0,1.0,-11.0,-11.0,0.0,0.14,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,117,Gold Hill Elementary School,080249000117,No,3.98,3.98,0.0,0.0,-11.0,-11.0,0.0,0.0,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,118,Heatherwood Elementary School,080249000118,No,18.6,18.6,0.0,0.5,-11.0,-11.0,0.0,0.0,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,119,Jamestown Elementary School,080249000119,No,2.3,2.3,0.0,0.0,-11.0,-11.0,0.0,0.0,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,120,Kohl Elementary School,080249000120,No,22.09,22.09,0.0,1.0,-11.0,-11.0,0.0,0.76,0.15
CO,Colorado,0802490,Boulder Valley School District No. Re2,121,Lafayette Elementary School,080249000121,No,26.61,26.61,0.0,1.0,-11.0,-11.0,0.0,0.6,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,122,Angevine Middle School,080249000122,No,37.89,37.89,0.0,2.0,-11.0,-11.0,0.0,1.16,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,124,Louisville Elementary School,080249000124,No,28.55,28.55,0.0,1.0,-11.0,-11.0,0.0,0.33,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,125,Louisville Middle School,080249000125,No,32.08,32.08,0.0,2.0,-11.0,-11.0,0.0,0.83,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,128,Creekside Elementary School At Martin Park,080249000128,No,23.18,22.18,1.0,1.0,-11.0,-11.0,0.0,0.0,0.38
CO,Colorado,0802490,Boulder Valley School District No. Re2,129,Mesa Elementary School,080249000129,No,16.36,16.36,0.0,0.5,-11.0,-11.0,0.0,0.4,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,130,Nederland Elementary School,080249000130,No,18.58,18.58,0.0,1.0,-11.0,-11.0,0.0,0.67,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,131,Nederland Middle-Senior High School,080249000131,No,19.58,19.58,0.0,1.0,-11.0,-11.0,0.0,0.48,0.25
CO,Colorado,0802490,Boulder Valley School District No. Re2,132,Nevin Platt Middle School,080249000132,No,26.03,26.03,0.0,2.0,-11.0,-11.0,0.0,0.5,0.25
CO,Colorado,0802490,Boulder Valley School District No. Re2,134,Southern Hills Middle School,080249000134,No,25.38,25.38,0.0,2.0,-11.0,-11.0,0.0,1.0,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,135,University Hill Elementary School,080249000135,No,33.57,33.57,0.0,1.0,-11.0,-11.0,0.0,0.0,0.5
CO,Colorado,0802490,Boulder Valley School District No. Re2,139,Whittier Elementary School,080249000139,No,25.19,25.19,0.0,1.0,-11.0,-11.0,0.0,0.13,0.3
CO,Colorado,0802490,Boulder Valley School District No. Re2,465,New Vista High School,080249000465,No,19.16,19.16,0.0,2.0,-11.0,-11.0,0.0,0.33,0.2
CO,Colorado,0802490,Boulder Valley School District No. Re2,1219,Arapahoe Ridge High School,080249001219,No,21.96,21.96,0.0,2.0,-11.0,-11.0,0.0,0.48,0.27
CO,Colorado,0802490,Boulder Valley School District No. Re2,1227,Community Montessori School,080249001227,No,15.74,15.74,0.0,0.5,-11.0,-11.0,0.0,0.0,0.4
CO,Colorado,0802490,Boulder Valley School District No. Re2,1243,High Peaks Elementary School,080249001243,No,17.36,17.36,0.0,0.5,-11.0,-11.0,0.0,0.2,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1365,Ryan Elementary School,080249001365,No,29.55,29.55,0.0,1.0,-11.0,-11.0,0.0,0.6,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1376,Coal Creek Elementary School,080249001376,No,23.35,23.35,0.0,1.0,-11.0,-11.0,0.0,0.67,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1403,Alicia Sanchez International School,080249001403,No,30.58,30.58,0.0,1.0,-11.0,-11.0,0.0,0.99,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1517,Summit Middle Charter School,080249001517,No,20.14,11.39,8.75,0.99,-11.0,-11.0,0.0,0.2,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1518,Superior Elementary School,080249001518,No,25.58,25.58,0.0,1.0,-11.0,-11.0,0.0,0.33,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1573,Monarch K-8 School,080249001573,No,43.77,43.77,0.0,2.8,-11.0,-11.0,0.0,0.0,0.8
CO,Colorado,0802490,Boulder Valley School District No. Re2,1630,Boulder Community School/Integrated Studies,080249001630,No,16.9,16.9,0.0,0.5,-11.0,-11.0,0.0,0.5,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1631,Boulder Prep Charter High School,080249001631,No,8.48,1.83,6.65,1.33,-11.0,-11.0,0.0,0.14,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1632,Monarch High School,080249001632,No,78.15,78.15,0.0,4.0,-11.0,-11.0,0.0,0.64,0.7
CO,Colorado,0802490,Boulder Valley School District No. Re2,1758,Aspen Creek K-8 School,080249001758,No,46.21,45.21,1.0,2.8,-11.0,-11.0,0.0,0.67,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1771,Eldorado K-8 School,080249001771,No,40.93,40.93,0.0,2.8,-11.0,-11.0,0.0,1.25,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1792,Peak To Peak Charter School,080249001792,No,72.05,56.38,15.67,6.82,-11.0,-11.0,0.0,0.0,1.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,2013,Justice High Charter School,080249002013,No,6.4,3.94,2.46,2.12,-11.0,-11.0,0.0,0.0,0.27
CO,Colorado,0802490,Boulder Valley School District No. Re2,6154,Fireside Elementary School,080249006154,No,26.83,26.83,0.0,1.0,-11.0,-11.0,0.0,0.75,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,6199,Horizons K-8 School,080249006199,No,25.9,24.7,1.2,1.33,-11.0,-11.0,0.0,0.0,0.2
CO,Colorado,0802490,Boulder Valley School District No. Re2,6200,Pioneer Bilingual Elementary School,080249006200,No,31.8,31.8,0.0,1.0,-11.0,-11.0,0.0,0.2,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,6463,Boulder Universal,080249006463,No,42.71,42.71,0.0,2.0,-11.0,-11.0,0.0,0.8,0.95
CO,Colorado,0802490,Boulder Valley School District No. Re2,6571,Mapleton Early Childhood Center,080249006571,No,4.03,4.03,0.0,0.0,-11.0,-11.0,0.0,0.13,0.0
CO,Colorado,0802490,Boulder Valley School District No. Re2,6716,Meadowlark School,080249006716,No,39.64,39.64,0.0,2.0,-11.0,-11.0,0.0,1.0,0.0
CO,Colorado,0802520,Branson Reorganized School District No. 82,141,Branson School,080252000141,No,7.25,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0802520,Branson Reorganized School District No. 82,1728,Branson School Online,080252001728,No,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0802550,School District No. Re-10 In The County Of Weld And State O,142,Briggsdale Elementary School,080255000142,No,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0802550,School District No. Re-10 In The County Of Weld And State O,143,Briggsdale Undivided High School,080255000143,No,9.84,9.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,Colorado,0802580,School District 27j,144,Brighton High School,080258000144,No,100.89,100.89,0.0,5.0,0.5,3.0,0.0,1.89,1.0
CO,Colorado,0802580,School District 27j,146,Henderson Elementary School,080258000146,No,31.34,31.34,0.0,0.0,0.0,0.0,0.0,2.0,0.0
CO,Colorado,0802580,School District 27j,148,North Elementary School,080258000148,No,23.29,23.29,0.0,1.0,0.0,0.0,0.6,2.06,0.0
CO,Colorado,0802580,School District 27j,149,Northeast Elementary School,080258000149,No,37.54,37.54,0.0,1.0,0.0,0.0,0.0,1.99,0.0
CO,Colorado,0802580,School District 27j,150,South Elementary School,080258000150,No,28.79,28.79,0.0,1.0,0.0,0.0,0.0,1.0,0.0
CO,Colorado,0802580,School District 27j,151,Southeast Elementary School,080258000151,No,33.04,33.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0
CO,Colorado,0802580,School District 27j,152,Vikan Middle School,080258000152,No,41.54,41.54,0.0,1.0,0.5,0.0,0.0,0.0,1.0
CO,Colorado,0802580,School District 27j,729,Innovations & Options,080258000729,No,19.81,19.81,0.0,4.0,0.5,0.0,0.0,0.0,0.0
CO,Colorado,0802580,School District 27j,1377,Overland Trail Middle School,080258001377,No,41.89,41.89,0.0,2.0,0.5,0.0,0.0,0.0,1.0
CO,Colorado,0802580,School District 27j,1729,Bromley East Charter School,080258001729,No,53.96,47.73,6.23,1.05,0.5,0.0,0.0,2.05,0.0
CO,Colorado,0802580,School District 27j,1822,John W Thimmig Elementary School,080258001822,No,35.04,35.04,0.0,1.0,0.0,0.0,0.0,1.0,0.0
CO,Colorado,0802580,School District 27j,1948,Belle Creek Charter School,080258001948,No,21.75,18.68,3.07,2.05,0.0,0.0,0.0,1.0,0.0
