LEA_STATE,LEA_STATE_NAME,NCESLEAID,LEA_NAME,SCHID,SCHOOL_NAME,NCESSCH,JJ,DISABILITY_CATEGORY,CF_M,HH_M,RC39_M,RC79TO40_M,RC80_M,RF_M,SS_M,CF_F,HH_F,PPPS_F,RC39_F,RC79TO40_F,RC80_F,SS_F,PPPS_M,RF_F,TOTAL_STUDENTS_REPORTED
CO,COLORADO,800018,Idalia RJ-3 School District,1741,IDALIA ELEMENTARY SCHOOL,80001801741,No,SLD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800018,Idalia RJ-3 School District,1741,IDALIA ELEMENTARY SCHOOL,80001801741,No,SLI,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,7
CO,COLORADO,800018,Idalia RJ-3 School District,1742,IDALIA JUNIOR-SENIOR HIGH SCHOOL,80001801742,No,OHI,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
CO,COLORADO,800018,Idalia RJ-3 School District,1742,IDALIA JUNIOR-SENIOR HIGH SCHOOL,80001801742,No,SLD,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,8
CO,COLORADO,800019,Liberty J-4 School District,1744,LIBERTY SCHOOL,80001901744,No,MD,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
CO,COLORADO,800019,Liberty J-4 School District,1744,LIBERTY SCHOOL,80001901744,No,SLD,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
CO,COLORADO,800019,Liberty J-4 School District,1744,LIBERTY SCHOOL,80001901744,No,SLI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,727,ACADEMY OF CHARTER SCHOOLS,80002000727,No,AUT,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,7
CO,COLORADO,800020,State Charter School Institute,727,ACADEMY OF CHARTER SCHOOLS,80002000727,No,EMN,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3
CO,COLORADO,800020,State Charter School Institute,727,ACADEMY OF CHARTER SCHOOLS,80002000727,No,HI,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
CO,COLORADO,800020,State Charter School Institute,727,ACADEMY OF CHARTER SCHOOLS,80002000727,No,MR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,727,ACADEMY OF CHARTER SCHOOLS,80002000727,No,OHI,0,0,0,2,13,0,0,0,0,0,0,1,3,0,0,0,19
CO,COLORADO,800020,State Charter School Institute,727,ACADEMY OF CHARTER SCHOOLS,80002000727,No,SLD,0,0,0,1,34,0,0,0,0,0,0,0,14,0,0,0,49
CO,COLORADO,800020,State Charter School Institute,727,ACADEMY OF CHARTER SCHOOLS,80002000727,No,SLI,0,0,0,0,16,0,0,0,0,0,0,1,4,0,0,0,21
CO,COLORADO,800020,State Charter School Institute,727,ACADEMY OF CHARTER SCHOOLS,80002000727,No,TBI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,1569,CROWN POINTE CHARTER ACADEMY,80002001569,No,AUT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,1569,CROWN POINTE CHARTER ACADEMY,80002001569,No,DD,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
CO,COLORADO,800020,State Charter School Institute,1569,CROWN POINTE CHARTER ACADEMY,80002001569,No,OHI,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,6
CO,COLORADO,800020,State Charter School Institute,1569,CROWN POINTE CHARTER ACADEMY,80002001569,No,SLD,0,0,0,1,8,0,0,0,0,0,0,3,7,0,0,0,19
CO,COLORADO,800020,State Charter School Institute,1569,CROWN POINTE CHARTER ACADEMY,80002001569,No,SLI,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,12
CO,COLORADO,800020,State Charter School Institute,1569,CROWN POINTE CHARTER ACADEMY,80002001569,No,TBI,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,1720,FRONTIER CHARTER ACADEMY,80002001720,No,OHI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,1720,FRONTIER CHARTER ACADEMY,80002001720,No,SLI,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3
CO,COLORADO,800020,State Charter School Institute,1780,INDIAN PEAKS CHARTER SCHOOL,80002001780,No,OHI,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
CO,COLORADO,800020,State Charter School Institute,1876,COMMUNITY LEADERSHIP ACADEMY,80002001876,No,DD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,1876,COMMUNITY LEADERSHIP ACADEMY,80002001876,No,SLD,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7
CO,COLORADO,800020,State Charter School Institute,1876,COMMUNITY LEADERSHIP ACADEMY,80002001876,No,SLI,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,11
CO,COLORADO,800020,State Charter School Institute,1882,NEW AMERICA SCHOOL - LOWRY,80002001882,No,EMN,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
CO,COLORADO,800020,State Charter School Institute,1882,NEW AMERICA SCHOOL - LOWRY,80002001882,No,MR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
CO,COLORADO,800020,State Charter School Institute,1882,NEW AMERICA SCHOOL - LOWRY,80002001882,No,SLD,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,14
CO,COLORADO,800020,State Charter School Institute,1882,NEW AMERICA SCHOOL - LOWRY,80002001882,No,SLI,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
