LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_MATHCLASSES_ADVM,SCH_MATHCERT_ADVM,SCH_MATHENR_ADVM_HI_M,SCH_MATHENR_ADVM_HI_F,SCH_MATHENR_ADVM_AM_M,SCH_MATHENR_ADVM_AM_F,SCH_MATHENR_ADVM_AS_M,SCH_MATHENR_ADVM_AS_F,SCH_MATHENR_ADVM_HP_M,SCH_MATHENR_ADVM_HP_F,SCH_MATHENR_ADVM_BL_M,SCH_MATHENR_ADVM_BL_F,SCH_MATHENR_ADVM_WH_M,SCH_MATHENR_ADVM_WH_F,SCH_MATHENR_ADVM_TR_M,SCH_MATHENR_ADVM_TR_F,TOT_MATHENR_ADVM_M,TOT_MATHENR_ADVM_F,SCH_MATHENR_ADVM_LEP_M,SCH_MATHENR_ADVM_LEP_F,SCH_MATHENR_ADVM_IDEA_M,SCH_MATHENR_ADVM_IDEA_F
CO,COLORADO,0803990,Poudre School District R-1,1440,WERNER ELEMENTARY SCHOOL,080399001440,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803990,Poudre School District R-1,1480,JOHNSON ELEMENTARY SCHOOL,080399001480,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803990,Poudre School District R-1,1498,LINTON ELEMENTARY SCHOOL,080399001498,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803990,Poudre School District R-1,1608,LIBERTY COMMON CHARTER SCHOOL,080399001608,No,6,1,3,3,0,0,1,6,0,0,1,0,51,69,1,5,57,83,0,1,0,0
CO,COLORADO,0803990,Poudre School District R-1,1717,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,080399001717,No,3,1,3,0,0,0,3,0,0,0,0,0,13,9,2,0,21,9,0,0,0,0
CO,COLORADO,0803990,Poudre School District R-1,1727,ZACH ELEMENTARY SCHOOL,080399001727,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803990,Poudre School District R-1,1848,FOSSIL RIDGE HIGH SCHOOL,080399001848,No,20,20,14,16,1,3,13,21,2,0,1,5,260,227,14,13,305,285,0,1,7,1
CO,COLORADO,0803990,Poudre School District R-1,1849,KINARD CORE KNOWLEDGE MIDDLE SCHOOL,080399001849,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803990,Poudre School District R-1,1938,POUDRE COMMUNITY ACADEMY,080399001938,No,2,2,1,2,0,0,0,0,0,0,0,0,9,8,0,0,10,10,0,0,0,0
CO,COLORADO,0803990,Poudre School District R-1,1973,BACON ELEMENTARY SCHOOL,080399001973,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803990,Poudre School District R-1,6161,OLANDER ELEMENTARY SCHOOL,080399006161,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803990,Poudre School District R-1,6162,WEBBER MIDDLE SCHOOL,080399006162,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803990,Poudre School District R-1,6315,RICE ELEMENTARY SCHOOL,080399006315,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803990,Poudre School District R-1,6334,POLARIS EXPEDITIONARY LEARNING SCHOOL,080399006334,No,2,2,2,1,0,0,2,0,0,0,0,0,37,25,2,4,43,30,0,0,0,0
CO,COLORADO,0803990,Poudre School District R-1,6380,BETHKE ELEMENTARY SCHOOL,080399006380,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803990,Poudre School District R-1,6431,PSD GLOBAL ACADEMY,080399006431,No,3,3,0,2,0,0,0,0,0,0,0,0,6,8,2,0,8,10,0,0,0,0
CO,COLORADO,0803990,Poudre School District R-1,6564,PSD OPTIONS SCHOOL,080399006564,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803990,Poudre School District R-1,6573,MOUNTAIN SAGE COMMUNITY SCHOOL,080399006573,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803990,Poudre School District R-1,6613,FORT COLLINS MONTESSORI SCHOOL,080399006613,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804020,Weld County Reorganized School District No. Re-8,552,FORT LUPTON HIGH SCHOOL,080402000552,No,5,5,38,39,0,0,0,0,0,0,1,1,11,10,0,1,50,51,23,19,0,0
CO,COLORADO,0804020,Weld County Reorganized School District No. Re-8,553,FORT LUPTON MIDDLE SCHOOL,080402000553,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804020,Weld County Reorganized School District No. Re-8,554,LEO WILLIAM BUTLER ELEMENTARY SCHOOL,080402000554,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804020,Weld County Reorganized School District No. Re-8,1366,TWOMBLY ELEMENTARY SCHOOL,080402001366,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804020,Weld County Reorganized School District No. Re-8,6606,Homyak PK-8,080402006606,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804050,Morgan County School District Re-3,556,COLUMBINE ELEMENTARY SCHOOL,080405000556,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804050,Morgan County School District Re-3,557,FORT MORGAN HIGH SCHOOL,080405000557,No,5,2,28,29,0,1,1,3,0,0,0,0,13,27,0,1,42,61,4,1,0,0
CO,COLORADO,0804050,Morgan County School District Re-3,558,GREEN ACRES ELEMENTARY SCHOOL,080405000558,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804050,Morgan County School District Re-3,559,SHERMAN EARLY CHILDHOOD CENTER,080405000559,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804050,Morgan County School District Re-3,1281,FORT MORGAN MIDDLE SCHOOL,080405001281,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804050,Morgan County School District Re-3,1611,LINCOLN HIGH SCHOOL,080405001611,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804050,Morgan County School District Re-3,6298,PIONEER ELEMENTARY SCHOOL,080405006298,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804050,Morgan County School District Re-3,6698,BAKER ELEMENTARY SCHOOL,080405006698,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804080,Fountain School District No. 8 in the county of El Paso an,96,WELTE EDUCATION CENTER,080408000096,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804080,Fountain School District No. 8 in the county of El Paso an,560,ABRAMS ELEMENTARY SCHOOL,080408000560,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804080,Fountain School District No. 8 in the county of El Paso an,561,CARSON MIDDLE SCHOOL,080408000561,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804080,Fountain School District No. 8 in the county of El Paso an,562,FOUNTAIN-FORT CARSON HIGH SCHOOL,080408000562,No,12,12,0,4,0,0,0,1,0,1,1,3,4,10,0,2,5,21,0,0,0,0
CO,COLORADO,0804080,Fountain School District No. 8 in the county of El Paso an,563,FOUNTAIN MIDDLE SCHOOL,080408000563,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804080,Fountain School District No. 8 in the county of El Paso an,564,MESA ELEMENTARY SCHOOL,080408000564,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804080,Fountain School District No. 8 in the county of El Paso an,565,PATRIOT ELEMENTARY SCHOOL,080408000565,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804080,Fountain School District No. 8 in the county of El Paso an,566,ARAGON ELEMENTARY SCHOOL,080408000566,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804080,Fountain School District No. 8 in the county of El Paso an,856,MOUNTAINSIDE ELEMENTARY SCHOOL,080408000856,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804080,Fountain School District No. 8 in the county of El Paso an,1481,JORDAHL ELEMENTARY SCHOOL,080408001481,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804080,Fountain School District No. 8 in the county of El Paso an,6330,EAGLESIDE ELEMENTARY SCHOOL,080408006330,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804080,Fountain School District No. 8 in the county of El Paso an,6481,WEIKEL ELEMENTARY SCHOOL,080408006481,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804080,Fountain School District No. 8 in the county of El Paso an,6655,CONRAD EARLY LEARNING CENTER,080408006655,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804110,Fowler School District No. R4J,567,FOWLER JUNIOR HIGH SCHOOL,080411000567,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804110,Fowler School District No. R4J,568,FOWLER HIGH SCHOOL,080411000568,No,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0
CO,COLORADO,0804110,Fowler School District No. R4J,1981,FOWLER ELEMENTARY SCHOOL,080411001981,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804140,Sierra Grande School District No. R-30,572,SIERRA GRANDE K-12 SCHOOL,080414000572,No,3,1,4,2,0,0,0,0,0,0,0,0,1,1,0,0,5,3,0,0,0,0
CO,COLORADO,0804200,Weld County Reorganized School District No. Re-1,575,GILCREST ELEMENTARY SCHOOL,080420000575,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804200,Weld County Reorganized School District No. Re-1,576,PETE MIRICH ELEMENTARY SCHOOL,080420000576,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804200,Weld County Reorganized School District No. Re-1,577,NORTH VALLEY MIDDLE SCHOOL,080420000577,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804200,Weld County Reorganized School District No. Re-1,578,PLATTEVILLE ELEMENTARY SCHOOL,080420000578,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804200,Weld County Reorganized School District No. Re-1,579,SOUTH VALLEY MIDDLE SCHOOL,080420000579,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804200,Weld County Reorganized School District No. Re-1,580,VALLEY HIGH SCHOOL,080420000580,No,3,3,16,26,0,2,0,0,0,0,0,0,11,15,1,0,28,43,1,1,0,0
CO,COLORADO,0804230,Gilpin County School District No. Re-1,581,GILPIN COUNTY ELEMENTARY SCHOOL,080423000581,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804230,Gilpin County School District No. Re-1,1298,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,080423001298,No,2,1,2,0,0,0,0,1,0,1,0,0,9,8,1,0,12,10,0,0,0,0
CO,COLORADO,0804260,Roaring Fork School District No. Re-1,133,BASALT MIDDLE SCHOOL,080426000133,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804260,Roaring Fork School District No. Re-1,582,BASALT ELEMENTARY SCHOOL,080426000582,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804260,Roaring Fork School District No. Re-1,584,BASALT HIGH SCHOOL,080426000584,No,4,4,8,10,0,0,2,0,0,0,0,0,17,18,0,0,27,28,0,0,0,0
CO,COLORADO,0804260,Roaring Fork School District No. Re-1,586,CARBONDALE MIDDLE SCHOOL,080426000586,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804260,Roaring Fork School District No. Re-1,587,GLENWOOD SPRINGS MIDDLE SCHOOL,080426000587,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804260,Roaring Fork School District No. Re-1,588,GLENWOOD SPRINGS HIGH SCHOOL,080426000588,No,5,5,14,13,0,2,2,1,0,0,0,0,45,59,2,4,63,79,0,0,1,0
CO,COLORADO,0804260,Roaring Fork School District No. Re-1,589,GLENWOOD SPRINGS ELEMENTARY SCHOOL,080426000589,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804260,Roaring Fork School District No. Re-1,590,ROARING FORK HIGH SCHOOL,080426000590,No,2,2,21,9,0,1,1,0,0,0,0,0,23,15,0,0,45,25,2,0,4,2
CO,COLORADO,0804260,Roaring Fork School District No. Re-1,1505,CARBONDALE COMMUNITY CHARTER SCHOOL,080426001505,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804260,Roaring Fork School District No. Re-1,1540,CRYSTAL RIVER ELEMENTARY SCHOOL,080426001540,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804260,Roaring Fork School District No. Re-1,1596,BRIDGES,080426001596,No,3,3,4,2,0,0,0,0,0,0,0,0,1,1,0,0,5,3,0,0,0,0
CO,COLORADO,0804260,Roaring Fork School District No. Re-1,1597,SOPRIS ELEMENTARY SCHOOL,080426001597,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804260,Roaring Fork School District No. Re-1,6715,RIVERVIEW SCHOOL,080426006715,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804290,Granada School District No. Re-1,592,GRANADA ELEMENTARY SCHOOL,080429000592,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804290,Granada School District No. Re-1,593,GRANADA UNDIVIDED HIGH SCHOOL,080429000593,No,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
CO,COLORADO,0804320,East Grand School District No. 2,594,FRASER VALLEY ELEMENTARY SCHOOL,080432000594,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804320,East Grand School District No. 2,595,GRANBY ELEMENTARY SCHOOL,080432000595,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804320,East Grand School District No. 2,596,MIDDLE PARK HIGH SCHOOL,080432000596,No,3,2,3,2,1,0,0,1,0,1,0,0,33,29,0,1,37,34,0,0,3,0
CO,COLORADO,0804320,East Grand School District No. 2,1343,EAST GRAND MIDDLE SCHOOL,080432001343,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,205,REDLANDS MIDDLE SCHOOL,080435000205,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,597,APPLETON ELEMENTARY SCHOOL,080435000597,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,598,BOOKCLIFF MIDDLE SCHOOL,080435000598,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,599,BROADWAY ELEMENTARY SCHOOL,080435000599,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,600,CENTRAL HIGH SCHOOL,080435000600,No,5,5,9,6,0,1,1,0,0,0,0,0,30,35,3,0,43,42,0,0,0,0
CO,COLORADO,0804350,Mesa County Valley School District No. 51,601,CHATFIELD ELEMENTARY SCHOOL,080435000601,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,602,CLIFTON ELEMENTARY SCHOOL,080435000602,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,605,EAST MIDDLE SCHOOL,080435000605,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,608,FRUITA MIDDLE SCHOOL,080435000608,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,609,FRUITA MONUMENT HIGH SCHOOL,080435000609,No,7,7,7,5,0,0,3,1,0,0,0,0,62,54,3,2,75,62,0,0,2,0
CO,COLORADO,0804350,Mesa County Valley School District No. 51,610,FRUITVALE ELEMENTARY SCHOOL,080435000610,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,611,GATEWAY SCHOOL,080435000611,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,612,GRAND JUNCTION HIGH SCHOOL,080435000612,No,7,7,9,17,0,0,2,3,0,0,0,0,44,66,1,1,56,87,2,1,0,1
CO,COLORADO,0804350,Mesa County Valley School District No. 51,613,LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,080435000613,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,615,LOMA ELEMENTARY SCHOOL,080435000615,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,616,NISLEY ELEMENTARY SCHOOL,080435000616,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,618,ORCHARD AVENUE ELEMENTARY SCHOOL,080435000618,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,619,ORCHARD MESA MIDDLE SCHOOL,080435000619,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,620,PALISADE HIGH SCHOOL,080435000620,No,3,3,7,5,0,0,1,0,0,0,0,0,21,28,3,0,32,33,0,0,0,0
CO,COLORADO,0804350,Mesa County Valley School District No. 51,621,POMONA ELEMENTARY SCHOOL,080435000621,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,623,R-5 HIGH SCHOOL,080435000623,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,624,SCENIC ELEMENTARY SCHOOL,080435000624,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,625,SHELLEDY ELEMENTARY SCHOOL,080435000625,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,626,TAYLOR ELEMENTARY SCHOOL,080435000626,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,627,TOPE ELEMENTARY SCHOOL,080435000627,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,629,WEST MIDDLE SCHOOL,080435000629,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,1344,MESA VIEW ELEMENTARY SCHOOL,080435001344,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,1345,MOUNT GARFIELD MIDDLE SCHOOL,080435001345,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,1346,THUNDER MOUNTAIN ELEMENTARY SCHOOL,080435001346,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,1347,WINGATE ELEMENTARY SCHOOL,080435001347,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,1552,NEW EMERSON SCHOOL AT COLUMBUS,080435001552,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,1656,GRAND MESA MIDDLE SCHOOL,080435001656,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,1657,ROCKY MOUNTAIN ELEMENTARY SCHOOL,080435001657,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,1691,DOS RIOS ELEMENTARY SCHOOL,080435001691,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,1850,DUAL IMMERSION ACADEMY SCHOOL,080435001850,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,1980,INDEPENDENCE ACADEMY,080435001980,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0804350,Mesa County Valley School District No. 51,1992,PEAR PARK ELEMENTARY SCHOOL,080435001992,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
