LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_MATHCLASSES_ADVM,SCH_MATHCERT_ADVM,SCH_MATHENR_ADVM_HI_M,SCH_MATHENR_ADVM_HI_F,SCH_MATHENR_ADVM_AM_M,SCH_MATHENR_ADVM_AM_F,SCH_MATHENR_ADVM_AS_M,SCH_MATHENR_ADVM_AS_F,SCH_MATHENR_ADVM_HP_M,SCH_MATHENR_ADVM_HP_F,SCH_MATHENR_ADVM_BL_M,SCH_MATHENR_ADVM_BL_F,SCH_MATHENR_ADVM_WH_M,SCH_MATHENR_ADVM_WH_F,SCH_MATHENR_ADVM_TR_M,SCH_MATHENR_ADVM_TR_F,TOT_MATHENR_ADVM_M,TOT_MATHENR_ADVM_F,SCH_MATHENR_ADVM_LEP_M,SCH_MATHENR_ADVM_LEP_F,SCH_MATHENR_ADVM_IDEA_M,SCH_MATHENR_ADVM_IDEA_F
CO,COLORADO,0802610,School District No. Re-2 Brush,154,BRUSH HIGH SCHOOL,080261000154,No,5,1,6,6,0,0,0,0,0,0,0,0,7,14,1,0,14,20,3,5,0,0
CO,COLORADO,0802610,School District No. Re-2 Brush,155,BEAVER VALLEY ELEMENTARY SCHOOL,080261000155,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802610,School District No. Re-2 Brush,156,THOMSON PRIMARY SCHOOL,080261000156,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802640,Buena Vista School District No. R-31,157,BUENA VISTA HIGH SCHOOL,080264000157,No,3,2,2,2,0,1,1,0,0,0,0,0,17,23,0,1,20,27,1,0,0,0
CO,COLORADO,0802640,Buena Vista School District No. R-31,158,HARRY L MC GINNIS MIDDLE SCHOOL,080264000158,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802640,Buena Vista School District No. R-31,159,AVERY/PARSONS ELEMENTARY SCHOOL,080264000159,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802640,Buena Vista School District No. R-31,6155,CHAFFEE COUNTY HIGH SCHOOL,080264006155,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802670,Burlington Public School District No. RE-6J,160,BURLINGTON ELEMENTARY SCHOOL,080267000160,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802670,Burlington Public School District No. RE-6J,161,BURLINGTON MIDDLE SCHOOL,080267000161,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802670,Burlington Public School District No. RE-6J,162,BURLINGTON HIGH SCHOOL,080267000162,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802700,Byers School District No. 32J,163,BYERS ELEMENTARY SCHOOL,080270000163,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802700,Byers School District No. 32J,164,BYERS JUNIOR-SENIOR HIGH SCHOOL,080270000164,No,1,1,0,0,0,0,0,0,0,0,0,0,1,5,0,1,1,6,0,0,0,0
CO,COLORADO,0802700,Byers School District No. 32J,1944,COLORADO VIRTUAL ACADEMY (COVA),080270001944,No,2,2,0,1,0,0,1,1,0,0,0,3,14,13,1,2,16,20,0,0,1,0
CO,COLORADO,0802700,Byers School District No. 32J,6548,VALIANT ACADEMY,080270006548,No,2,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,0,0,0,0
CO,COLORADO,0802700,Byers School District No. 32J,6605,ELEVATE ACADEMY,080270006605,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802700,Byers School District No. 32J,6620,COLORADO DIGITAL ACADEMY - MIDDLE,080270006620,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802700,Byers School District No. 32J,6630,COLORADO DIGITAL ACADEMY - ELEMENTARY,080270006630,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802730,Calhan District No. RJ1,167,CALHAN ELEMENTARY SCHOOL,080273000167,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802730,Calhan District No. RJ1,168,CALHAN HIGH SCHOOL,080273000168,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802730,Calhan District No. RJ1,510,CALHAN MIDDLE SCHOOL,080273000510,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802760,Campo School District No. Re-6,169,CAMPO ELEMENTARY SCHOOL,080276000169,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802760,Campo School District No. Re-6,170,CAMPO UNDIVIDED HIGH SCHOOL,080276000170,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802790,Fremont Re-1,171,CANON CITY MIDDLE SCHOOL,080279000171,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802790,Fremont Re-1,172,CANON CITY HIGH SCHOOL,080279000172,No,5,0,5,3,0,0,0,1,0,0,0,1,23,28,0,1,28,34,0,0,0,0
CO,COLORADO,0802790,Fremont Re-1,173,HARRISON SCHOOL,080279000173,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802790,Fremont Re-1,174,LINCOLN SCHOOL OF SCIENCE AND TECHNOLOGY,080279000174,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802790,Fremont Re-1,175,MCKINLEY ELEMENTARY SCHOOL,080279000175,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802790,Fremont Re-1,176,WASHINGTON ELEMENTARY SCHOOL,080279000176,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802790,Fremont Re-1,1433,CANON EXPLORATORY SCHOOL,080279001433,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802790,Fremont Re-1,1538,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,080279001538,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802850,Center Consolidated School District No. 26 Jt. of the count,177,HASKIN ELEMENTARY SCHOOL,080285000177,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802850,Center Consolidated School District No. 26 Jt. of the count,178,SKOGLUND MIDDLE SCHOOL,080285000178,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802850,Center Consolidated School District No. 26 Jt. of the count,179,CENTER HIGH SCHOOL,080285000179,No,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0
CO,COLORADO,0802850,Center Consolidated School District No. 26 Jt. of the count,2008,THE ACADEMIC RECOVERY CENTER OF SAN LUIS VALLEY,080285002008,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802850,Center Consolidated School District No. 26 Jt. of the count,6513,CENTER VIRTUAL ACADEMY,080285006513,No,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0
CO,COLORADO,0802880,Cheraw School District No. 31 in the county of Otero and S,182,CHERAW SCHOOL,080288000182,No,1,1,1,0,0,0,0,0,0,0,0,0,3,7,0,0,4,7,0,0,0,0
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,34,THUNDER RIDGE MIDDLE SCHOOL,080291000034,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,183,ARROWHEAD ELEMENTARY SCHOOL,080291000183,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,184,BELLEVIEW ELEMENTARY SCHOOL,080291000184,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,185,CAMPUS MIDDLE SCHOOL,080291000185,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,186,CHERRY CREEK HIGH SCHOOL,080291000186,No,45,45,43,50,0,5,92,120,1,0,20,9,425,388,20,28,601,600,16,4,15,10
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,187,CHERRY HILLS VILLAGE ELEMENTARY SCHOOL,080291000187,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,188,COTTONWOOD CREEK ELEMENTARY SCHOOL,080291000188,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,190,DRY CREEK ELEMENTARY SCHOOL,080291000190,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,191,EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,080291000191,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,192,GREENWOOD ELEMENTARY SCHOOL,080291000192,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,193,HERITAGE ELEMENTARY SCHOOL,080291000193,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,194,HOLLY HILLS ELEMENTARY SCHOOL,080291000194,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,195,HOMESTEAD ELEMENTARY SCHOOL,080291000195,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,196,INDEPENDENCE ELEMENTARY SCHOOL,080291000196,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,197,LAREDO MIDDLE SCHOOL,080291000197,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,198,MISSION VIEJO ELEMENTARY SCHOOL,080291000198,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,199,POLTON COMMUNITY ELEMENTARY SCHOOL,080291000199,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,200,PONDEROSA ELEMENTARY SCHOOL,080291000200,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,201,PRAIRIE MIDDLE SCHOOL,080291000201,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,202,SAGEBRUSH ELEMENTARY SCHOOL,080291000202,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,203,SMOKY HILL HIGH SCHOOL,080291000203,No,24,24,47,54,0,0,35,39,1,1,39,51,129,132,13,15,264,292,10,11,12,1
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,204,VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,080291000204,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,206,WALNUT HILLS COMMUNITY ELEMENTARY SCHOOL,080291000206,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,207,WEST MIDDLE SCHOOL,080291000207,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,208,WILLOW CREEK ELEMENTARY SCHOOL,080291000208,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,763,CHALLENGE SCHOOL,080291000763,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1152,CHERRY CREEK CHARTER ACADEMY,080291001152,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1272,OVERLAND HIGH SCHOOL,080291001272,No,19,19,49,79,1,1,12,16,0,0,65,64,45,44,8,13,180,217,25,32,12,8
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1273,HIGH PLAINS ELEMENTARY SCHOOL,080291001273,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1297,CIMARRON ELEMENTARY SCHOOL,080291001297,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1328,HORIZON MIDDLE SCHOOL,080291001328,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1329,MEADOW POINT ELEMENTARY SCHOOL,080291001329,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1330,TRAILS WEST ELEMENTARY SCHOOL,080291001330,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1378,SUNRISE ELEMENTARY SCHOOL,080291001378,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1390,INDIAN RIDGE ELEMENTARY SCHOOL,080291001390,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1404,CREEKSIDE ELEMENTARY SCHOOL,080291001404,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1405,TIMBERLINE ELEMENTARY SCHOOL,080291001405,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1468,SUMMIT ELEMENTARY SCHOOL,080291001468,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1514,ROLLING HILLS ELEMENTARY SCHOOL,080291001514,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1625,GRANDVIEW HIGH SCHOOL,080291001625,No,26,26,43,31,0,2,37,42,0,1,21,25,178,178,14,26,293,305,9,5,12,5
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1670,ANTELOPE RIDGE ELEMENTARY SCHOOL,080291001670,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1671,DAKOTA VALLEY ELEMENTARY SCHOOL,080291001671,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1672,FALCON CREEK MIDDLE SCHOOL,080291001672,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1710,FOX HOLLOW ELEMENTARY SCHOOL,080291001710,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1711,LIBERTY MIDDLE SCHOOL,080291001711,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1831,CANYON CREEK ELEMENTARY SCHOOL,080291001831,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1878,SKY VISTA MIDDLE SCHOOL,080291001878,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1879,ASPEN CROSSING ELEMENTARY SCHOOL,080291001879,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1880,RED HAWK RIDGE ELEMENTARY SCHOOL,080291001880,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,1951,CHEROKEE TRAIL HIGH SCHOOL,080291001951,No,30,30,37,46,3,1,53,66,4,1,21,36,171,206,18,25,307,381,3,3,5,3
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,2032,COYOTE HILLS ELEMENTARY SCHOOL,080291002032,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,6156,EAGLECREST HIGH SCHOOL,080291006156,No,24,24,44,54,1,2,23,31,1,1,25,24,146,187,15,28,255,327,4,6,11,4
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,6182,HIGHLINE COMMUNITY ELEMENTARY SCHOOL,080291006182,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,6183,PEAKVIEW ELEMENTARY SCHOOL,080291006183,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,6301,BUFFALO TRAIL ELEMENTARY SCHOOL,080291006301,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,6344,MARVIN W FOOTE YOUTH SERVICES,080291006344,Yes,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,6367,FOX RIDGE MIDDLE SCHOOL,080291006367,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,6452,PINE RIDGE ELEMENTARY SCHOOL,080291006452,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,6544,BLACK FOREST HILLS ELEMENTARY SCHOOL,080291006544,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,6563,OPTIONS SCHOOL,080291006563,No,2,2,1,0,0,0,0,0,0,0,0,0,2,1,2,0,5,1,0,0,0,0
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,6604,PRAIRIE PRESCHOOL,080291006604,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,6607,MOUNTAIN VISTA ELEMENTARY SCHOOL,080291006607,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,6617,OUTBACK PRESCHOOL,080291006617,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,6632,THE COTTAGE AT HOLLY RIDGE,080291006632,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,6649,ENDEAVOR ACADEMY,080291006649,No,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,6676,HERITAGE HEIGHTS ACADEMY,080291006676,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802910,Cherry Creek School District No. 5 in the County of Arapaho,6728,INFINITY MIDDLE SCHOOL,080291006728,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802940,Cheyenne Mountain School District No. 12 in the county of E,209,CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL,080294000209,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802940,Cheyenne Mountain School District No. 12 in the county of E,210,SKYWAY PARK ELEMENTARY SCHOOL,080294000210,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0802940,Cheyenne Mountain School District No. 12 in the county of E,211,CHEYENNE MOUNTAIN HIGH SCHOOL,080294000211,No,19,19,29,27,0,2,6,10,0,1,4,1,156,146,15,12,210,199,0,0,0,1
