LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_INTERNET_FIBER,SCH_INTERNET_WIFI,SCH_INTERNET_SCHDEV,SCH_INTERNET_STUDDEV,SCH_INTERNET_WIFIENDEV
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,213,Canon Elementary School,080294000213,No,Yes,Yes,No,No,30
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,1326,The Vanguard School (Elementary),080294001326,No,Yes,Yes,Yes,No,75
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,1391,Cheyenne Mountain Elementary School,080294001391,No,Yes,Yes,Yes,No,340
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,1535,Pinon Valley Elementary School,080294001535,No,Yes,Yes,Yes,No,300
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,1591,Gold Camp Elementary School,080294001591,No,Yes,Yes,Yes,No,450
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,6342,Zebulon Pike,080294006342,Yes,Yes,Yes,No,No,0
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,6370,The Vanguard School (High),080294006370,No,Yes,Yes,Yes,Yes,60
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,6402,The Vanguard School (Middle),080294006402,No,Yes,Yes,Yes,Yes,30
CO,Colorado,0803000,Clear Creek School District No. Re-1,217,Clear Creek High School,080300000217,No,Yes,Yes,Yes,No,232
CO,Colorado,0803000,Clear Creek School District No. Re-1,218,Carlson Elementary School,080300000218,No,Yes,Yes,Yes,No,123
CO,Colorado,0803000,Clear Creek School District No. Re-1,1332,King-Murphy Elementary School,080300001332,No,Yes,Yes,Yes,No,109
CO,Colorado,0803000,Clear Creek School District No. Re-1,1999,Georgetown Community School,080300001999,No,Yes,Yes,Yes,No,105
CO,Colorado,0803000,Clear Creek School District No. Re-1,6157,Clear Creek Middle School,080300006157,No,Yes,Yes,Yes,No,114
CO,Colorado,0803030,Plateau Valley School District No. 50 In The County Of Mesa,219,Plateau Valley Elementary School,080303000219,No,No,Yes,Yes,No,356
CO,Colorado,0803030,Plateau Valley School District No. 50 In The County Of Mesa,220,Plateau Valley High School,080303000220,No,No,Yes,Yes,No,356
CO,Colorado,0803030,Plateau Valley School District No. 50 In The County Of Mesa,1434,Grand Mesa High School,080303001434,No,-13,-13,-13,-13,50
CO,Colorado,0803030,Plateau Valley School District No. 50 In The County Of Mesa,6288,Plateau Valley Middle School,080303006288,No,No,Yes,Yes,No,356
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,222,Audubon Elementary School,080306000222,No,Yes,Yes,Yes,No,300
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,224,Bristol Elementary School,080306000224,No,Yes,Yes,Yes,No,200
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,225,Buena Vista Elementary School,080306000225,No,Yes,Yes,Yes,Yes,220
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,226,Carver Elementary School,080306000226,No,Yes,Yes,Yes,No,230
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,227,Columbia Elementary School,080306000227,No,Yes,Yes,Yes,Yes,250
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,228,Coronado High School,080306000228,No,Yes,Yes,Yes,Yes,1300
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,231,Edison Elementary School,080306000231,No,Yes,Yes,Yes,No,300
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,232,Nikola Tesla Education Opportunity Center,080306000232,No,Yes,Yes,Yes,Yes,300
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,234,Sabin Middle School,080306000234,No,Yes,Yes,Yes,No,729
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,236,Fremont Elementary School,080306000236,No,Yes,Yes,Yes,Yes,375
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,238,Grant Elementary School,080306000238,No,Yes,Yes,Yes,No,400
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,239,Adams Elementary School,080306000239,No,Yes,Yes,Yes,No,340
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,240,Henry Elementary School,080306000240,No,Yes,Yes,Yes,No,600
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,241,Holmes Middle School,080306000241,No,Yes,Yes,Yes,No,565
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,242,Mann Middle School,080306000242,No,Yes,Yes,Yes,Yes,400
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,243,Howbert Elementary School,080306000243,No,Yes,Yes,Yes,No,250
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,245,Jackson Elementary School,080306000245,No,Yes,Yes,Yes,Yes,365
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,247,Keller Elementary School,080306000247,No,Yes,Yes,Yes,Yes,356
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,251,Madison Elementary School,080306000251,No,Yes,Yes,Yes,Yes,305
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,252,Twain Elementary School,080306000252,No,Yes,Yes,Yes,No,375
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,253,Midland Elementary School,080306000253,No,Yes,Yes,Yes,No,185
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,254,Mitchell High School,080306000254,No,Yes,Yes,Yes,No,1037
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,255,Monroe Elementary School,080306000255,No,Yes,Yes,Yes,No,353
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,256,North Middle School,080306000256,No,Yes,Yes,Yes,Yes,550
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,257,Palmer High School,080306000257,No,Yes,Yes,Yes,Yes,1400
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,258,Penrose Elementary School,080306000258,No,Yes,Yes,Yes,No,360
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,260,Queen Palmer Elementary School,080306000260,No,Yes,Yes,Yes,No,200
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,262,Roosevelt Charter Academy,080306000262,No,Yes,Yes,Yes,No,490
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,263,Russell Middle School,080306000263,No,Yes,Yes,Yes,Yes,600
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,265,Steele Elementary School,080306000265,No,Yes,Yes,Yes,Yes,256
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,266,Stratton Elementary School,080306000266,No,Yes,Yes,Yes,No,280
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,267,Taylor Elementary School,080306000267,No,Yes,Yes,Yes,No,165
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,268,Doherty High School,080306000268,No,Yes,Yes,Yes,Yes,1650
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,272,West Middle School,080306000272,No,Yes,Yes,Yes,Yes,195
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,274,Rogers Elementary School,080306000274,No,Yes,Yes,Yes,No,265
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,275,Wilson Elementary School,080306000275,No,Yes,Yes,Yes,Yes,349
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1274,Rudy Elementary School,080306001274,No,Yes,Yes,Yes,No,325
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1299,Community Prep Charter School,080306001299,No,No,Yes,Yes,Yes,150
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1318,Globe Charter School,080306001318,No,No,Yes,Yes,No,130
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1379,King Elementary School,080306001379,No,No,Yes,Yes,No,315
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1435,Chipeta Elementary School,080306001435,No,Yes,Yes,Yes,Yes,430
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1470,Martinez Elementary School,080306001470,No,Yes,Yes,Yes,Yes,400
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1589,Civa Charter Academy,080306001589,No,No,Yes,Yes,Yes,200
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1641,Scott Elementary School,080306001641,No,Yes,Yes,Yes,Yes,460
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1642,Trailblazer Elementary School,080306001642,No,Yes,Yes,Yes,No,241
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1683,Jenkins Middle School,080306001683,No,Yes,Yes,Yes,Yes,760
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1841,Eastlake High School Of Colorado Springs,080306001841,No,No,Yes,Yes,Yes,50
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1888,The Bijou School,080306001888,No,Yes,Yes,Yes,Yes,130
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,6317,Freedom Elementary School,080306006317,No,Yes,Yes,Yes,Yes,420
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,6319,Mcauliffe Elementary,080306006319,No,Yes,Yes,Yes,No,485
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,6379,Galileo School Of Math And Science,080306006379,No,Yes,Yes,Yes,No,500
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,6416,West Elementary School,080306006416,No,Yes,Yes,Yes,No,165
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,6421,Jack Swigert Aerospace Academy,080306006421,No,Yes,Yes,Yes,Yes,530
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,6428,Achieve Online,080306006428,No,Yes,Yes,Yes,No,335
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,6456,Academy For Advanced And Creative Learning,080306006456,No,Yes,Yes,Yes,Yes,200
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,6580,Odyssey Early College And Career Options,080306006580,No,Yes,Yes,Yes,Yes,279
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,235,Beech Street Preschool,080309000235,No,Yes,Yes,No,No,0
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,833,Montezuma-Cortez Middle School,080309000833,No,Yes,Yes,Yes,No,539
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,835,Kemper Elementary School,080309000835,No,Yes,Yes,Yes,No,363
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,837,Lewis-Arriola Elementary School,080309000837,No,Yes,Yes,Yes,No,117
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,838,Manaugh Elementary School,080309000838,No,Yes,Yes,Yes,No,223
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,839,Mesa Elementary School,080309000839,No,Yes,Yes,Yes,No,303
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,840,Montezuma-Cortez High School,080309000840,No,Yes,Yes,Yes,Yes,612
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,841,Pleasant View Elementary School,080309000841,No,Yes,Yes,Yes,No,26
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,1093,Battle Rock Charter School,080309001093,No,No,Yes,Yes,No,85
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,1692,Southwest Open Charter School,080309001692,No,Yes,Yes,Yes,Yes,132
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,6622,Children's Kiva Montessori School,080309006622,No,Yes,Yes,Yes,No,140
CO,Colorado,0803120,Fremont Re-3,276,Cotopaxi Elementary School,080312000276,No,Yes,Yes,Yes,Yes,81
CO,Colorado,0803120,Fremont Re-3,277,Cotopaxi Junior-Senior High School,080312000277,No,Yes,Yes,Yes,Yes,132
CO,Colorado,0803150,Creede School District,279,Creede School,080315000279,No,Yes,Yes,Yes,Yes,89
CO,Colorado,0803180,Cripple Creek-Victor School District No. Re-1,280,Cresson Elementary School,080318000280,No,Yes,Yes,Yes,Yes,112
CO,Colorado,0803180,Cripple Creek-Victor School District No. Re-1,281,Cripple Creek-Victor Junior-Senior High School,080318000281,No,Yes,Yes,Yes,Yes,178
CO,Colorado,0803210,Crowley County School District No. Re-1-J,282,Crowley County Junior And Senior High School,080321000282,No,Yes,Yes,Yes,Yes,195
CO,Colorado,0803210,Crowley County School District No. Re-1-J,1519,Crowley County Elementary K-6,080321001519,No,Yes,Yes,Yes,Yes,200
CO,Colorado,0803240,De Beque Joint District No. 49 Of The Counties Of Mesa And,286,De Beque Pk-12 School District 49jt,080324000286,No,Yes,Yes,Yes,No,169
CO,Colorado,0803270,Deer Trail School District No. 26j,287,Deer Trail Elementary School,080327000287,No,Yes,Yes,Yes,No,139
CO,Colorado,0803270,Deer Trail School District No. 26j,288,Deer Trail Junior-Senior High School,080327000288,No,Yes,Yes,Yes,Yes,113
CO,Colorado,0803300,Upper Rio Grande School District C-7,289,Del Norte Elementary School,080330000289,No,Yes,Yes,Yes,Yes,385
CO,Colorado,0803300,Upper Rio Grande School District C-7,290,Del Norte High Jr./Sr. High School,080330000290,No,Yes,Yes,Yes,Yes,385
CO,Colorado,0803330,Delta County Joint District No. 50,293,Cedaredge Elementary School,080333000293,No,Yes,Yes,Yes,Yes,315
CO,Colorado,0803330,Delta County Joint District No. 50,295,North Fork Montessori @ Crawford,080333000295,No,Yes,Yes,Yes,Yes,108
CO,Colorado,0803330,Delta County Joint District No. 50,296,Delta Middle School,080333000296,No,Yes,Yes,Yes,Yes,680
CO,Colorado,0803330,Delta County Joint District No. 50,297,Delta High School,080333000297,No,Yes,Yes,Yes,Yes,750
CO,Colorado,0803330,Delta County Joint District No. 50,298,Garnet Mesa Elementary School,080333000298,No,Yes,Yes,Yes,Yes,520
CO,Colorado,0803330,Delta County Joint District No. 50,299,Hotchkiss Elementary School,080333000299,No,Yes,Yes,Yes,Yes,356
CO,Colorado,0803330,Delta County Joint District No. 50,300,Hotchkiss High School,080333000300,No,Yes,Yes,Yes,Yes,216
CO,Colorado,0803330,Delta County Joint District No. 50,301,Lincoln Elementary School,080333000301,No,Yes,Yes,Yes,Yes,515
CO,Colorado,0803330,Delta County Joint District No. 50,304,Paonia High School,080333000304,No,Yes,Yes,Yes,Yes,256
CO,Colorado,0803330,Delta County Joint District No. 50,1334,Cedaredge Middle School,080333001334,No,Yes,Yes,Yes,Yes,241
CO,Colorado,0803330,Delta County Joint District No. 50,1335,Cedaredge High School,080333001335,No,Yes,Yes,Yes,Yes,322
CO,Colorado,0803330,Delta County Joint District No. 50,1337,Paonia Elementary School,080333001337,No,Yes,Yes,Yes,Yes,152
CO,Colorado,0803330,Delta County Joint District No. 50,1893,Backpack Early Learning Academy,080333001893,No,Yes,Yes,Yes,Yes,18
CO,Colorado,0803330,Delta County Joint District No. 50,1953,Grand Mesa Choice Academy,080333001953,No,Yes,Yes,Yes,Yes,85
CO,Colorado,0803330,Delta County Joint District No. 50,2001,Delta Academy Of Applied Learning,080333002001,No,Yes,Yes,Yes,No,45
CO,Colorado,0803330,Delta County Joint District No. 50,2024,Vision Charter Academy,080333002024,No,Yes,Yes,Yes,Yes,200
CO,Colorado,0803330,Delta County Joint District No. 50,6667,North Fork School Of Integrated Studies,080333006667,No,Yes,Yes,Yes,Yes,45
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,305,Abraham Lincoln High School,080336000305,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,306,John H. Amesse Elementary,080336000306,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,307,Asbury Elementary School,080336000307,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,309,Ashley Elementary School,080336000309,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,311,Barnum Elementary School,080336000311,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,313,Beach Court Elementary School,080336000313,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,317,Bradley International School,080336000317,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,318,Bromwell Elementary School,080336000318,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,319,Brown International Academy,080336000319,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,320,Bryant Webster Dual Language Ece-8 School,080336000320,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,322,Career Education Center Early College,080336000322,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,323,Carson Elementary School,080336000323,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,324,Centennial A School For Expeditionary Learning,080336000324,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,325,Cheltenham Elementary School,080336000325,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,327,Colfax Elementary School,080336000327,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,328,College View Elementary School,080336000328,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,329,Columbian Elementary School,080336000329,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,330,Columbine Elementary School,080336000330,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,331,Cory Elementary School,080336000331,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,332,Cowell Elementary School,080336000332,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,336,Doull Elementary School,080336000336,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,337,Eagleton Elementary School,080336000337,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,338,East High School,080336000338,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,340,Edison Elementary School,080336000340,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,341,Ellis Elementary School,080336000341,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,345,Emily Griffith High School,080336000345,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,347,Fairview Elementary School,080336000347,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,349,Force Elementary School,080336000349,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,351,Garden Place Academy,080336000351,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,352,George Washington High School,080336000352,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,354,Godsman Elementary School,080336000354,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,355,Goldrick Elementary School,080336000355,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,357,Grant Beacon Middle School,080336000357,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,359,Gust Elementary School,080336000359,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,361,Hamilton Middle School,080336000361,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,362,International Academy Of Denver At Harrington,080336000362,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,364,Hill Campus Of Arts And Sciences,080336000364,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,365,Holm Elementary School,080336000365,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,367,John F Kennedy High School,080336000367,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,368,Johnson Elementary School,080336000368,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,369,Kaiser Elementary School,080336000369,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,371,Knapp Elementary School,080336000371,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,372,Hallett Academy,080336000372,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,375,Lincoln Elementary School,080336000375,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,377,Mckinley-Thatcher Elementary School,080336000377,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,378,Mcmeen Elementary School,080336000378,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,379,Merrill Middle School,080336000379,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,380,Contemporary Learning Academy,080336000380,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,384,Montclair School Of Academics And Enrichment,080336000384,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,385,Dora Moore Ece-8 School,080336000385,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,386,Morey Middle School,080336000386,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,387,Munroe Elementary School,080336000387,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,388,Newlon Elementary School,080336000388,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,389,North High School,080336000389,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,390,Palmer Elementary School,080336000390,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,391,Park Hill School,080336000391,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,398,Sabin World School,080336000398,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,399,Samuels Elementary School,080336000399,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,400,Charles M. Schenck (Cms) Community School,080336000400,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,401,Schmitt Elementary School,080336000401,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,403,Skinner Middle School,080336000403,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,407,Smith Elementary School,080336000407,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,408,South High School,080336000408,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,410,Steck Elementary School,080336000410,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,411,Stedman Elementary School,080336000411,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,412,Steele Elementary School,080336000412,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,414,Swansea Elementary School,080336000414,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,415,Teller Elementary School,080336000415,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,417,Thomas Jefferson High School,080336000417,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,418,Traylor Academy,080336000418,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,419,University Park Elementary School,080336000419,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,420,Valdez Elementary School,080336000420,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,421,Valverde Elementary School,080336000421,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,424,Castro Elementary School,080336000424,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,426,Whittier Ece-8 School,080336000426,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1276,Mcglone Academy,080336001276,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1380,Marrama Elementary School,080336001380,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1406,Dr. Martin Luther King Jr. Early College,080336001406,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1522,Denison Montessori School,080336001522,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1524,Slavens K-8 School,080336001524,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1574,Denver School Of The Arts,080336001574,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1575,Florence Crittenton High School,080336001575,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1576,University Prep - Steele St.,080336001576,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1635,Maxwell Elementary School,080336001635,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1636,Odyssey School Of Denver,080336001636,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1637,Wyatt Academy,080336001637,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1679,Southmoor Elementary School,080336001679,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1724,Ridge View Academy Charter School,080336001724,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1738,Grant Ranch Ece-8 School,080336001738,No,-11,-11,-11,-11,-11
CO,Colorado,0803360,School District No. 1 In The County Of Denver And State Of C,1739,Marie L. Greenwood Academy,080336001739,No,-11,-11,-11,-11,-11
