LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_INTERNET_FIBER,SCH_INTERNET_WIFI,SCH_INTERNET_SCHDEV,SCH_INTERNET_STUDDEV,SCH_INTERNET_WIFIENDEV
CO,Colorado,0805400,Thompson School District R-2j,6558,Leap School,080540006558,No,No,Yes,No,Yes,70
CO,Colorado,0805400,Thompson School District R-2j,6697,High Plains School,080540006697,No,Yes,Yes,Yes,Yes,650
CO,Colorado,0805460,Mancos School District Re-6,943,Mancos Elementary School,080546000943,No,Yes,Yes,No,No,176
CO,Colorado,0805460,Mancos School District Re-6,944,Mancos High School,080546000944,No,Yes,Yes,Yes,Yes,140
CO,Colorado,0805460,Mancos School District Re-6,1287,Mancos Middle School,080546001287,No,Yes,Yes,Yes,Yes,121
CO,Colorado,0805460,Mancos School District Re-6,6540,Mancos Early Learning Center,080546006540,No,Yes,Yes,No,No,0
CO,Colorado,0805490,Manitou Springs School District No. 14 In The County Of El,945,Manitou Springs Middle School,080549000945,No,Yes,Yes,Yes,No,283
CO,Colorado,0805490,Manitou Springs School District No. 14 In The County Of El,946,Manitou Springs High School,080549000946,No,Yes,Yes,Yes,Yes,471
CO,Colorado,0805490,Manitou Springs School District No. 14 In The County Of El,947,Manitou Springs Elementary School,080549000947,No,Yes,Yes,Yes,No,397
CO,Colorado,0805490,Manitou Springs School District No. 14 In The County Of El,948,Ute Pass Elementary School,080549000948,No,Yes,Yes,Yes,No,161
CO,Colorado,0805520,Manzanola Joint District No. 3j Of The Counties Of Otero A,949,Manzanola Elementary School,080552000949,No,Yes,Yes,Yes,Yes,49
CO,Colorado,0805520,Manzanola Joint District No. 3j Of The Counties Of Otero A,1375,Manzanola Junior-Senior High School,080552001375,No,Yes,Yes,Yes,Yes,102
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,1857,Mapleton Expeditionary School Of The Arts,080555001857,No,Yes,Yes,Yes,Yes,418
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,1858,Mapleton Early College High School,080555001858,No,Yes,Yes,Yes,Yes,172
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,1860,Global Leadership Academy,080555001860,No,Yes,Yes,Yes,Yes,183
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,1872,Academy High School,080555001872,No,Yes,Yes,Yes,Yes,304
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,1932,Adventure Elementary,080555001932,No,Yes,Yes,Yes,Yes,283
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,1997,Welby Community School,080555001997,No,Yes,Yes,Yes,Yes,278
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,2004,Achieve Academy,080555002004,No,Yes,Yes,Yes,Yes,293
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,2007,Explore Pk-8,080555002007,No,Yes,Yes,Yes,Yes,405
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,2016,Clayton Partnership School,080555002016,No,Yes,Yes,Yes,Yes,416
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,2017,York International,080555002017,No,Yes,Yes,Yes,Yes,621
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,2031,Meadow Community School,080555002031,No,Yes,Yes,Yes,Yes,294
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,6433,North Valley School For Young Adults,080555006433,No,Yes,Yes,Yes,Yes,82
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,6488,Colorado Connections Academy,080555006488,No,Yes,Yes,Yes,Yes,2508
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,6671,Big Picture College And Career Academy,080555006671,No,Yes,Yes,Yes,Yes,89
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,6672,Global Intermediate Academy,080555006672,No,Yes,Yes,Yes,Yes,217
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,6673,Global Primary Academy,080555006673,No,Yes,Yes,Yes,Yes,229
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,6786,Trailside Academy,080555006786,No,Yes,Yes,Yes,Yes,408
CO,Colorado,0805550,Mapleton School District No. 1 In The County Of Adams & St,6808,Preschool On Poze,080555006808,No,Yes,Yes,Yes,No,149
CO,Colorado,0805580,Mcclave School District No. Re-2,962,Mcclave Elementary School,080558000962,No,Yes,Yes,Yes,No,210
CO,Colorado,0805580,Mcclave School District No. Re-2,963,Mcclave Undivided High School,080558000963,No,Yes,Yes,Yes,No,112
CO,Colorado,0805610,Meeker School District Re1,965,Meeker Elementary School,080561000965,No,No,Yes,Yes,Yes,313
CO,Colorado,0805610,Meeker School District Re1,966,Barone Middle School,080561000966,No,No,Yes,Yes,Yes,152
CO,Colorado,0805610,Meeker School District Re1,967,Meeker High School,080561000967,No,No,Yes,Yes,Yes,216
CO,Colorado,0805640,School District No. Re-4 Buffalo,969,Merino Elementary School,080564000969,No,Yes,Yes,Yes,No,167
CO,Colorado,0805640,School District No. Re-4 Buffalo,970,Merino Junior Senior High School,080564000970,No,Yes,Yes,Yes,Yes,141
CO,Colorado,0805670,Miami-Yoder Joint District No. 60 Of The Counties Of El Pas,971,Miami/Yoder Elementary School,080567000971,No,Yes,Yes,No,No,165
CO,Colorado,0805670,Miami-Yoder Joint District No. 60 Of The Counties Of El Pas,972,Miami-Yoder Middle/High School,080567000972,No,Yes,Yes,Yes,Yes,190
CO,Colorado,0805700,Moffat School District No. 2 In The County Of Saguache And,974,Moffat Prek-12 School,080570000974,No,Yes,Yes,Yes,Yes,174
CO,Colorado,0805700,Moffat School District No. 2 In The County Of Saguache And,1511,Crestone Charter School,080570001511,No,Yes,Yes,Yes,Yes,85
CO,Colorado,0805730,Moffat County School District Re: No. 1,977,Craig Middle School,080573000977,No,Yes,Yes,Yes,Yes,600
CO,Colorado,0805730,Moffat County School District Re: No. 1,980,Maybell School,080573000980,No,Yes,Yes,Yes,Yes,30
CO,Colorado,0805730,Moffat County School District Re: No. 1,981,Moffat County High School,080573000981,No,Yes,Yes,Yes,Yes,750
CO,Colorado,0805730,Moffat County School District Re: No. 1,983,Sunset Elementary School,080573000983,No,Yes,Yes,Yes,Yes,303
CO,Colorado,0805730,Moffat County School District Re: No. 1,1355,Ridgeview Elementary School,080573001355,No,Yes,Yes,Yes,Yes,350
CO,Colorado,0805730,Moffat County School District Re: No. 1,1553,Sandrock Elementary,080573001553,No,Yes,Yes,Yes,Yes,360
CO,Colorado,0805730,Moffat County School District Re: No. 1,1659,Early Childhood Center,080573001659,No,Yes,Yes,No,No,16
CO,Colorado,0805760,Monte Vista School District No. C-8,984,Byron Syring Delta Center,080576000984,No,Yes,Yes,Yes,Yes,53
CO,Colorado,0805760,Monte Vista School District No. C-8,985,Bill Metz Elementary School,080576000985,No,Yes,Yes,Yes,Yes,380
CO,Colorado,0805760,Monte Vista School District No. C-8,986,Monte Vista Middle School,080576000986,No,Yes,Yes,Yes,Yes,232
CO,Colorado,0805760,Monte Vista School District No. C-8,1110,Marsh Elementary School,080576001110,No,Yes,Yes,Yes,No,55
CO,Colorado,0805760,Monte Vista School District No. C-8,1356,Monte Vista Senior High School,080576001356,No,Yes,Yes,Yes,Yes,288
CO,Colorado,0805760,Monte Vista School District No. C-8,1560,Monte Vista On-Line Academy,080576001560,No,Yes,Yes,Yes,Yes,288
CO,Colorado,0805790,Montrose County School District Re-1j,250,Early Childhood Center,080579000250,No,Yes,Yes,No,No,0
CO,Colorado,0805790,Montrose County School District Re-1j,987,Centennial Middle School,080579000987,No,Yes,Yes,Yes,No,650
CO,Colorado,0805790,Montrose County School District Re-1j,989,Columbine Middle School,080579000989,No,Yes,Yes,Yes,No,505
CO,Colorado,0805790,Montrose County School District Re-1j,990,Johnson Elementary School,080579000990,No,Yes,Yes,Yes,No,550
CO,Colorado,0805790,Montrose County School District Re-1j,992,Montrose High School,080579000992,No,Yes,Yes,Yes,Yes,1352
CO,Colorado,0805790,Montrose County School District Re-1j,994,Northside Elementary School,080579000994,No,Yes,Yes,Yes,No,340
CO,Colorado,0805790,Montrose County School District Re-1j,995,Oak Grove Elementary School,080579000995,No,Yes,Yes,Yes,No,400
CO,Colorado,0805790,Montrose County School District Re-1j,996,Olathe Elementary School,080579000996,No,Yes,Yes,Yes,Yes,390
CO,Colorado,0805790,Montrose County School District Re-1j,997,Olathe Middle School,080579000997,No,Yes,Yes,Yes,Yes,241
CO,Colorado,0805790,Montrose County School District Re-1j,998,Olathe High School,080579000998,No,Yes,Yes,Yes,Yes,267
CO,Colorado,0805790,Montrose County School District Re-1j,999,Pomona Elementary School,080579000999,No,Yes,Yes,Yes,No,339
CO,Colorado,0805790,Montrose County School District Re-1j,1554,Cottonwood Elementary School,080579001554,No,Yes,Yes,Yes,No,450
CO,Colorado,0805790,Montrose County School District Re-1j,1852,Vista Charter School,080579001852,No,Yes,Yes,Yes,No,250
CO,Colorado,0805790,Montrose County School District Re-1j,6499,Peak Virtual Academy,080579006499,No,Yes,Yes,Yes,Yes,55
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,1002,Lewis-Palmer Middle School,080582001002,No,Yes,Yes,Yes,No,1297
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,1003,Lewis-Palmer High School,080582001003,No,Yes,Yes,Yes,Yes,1050
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,1004,Lewis-Palmer Elementary School,080582001004,No,Yes,Yes,No,No,428
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,1371,Bear Creek Elementary School,080582001371,No,Yes,Yes,No,No,1026
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,1397,Palmer Lake Elementary School,080582001397,No,Yes,Yes,Yes,No,370
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,1489,Ray E Kilmer Elementary School,080582001489,No,Yes,Yes,No,No,392
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,1536,Monument Charter Academy Secondary School,080582001536,No,Yes,Yes,Yes,No,571
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,1810,Prairie Winds Elementary School,080582001810,No,Yes,Yes,No,No,332
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,6369,Palmer Ridge High School,080582006369,No,Yes,Yes,Yes,Yes,826
CO,Colorado,0805820,Lewis-Palmer Consolidated School District No. 38 In The Co,6807,Monument Charter Academy,080582006807,No,Yes,Yes,No,No,325
CO,Colorado,0805850,West End School District No. Re-2,1007,Nucla High School,080585001007,No,-13,-13,-13,-13,70
CO,Colorado,0805850,West End School District No. Re-2,1398,Naturita Elementary School,080585001398,No,-13,-13,-13,-13,100
CO,Colorado,0805850,West End School District No. Re-2,1693,Paradox Valley Charter School,080585001693,No,-13,-13,-13,-13,30
CO,Colorado,0805850,West End School District No. Re-2,6727,Nucla Middle School,080585006727,No,-13,-13,-13,-13,40
CO,Colorado,0805880,Norwood School District No. R-2j,1012,Norwood Public Schools,080588001012,No,Yes,Yes,Yes,No,181
CO,Colorado,0805910,South Routt School District No. Re 3,1013,Soroco Middle School,080591001013,No,Yes,Yes,Yes,Yes,75
CO,Colorado,0805910,South Routt School District No. Re 3,1014,Soroco High School,080591001014,No,Yes,Yes,Yes,Yes,104
CO,Colorado,0805910,South Routt School District No. Re 3,1015,South Routt Elementary School,080591001015,No,Yes,Yes,No,No,135
CO,Colorado,0805910,South Routt School District No. Re 3,1910,Soroco Preschool At Yampa,080591001910,No,Yes,Yes,No,No,36
CO,Colorado,0805940,Otis School District No. R-3,1016,Otis Elementary School,080594001016,No,Yes,Yes,Yes,No,92
CO,Colorado,0805940,Otis School District No. R-3,1017,Otis Junior-Senior High School,080594001017,No,Yes,Yes,Yes,No,132
CO,Colorado,0805970,Ouray School District No. R-1 Of  The County Of Ouray And,1018,Ouray Elementary School,080597001018,No,Yes,Yes,Yes,No,100
CO,Colorado,0805970,Ouray School District No. R-1 Of  The County Of Ouray And,1019,Ouray Senior High School,080597001019,No,Yes,Yes,Yes,Yes,51
CO,Colorado,0805970,Ouray School District No. R-1 Of  The County Of Ouray And,1662,Ouray Middle School,080597001662,No,Yes,Yes,Yes,No,21
CO,Colorado,0806000,Revere School District,1020,Revere Elementary,080600001020,No,Yes,Yes,Yes,Yes,264
CO,Colorado,0806000,Revere School District,1021,Revere Junior-Senior High School,080600001021,No,Yes,Yes,Yes,Yes,264
CO,Colorado,0806030,School District No. Re-5 Plateau,1022,Peetz Elementary School,080603001022,No,Yes,Yes,Yes,Yes,89
CO,Colorado,0806030,School District No. Re-5 Plateau,1023,Peetz Junior-Senior High School,080603001023,No,Yes,Yes,Yes,Yes,48
CO,Colorado,0806060,Peyton School District No. 23 In The County Of El Paso And,1024,Peyton Elementary School,080606001024,No,Yes,Yes,Yes,No,27
CO,Colorado,0806060,Peyton School District No. 23 In The County Of El Paso And,1025,Peyton Senior High School,080606001025,No,Yes,Yes,Yes,Yes,100
CO,Colorado,0806060,Peyton School District No. 23 In The County Of El Paso And,1399,Peyton Junior High School,080606001399,No,Yes,Yes,Yes,No,29
CO,Colorado,0806060,Peyton School District No. 23 In The County Of El Paso And,6692,Peyton Online Academy,080606006692,No,Yes,Yes,No,No,0
CO,Colorado,0806060,Peyton School District No. 23 In The County Of El Paso And,6811,Peyton College Academy,080606006811,No,Yes,Yes,No,Yes,0
CO,Colorado,0806090,Pritchett School District No. Re-3,1026,Pritchett Elementary School,080609001026,No,Yes,Yes,No,No,22
CO,Colorado,0806090,Pritchett School District No. Re-3,1027,Pritchett High School,080609001027,No,Yes,Yes,Yes,Yes,15
CO,Colorado,0806090,Pritchett School District No. Re-3,1952,Pritchett Middle School,080609001952,No,Yes,Yes,Yes,Yes,17
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,261,Heritage Elementary School,080612000261,No,Yes,Yes,Yes,No,304
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1029,Belmont Elementary School,080612001029,No,Yes,Yes,Yes,No,388
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1030,Franklin School Of Innovation,080612001030,No,Yes,Yes,Yes,No,338
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1031,Bessemer Elementary School,080612001031,No,Yes,Yes,Yes,No,191
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1032,Beulah Heights Elementary School,080612001032,No,Yes,Yes,Yes,No,255
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1033,Bradford Elementary School,080612001033,No,Yes,Yes,Yes,No,269
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1034,Carlile Elementary School,080612001034,No,Yes,Yes,Yes,No,209
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1035,Centennial High School,080612001035,No,Yes,Yes,Yes,No,939
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1037,Central High School,080612001037,No,Yes,Yes,Yes,No,836
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1038,Columbian Elementary School,080612001038,No,Yes,Yes,Yes,No,259
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1040,East High School,080612001040,No,Yes,Yes,Yes,No,924
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1041,Eva R Baca Elementary School,080612001041,No,Yes,Yes,Yes,No,248
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1046,Goodnight Elementary School,080612001046,No,Yes,Yes,Yes,No,561
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1047,Haaff Elementary School,080612001047,No,Yes,Yes,Yes,No,252
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1048,Highland Park Elementary School,080612001048,No,Yes,Yes,Yes,No,383
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1050,Irving Elementary School,080612001050,No,Yes,Yes,Yes,No,309
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1051,Risley International Academy Of Innovation,080612001051,No,Yes,Yes,Yes,No,453
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1055,Pueblo Academy Of Arts,080612001055,No,Yes,Yes,Yes,No,626
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1057,Minnequa Elementary School,080612001057,No,Yes,Yes,Yes,No,277
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1058,Morton Elementary School,080612001058,No,Yes,Yes,Yes,No,368
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1060,Park View Elementary School,080612001060,No,Yes,Yes,Yes,No,329
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1061,Roncalli Stem Academy,080612001061,No,Yes,Yes,Yes,No,504
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1063,South Park Elementary School,080612001063,No,Yes,Yes,Yes,No,293
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1064,South High School,080612001064,No,Yes,Yes,Yes,No,961
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1065,Sunset Park Elementary School,080612001065,No,Yes,Yes,Yes,No,387
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1067,W H Heaton Middle School,080612001067,No,Yes,Yes,Yes,No,761
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1106,Pueblo Charter School For The Arts & Sciences,080612001106,No,Yes,Yes,Yes,No,550
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,1730,Chavez/Huerta K-12 Preparatory Academy,080612001730,No,Yes,Yes,Yes,No,1026
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,6350,Pueblo Youth Service Center,080612006350,Yes,Yes,Yes,No,No,14
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,6361,Corwin International Magnet School,080612006361,No,Yes,Yes,Yes,No,553
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,6378,Fountain International Magnet School,080612006378,No,Yes,Yes,Yes,No,340
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,6529,Northmoor Preschool,080612006529,No,No,Yes,No,No,0
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,6711,Pueblo School For Arts & Sciences At Fulton Height,080612006711,No,Yes,Yes,Yes,No,270
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,6713,Paragon Learning Center,080612006713,No,Yes,Yes,Yes,No,269
CO,Colorado,0806120,Pueblo School District No. 60 In The County Of Pueblo And,6793,Paragon Preschool,080612006793,No,Yes,Yes,No,No,0
CO,Colorado,0806150,Pueblo County School District 70,632,The Connect Charter School,080615000632,No,Yes,Yes,No,No,0
CO,Colorado,0806150,Pueblo County School District 70,1069,Avondale Elementary School,080615001069,No,Yes,Yes,Yes,No,176
CO,Colorado,0806150,Pueblo County School District 70,1071,Beulah Elementary School,080615001071,No,Yes,Yes,Yes,No,74
CO,Colorado,0806150,Pueblo County School District 70,1072,Beulah Middle School,080615001072,No,Yes,Yes,Yes,No,43
CO,Colorado,0806150,Pueblo County School District 70,1074,Craver Middle School,080615001074,No,Yes,Yes,Yes,No,185
CO,Colorado,0806150,Pueblo County School District 70,1076,North Mesa Elementary School,080615001076,No,Yes,Yes,Yes,No,430
CO,Colorado,0806150,Pueblo County School District 70,1078,Pleasant View Middle School,080615001078,No,Yes,Yes,Yes,No,438
CO,Colorado,0806150,Pueblo County School District 70,1079,Pueblo County High School,080615001079,No,Yes,Yes,Yes,No,1167
CO,Colorado,0806150,Pueblo County School District 70,1080,Liberty Point Elementary School,080615001080,No,Yes,Yes,Yes,No,349
CO,Colorado,0806150,Pueblo County School District 70,1081,Rye Elementary School,080615001081,No,Yes,Yes,Yes,No,294
CO,Colorado,0806150,Pueblo County School District 70,1082,Rye High School,080615001082,No,Yes,Yes,Yes,No,230
CO,Colorado,0806150,Pueblo County School District 70,1083,South Mesa Elementary School,080615001083,No,Yes,Yes,Yes,No,369
CO,Colorado,0806150,Pueblo County School District 70,1084,Vineland Elementary School,080615001084,No,Yes,Yes,Yes,No,290
CO,Colorado,0806150,Pueblo County School District 70,1085,Vineland Middle School,080615001085,No,Yes,Yes,Yes,No,351
CO,Colorado,0806150,Pueblo County School District 70,1357,Liberty Point International School,080615001357,No,Yes,Yes,Yes,No,536
CO,Colorado,0806150,Pueblo County School District 70,1558,Sierra Vista Elementary School,080615001558,No,Yes,Yes,Yes,No,507
CO,Colorado,0806150,Pueblo County School District 70,1559,Swallows Charter Academy,080615001559,No,Yes,Yes,Yes,No,577
CO,Colorado,0806150,Pueblo County School District 70,1613,Pueblo West High School,080615001613,No,Yes,Yes,Yes,No,1398
CO,Colorado,0806150,Pueblo County School District 70,1714,Sky View Middle School,080615001714,No,Yes,Yes,Yes,No,634
CO,Colorado,0806150,Pueblo County School District 70,1718,Desert Sage Elementary School,080615001718,No,Yes,Yes,Yes,No,358
CO,Colorado,0806150,Pueblo County School District 70,1854,Cedar Ridge Elementary School,080615001854,No,Yes,Yes,Yes,No,462
CO,Colorado,0806150,Pueblo County School District 70,1855,Prairie Winds Elementary School,080615001855,No,Yes,Yes,Yes,No,450
CO,Colorado,0806150,Pueblo County School District 70,6360,Swallows Charter Academy High School,080615006360,No,Yes,Yes,Yes,No,149
CO,Colorado,0806150,Pueblo County School District 70,6496,70 Online,080615006496,No,Yes,Yes,Yes,No,230
CO,Colorado,0806150,Pueblo County School District 70,6763,Psas Homeschool Program,080615006763,No,Yes,Yes,No,No,0
CO,Colorado,0806150,Pueblo County School District 70,6773,Villa Bella Expeditionary School,080615006773,No,Yes,Yes,No,No,251
CO,Colorado,0806180,Rangely School District Re4,1086,Parkview Elementary School,080618001086,No,Yes,Yes,Yes,No,211
CO,Colorado,0806180,Rangely School District Re4,1088,Rangely Junior/Senior High School,080618001088,No,Yes,Yes,Yes,No,468
CO,Colorado,0806210,Ridgway School District No. R-2  Of  The County Of Ouray A,1089,Ridgway Elementary School,080621001089,No,Yes,Yes,Yes,No,156
CO,Colorado,0806210,Ridgway School District No. R-2  Of  The County Of Ouray A,1090,Ridgway High School,080621001090,No,Yes,Yes,Yes,No,143
CO,Colorado,0806210,Ridgway School District No. R-2  Of  The County Of Ouray A,6166,Ridgway Middle School,080621006166,No,Yes,Yes,Yes,No,95
CO,Colorado,0806240,Garfield School District No. Re-2,1096,Rifle Middle School,080624001096,No,Yes,Yes,Yes,Yes,602
CO,Colorado,0806240,Garfield School District No. Re-2,1097,Rifle High School,080624001097,No,Yes,Yes,Yes,Yes,757
CO,Colorado,0806240,Garfield School District No. Re-2,1098,Riverside School,080624001098,No,Yes,Yes,Yes,Yes,479
CO,Colorado,0806240,Garfield School District No. Re-2,1099,Cactus Valley Elementary School,080624001099,No,Yes,Yes,Yes,Yes,408
CO,Colorado,0806240,Garfield School District No. Re-2,1358,Wamsley Elementary School,080624001358,No,Yes,Yes,Yes,Yes,320
CO,Colorado,0806240,Garfield School District No. Re-2,1598,Kathryn Senor Elementary School,080624001598,No,Yes,Yes,Yes,Yes,210
CO,Colorado,0806240,Garfield School District No. Re-2,1906,Coal Ridge High School,080624001906,No,Yes,Yes,Yes,Yes,552
CO,Colorado,0806240,Garfield School District No. Re-2,1967,Highland Elementary School,080624001967,No,Yes,Yes,Yes,Yes,404
CO,Colorado,0806240,Garfield School District No. Re-2,6396,Elk Creek Elementary,080624006396,No,Yes,Yes,Yes,Yes,200
CO,Colorado,0806240,Garfield School District No. Re-2,6436,Graham Mesa Elementary School,080624006436,No,Yes,Yes,Yes,Yes,413
CO,Colorado,0806270,Rocky Ford School District No. R2,1101,Jefferson Intermediate School,080627001101,No,Yes,Yes,Yes,No,235
CO,Colorado,0806270,Rocky Ford School District No. R2,1103,Rocky Ford Junior/Senior High School,080627001103,No,Yes,Yes,Yes,No,325
CO,Colorado,0806270,Rocky Ford School District No. R2,1104,Washington Primary School,080627001104,No,Yes,Yes,Yes,No,155
CO,Colorado,0806300,Mountain Valley School District No. Re 1,1415,Mountain Valley School,080630001415,No,Yes,Yes,Yes,Yes,173
CO,Colorado,0806330,Salida School District No. R-32,1107,Salida Middle School,080633001107,No,Yes,Yes,Yes,Yes,326
CO,Colorado,0806330,Salida School District No. R-32,1108,Longfellow Elementary School,080633001108,No,Yes,Yes,Yes,Yes,418
CO,Colorado,0806330,Salida School District No. R-32,1109,Salida High School,080633001109,No,Yes,Yes,Yes,Yes,368
CO,Colorado,0806330,Salida School District No. R-32,6413,Horizons Exploratory Academy,080633006413,No,Yes,Yes,Yes,Yes,29
CO,Colorado,0806330,Salida School District No. R-32,6500,Crest Academy,080633006500,No,Yes,Yes,Yes,Yes,44
CO,Colorado,0806330,Salida School District No. R-32,6501,Salida Early Childhood Center,080633006501,No,Yes,Yes,No,No,0
CO,Colorado,0806360,Centennial School District No. R-1,1416,Centennial School,080636001416,No,Yes,Yes,Yes,Yes,200
CO,Colorado,0806390,Sanford School District No. 6 In The County Of Conejos And,1113,Sanford Elementary School,080639001113,No,Yes,Yes,Yes,Yes,10
CO,Colorado,0806390,Sanford School District No. 6 In The County Of Conejos And,1114,Sanford Junior/Senior High School,080639001114,No,Yes,Yes,Yes,Yes,10
CO,Colorado,0806420,Sangre De Cristo School District No. Re-22j,1115,Sangre De Cristo Elementary School,080642001115,No,Yes,Yes,Yes,Yes,100
CO,Colorado,0806420,Sangre De Cristo School District No. Re-22j,1116,Sangre De Cristo Undivided High School,080642001116,No,Yes,Yes,Yes,Yes,100
CO,Colorado,0806450,Sargent School District No. Re-33j,1117,Sargent Elementary School,080645001117,No,Yes,Yes,Yes,Yes,330
CO,Colorado,0806450,Sargent School District No. Re-33j,1118,Sargent Senior High School,080645001118,No,Yes,Yes,Yes,Yes,330
CO,Colorado,0806450,Sargent School District No. Re-33j,2015,Sargent Junior High School,080645002015,No,Yes,Yes,Yes,Yes,330
CO,Colorado,0806480,School District No. 3 In The County Of El Paso And State Of,51,Discovery High School,080648000051,No,Yes,Yes,Yes,No,67
CO,Colorado,0806480,School District No. 3 In The County Of El Paso And State Of,1119,Talbott Steam Innovation School,080648001119,No,Yes,Yes,Yes,No,370
CO,Colorado,0806480,School District No. 3 In The County Of El Paso And State Of,1120,Janitell Junior High School,080648001120,No,Yes,Yes,Yes,No,663
CO,Colorado,0806480,School District No. 3 In The County Of El Paso And State Of,1121,Martin Luther King Jr Elementary School,080648001121,No,Yes,Yes,Yes,No,368
CO,Colorado,0806480,School District No. 3 In The County Of El Paso And State Of,1123,Pinello Elementary School,080648001123,No,Yes,Yes,Yes,No,245
CO,Colorado,0806480,School District No. 3 In The County Of El Paso And State Of,1124,Venetucci Elementary School,080648001124,No,Yes,Yes,Yes,No,269
CO,Colorado,0806480,School District No. 3 In The County Of El Paso And State Of,1125,Sproul Junior High School,080648001125,No,Yes,Yes,Yes,No,539
CO,Colorado,0806480,School District No. 3 In The County Of El Paso And State Of,1126,Watson Junior High School,080648001126,No,Yes,Yes,Yes,No,536
CO,Colorado,0806480,School District No. 3 In The County Of El Paso And State Of,1127,Webster Elementary School,080648001127,No,Yes,Yes,Yes,No,499
CO,Colorado,0806480,School District No. 3 In The County Of El Paso And State Of,1128,Widefield Elementary School Of The Arts,080648001128,No,Yes,Yes,Yes,No,525
