LEA_STATE,LEA_STATE_NAME,NCESLEAID,LEA_NAME,SCHID,SCHOOL_NAME,NCESSCH,JJ,AM_M_7,AS_M_7,BL_M_7,HI_M_7,MU_M_7,PI_M_7,WH_M_7,AM_F_7,AS_F_7,BL_F_7,HI_F_7,MU_F_7,PI_F_7,WH_F_7,TOTAL_STUDENTS_REPORTED_M,TOTAL_STUDENTS_REPORTED_F,WDIS_M,WDIS_F,DISAB504_M,DISAB504_F,LEP_M,LEP_F,H_M,H_F
CO,COLORADO,801920,"Academy, School District No. 20, in the county of El Paso an",6478,ACADEMY CALVERT K-8 ONLINE SCHOOL,80192006478,No,-8,1,0,3,2,-8,13,-8,1,0,5,4,-8,19,19,29,0,2,3,4,1,1,-8,0
CO,COLORADO,801920,"Academy, School District No. 20, in the county of El Paso an",6616,DISCOVERY CANYON CAMPUS MIDDLE SCHOOL,80192006616,No,0,1,0,9,8,-8,40,0,3,0,15,3,-8,45,58,66,12,8,6,7,2,0,0,0
CO,COLORADO,801920,"Academy, School District No. 20, in the county of El Paso an",6619,BRIARGATE PRESCHOOL,80192006619,No,-8,0,0,0,0,-8,0,-8,0,0,0,0,-8,0,0,0,0,0,-8,-8,0,0,0,-8
CO,COLORADO,801920,"Academy, School District No. 20, in the county of El Paso an",6631,DISCOVERY CANYON CAMPUS ELEMENTARY SCHOOL,80192006631,No,1,3,1,3,1,0,38,-8,4,0,4,2,-8,29,47,39,14,8,0,2,2,1,-8,0
CO,COLORADO,801950,School District N. 14 in the county of Adams & State of Colo,9,ADAMS CITY MIDDLE SCHOOL,80195000009,No,0,1,4,138,4,1,23,0,1,2,99,3,0,10,171,115,48,11,6,0,78,46,14,12
CO,COLORADO,801950,School District N. 14 in the county of Adams & State of Colo,10,ADAMS CITY HIGH SCHOOL,80195000010,No,3,0,13,443,0,1,59,4,2,14,417,4,-8,47,519,488,71,50,7,2,221,198,35,27
CO,COLORADO,801950,School District N. 14 in the county of Adams & State of Colo,11,ALSUP ELEMENTARY SCHOOL,80195000011,No,1,-8,1,65,3,0,9,0,1,1,53,0,0,5,79,60,21,5,1,2,40,27,12,8
CO,COLORADO,801950,School District N. 14 in the county of Adams & State of Colo,12,CENTRAL ELEMENTARY SCHOOL,80195000012,No,2,-8,6,68,3,-8,15,1,0,5,54,1,0,14,94,75,22,14,3,2,30,28,13,8
CO,COLORADO,801950,School District N. 14 in the county of Adams & State of Colo,13,DUPONT ELEMENTARY SCHOOL,80195000013,No,2,0,3,48,0,-8,10,0,-8,-8,38,1,-8,5,63,44,15,6,0,0,24,21,12,4
CO,COLORADO,801950,School District N. 14 in the county of Adams & State of Colo,15,KEARNEY MIDDLE SCHOOL,80195000015,No,2,2,10,122,-8,-8,22,2,0,6,124,2,-8,19,158,153,31,18,10,1,64,55,22,27
CO,COLORADO,801950,School District N. 14 in the county of Adams & State of Colo,16,KEMP ELEMENTARY SCHOOL,80195000016,No,0,-8,1,43,2,-8,4,2,-8,1,40,-8,-8,4,50,47,10,2,0,0,18,14,8,3
CO,COLORADO,801950,School District N. 14 in the county of Adams & State of Colo,17,MONACO ELEMENTARY SCHOOL,80195000017,No,0,-8,1,23,0,-8,9,-8,-8,0,29,3,-8,4,33,36,7,2,3,-8,10,13,11,12
CO,COLORADO,801950,School District N. 14 in the county of Adams & State of Colo,18,HANSON ELEMENTARY SCHOOL,80195000018,No,0,-8,1,11,1,-8,3,3,0,1,15,1,-8,2,16,22,2,1,0,-8,7,12,4,6
CO,COLORADO,801950,School District N. 14 in the county of Adams & State of Colo,19,ROSE HILL ELEMENTARY SCHOOL,80195000019,No,0,0,6,56,2,-8,10,0,1,6,44,2,-8,2,74,55,19,6,0,0,32,20,11,8
CO,COLORADO,801950,School District N. 14 in the county of Adams & State of Colo,404,MILDRED L SANVILLE PRESCHOOL,80195000404,No,-8,-8,0,0,0,-8,0,-8,-8,-8,0,0,-8,0,0,0,0,0,-8,0,-8,-8,0,0
CO,COLORADO,801950,School District N. 14 in the county of Adams & State of Colo,1307,LESTER R ARNOLD HIGH SCHOOL,80195001307,No,4,-8,2,113,2,-8,13,1,-8,4,98,1,-8,17,134,121,19,11,3,1,45,46,10,18
CO,COLORADO,801950,School District N. 14 in the county of Adams & State of Colo,1947,STARS EARLY LEARNING CENTER,80195001947,No,-8,0,0,0,0,-8,0,-8,-8,0,0,0,-8,0,0,0,0,0,-8,-8,-8,-8,0,0
CO,COLORADO,801980,Agate School District No. 300,20,AGATE ELEMENTARY SCHOOL,80198000020,No,-8,-8,-8,0,-8,-8,0,-8,-8,-8,0,-8,-8,0,0,0,-8,-8,-8,-8,0,0,-8,-8
CO,COLORADO,802010,Aguilar Reorganized School District No. 6,22,AGUILAR ELEMENTARY SCHOOL,80201000022,No,0,-8,-8,5,-8,-8,6,-8,-8,-8,3,-8,-8,4,11,7,-8,-8,-8,-8,-8,-8,-8,-8
CO,COLORADO,802010,Aguilar Reorganized School District No. 6,23,AGUILAR JUNIOR-SENIOR HIGH SCHOOL,80201000023,No,1,-8,-8,7,-8,-8,7,-8,-8,-8,9,-8,-8,5,15,14,2,-8,-8,-8,-8,-8,-8,-8
CO,COLORADO,802040,Akron School District No. R-1,24,AKRON ELEMENTARY SCHOOL,80204000024,No,0,-8,1,3,1,-8,10,0,0,0,3,0,-8,7,15,10,3,1,0,0,2,0,1,0
