LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,LEA_ADDRESS,LEA_CITY,LEA_ZIP,CJJ,LEA_DISTED_IND,LEA_DISTEDENR_HI_M,LEA_DISTEDENR_HI_F,LEA_DISTEDENR_AM_M,LEA_DISTEDENR_AM_F,LEA_DISTEDENR_AS_M,LEA_DISTEDENR_AS_F,LEA_DISTEDENR_HP_M,LEA_DISTEDENR_HP_F,LEA_DISTEDENR_BL_M,LEA_DISTEDENR_BL_F,LEA_DISTEDENR_WH_M,LEA_DISTEDENR_WH_F,LEA_DISTEDENR_TR_M,LEA_DISTEDENR_TR_F,TOT_DISTEDENR_M,TOT_DISTEDENR_F,LEA_DISTEDENR_LEP_M,LEA_DISTEDENR_LEP_F,LEA_DISTEDENR_IDEA_M,LEA_DISTEDENR_IDEA_F
VA,VIRGINIA,5102010,ISLE OF WIGHT CO PBLC SCHS,820 West Main Street,Smithfield,23430,No,Yes,5,8,0,2,2,1,0,0,55,55,117,131,3,5,182,202,0,1,25,9
VA,VIRGINIA,5102070,KING AND QUEEN CO PBLC SCHS,P.O. Box 97,King And Queen CH,23085,No,Yes,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
VA,VIRGINIA,5102100,KING GEO CO PBLC SCHS,P.O. Box 1239,King George,22485,No,Yes,2,3,0,0,0,0,0,0,2,8,11,17,1,2,16,30,0,0,3,0
VA,VIRGINIA,5102120,KING WILLIAM CO PBLC SCHS,PO Box 185,King William,23086,No,Yes,0,0,0,0,0,0,0,0,1,1,15,22,0,1,16,24,0,0,1,2
VA,VIRGINIA,5102160,LANCASTER CO PBLC SCHS,P.O. Box 2000,Kilmarnock,22482,No,Yes,0,0,0,0,0,1,0,0,13,4,11,12,1,0,25,17,0,1,5,1
VA,VIRGINIA,5102190,LEE CO PBLC SCHS,155 Vo Tech Drive,Jonesville,24263,No,Yes,0,0,0,0,0,3,0,0,0,1,83,77,1,1,84,82,0,2,17,7
VA,VIRGINIA,5102220,LEXINGTON CITY PBLC SCHS,300 Diamond St,Lexington,24450,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5102250,LOUDOUN CO PBLC SCHS,21000 Education Court,Ashburn,20148,No,Yes,43,79,1,4,127,202,0,5,14,33,211,346,12,25,408,694,5,2,30,23
VA,VIRGINIA,5102280,LOUISA CO PBLC SCHS,953 Davis Hwy,Mineral,23117,No,Yes,2,10,0,0,1,2,0,0,11,31,102,126,6,8,122,177,2,4,21,9
VA,VIRGINIA,5102310,LUNENBURG CO PBLC SCHS,P. O. Box 710,Kenbridge,23944,No,Yes,0,0,0,0,0,0,0,0,6,5,13,8,0,0,19,13,0,0,3,2
VA,VIRGINIA,5102340,LYNCHBURG CITY PBLC SCHS,P. O. Box 2497,Lynchburg,24505,Yes,Yes,0,0,0,0,1,2,0,0,1,2,5,6,1,0,8,10,0,0,0,1
VA,VIRGINIA,5102360,MANASSAS CITY PBLC SCHS,P.O. Box 520,Manassas,20108,No,Yes,47,46,0,1,3,3,0,0,12,9,14,16,3,5,79,80,10,14,15,8
VA,VIRGINIA,5102370,MADISON CO PBLC SCHS,60 School Board Court,Madison,22727,No,Yes,1,1,0,0,0,0,0,0,3,0,22,19,2,2,28,22,0,0,1,1
VA,VIRGINIA,5102390,MANASSAS PARK CITY PBLC SCHS,One Park Center Ct Ste A,Manassas Park,20111,No,Yes,95,67,0,0,8,8,0,0,11,11,15,14,2,3,131,103,67,41,12,4
VA,VIRGINIA,5102400,MARTINSVILLE CITY PBLC SCHS,PO Box 5548,Martinsville,24115,No,Yes,9,14,0,0,0,1,0,0,48,46,29,17,1,3,87,81,1,0,9,9
VA,VIRGINIA,5102430,MATHEWS CO PBLC SCHS,PO Box 369,Mathews,23109,No,Yes,0,1,0,0,0,0,0,0,0,0,11,30,0,1,11,32,0,0,0,0
VA,VIRGINIA,5102460,MECKLENBURG CO PBLC SCHS,P.O. Box 190,Boydton,23917,No,Yes,0,0,0,0,0,0,0,0,0,2,1,11,0,0,1,13,0,0,0,0
VA,VIRGINIA,5102490,MIDDLESEX CO PBLC SCHS,P.O. Box 205,Saluda,23149,No,Yes,0,0,1,0,0,0,0,0,14,6,55,46,2,0,72,52,0,0,20,6
VA,VIRGINIA,5102520,MONTGOMERY CO PBLC SCHS,750 Imperial St.,Christiansburg,24073,No,Yes,5,2,0,0,8,11,0,0,2,0,69,107,4,6,88,126,4,2,4,0
VA,VIRGINIA,5102580,NELSON CO PBLC SCHS,PO Box 276,Lovingston,22949,No,Yes,6,8,0,0,2,2,0,0,16,20,100,107,5,9,129,146,0,1,24,15
