LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,LEA_ADDRESS,LEA_CITY,LEA_ZIP,CJJ,LEA_HSE_IND,LEA_HSEPART_HI_M,LEA_HSEPART_HI_F,LEA_HSEPART_AM_M,LEA_HSEPART_AM_F,LEA_HSEPART_AS_M,LEA_HSEPART_AS_F,LEA_HSEPART_HP_M,LEA_HSEPART_HP_F,LEA_HSEPART_BL_M,LEA_HSEPART_BL_F,LEA_HSEPART_WH_M,LEA_HSEPART_WH_F,LEA_HSEPART_TR_M,LEA_HSEPART_TR_F,TOT_HSEPART_M,TOT_HSEPART_F,LEA_HSEPART_LEP_M,LEA_HSEPART_LEP_F,LEA_HSEPART_IDEA_M,LEA_HSEPART_IDEA_F
VA,VIRGINIA,5102580,NELSON CO PBLC SCHS,PO Box 276,Lovingston,22949,No,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
VA,VIRGINIA,5102610,NEW KENT CO PBLC SCHS,PO Box 110,New Kent,23124,No,Yes,0,0,0,0,0,0,0,0,2,0,4,0,0,0,6,0,0,0,3,0
VA,VIRGINIA,5102640,NEWPORT NEWS CITY PBLC SCHS,12465 Warwick Blvd,Newport News,23606,No,Yes,2,0,0,0,0,0,0,0,18,23,16,3,2,2,38,28,2,0,6,2
VA,VIRGINIA,5102670,NORFOLK CITY PBLC SCHS,PO Box 1357,Norfolk,23501,Yes,Yes,7,3,0,0,1,1,0,0,88,45,14,4,7,1,117,54,1,1,29,7
VA,VIRGINIA,5102710,NORTHAMPTON CO PBLC SCHS,7207 Young St,Machipongo,23405,No,Yes,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
VA,VIRGINIA,5102730,NORTHUMBERLAND CO PBLC SCHS,2172 Northumberland Hwy,Lottsburg,22511,No,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
VA,VIRGINIA,5102760,NORTON CITY PBLC SCHS,P. O. Box 498,Norton,24273,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5102790,NOTTOWAY CO PBLC SCHS,P.O. Box 47,Nottoway,23955,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5102820,ORANGE CO PBLC SCHS,200 Dailey Drive,Orange,22960,No,Yes,0,0,0,0,0,0,0,0,0,1,2,1,0,1,2,3,0,0,1,0
VA,VIRGINIA,5102850,PAGE CO PBLC SCHS,735 W Main St,Luray,22835,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5102880,PATRICK CO PBLC SCHS,P.O. Box 346,Stuart,24171,No,Yes,0,1,0,0,0,0,0,0,0,1,9,4,0,0,9,6,0,0,0,1
VA,VIRGINIA,5102910,PETERSBURG CITY PBLC SCHS,255 South Boulevard East,Petersburg,23805,No,Yes,0,0,0,0,0,0,0,0,6,1,1,0,0,0,7,1,0,0,1,0
VA,VIRGINIA,5102940,PITTSYLVANIA CO PBLC SCHS,P. O. Box 232,Chatham,24531,No,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
VA,VIRGINIA,5102980,POQUOSON CITY PBLC SCHS,500 City Hall Ave,Poquoson,23662,No,Yes,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,3,0,0,0,2
VA,VIRGINIA,5103000,PORTSMOUTH CITY PBLC SCHS,PO Box 998,Portsmouth,23705,No,Yes,0,0,0,0,0,0,0,1,31,11,12,8,1,0,44,20,0,0,5,5
VA,VIRGINIA,5103030,POWHATAN CO PBLC SCHS,2320 Skaggs Rd,Powhatan,23139,No,Yes,0,0,0,0,0,0,0,0,0,2,7,4,0,0,7,6,0,0,3,2
VA,VIRGINIA,5103060,PRINCE EDWARD CO PBLC SCHS,35 Eagle Drive,Farmville,23901,No,Yes,0,1,0,0,0,0,0,0,4,1,5,0,0,0,9,2,0,0,0,0
VA,VIRGINIA,5103090,PRINCE GEORGE CO PBLC SCHS,PO Box 400,Prince George,23875,No,Yes,0,0,0,0,0,0,0,0,2,0,2,2,0,0,4,2,0,0,0,0
VA,VIRGINIA,5103130,PRINCE WILLIAM CO PBLC SCHS,P. O. Box 389,Manassas,20108,Yes,Yes,8,10,0,0,4,1,0,0,5,4,6,5,0,0,23,20,0,0,0,0
VA,VIRGINIA,5103150,PULASKI CO PBLC SCHS,202 N Washington Ave,Pulaski,24301,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5103180,RADFORD CITY PBLC SCHS,1612 Wadworth St.,Radford,24141,No,Yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
VA,VIRGINIA,5103210,RAPPAHANNOCK CO PBLC SCHS,6 Schoolhouse Road,Washington,22747,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5103240,RICHMOND CITY PBLC SCHS,301 North 9th St,Richmond,23219,Yes,Yes,1,2,0,0,0,0,0,0,25,11,2,3,0,0,28,16,0,1,6,3
VA,VIRGINIA,5103270,RICHMOND CO PBLC SCHS,PO Box 1507,Warsaw,22572,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5103300,ROANOKE CITY PBLC SCHS,P O Box 13145,Roanoke,24012,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5103330,ROANOKE CO PBLC SCHS,5937 Cove Rd NW,Roanoke,24019,No,Yes,1,0,0,0,0,0,0,0,0,1,11,5,2,0,14,6,0,0,5,0
VA,VIRGINIA,5103370,ROCKBRIDGE CO PBLC SCHS,2893 Collierstown Road,Lexington,24450,No,Yes,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,4,0,0,1,2
VA,VIRGINIA,5103390,ROCKINGHAM CO PBLC SCHS,100 Mount Clinton Pike,Harrisonburg,22802,No,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
VA,VIRGINIA,5103420,RUSSELL CO PBLC SCHS,P. O. Box 8,Lebanon,24266,No,Yes,0,0,0,0,0,0,0,0,0,0,9,13,0,0,9,13,0,0,0,0
VA,VIRGINIA,5103460,SALEM CITY PBLC SCHS,510 South College Ave,Salem,24153,No,Yes,0,0,0,0,0,0,0,0,3,1,9,2,0,0,12,3,0,0,3,1
VA,VIRGINIA,5103480,SCOTT CO PBLC SCHS,340 E Jackson St,Gate City,24251,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5103510,SHENANDOAH CO PBLC SCHS,600 N Main St Suite #200,Woodstock,22664,No,Yes,1,1,0,0,0,0,0,0,0,0,2,0,0,0,3,1,1,0,0,0
VA,VIRGINIA,5103520,SMYTH CO PBLC SCHS,121 Bagley Cir Ste 300,Marion,24354,No,Yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
VA,VIRGINIA,5103600,SOUTHAMPTON CO PBLC SCHS,21308 Plank Road,Courtland,23837,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5103640,SPOTSYLVANIA CO PBLC SCHS,8020 River Stone Drive,Fredericksburg,22407,No,Yes,0,1,0,0,1,0,0,0,4,6,23,10,1,1,29,18,0,1,6,4
VA,VIRGINIA,5103660,STAFFORD CO PBLC SCHS,31 Stafford Avenue,Stafford,22554,Yes,Yes,1,5,0,0,0,0,0,0,3,3,10,7,1,1,15,16,1,1,2,1
VA,VIRGINIA,5103690,STAUNTON CITY PBLC SCHS,116 W. Beverley Street,Staunton,24401,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
VA,VIRGINIA,5103710,SUFFOLK CITY PBLC SCHS,PO Box 1549,Suffolk,23439,No,Yes,2,1,0,0,0,0,0,0,19,8,9,6,2,1,32,16,1,0,13,4
VA,VIRGINIA,5103750,SURRY CO PBLC SCHS,P. O. Box 317,Surry,23883,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5103780,SUSSEX CO PBLC SCHS,21302 Sussex Drive,Stony Creek,23882,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5103810,TAZEWELL CO PBLC SCHS,506 Jeffersonville Street,Tazewell,24651,No,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0
VA,VIRGINIA,5103840,VA BEACH CITY PBLC SCHS,PO Box 6038,Virginia Beach,23456,Yes,Yes,2,1,0,0,1,0,0,0,7,5,10,8,4,1,24,15,0,0,2,3
VA,VIRGINIA,5103870,WARREN CO PBLC SCHS,210 North Commerce Avenue,Front Royal,22630,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5103900,WASHINGTON CO PBLC SCHS,812 Thompson Dr,Abingdon,24210,No,Yes,0,0,1,0,0,0,0,0,0,0,11,6,0,0,12,6,0,0,6,1
VA,VIRGINIA,5103930,WAYNESBORO CITY PBLC SCHS,301 Pine Ave,Waynesboro,22980,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5103950,WEST POINT PBLC SCHS,PO Box T,West Point,23181,No,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
VA,VIRGINIA,5103980,WESTMORELAND CO PBLC SCHS,141 Opal Lane,Montross,22520,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5104020,WILLIAMSBURG-JAMES CITY PBLC SCHS,PO Box 8783,Williamsburg,23187,No,Yes,1,1,0,0,0,0,1,0,4,0,8,3,0,1,14,5,0,0,1,1
VA,VIRGINIA,5104050,WINCHESTER CITY PBLC SCHS,12 N Washington St,Winchester,22601,No,Yes,1,1,0,0,0,0,0,0,1,1,0,2,2,1,4,5,0,0,3,2
VA,VIRGINIA,5104080,WISE CO PBLC SCHS,628 Lake St,Wise,24293,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
VA,VIRGINIA,5104110,WYTHE CO PBLC SCHS,1570 W Reservoir St,Wytheville,24382,No,Yes,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0
VA,VIRGINIA,5104150,YORK CO PBLC SCHS,302 Dare Rd,Yorktown,23692,No,Yes,0,0,0,0,0,0,0,0,1,1,5,3,1,1,7,5,0,0,1,1
