LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_PSENR_HI_M,SCH_PSENR_HI_F,SCH_PSENR_AM_M,SCH_PSENR_AM_F,SCH_PSENR_AS_M,SCH_PSENR_AS_F,SCH_PSENR_HP_M,SCH_PSENR_HP_F,SCH_PSENR_BL_M,SCH_PSENR_BL_F,SCH_PSENR_WH_M,SCH_PSENR_WH_F,SCH_PSENR_TR_M,SCH_PSENR_TR_F,TOT_PSENR_M,TOT_PSENR_F,SCH_PSENR_LEP_M,SCH_PSENR_LEP_F,SCH_PSENR_IDEA_M,SCH_PSENR_IDEA_F,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_ENR_504_M,SCH_ENR_504_F,SCH_ENR_IDEA_M,SCH_ENR_IDEA_F,SCH_LEPENR_HI_M,SCH_LEPENR_HI_F,SCH_LEPENR_AM_M,SCH_LEPENR_AM_F,SCH_LEPENR_AS_M,SCH_LEPENR_AS_F,SCH_LEPENR_HP_M,SCH_LEPENR_HP_F,SCH_LEPENR_BL_M,SCH_LEPENR_BL_F,SCH_LEPENR_WH_M,SCH_LEPENR_WH_F,SCH_LEPENR_TR_M,SCH_LEPENR_TR_F,TOT_LEPENR_M,TOT_LEPENR_F,SCH_LEPPROGENR_HI_M,SCH_LEPPROGENR_HI_F,SCH_LEPPROGENR_AM_M,SCH_LEPPROGENR_AM_F,SCH_LEPPROGENR_AS_M,SCH_LEPPROGENR_AS_F,SCH_LEPPROGENR_HP_M,SCH_LEPPROGENR_HP_F,SCH_LEPPROGENR_BL_M,SCH_LEPPROGENR_BL_F,SCH_LEPPROGENR_WH_M,SCH_LEPPROGENR_WH_F,SCH_LEPPROGENR_TR_M,SCH_LEPPROGENR_TR_F,TOT_LEPPROGENR_M,TOT_LEPPROGENR_F,SCH_IDEAENR_HI_M,SCH_IDEAENR_HI_F,SCH_IDEAENR_AM_M,SCH_IDEAENR_AM_F,SCH_IDEAENR_AS_M,SCH_IDEAENR_AS_F,SCH_IDEAENR_HP_M,SCH_IDEAENR_HP_F,SCH_IDEAENR_BL_M,SCH_IDEAENR_BL_F,SCH_IDEAENR_WH_M,SCH_IDEAENR_WH_F,SCH_IDEAENR_TR_M,SCH_IDEAENR_TR_F,TOT_IDEAENR_M,TOT_IDEAENR_F,SCH_IDEAENR_LEP_M,SCH_IDEAENR_LEP_F,SCH_504ENR_HI_M,SCH_504ENR_HI_F,SCH_504ENR_AM_M,SCH_504ENR_AM_F,SCH_504ENR_AS_M,SCH_504ENR_AS_F,SCH_504ENR_HP_M,SCH_504ENR_HP_F,SCH_504ENR_BL_M,SCH_504ENR_BL_F,SCH_504ENR_WH_M,SCH_504ENR_WH_F,SCH_504ENR_TR_M,SCH_504ENR_TR_F,TOT_504ENR_M,TOT_504ENR_F,SCH_504ENR_LEP_M,SCH_504ENR_LEP_F
TX,Texas,4800071,University Of Texas University Charter School,13487,Seton Home,480007113487,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,13,0,0,0,0,0,0,0,1,1,4,0,0,4,18,0,1,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
TX,Texas,4800071,University Of Texas University Charter School,13489,Cedar Crest,480007113489,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,11,9,0,0,0,0,0,0,3,9,8,28,2,2,24,48,0,0,3,10,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,1,3,2,5,1,1,11,11,0,0,1,2,0,0,0,0,0,0,0,2,2,5,0,1,3,10,0,0
TX,Texas,4800071,University Of Texas University Charter School,13669,Munday,480007113669,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,6,0,0,0,0,0,0,1,0,0,2,1,0,5,8,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0
TX,Texas,4800071,University Of Texas University Charter School,13821,Sjrc Texas,480007113821,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,8,10,0,0,0,0,0,0,3,4,0,5,0,0,11,19,0,3,0,3,6,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,0,0,2,0,0,1,0,0,6,4,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0
TX,Texas,4800071,University Of Texas University Charter School,13838,The Refuge,480007113838,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TX,Texas,4800071,University Of Texas University Charter School,13999,Clearfork Academy,480007113999,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5,0,1,0,0,0,0,0,1,0,19,0,2,0,28,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,1,0,8,0,0,0
TX,Texas,4800071,University Of Texas University Charter School,14014,Safe Haven,480007114014,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5,0,0,0,0,0,0,0,2,0,5,0,0,0,12,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,Texas,4800072,Nova Academy,10549,Nova Academy,480007210549,No,9,9,0,0,0,0,0,0,14,22,1,0,0,0,24,31,0,0,0,0,10,9,0,0,0,0,0,0,45,54,1,1,2,0,58,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,Texas,4800073,The Varnett Public School,7913,Varnett Charter School,480007307913,No,4,4,0,0,0,0,0,0,4,4,0,0,0,0,8,8,4,2,0,0,112,103,0,0,0,0,0,0,145,181,0,0,0,2,257,286,87,77,2,2,12,12,86,76,0,0,0,0,0,0,1,1,0,0,0,0,87,77,73,67,0,0,0,0,0,0,1,1,0,0,0,0,74,68,3,2,0,0,0,0,0,0,9,9,0,0,0,1,12,12,3,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0
TX,Texas,4800073,The Varnett Public School,9645,The Varnett School - Northeast,480007309645,No,6,7,0,0,0,0,0,0,5,3,0,0,0,0,11,10,4,6,0,0,132,168,0,0,0,0,0,0,63,71,1,0,2,0,198,239,116,133,5,2,17,5,111,130,0,0,0,0,0,0,4,3,1,0,0,0,116,133,90,93,0,0,0,0,0,0,4,3,1,0,0,0,95,96,8,5,0,0,0,0,0,0,8,0,1,0,0,0,17,5,8,5,0,0,0,0,0,0,0,0,4,2,0,0,1,0,5,2,0,0
TX,Texas,4800073,The Varnett Public School,9646,The Varnett School - East,480007309646,No,13,11,0,0,0,0,0,0,1,0,0,0,0,0,14,11,12,10,0,0,128,144,0,0,0,1,0,0,9,11,0,0,0,0,137,156,119,138,1,3,8,3,119,138,0,0,0,0,0,0,0,0,0,0,0,0,119,138,114,135,0,0,0,0,0,0,0,0,0,0,0,0,114,135,7,3,0,0,0,0,0,0,1,0,0,0,0,0,8,3,7,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,3
TX,Texas,4800074,Pineywoods Community Academy,8093,Pineywoods Community Academy H S,480007408093,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,28,35,0,0,0,1,0,0,13,28,74,78,1,3,116,145,2,5,-11,-11,-11,-11,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3,0,0,0,0,0,0,2,2,6,6,0,0,-11,-11,-11,-11,0,1,0,0,0,0,0,0,2,3,11,5,0,1,-11,-11,-11,-11
TX,Texas,4800074,Pineywoods Community Academy,12201,Sarah Strinden El,480007412201,No,4,3,0,0,0,0,0,0,3,2,4,9,2,1,13,15,1,0,0,0,88,82,0,2,2,5,0,0,33,34,121,111,11,10,255,244,15,11,13,9,36,14,15,11,0,0,0,0,0,0,0,0,0,0,0,0,15,11,15,11,0,0,0,0,0,0,0,0,0,0,0,0,15,11,8,3,0,0,0,1,0,0,10,5,17,4,1,1,36,14,2,0,5,2,0,0,0,0,0,0,1,0,7,7,0,0,13,9,13,9
TX,Texas,4800074,Pineywoods Community Academy,13549,Dr Terry Robbins Middle,480007413549,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,33,35,0,0,0,2,1,0,20,19,61,56,1,8,116,120,9,13,12,10,-11,13,9,13,0,0,0,0,0,0,0,0,0,0,0,0,9,13,9,13,0,0,0,0,0,0,0,0,0,0,0,0,9,13,8,6,0,0,0,0,0,0,5,2,6,3,0,2,-11,13,-11,13,2,3,0,0,0,0,0,0,0,1,10,6,0,0,12,10,0,0
TX,Texas,4800075,Richard Milburn Alter High School (Killeen),8097,Richard Milburn Alter H S (Killeen),480007508097,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20,13,1,2,0,0,1,1,34,29,7,6,7,2,70,53,11,0,16,8,19,11,9,0,0,0,0,0,1,0,1,0,0,0,0,0,11,0,-11,0,0,0,0,0,1,0,-11,0,0,0,0,0,-11,0,4,2,0,0,0,0,0,0,9,7,3,2,3,0,19,11,1,0,5,4,0,1,0,0,0,0,6,2,1,1,4,0,16,8,3,0
TX,Texas,4800075,Richard Milburn Alter High School (Killeen),8324,Richard Milburn Academy Lubbock,480007508324,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,49,57,1,0,0,0,0,0,8,14,7,9,0,4,65,84,1,2,9,7,11,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,5,1,0,0,0,0,0,2,2,1,0,0,0,11,7,0,0,6,5,0,0,0,0,0,0,1,1,2,0,0,1,9,7,0,0
TX,Texas,4800075,Richard Milburn Alter High School (Killeen),8344,Richard Milburn Academy Corpus Christi,480007508344,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,73,77,0,0,0,0,0,0,3,1,17,12,2,3,95,93,1,0,11,14,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,0,0,0,0,0,0,2,0,4,1,0,1,14,4,0,0,6,12,0,0,0,0,0,0,1,0,4,2,0,0,11,14,0,0
TX,Texas,4800075,Richard Milburn Alter High School (Killeen),9009,Richard Milburn Academy Amarillo,480007509009,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,40,32,0,1,0,0,0,0,8,4,40,50,3,8,91,95,5,5,3,3,23,9,4,4,0,0,0,0,0,0,1,1,0,0,0,0,5,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,8,0,0,0,0,0,0,0,4,0,9,7,2,2,23,9,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,3,3,0,0
TX,Texas,4800075,Richard Milburn Alter High School (Killeen),9507,Richard Milburn Academy Fort Worth,480007509507,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,36,35,0,0,0,0,0,0,23,31,19,18,3,3,81,87,12,11,15,4,13,11,12,11,0,0,0,0,0,0,0,0,0,0,0,0,12,11,8,11,0,0,0,0,0,0,0,0,0,0,0,0,8,11,1,6,0,0,0,0,0,0,7,4,4,1,1,0,13,11,1,3,5,1,0,0,0,0,0,0,3,1,6,2,1,0,15,4,1,0
TX,Texas,4800075,Richard Milburn Alter High School (Killeen),9647,Richard Milburn Academy Odessa,480007509647,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,127,135,0,0,0,0,1,0,7,3,37,22,1,3,173,163,24,27,2,3,20,16,24,27,0,0,0,0,0,0,0,0,0,0,0,0,24,27,20,23,0,0,0,0,0,0,0,0,0,0,0,0,20,23,10,11,0,0,0,0,0,0,2,1,7,3,1,1,20,16,0,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,1,0
TX,Texas,4800075,Richard Milburn Alter High School (Killeen),13173,Richard Milburn Academy Houston (Suburban),480007513173,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,49,45,0,0,1,0,1,0,30,27,0,1,2,1,83,74,19,17,2,2,8,4,18,17,0,0,1,0,0,0,0,0,0,0,0,0,19,17,18,13,0,0,1,0,0,0,0,0,0,0,0,0,19,13,2,0,0,0,0,0,1,0,5,4,0,0,0,0,8,4,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,2
TX,Texas,4800075,Richard Milburn Alter High School (Killeen),13433,Richard Milburn Academy Midland South,480007513433,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,40,56,0,0,0,0,0,0,4,3,19,17,0,0,63,76,7,10,3,0,3,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,8,0,0,0,0,0,0,0,0,0,0,0,0,7,8,1,3,0,0,0,0,0,0,0,0,2,1,0,0,3,4,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
TX,Texas,4800075,Richard Milburn Alter High School (Killeen),13435,Richard Milburn Academy Pasadena,480007513435,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,50,66,0,1,0,0,0,0,3,4,1,2,0,0,54,73,16,17,2,0,7,9,16,17,0,0,0,0,0,0,0,0,0,0,0,0,16,17,8,11,0,0,0,0,0,0,0,0,0,0,0,0,8,11,7,7,0,0,0,0,0,0,0,2,0,0,0,0,7,9,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
TX,Texas,4800076,Priority Charter Schools,8098,Temple Charter Academy,480007608098,No,5,10,0,0,1,0,0,0,6,7,7,1,0,1,19,19,0,0,1,0,46,54,2,2,5,5,1,0,31,32,66,51,5,8,156,152,7,9,25,17,22,14,4,6,0,0,3,3,0,0,0,0,0,0,0,0,7,9,4,6,0,0,3,3,0,0,0,0,0,0,0,0,7,9,5,4,2,0,0,1,0,0,7,2,6,7,2,0,22,14,2,2,8,7,0,0,0,0,0,0,7,2,10,8,0,0,25,17,0,0
TX,Texas,4800076,Priority Charter Schools,12905,Georgetown Charter Academy,480007612905,No,2,5,0,0,0,0,0,0,0,1,4,5,0,2,6,13,0,0,0,0,18,22,0,0,2,2,4,0,5,9,52,27,3,5,84,65,2,1,11,4,10,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,1,0,0,0,0,5,1,1,1,10,4,1,1,1,2,0,0,0,0,1,0,0,0,9,2,0,0,11,4,0,0
TX,Texas,4800076,Priority Charter Schools,12994,Cedar Park Charter Academy,480007612994,No,2,1,0,0,0,0,0,0,0,0,1,2,0,0,3,3,0,1,1,0,17,14,0,0,5,3,0,1,12,10,54,32,5,5,93,65,3,5,15,6,19,8,1,0,0,0,1,1,0,0,0,1,0,3,1,0,3,5,0,0,0,0,1,0,0,0,0,1,0,2,1,0,2,3,1,1,0,0,0,0,0,0,3,0,14,7,1,0,19,8,0,0,3,3,0,0,0,0,0,0,1,0,11,3,0,0,15,6,0,0
TX,Texas,4800076,Priority Charter Schools,13035,Cove Charter Academy,480007613035,No,1,2,0,0,0,0,0,0,1,1,4,3,2,1,8,7,2,0,0,0,31,35,0,0,0,0,2,1,22,33,50,32,13,15,118,116,1,9,26,15,21,19,0,6,0,0,0,0,0,0,1,3,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,0,0,0,0,1,0,0,6,10,4,2,3,21,19,0,4,7,6,0,0,0,0,0,0,4,3,8,4,7,2,26,15,0,0
TX,Texas,4800077,Bexar County Academy,8105,Bexar County Academy,480007708105,No,16,19,0,0,0,0,0,0,3,3,3,2,0,0,22,24,2,4,0,1,99,95,0,0,0,0,0,0,10,5,5,6,1,1,115,107,35,34,8,3,21,8,35,34,0,0,0,0,0,0,0,0,0,0,0,0,35,34,35,34,0,0,0,0,0,0,0,0,0,0,0,0,35,34,19,8,0,0,0,0,0,0,2,0,0,0,0,0,21,8,5,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,1,1
TX,Texas,4800080,Heritage Academy,8108,Heritage Academy Of Windcrest,480008008108,No,4,5,0,0,0,0,0,0,0,3,0,3,0,0,4,11,0,0,0,0,34,32,0,0,1,3,0,0,17,17,8,6,7,4,67,62,3,5,6,4,11,7,2,3,0,0,1,2,0,0,0,0,0,0,0,0,3,5,2,3,0,0,1,2,0,0,0,0,0,0,0,0,3,5,8,3,0,0,0,0,0,0,1,0,2,3,0,1,11,7,0,1,1,2,0,0,0,0,0,0,1,1,1,0,3,1,6,4,0,0
TX,Texas,4800080,Heritage Academy,8109,Heritage Academy,480008008109,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,8,0,0,0,0,0,0,9,4,2,2,1,0,21,14,2,1,3,3,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,2,1,0,0,0,0,4,2,0,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,3,3,1,0
TX,Texas,4800080,Heritage Academy,11493,Heritage Academy Of Del Rio,480008011493,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,95,73,0,2,0,0,0,0,0,0,7,0,0,0,102,75,69,59,4,1,10,0,67,58,0,1,0,0,0,0,0,0,2,0,0,0,69,59,67,58,0,1,0,0,0,0,0,0,2,0,0,0,69,59,9,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,8,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
TX,Texas,4800080,Heritage Academy,11924,Heritage Academy Of San Antonio,480008011924,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5,1,0,0,0,0,1,0,0,3,1,1,2,0,9,5,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,Texas,4800080,Heritage Academy,13778,Heritage Academy Of Del Rio Middle,480008013778,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,128,123,0,0,1,0,0,0,0,0,4,6,1,0,134,129,91,74,13,7,6,6,90,74,0,0,0,0,0,0,0,0,1,0,0,0,91,74,90,74,0,0,0,0,0,0,0,0,1,0,0,0,91,74,6,5,0,0,0,0,0,0,0,0,0,1,0,0,6,6,4,1,12,6,0,0,0,0,0,0,0,0,0,1,1,0,13,7,4,1
TX,Texas,4800086,Brazos School For Inquiry & Creativity,8128,Brazos School For Inquiry And Creativity Bryan/Col,480008608128,No,7,5,0,0,0,0,0,0,3,1,1,0,0,0,11,6,2,3,2,0,51,57,0,0,0,0,0,0,9,11,13,5,1,2,74,75,28,38,5,1,14,7,28,38,0,0,0,0,0,0,0,0,0,0,0,0,28,38,28,38,0,0,0,0,0,0,0,0,0,0,0,0,28,38,9,5,0,0,0,0,0,0,0,2,4,0,1,0,14,7,1,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,1,0
TX,Texas,4800086,Brazos School For Inquiry & Creativity,10461,Brazos School For Inquiry And Creativity Tidwell,480008610461,No,8,11,0,0,0,0,0,0,12,16,0,0,0,1,20,28,8,8,0,0,39,48,1,0,0,0,0,0,46,42,0,0,0,2,86,92,30,30,2,0,6,3,29,30,1,0,0,0,0,0,0,0,0,0,0,0,30,30,28,30,1,0,0,0,0,0,0,0,0,0,0,0,29,30,3,1,0,0,0,0,0,0,3,2,0,0,0,0,6,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
TX,Texas,4800089,Lumin Education,8160,Lumin Lindsley Park Community School,480008908160,No,18,18,0,0,0,0,0,0,2,1,7,4,0,1,27,24,10,9,1,0,61,48,0,0,0,2,0,0,7,1,20,13,2,5,90,69,27,22,4,2,6,8,27,22,0,0,0,0,0,0,0,0,0,0,0,0,27,22,27,21,0,0,0,0,0,0,0,0,0,0,0,0,27,21,5,7,0,0,0,0,0,0,0,0,0,0,1,1,6,8,1,4,3,1,0,0,0,0,0,0,0,0,1,1,0,0,4,2,2,0
TX,Texas,4800089,Lumin Education,99999,Lumin East Dallas Community School,480008999999,No,17,12,0,0,0,1,0,0,3,1,2,1,0,0,22,15,13,9,4,0,45,35,0,0,0,1,0,0,6,2,6,6,0,0,57,44,32,20,0,0,9,1,31,19,0,0,0,1,0,0,1,0,0,0,0,0,32,20,30,19,0,0,0,1,0,0,1,0,0,0,0,0,31,20,9,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,Texas,4800090,Academy Of Dallas,8161,Academy Of Dallas,480009008161,No,3,7,0,0,0,0,0,0,21,46,0,0,0,0,24,53,0,0,0,0,20,54,0,0,0,0,0,0,192,70,0,0,2,3,214,127,20,16,0,1,10,6,20,16,0,0,0,0,0,0,0,0,0,0,0,0,20,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,15,16,3,1,0,0,0,0,0,0,7,5,0,0,0,0,10,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
TX,Texas,4800092,Trinity Basin Preparatory,14059,Trinity Basin Preparatory - Mesquite,480009214059,No,24,26,0,0,0,1,0,0,8,13,0,1,0,1,32,42,23,16,2,1,61,81,0,0,0,3,0,0,23,29,0,5,1,2,85,120,37,41,4,4,5,5,37,39,0,0,0,2,0,0,0,0,0,0,0,0,37,41,37,39,0,0,0,2,0,0,0,0,0,0,0,0,37,41,1,4,0,0,0,0,0,0,4,1,0,0,0,0,5,5,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
TX,Texas,4800092,Trinity Basin Preparatory,99990,Trinity Basin Preparatory - Ledbetter,480009299990,No,34,36,0,0,0,0,0,0,14,18,2,1,1,0,51,55,18,25,5,3,172,155,0,2,0,0,0,0,56,72,6,4,2,3,236,236,108,106,12,4,29,13,108,104,0,0,0,0,0,0,0,0,0,2,0,0,108,106,108,104,0,0,0,0,0,0,0,0,0,2,0,0,108,106,23,11,0,0,0,0,0,0,5,2,1,0,0,0,29,13,15,6,8,2,0,0,0,0,0,0,3,1,0,0,1,1,12,4,4,0
TX,Texas,4800092,Trinity Basin Preparatory,99994,Trinity Basin Preparatory - Jefferson Campus,480009299994,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,349,387,1,0,1,0,0,0,11,4,1,2,2,0,365,393,238,258,20,19,57,42,236,258,1,0,1,0,0,0,0,0,0,0,0,0,238,258,232,258,1,0,1,0,0,0,0,0,0,0,0,0,234,258,53,40,0,0,0,0,0,0,4,2,0,0,0,0,57,42,37,36,16,18,0,0,0,0,0,0,3,1,0,0,1,0,20,19,10,8
TX,Texas,4800092,Trinity Basin Preparatory,99995,Trinity Basin Preparatory - Panola Campus,480009299995,No,42,55,0,0,4,1,0,0,10,18,0,1,0,0,56,75,36,40,1,1,237,293,2,0,5,5,0,0,61,109,4,8,1,3,310,418,186,216,11,11,45,21,182,209,0,0,3,4,0,0,0,0,0,3,1,0,186,216,181,208,0,0,3,4,0,0,0,0,0,3,1,0,185,215,36,13,0,0,0,0,0,0,9,7,0,1,0,0,45,21,30,7,5,8,0,0,0,0,0,0,6,3,0,0,0,0,11,11,4,6
TX,Texas,4800092,Trinity Basin Preparatory,99996,Trinity Basin Preparatory - Ewing,480009299996,No,43,46,0,0,0,0,0,0,3,0,0,1,0,0,46,47,32,26,2,0,235,248,0,0,1,1,0,0,9,6,10,4,0,1,255,260,166,140,8,6,30,13,163,139,0,0,1,1,0,0,0,0,2,0,0,0,166,140,160,135,0,0,1,1,0,0,0,0,1,0,0,0,162,136,27,13,0,0,0,0,0,0,1,0,2,0,0,0,30,13,15,10,6,6,0,0,0,0,0,0,1,0,1,0,0,0,8,6,4,5
TX,Texas,4800092,Trinity Basin Preparatory,99997,Trinity Basin Preparatory - Pafford,480009299997,No,38,61,0,0,10,14,0,0,0,3,1,3,0,0,49,81,40,48,2,2,394,464,0,0,36,34,0,0,8,12,5,6,1,1,444,517,298,344,16,12,45,30,264,314,0,0,33,28,0,0,0,0,0,2,1,0,298,344,262,314,0,0,33,28,0,0,0,0,0,2,1,0,296,344,44,27,0,0,0,0,0,0,1,3,0,0,0,0,45,30,26,17,13,12,0,0,1,0,0,0,1,0,1,0,0,0,16,12,6,7
