LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCHOOL_NAME,NCESSCH,SCH_ABSENT_AM_M,SCH_ABSENT_AS_M,SCH_ABSENT_BL_M,SCH_ABSENT_HI_M,SCH_ABSENT_MU_M,SCH_ABSENT_PI_M,SCH_ABSENT_WH_M,SCH_ABSENT_AM_F,SCH_ABSENT_AS_F,SCH_ABSENT_BL_F,SCH_ABSENT_HI_F,SCH_ABSENT_MU_F,SCH_ABSENT_PI_F,SCH_ABSENT_WH_F,SCH_ABSENT_EUT,SCH_ABSENT_IDEA_M,SCH_ABSENT_IDEA_F,SCH_ABSENT_504_M,SCH_ABSENT_504_F,SCH_ABSENT_LEP_M,SCH_ABSENT_LEP_F,SCH_ABSENT_HMENRL_M,SCH_ABSENT_HMENRL_F
TX,TEXAS,4810470,BLOOMING GROVE ISD,525,BLOOMING GROVE H S,481047000525,-8,-8,1,22,5,1,17,1,-8,1,21,3,-8,22,94,10,5,4,9,9,6,1,1
TX,TEXAS,4810470,BLOOMING GROVE ISD,7080,BLOOMING GROVE JH,481047007080,-8,-8,-8,10,4,1,5,-8,-8,-8,3,-8,1,12,36,2,2,5,3,4,2,1,-8
TX,TEXAS,4810500,BLOOMINGTON ISD,526,BLOOMINGTON EL,481050000526,-8,-8,1,45,-8,-8,4,-8,-8,7,38,-8,-8,2,97,7,4,6,4,10,4,2,2
TX,TEXAS,4810500,BLOOMINGTON ISD,527,BLOOMINGTON H S,481050000527,-8,-8,3,44,1,-8,5,-8,-8,1,37,1,-8,4,96,9,8,11,4,9,5,1,3
TX,TEXAS,4810500,BLOOMINGTON ISD,529,PLACEDO EL,481050000529,-8,-8,3,29,-8,-8,1,-8,-8,2,21,-8,-8,1,57,3,2,-8,-8,7,4,3,1
TX,TEXAS,4810500,BLOOMINGTON ISD,7744,BLOOMINGTON J H,481050007744,-8,-8,4,47,-8,-8,5,-8,-8,1,51,-8,-8,4,112,16,6,7,1,8,8,3,3
TX,TEXAS,4810500,BLOOMINGTON ISD,14144,CROSSROADS CONNECT ACADEMY,481050014144,-8,-8,1,12,-8,-8,3,-8,-8,-8,8,-8,-8,4,28,3,2,2,-8,1,1,5,3
TX,TEXAS,4810590,BLUE RIDGE ISD,435,BLUE RIDGE MIDDLE,481059000435,-8,-8,-8,1,1,-8,7,-8,-8,-8,5,2,-8,5,21,-8,3,3,1,-8,3,-8,-8
TX,TEXAS,4810590,BLUE RIDGE ISD,530,BLUE RIDGE EL,481059000530,-8,-8,-8,3,2,-8,11,-8,-8,1,6,-8,-8,12,35,4,5,2,2,-8,1,-8,-8
TX,TEXAS,4810590,BLUE RIDGE ISD,531,BLUE RIDGE H S,481059000531,-8,-8,-8,8,-8,-8,11,-8,-8,-8,5,2,-8,12,38,6,6,2,2,1,-8,1,-8
TX,TEXAS,4810620,BLUFF DALE ISD,532,BLUFF DALE EL,481062000532,-8,-8,-8,2,-8,-8,10,-8,-8,-8,-8,-8,-8,4,16,-8,-8,1,-8,-8,-8,-8,-8
TX,TEXAS,4810650,BLUM ISD,534,BLUM ISD,481065000534,1,-8,-8,2,1,-8,10,-8,-8,-8,-8,-8,-8,20,34,3,3,2,3,-8,-8,2,3
TX,TEXAS,4810710,BOERNE ISD,535,BOERNE H S,481071000535,-8,-8,-8,14,2,-8,12,-8,-8,-8,11,1,-8,8,48,4,5,4,1,10,2,-8,2
TX,TEXAS,4810710,BOERNE ISD,537,BOERNE MIDDLE NORTH,481071000537,-8,-8,-8,11,-8,-8,5,-8,-8,-8,5,-8,-8,6,27,2,3,1,1,1,2,-8,1
TX,TEXAS,4810710,BOERNE ISD,538,CURINGTON EL,481071000538,-8,-8,-8,11,-8,-8,10,-8,-8,-8,10,-8,-8,7,38,4,3,1,1,2,3,5,1
TX,TEXAS,4810710,BOERNE ISD,6367,FABRA EL,481071006367,-8,-8,-8,11,3,-8,15,-8,-8,-8,9,1,-8,8,47,10,3,2,-8,2,1,1,-8
TX,TEXAS,4810710,BOERNE ISD,7055,FAIR OAKS RANCH EL,481071007055,-8,-8,-8,1,-8,-8,4,-8,-8,-8,4,-8,-8,6,15,1,-8,-8,2,-8,-8,-8,-8
TX,TEXAS,4810710,BOERNE ISD,8859,BOERNE MIDDLE SOUTH,481071008859,-8,-8,1,8,1,-8,7,-8,-8,-8,8,-8,-8,9,34,7,4,2,2,1,5,1,1
TX,TEXAS,4810710,BOERNE ISD,8860,KENDALL EL,481071008860,-8,-8,-8,11,1,-8,10,-8,-8,2,6,-8,-8,12,42,3,5,2,1,5,4,-8,-8
TX,TEXAS,4810710,BOERNE ISD,11291,CIBOLO CREEK EL,481071011291,-8,-8,-8,7,-8,-8,9,-8,-8,-8,7,-8,-8,12,35,4,6,1,3,-8,1,-8,-8
TX,TEXAS,4810710,BOERNE ISD,11292,VAN RAUB EL,481071011292,-8,-8,-8,3,-8,-8,4,-8,-8,-8,6,-8,-8,4,17,-8,2,2,-8,1,-8,-8,-8
TX,TEXAS,4810710,BOERNE ISD,12014,BOERNE - SAMUEL V CHAMPION H S,481071012014,-8,-8,-8,20,3,-8,23,-8,-8,-8,12,3,-8,17,78,2,5,9,6,3,2,2,-8
TX,TEXAS,4810710,BOERNE ISD,13685,HERFF EL,481071013685,-8,-8,-8,3,-8,-8,4,-8,-8,-8,8,-8,-8,-8,15,4,-8,1,1,3,5,-8,-8
TX,TEXAS,4810710,BOERNE ISD,13741,VOSS MIDDLE,481071013741,-8,-8,1,4,-8,-8,9,-8,-8,1,3,-8,-8,5,23,1,-8,2,2,-8,-8,-8,-8
TX,TEXAS,4810740,BOLES ISD,539,BOLES EL,481074000539,-8,-8,-8,-8,-8,-8,8,-8,-8,-8,2,-8,-8,6,16,-8,1,2,1,-8,2,1,-8
TX,TEXAS,4810740,BOLES ISD,540,BOLES H S,481074000540,-8,-8,-8,1,1,-8,1,-8,-8,1,1,1,-8,-8,6,-8,-8,1,-8,1,-8,-8,-8
TX,TEXAS,4810740,BOLES ISD,9311,BOLES MIDDLE,481074009311,-8,-8,-8,-8,-8,-8,5,-8,-8,-8,-8,1,-8,2,8,3,1,-8,1,-8,-8,-8,-8
TX,TEXAS,4810780,BOLING ISD,541,BOLING H S,481078000541,-8,-8,4,18,1,-8,1,-8,-8,1,13,1,-8,4,43,3,1,1,2,-8,1,1,-8
TX,TEXAS,4810780,BOLING ISD,542,IAGO J H,481078000542,-8,-8,1,6,-8,-8,2,-8,-8,3,7,-8,-8,5,24,3,-8,3,-8,-8,1,-8,-8
TX,TEXAS,4810780,BOLING ISD,543,NEWGULF EL,481078000543,-8,-8,1,19,-8,-8,7,-8,-8,6,31,-8,-8,5,69,1,2,2,1,1,4,-8,-8
TX,TEXAS,4810800,BONHAM ISD,545,BONHAM H S,481080000545,1,-8,4,17,4,-8,40,-8,-8,5,16,3,-8,40,130,15,5,5,8,4,3,2,-8
TX,TEXAS,4810800,BONHAM ISD,546,EVANS EL,481080000546,-8,-8,2,9,1,-8,10,-8,-8,3,2,3,-8,11,41,4,4,3,3,4,-8,-8,2
TX,TEXAS,4810800,BONHAM ISD,547,RATHER L H,481080000547,-8,-8,2,5,2,-8,13,-8,-8,2,6,1,-8,13,44,7,4,5,2,3,2,-8,-8
TX,TEXAS,4810800,BONHAM ISD,7599,FINLEY-OATES EL,481080007599,-8,-8,1,10,2,-8,15,1,-8,6,6,6,-8,11,58,6,8,6,3,4,4,2,-8
TX,TEXAS,4810830,BOOKER ISD,549,KIRKSEY EL,481083000549,-8,-8,1,3,-8,-8,1,-8,-8,-8,1,-8,-8,1,7,1,-8,2,-8,2,1,-8,-8
TX,TEXAS,4810830,BOOKER ISD,550,BOOKER JH/H S,481083000550,-8,-8,-8,9,-8,-8,-8,-8,-8,-8,1,-8,-8,2,12,2,1,3,2,3,1,2,-8
TX,TEXAS,4810860,BORDEN COUNTY ISD,552,BORDEN COUNTY SCHOOL,481086000552,-8,-8,-8,1,-8,-8,3,-8,-8,-8,1,-8,-8,4,9,-8,-8,-8,-8,-8,-8,-8,-8
TX,TEXAS,4810890,BORGER ISD,553,BORGER H S,481089000553,1,-8,4,47,2,-8,35,-8,-8,1,28,5,-8,37,160,17,7,14,7,11,5,-8,-8
TX,TEXAS,4810890,BORGER ISD,554,BORGER MIDDLE,481089000554,1,1,3,15,2,-8,23,1,-8,3,23,2,-8,17,91,10,9,10,5,2,2,-8,-8
TX,TEXAS,4810890,BORGER ISD,555,PAUL BELTON EL,481089000555,-8,-8,-8,14,4,-8,8,-8,-8,1,11,-8,-8,12,50,6,-8,-8,1,1,2,-8,-8
TX,TEXAS,4810890,BORGER ISD,556,CROCKETT EL,481089000556,-8,-8,-8,8,2,-8,9,-8,-8,-8,15,3,-8,6,43,6,1,4,2,1,4,-8,-8
TX,TEXAS,4810890,BORGER ISD,5662,GATEWAY EL,481089005662,-8,-8,2,13,-8,-8,7,-8,-8,-8,8,1,-8,9,40,3,1,-8,-8,5,2,-8,-8
TX,TEXAS,4810890,BORGER ISD,11286,BORGER INT,481089011286,1,-8,1,11,2,-8,17,-8,-8,-8,15,2,-8,9,58,12,2,8,9,2,2,-8,-8
TX,TEXAS,4810910,BOSQUEVILLE ISD,6073,BOSQUEVILLE H S,481091006073,-8,-8,-8,3,-8,1,13,-8,-8,1,2,-8,-8,7,27,5,-8,4,2,1,-8,-8,1
TX,TEXAS,4810910,BOSQUEVILLE ISD,7693,BOSQUEVILLE EL,481091007693,-8,-8,-8,2,1,-8,1,-8,-8,-8,3,-8,-8,7,14,2,4,-8,2,-8,-8,-8,-8
TX,TEXAS,4810910,BOSQUEVILLE ISD,12988,BOSQUEVILLE MIDDLE,481091012988,-8,-8,-8,1,-8,-8,8,-8,-8,1,2,-8,-8,4,16,1,3,1,1,-8,-8,-8,-8
TX,TEXAS,4810950,BOVINA ISD,558,BOVINA EL,481095000558,1,-8,-8,14,-8,-8,-8,-8,-8,-8,15,-8,-8,-8,30,7,2,1,1,5,4,-8,2
TX,TEXAS,4810950,BOVINA ISD,559,BOVINA H S,481095000559,-8,-8,-8,4,-8,-8,1,-8,-8,-8,1,-8,-8,1,7,-8,-8,-8,-8,1,1,1,-8
TX,TEXAS,4810950,BOVINA ISD,5161,BOVINA MIDDLE,481095005161,-8,-8,-8,4,-8,-8,3,-8,-8,-8,2,-8,-8,-8,9,1,1,-8,-8,2,1,-8,-8
TX,TEXAS,4810990,BOWIE ISD,563,BOWIE H S,481099000563,-8,-8,1,15,1,1,46,-8,-8,-8,8,5,1,42,120,13,5,11,9,1,2,4,4
TX,TEXAS,4810990,BOWIE ISD,564,BOWIE J H,481099000564,-8,-8,-8,5,1,-8,25,-8,-8,1,4,3,-8,19,58,10,3,11,2,2,2,2,-8
TX,TEXAS,4810990,BOWIE ISD,9664,BOWIE INT,481099009664,-8,-8,1,4,3,1,24,-8,-8,-8,9,3,-8,29,74,7,6,6,3,-8,2,2,4
TX,TEXAS,4811010,BOYD ISD,568,BOYD EL,481101000568,-8,-8,-8,1,4,-8,15,1,-8,1,5,1,-8,10,38,4,2,2,1,1,2,-8,-8
TX,TEXAS,4811010,BOYD ISD,569,BOYD H S,481101000569,2,1,-8,16,1,-8,62,-8,-8,-8,11,1,-8,40,134,5,7,15,10,-8,2,-8,1
TX,TEXAS,4811010,BOYD ISD,5412,BOYD MIDDLE,481101005412,-8,-8,-8,3,1,-8,16,-8,-8,-8,4,-8,-8,12,36,3,-8,4,5,2,-8,-8,-8
TX,TEXAS,4811010,BOYD ISD,6514,BOYD INT,481101006514,-8,-8,-8,4,1,-8,15,-8,-8,-8,7,-8,-8,12,39,6,2,6,4,2,1,-8,-8
TX,TEXAS,4811040,BOYS RANCH ISD,570,MIMI FARLEY EL,481104000570,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,1,-8,1,-8,-8,-8,-8,-8,-8
TX,TEXAS,4811040,BOYS RANCH ISD,571,BOYS RANCH H S,481104000571,-8,-8,-8,-8,1,-8,2,-8,-8,1,1,-8,-8,1,6,-8,-8,1,1,-8,-8,-8,-8
TX,TEXAS,4811040,BOYS RANCH ISD,5141,BLAKEMORE MIDDLE,481104005141,-8,-8,-8,-8,-8,-8,2,-8,-8,-8,-8,-8,-8,-8,2,-8,-8,1,-8,-8,-8,-8,-8
TX,TEXAS,4811070,BRACKETT ISD,572,BRACKETT H S,481107000572,-8,-8,-8,3,-8,-8,1,-8,-8,-8,7,-8,-8,1,12,2,-8,1,-8,1,1,-8,-8
TX,TEXAS,4811070,BRACKETT ISD,573,JONES ELEMENTARY/INTERMEDIATE SCHOOL,481107000573,-8,-8,-8,15,-8,-8,1,1,-8,-8,11,-8,-8,4,32,6,5,3,-8,1,1,-8,-8
TX,TEXAS,4811070,BRACKETT ISD,1638,BRACKETT J H,481107001638,-8,-8,-8,6,-8,-8,2,-8,-8,-8,4,1,-8,1,14,2,2,3,-8,-8,-8,-8,-8
TX,TEXAS,4811110,BRADY ISD,574,BRADY H S,481111000574,-8,-8,1,16,-8,1,18,-8,-8,1,14,-8,-8,11,62,10,4,5,8,3,1,1,-8
TX,TEXAS,4811110,BRADY ISD,575,BRADY MIDDLE,481111000575,-8,-8,-8,13,1,-8,9,-8,-8,-8,11,-8,-8,12,46,6,4,3,4,1,3,2,1
TX,TEXAS,4811110,BRADY ISD,576,BRADY EL,481111000576,-8,-8,1,17,-8,-8,15,-8,-8,-8,12,-8,-8,12,57,5,4,6,3,1,2,2,2
TX,TEXAS,4811190,BRAZOSPORT ISD,579,S F AUSTIN EL,481119000579,-8,-8,-8,14,3,-8,12,-8,-8,1,9,1,-8,9,49,9,4,1,-8,2,2,2,2
TX,TEXAS,4811190,BRAZOSPORT ISD,580,A P BEUTEL EL,481119000580,-8,-8,4,16,1,-8,9,-8,-8,3,14,-8,-8,4,51,10,2,3,-8,2,1,5,3
TX,TEXAS,4811190,BRAZOSPORT ISD,581,BESS BRANNEN EL,481119000581,-8,-8,5,28,1,-8,16,-8,1,7,16,4,-8,12,90,11,7,2,1,7,2,1,-8
TX,TEXAS,4811190,BRAZOSPORT ISD,582,BRAZOSPORT H S,481119000582,1,-8,19,86,3,-8,25,-8,-8,6,76,1,-8,17,234,30,9,10,3,15,4,7,10
TX,TEXAS,4811190,BRAZOSPORT ISD,584,BRAZOSWOOD H S,481119000584,2,2,21,135,6,-8,73,-8,2,17,101,5,-8,70,434,28,29,33,18,23,7,10,14
TX,TEXAS,4811190,BRAZOSPORT ISD,586,CLUTE INT,481119000586,-8,1,2,37,1,-8,18,-8,-8,7,38,3,-8,21,128,12,8,6,7,4,9,5,3
TX,TEXAS,4811190,BRAZOSPORT ISD,587,FREEPORT EL,481119000587,-8,1,5,34,-8,-8,11,-8,-8,5,30,2,-8,9,97,10,10,2,3,5,12,5,6
TX,TEXAS,4811190,BRAZOSPORT ISD,588,FREEPORT INT,481119000588,-8,-8,1,35,2,-8,12,-8,-8,4,17,1,-8,15,87,11,3,5,4,6,5,2,2
TX,TEXAS,4811190,BRAZOSPORT ISD,589,LAKE JACKSON INT,481119000589,-8,1,4,32,-8,-8,25,-8,1,1,26,1,-8,24,115,9,5,11,12,3,5,3,1
TX,TEXAS,4811190,BRAZOSPORT ISD,592,T W OGG EL,481119000592,-8,-8,5,33,2,-8,12,-8,-8,2,48,5,-8,11,118,12,8,2,1,7,13,3,4
TX,TEXAS,4811190,BRAZOSPORT ISD,593,O M ROBERTS EL,481119000593,-8,-8,10,26,2,-8,19,-8,2,7,28,5,-8,15,114,9,11,5,1,4,4,3,2
TX,TEXAS,4811190,BRAZOSPORT ISD,594,VELASCO EL,481119000594,2,-8,12,60,5,-8,10,-8,-8,5,44,2,-8,15,155,18,12,5,4,22,10,2,8
TX,TEXAS,4811190,BRAZOSPORT ISD,5413,GLADYS POLK EL,481119005413,-8,-8,2,24,3,-8,10,-8,-8,4,24,5,-8,7,79,2,2,6,-8,9,6,-8,-8
TX,TEXAS,4811190,BRAZOSPORT ISD,6826,GRIFFITH EL,481119006826,-8,-8,2,19,1,-8,5,-8,-8,-8,22,-8,-8,3,52,4,1,3,2,4,10,6,3
TX,TEXAS,4811190,BRAZOSPORT ISD,6929,O'HARA LANIER MIDDLE,481119006929,-8,-8,4,24,2,-8,6,-8,-8,5,14,3,-8,7,65,8,5,5,5,6,5,3,3
TX,TEXAS,4811190,BRAZOSPORT ISD,7528,LIGHTHOUSE LEARNING CENTER - DAEP,481119007528,-8,-8,11,43,1,-8,19,-8,-8,8,10,-8,-8,7,99,12,4,11,3,6,1,1,2
TX,TEXAS,4811190,BRAZOSPORT ISD,8711,BRAZOS SUCCESS ACADEMY,481119008711,1,-8,5,35,-8,-8,19,-8,-8,8,42,1,-8,18,129,5,1,15,7,2,1,6,11
TX,TEXAS,4811190,BRAZOSPORT ISD,16928,RASCO MIDDLE,481119016928,-8,-8,5,25,-8,-8,17,-8,-8,3,16,-8,-8,28,94,11,9,8,4,3,4,2,3
TX,TEXAS,4811220,BRECKENRIDGE ISD,595,BRECKENRIDGE H S,481122000595,1,-8,-8,15,1,-8,27,-8,-8,1,26,2,1,39,113,5,3,4,2,1,4,4,8
TX,TEXAS,4811220,BRECKENRIDGE ISD,596,BRECKENRIDGE J H,481122000596,-8,-8,-8,7,-8,-8,12,-8,-8,-8,7,-8,-8,13,39,3,4,7,2,-8,2,1,-8
TX,TEXAS,4811220,BRECKENRIDGE ISD,597,EAST EL,481122000597,-8,-8,-8,3,-8,-8,12,-8,-8,1,7,1,-8,8,32,5,2,1,1,-8,-8,1,2
TX,TEXAS,4811220,BRECKENRIDGE ISD,599,SOUTH EL,481122000599,-8,-8,-8,4,-8,-8,12,-8,-8,-8,5,1,-8,7,29,7,4,1,3,-8,-8,1,2
TX,TEXAS,4811250,BREMOND ISD,600,BREMOND EL,481125000600,-8,-8,1,3,1,-8,6,-8,-8,4,3,-8,-8,9,27,1,1,2,-8,-8,-8,-8,1
TX,TEXAS,4811250,BREMOND ISD,601,BREMOND H S,481125000601,-8,-8,3,-8,-8,-8,15,-8,-8,2,1,-8,-8,8,29,1,-8,4,2,-8,-8,-8,-8
TX,TEXAS,4811250,BREMOND ISD,6827,BREMOND MIDDLE,481125006827,-8,-8,-8,2,2,-8,2,-8,-8,-8,3,-8,-8,9,18,1,3,1,1,-8,-8,-8,1
TX,TEXAS,4811280,BRENHAM ISD,602,ALTON EL,481128000602,-8,-8,21,17,3,-8,6,-8,-8,20,20,4,-8,4,95,11,11,5,3,3,3,1,3
TX,TEXAS,4811280,BRENHAM ISD,603,BRENHAM EL,481128000603,-8,-8,9,16,3,-8,8,-8,-8,10,9,3,-8,9,67,9,3,5,2,6,1,-8,1
TX,TEXAS,4811280,BRENHAM ISD,604,BRENHAM H S,481128000604,-8,1,49,84,11,-8,49,-8,1,38,68,2,-8,62,365,33,24,23,11,26,18,4,1
TX,TEXAS,4811280,BRENHAM ISD,605,BRENHAM MIDDLE,481128000605,-8,-8,18,18,3,-8,14,-8,-8,6,15,2,-8,14,90,14,5,8,3,8,6,1,2
TX,TEXAS,4811280,BRENHAM ISD,606,KRAUSE EL,481128000606,-8,-8,18,16,2,-8,7,-8,-8,23,18,-8,-8,9,93,21,5,4,1,7,7,-8,-8
TX,TEXAS,4811280,BRENHAM ISD,7747,BRENHAM J H,481128007747,-8,-8,20,26,4,-8,23,-8,1,23,29,2,-8,31,159,13,17,9,8,3,6,1,-8
TX,TEXAS,4811310,BRIDGE CITY ISD,607,BRIDGE CITY H S,481131000607,-8,1,3,13,1,-8,56,1,1,1,6,-8,-8,52,135,11,6,9,9,4,-8,1,-8
TX,TEXAS,4811310,BRIDGE CITY ISD,608,BRIDGE CITY MIDDLE,481131000608,-8,1,1,9,3,-8,34,-8,-8,1,10,5,-8,49,113,10,17,9,8,2,2,1,3
TX,TEXAS,4811310,BRIDGE CITY ISD,610,BRIDGE CITY EL,481131000610,-8,1,1,10,3,-8,26,-8,-8,-8,7,3,-8,29,80,9,7,4,3,8,-8,-8,-8
TX,TEXAS,4811310,BRIDGE CITY ISD,7418,BRIDGE CITY INT,481131007418,-8,-8,2,7,1,-8,31,-8,1,1,9,2,-8,27,81,10,11,6,5,1,5,-8,1
TX,TEXAS,4811340,BRIDGEPORT ISD,611,BRIDGEPORT EL,481134000611,-8,-8,-8,12,-8,-8,15,-8,-8,-8,13,-8,-8,15,55,3,2,1,-8,3,8,5,2
TX,TEXAS,4811340,BRIDGEPORT ISD,612,BRIDGEPORT H S,481134000612,1,-8,2,28,1,-8,32,1,-8,1,10,3,-8,17,96,21,4,10,3,16,6,2,1
TX,TEXAS,4811340,BRIDGEPORT ISD,613,BRIDGEPORT MIDDLE,481134000613,-8,-8,-8,11,1,-8,12,-8,-8,-8,5,1,-8,14,44,7,5,3,3,9,4,-8,-8
TX,TEXAS,4811340,BRIDGEPORT ISD,5614,BRIDGEPORT INT,481134005614,-8,-8,-8,5,-8,-8,11,-8,-8,-8,11,1,-8,15,43,3,4,3,4,4,4,-8,5
TX,TEXAS,4811400,FORT ELLIOTT CISD,616,FORT ELLIOTT SCHOOL,481140000616,-8,-8,-8,1,-8,-8,3,-8,-8,-8,1,-8,-8,4,9,1,-8,-8,-8,-8,-8,-8,-8
TX,TEXAS,4811430,BROADDUS ISD,618,BROADDUS H S,481143000618,-8,-8,-8,2,1,-8,25,-8,-8,3,3,-8,-8,17,51,6,4,6,2,1,1,-8,-8
TX,TEXAS,4811430,BROADDUS ISD,21477,BROADDUS EL,481143021477,-8,-8,-8,2,-8,-8,13,-8,-8,-8,1,1,-8,9,26,7,2,3,1,2,1,-8,-8
TX,TEXAS,4811460,BROCK ISD,621,BROCK H S,481146000621,-8,-8,-8,5,2,-8,24,-8,-8,-8,3,-8,-8,16,50,5,2,4,4,-8,1,-8,-8
TX,TEXAS,4811460,BROCK ISD,1871,BROCK INT,481146001871,-8,-8,-8,3,1,-8,15,-8,-8,-8,5,-8,-8,14,38,-8,1,5,2,-8,-8,-8,-8
TX,TEXAS,4811460,BROCK ISD,9535,BROCK J H,481146009535,-8,-8,-8,-8,1,-8,6,-8,-8,1,1,-8,-8,18,27,2,2,1,3,-8,-8,-8,-8
TX,TEXAS,4811460,BROCK ISD,13695,BROCK EL,481146013695,-8,-8,1,3,2,-8,10,-8,-8,-8,4,-8,-8,12,32,7,3,-8,-8,-8,1,-8,-8
TX,TEXAS,4811490,BRONTE ISD,623,BRONTE ISD,481149000623,-8,-8,-8,4,1,-8,12,-8,-8,-8,1,1,-8,7,26,4,2,2,3,-8,-8,1,-8
TX,TEXAS,4811520,BROOKELAND ISD,624,BROOKELAND EL,481152000624,-8,-8,-8,-8,-8,-8,6,-8,-8,-8,1,-8,-8,9,16,2,1,-8,1,-8,-8,-8,-8
TX,TEXAS,4811520,BROOKELAND ISD,625,BROOKELAND H S,481152000625,-8,-8,-8,-8,-8,-8,19,-8,-8,1,1,-8,-8,17,38,3,1,3,4,-8,-8,-8,-8
TX,TEXAS,4811550,BROOKESMITH ISD,627,BROOKESMITH SCHOOL,481155000627,-8,-8,1,4,1,-8,8,-8,-8,1,3,2,-8,10,30,1,1,1,2,1,-8,-8,-8
TX,TEXAS,4811550,BROOKESMITH ISD,13724,GENESIS CAMPUS,481155013724,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,-8
TX,TEXAS,4811550,BROOKESMITH ISD,13892,DAVINCI,481155013892,-8,-8,-8,2,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,3,1,-8,-8,-8,-8,-8,-8,-8
TX,TEXAS,4811550,BROOKESMITH ISD,13898,QUEST,481155013898,-8,-8,1,1,-8,-8,1,-8,-8,-8,-8,-8,-8,-8,3,1,-8,1,-8,-8,-8,-8,-8
TX,TEXAS,4811580,BROOKS COUNTY ISD,629,FALFURRIAS EL,481158000629,-8,-8,-8,40,-8,-8,1,-8,-8,-8,32,-8,-8,-8,73,8,4,1,-8,-8,-8,-8,-8
TX,TEXAS,4811580,BROOKS COUNTY ISD,630,FALFURRIAS H S,481158000630,-8,-8,-8,27,-8,-8,-8,-8,-8,-8,23,-8,-8,1,51,3,3,2,1,-8,-8,2,-8
TX,TEXAS,4811580,BROOKS COUNTY ISD,631,FALFURRIAS J H,481158000631,-8,-8,-8,25,-8,-8,1,-8,-8,-8,12,-8,-8,-8,38,2,-8,1,-8,-8,1,-8,1
TX,TEXAS,4811580,BROOKS COUNTY ISD,632,LASATER EL,481158000632,-8,-8,-8,9,-8,-8,-8,-8,-8,-8,10,-8,-8,-8,19,-8,-8,-8,-8,-8,-8,-8,1
TX,TEXAS,4811580,BROOKS COUNTY ISD,13895,FALFURRIAS INNOVATION ACADEMY,481158013895,-8,-8,-8,26,-8,-8,-8,-8,-8,-8,26,-8,-8,-8,52,6,2,-8,-8,-8,1,-8,1
TX,TEXAS,4811610,BROWNFIELD ISD,633,BROWNFIELD H S,481161000633,-8,-8,7,39,-8,-8,2,-8,-8,7,28,1,-8,6,90,10,2,1,1,2,-8,-8,2
TX,TEXAS,4811610,BROWNFIELD ISD,635,BROWNFIELD MIDDLE,481161000635,-8,-8,1,22,-8,-8,3,-8,-8,1,22,-8,-8,2,51,6,2,1,2,3,3,2,2
TX,TEXAS,4811610,BROWNFIELD ISD,637,OAK GROVE EL,481161000637,1,-8,2,57,-8,-8,8,-8,-8,3,51,2,-8,4,128,19,13,6,1,5,3,1,5
TX,TEXAS,4811610,BROWNFIELD ISD,12078,BROWNFIELD EDUCATION CENTER,481161012078,-8,-8,-8,8,-8,-8,-8,-8,-8,-8,5,-8,-8,1,14,1,-8,-8,-8,-8,-8,-8,-8
TX,TEXAS,4811640,BROWNSBORO ISD,638,BROWNSBORO EL,481164000638,-8,-8,-8,1,-8,-8,10,-8,-8,1,-8,-8,-8,7,19,3,2,1,-8,-8,-8,1,-8
TX,TEXAS,4811640,BROWNSBORO ISD,639,BROWNSBORO H S,481164000639,-8,-8,3,12,1,-8,38,-8,-8,-8,11,1,-8,43,109,8,8,13,15,2,3,-8,2
TX,TEXAS,4811640,BROWNSBORO ISD,640,CHANDLER EL,481164000640,-8,-8,2,7,3,-8,18,-8,-8,-8,2,2,-8,12,46,8,3,1,2,1,-8,3,-8
TX,TEXAS,4811640,BROWNSBORO ISD,5414,BROWNSBORO J H,481164005414,-8,-8,1,4,1,-8,15,-8,-8,2,2,1,-8,18,44,4,5,5,3,-8,1,-8,-8
TX,TEXAS,4811640,BROWNSBORO ISD,6516,BROWNSBORO INT,481164006516,-8,-8,-8,2,-8,-8,11,-8,-8,-8,1,-8,-8,7,21,6,2,2,-8,1,1,-8,-8
TX,TEXAS,4811640,BROWNSBORO ISD,9292,CHANDLER INT,481164009292,-8,-8,1,4,-8,-8,19,-8,-8,3,-8,1,-8,15,43,7,4,3,-8,2,-8,-8,-8
TX,TEXAS,4811680,BROWNSVILLE ISD,426,VELA MIDDLE,481168000426,-8,-8,-8,16,-8,-8,-8,-8,-8,-8,7,-8,-8,-8,23,9,4,1,-8,10,1,1,-8
TX,TEXAS,4811680,BROWNSVILLE ISD,427,YTURRIA EL,481168000427,-8,-8,-8,14,-8,-8,1,-8,-8,-8,15,-8,-8,-8,30,3,1,2,1,5,9,-8,1
TX,TEXAS,4811680,BROWNSVILLE ISD,641,HANNA EARLY COLLEGE H S,481168000641,-8,-8,-8,63,-8,-8,1,-8,-8,-8,60,-8,-8,3,127,12,10,6,7,21,23,3,1
TX,TEXAS,4811680,BROWNSVILLE ISD,642,PORTER EARLY COLLEGE H S,481168000642,-8,-8,-8,92,-8,-8,-8,-8,-8,-8,76,-8,-8,-8,168,12,8,8,7,39,24,4,6
