LEA_STATE,LEA_STATE_NAME,NCESLEAID,LEA_NAME,SCHID,SCHOOL_NAME,NCESSCH,JJ,AM_M_7,AS_M_7,BL_M_7,HI_M_7,MU_M_7,PI_M_7,WH_M_7,AM_F_7,AS_F_7,BL_F_7,HI_F_7,MU_F_7,PI_F_7,WH_F_7,TOTAL_STUDENTS_REPORTED_M,TOTAL_STUDENTS_REPORTED_F,WDIS_M,WDIS_F,DISAB504_M,DISAB504_F,LEP_M,LEP_F,H_M,H_F
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,9410,AUSTIN CAN ACADEMY,480001609410,No,-8,1,23,53,2,-8,8,1,1,26,64,2,-8,9,87,103,14,10,-8,-8,18,14,1,2
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,9532,DALLAS CAN ACADEMY AT CARROLLTON-FARMERS BRANCH,480001609532,No,-8,2,17,72,4,-8,15,2,1,14,75,1,-8,8,110,101,11,6,-8,-8,40,41,-8,-8
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,9602,HOUSTON CAN ACADEMY - HOBBY,480001609602,No,2,-8,67,101,10,-8,16,4,1,65,83,11,-8,16,196,180,10,4,-8,-8,24,11,-8,-8
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,10548,DALLAS CAN ACADEMY AT PLEASANT GROVE,480001610548,No,9,-8,66,78,13,-8,18,2,-8,62,62,12,-8,23,184,161,27,16,-8,-8,18,13,-8,-8
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,12961,DALLAS CAN ACADEMY - GRANT EAST,480001612961,No,4,-8,142,21,6,-8,5,1,-8,116,13,9,-8,5,178,144,26,18,-8,-8,5,1,-8,-8
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,13458,GARLAND CAN ACADEMY,480001613458,No,2,6,44,74,10,-8,18,4,1,23,52,9,-8,16,154,105,16,9,-8,-8,13,9,-8,-8
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,13459,HOUSTON CAN ACADEMY - SOUTHWEST,480001613459,No,14,2,76,95,12,-8,11,5,-8,72,113,13,-8,17,210,220,18,7,-8,-8,17,16,-8,-8
TX,TEXAS,4800018,SER-NINOS CHARTER SCHOOL,7302,SER-NINOS CHARTER EL,480001807302,No,-8,-8,-8,7,-8,-8,-8,-8,-8,-8,3,-8,-8,-8,7,3,-8,-8,-8,-8,7,3,1,-8
TX,TEXAS,4800018,SER-NINOS CHARTER SCHOOL,11526,SER-NINOS CHARTER MIDDLE,480001811526,No,-8,-8,-8,5,-8,-8,-8,-8,-8,-8,4,-8,-8,-8,5,4,-8,-8,-8,-8,2,1,2,-8
TX,TEXAS,4800018,SER-NINOS CHARTER SCHOOL,12493,SER-NINOS CHARTER EL II,480001812493,No,-8,-8,-8,5,-8,-8,-8,-8,1,-8,4,-8,-8,1,5,6,-8,-8,-8,-8,5,4,-8,-8
TX,TEXAS,4800019,ARISTOI CLASSICAL ACADEMY,7303,ARISTOI CLASSICAL ACADEMY,480001907303,No,-8,-8,3,4,1,-8,12,-8,-8,1,3,1,-8,1,20,6,2,-8,-8,-8,1,-8,1,-8
TX,TEXAS,4800019,ARISTOI CLASSICAL ACADEMY,13071,ARISTOI CLASSICAL UPPER SCHOOL,480001913071,No,-8,-8,2,-8,1,-8,9,-8,1,2,3,1,-8,9,12,16,3,3,-8,-8,-8,-8,-8,-8
TX,TEXAS,4800020,GEORGE I SANCHEZ CHARTER,7304,GEORGE I SANCHEZ H S,480002007304,No,1,-8,5,84,-8,-8,3,-8,-8,9,115,-8,-8,3,93,127,8,16,-8,-8,39,49,6,7
TX,TEXAS,4800020,GEORGE I SANCHEZ CHARTER,13387,GEORGE I SANCHEZ NORTH,480002013387,No,-8,-8,-8,10,-8,-8,-8,-8,-8,-8,5,-8,-8,-8,10,5,2,-8,-8,-8,6,4,-8,-8
TX,TEXAS,4800022,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,7905,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,480002207905,No,-8,-8,-8,14,-8,-8,-8,-8,-8,-8,22,-8,-8,-8,14,22,3,3,-8,-8,2,8,-8,1
