state,category,link_text,url,source_page,description
hawaii,other,DOE Only FR Pct,https://hcnp.hawaii.gov/wp-content/uploads/2013/09/10-DOE-Only-FR-Pct.pdf,https://hcnp.hawaii.gov/fiscal/,DOE Only FR Pct (from https://hcnp.hawaii.gov/fiscal/)
hawaii,other,HI Schools Alpha,https://hcnp.hawaii.gov/wp-content/uploads/2013/09/10-HI-Schools-Alpha.pdf,https://hcnp.hawaii.gov/fiscal/,HI Schools Alpha (from https://hcnp.hawaii.gov/fiscal/)
hawaii,other,HI Schools FR Pct,https://hcnp.hawaii.gov/wp-content/uploads/2013/09/10-HI-Schools-FR-Pct.pdf,https://hcnp.hawaii.gov/fiscal/,HI Schools FR Pct (from https://hcnp.hawaii.gov/fiscal/)
hawaii,other,Non-DOE SFAs Alpha,https://hcnp.hawaii.gov/wp-content/uploads/2013/09/10-Non-DOE-SFAs-Alpha.pdf,https://hcnp.hawaii.gov/fiscal/,Non-DOE SFAs Alpha (from https://hcnp.hawaii.gov/fiscal/)
hawaii,other,Non-DOE SFAs FR Pct,https://hcnp.hawaii.gov/wp-content/uploads/2013/09/10-Non-DOE-SFAs-FR-Pct.pdf,https://hcnp.hawaii.gov/fiscal/,Non-DOE SFAs FR Pct (from https://hcnp.hawaii.gov/fiscal/)
hawaii,other,DOE Schools & SFAs,https://hcnp.hawaii.gov/wp-content/uploads/2013/09/Oct-09-Data-DOE_Schools__SFAs.pdf,https://hcnp.hawaii.gov/fiscal/,DOE Schools & SFAs (from https://hcnp.hawaii.gov/fiscal/)
hawaii,other,DOE Schools & Other SFAs,https://hcnp.hawaii.gov/wp-content/uploads/2013/09/Oct-09-Data-DOE_Schools__Other_SFAs.pdf,https://hcnp.hawaii.gov/fiscal/,DOE Schools & Other SFAs (from https://hcnp.hawaii.gov/fiscal/)
hawaii,other,HI School Food Authorities Excluding DOE Alpha,https://hcnp.hawaii.gov/wp-content/uploads/2013/09/Oct-09-Data-HI_School_Food_Authorities_Excluding_DOE_Alpha.pdf,https://hcnp.hawaii.gov/fiscal/,HI School Food Authorities Excluding DOE Alpha (from https://hcnp.hawaii.gov/fiscal/)
hawaii,other,HI School Food Authorities Excluding DOE,https://hcnp.hawaii.gov/wp-content/uploads/2013/09/Oct-09-Data-HI_School_Food_Authorities_Excluding_DOE.pdf,https://hcnp.hawaii.gov/fiscal/,HI School Food Authorities Excluding DOE (from https://hcnp.hawaii.gov/fiscal/)
hawaii,other,AD-3027,https://www.usda.gov/sites/default/files/documents/ad-3027.pdf,https://hcnp.hawaii.gov/fiscal/,AD-3027 (from https://hcnp.hawaii.gov/fiscal/)
