state,category,dataset_title,resource_name,format,url,description
virginia,enrollment,2010-11 Fall Membership Division Summaries by Ethnicity,2010-11 Fall Membership Division Summaries by Ethnicity,XLSX,https://data.virginia.gov/dataset/143d41f5-8ca3-42d6-afe3-dc8f3cacd280/resource/2b2da7a0-e278-4fbb-b037-1f14bfdad3ff/download/2010-division_summaries_ethnicity.xls,2010-11 Fall Membership Division Summaries by Ethnicity — 2010-11 Fall Membership Division Summaries by Ethnicity
virginia,other,Superintendent's Annual Report - Disbursements by Division - Fiscal Year 2021,Fiscal Year 2021,XLSX,https://data.virginia.gov/dataset/3f9a5cf4-ed8c-4d33-a9d4-259f7042bf52/resource/f544873e-71ae-4fe8-a7ab-4b08d460b049/download/table-13-fy21.xlsx,Superintendent's Annual Report - Disbursements by Division - Fiscal Year 2021 — Fiscal Year 2021
virginia,enrollment,Fall Membership 2007-08 Division Summaries by Ethnicity,Fall Membership 2007-08 Division Summaries by Ethnicity,XLSX,https://data.virginia.gov/dataset/307f28f6-f93e-47b5-902a-bc926955e2fe/resource/42b85259-7462-43c9-ad27-70a1b62ab873/download/2007-div-summ-by-ethnicity.xls,Fall Membership 2007-08 Division Summaries by Ethnicity — Fall Membership 2007-08 Division Summaries by Ethnicity
virginia,enrollment,1997-1998 Fall Membership Division Summaries by Ethnic Group,1997 - 1998 Fall Membership Division Summaries by Ethnic Group,XLSX,https://data.virginia.gov/dataset/1bb5a156-6fc8-4a7b-a172-340ec6f809c3/resource/0b7c91e1-17e6-4eda-8f63-68cd5fa3c561/download/1997-1998-fall-membership-division-and-ethnic-group.xlsx,1997-1998 Fall Membership Division Summaries by Ethnic Group — 1997 - 1998 Fall Membership Division Summaries by Ethnic Group
virginia,other,Home-Schooled Students and Religious Exemptions 2003-4,Home-Schooled Students and Religious Exemptions 2003-4,XLSX,https://data.virginia.gov/dataset/502cd37c-8c30-49ce-aa8d-f171f1d155f9/resource/b1505a90-013e-451d-9633-360d91bc4c72/download/home-school-2004-5.xls,Home-Schooled Students and Religious Exemptions 2003-4 — Home-Schooled Students and Religious Exemptions 2003-4
virginia,test_scores,2021-2022 School Participation Rates,2021 - 2022 School Participation Rates,XLSX,https://data.virginia.gov/dataset/c022f90d-2bc8-4046-957f-d251356fd303/resource/4a2fc952-250d-4210-a819-aaddd5192632/download/2021-2022-sch-participation-rates.xlsx,2021-2022 School Participation Rates — 2021 - 2022 School Participation Rates
virginia,enrollment,1996-97 Fall Membership State Summaries by Grade and Ethnic Group,1996-97 Fall Membership State Summaries by Grade and Ethnic Group,XLSX,https://data.virginia.gov/dataset/4a60467f-f499-4ec4-88cd-d8e9eee3c5de/resource/1f25b64b-7dc0-433f-8b5c-0a66ba0c31d1/download/96-97-fall-membership-grade-and-ethnic.xlsx,1996-97 Fall Membership State Summaries by Grade and Ethnic Group — 1996-97 Fall Membership State Summaries by Grade and Ethnic Group
virginia,other,Number and Percentage of Students Promoted 2021 - 2022,Number and Percentage of Students Promoted 2021 - 2022,XLSX,https://data.virginia.gov/dataset/6dd1aabe-7f59-431e-a554-fc9e9004e5c0/resource/ec3a088c-7033-47be-8a57-7682dd133d66/download/2021-22-table3-1.xlsx,Number and Percentage of Students Promoted 2021 - 2022 — Number and Percentage of Students Promoted 2021 - 2022
virginia,other,Local and Regional Schools and Centers 2015-16,Local and Regional Schools and Centers 2015-16 ,PDF,https://data.virginia.gov/dataset/7b242dde-5cc7-4016-b223-c118717da0ac/resource/1ade794f-96de-4a6e-856b-a73614e6bc37/download/2015_16_local_reg_sch_ctrs_a.pdf,Local and Regional Schools and Centers 2015-16 — Local and Regional Schools and Centers 2015-16 
virginia,other,Home Schooled Students & Religious Exemptions 2022-23,Home Schooled Students & Religious Exemptions 2022-23,XLSX,https://data.virginia.gov/dataset/eeecb7e5-c39e-4aab-a089-422937154ec8/resource/e88c2375-8f43-40d9-a7c4-12d313de862a/download/2022-2023-homeschool-and-religious-exempts.xlsx,Home Schooled Students & Religious Exemptions 2022-23 — Home Schooled Students & Religious Exemptions 2022-23
virginia,other,Superintendent's Annual Report - Literary Fund - Fiscal Year 2020,Fiscal Year 2020,XLSX,https://data.virginia.gov/dataset/2bc88bbb-e4f1-42b7-9d8b-84b85a3c87f3/resource/ecb1b89c-62b5-45a1-bde3-2cd8afe61c02/download/table-10-fy20.xlsx,Superintendent's Annual Report - Literary Fund - Fiscal Year 2020 — Fiscal Year 2020
virginia,enrollment,2005-2006 Fall Membership Division Summaries by Ethnicity,2005-2006 Fall Membership Division Summaries by Ethnicity ,XLSX,https://data.virginia.gov/dataset/56563c5a-3d6f-4c3d-b473-614b76816990/resource/176d79c0-941b-4bbf-bb70-b0c4fe4b074c/download/05-division-summaries-by-ethnicity.xls,2005-2006 Fall Membership Division Summaries by Ethnicity — 2005-2006 Fall Membership Division Summaries by Ethnicity 
virginia,test_scores,Division Subject-Area  2022-2023,division_pass_rates_by_subject_by_stu_group_2022_2023,CSV,https://data.virginia.gov/dataset/89dd4c9f-d1e7-4579-bbe0-1606a209fe95/resource/6eda4924-53f1-4a68-aa03-6881f76bee9b/download/division_pass_rates_by_subject_by_stu_group_2022_2023.xlsx,Division Subject-Area  2022-2023 — division_pass_rates_by_subject_by_stu_group_2022_2023
virginia,other,Home Schooled Students & Religious Exemptions 2018-19,Home Schooled Students & Religious Exemptions 2018-19,XLSX,https://data.virginia.gov/dataset/bb2d1936-9fae-4d45-9f5c-bbd907955194/resource/e7806442-b0b1-4061-b1ea-138eb03c2ee6/download/2018-2019.xlsx,Home Schooled Students & Religious Exemptions 2018-19 — Home Schooled Students & Religious Exemptions 2018-19
virginia,enrollment,2002-2003 Fall Membership Division Totals by Ethnicity,2002-2003 Fall Membership Division Totals by Ethnicity,XLSX,https://data.virginia.gov/dataset/f3fa57a9-5d28-4e56-a1c8-c79ec73db804/resource/b14a005b-9520-44b0-8711-6b2c79e32f07/download/fm_div_race.xls,2002-2003 Fall Membership Division Totals by Ethnicity — 2002-2003 Fall Membership Division Totals by Ethnicity
virginia,other,Home Schooled Students & Religious Exemptions 2011-12,Home Schooled Students & Religious Exemptions 2011-12 ,XLS,https://data.virginia.gov/dataset/4f556d6e-fa6a-4eaa-a334-04495afac371/resource/2aa5760e-a966-438d-af78-65adaf218684/download/2011_2012.xls,Home Schooled Students & Religious Exemptions 2011-12 — Home Schooled Students & Religious Exemptions 2011-12 
virginia,enrollment,2005-2006 Fall Membership School Totals by Grade,2005-2006 Fall Membership School Totals by Grade,XLSX,https://data.virginia.gov/dataset/4a2ae34c-bf05-4e28-ac7c-2bd4f3fc2747/resource/2df59d5f-4fa9-4cb8-96ab-8b52fd3ced9f/download/05-school-totals-by-grade.xls,2005-2006 Fall Membership School Totals by Grade — 2005-2006 Fall Membership School Totals by Grade
virginia,other,2007-2008 Gifted Annual Report,2007-2008 Gifted Annual Report ,PDF,https://data.virginia.gov/dataset/02ec5090-0963-47ee-b81e-bf18944bd6ec/resource/bd2f74fa-8e46-4ffd-ab56-b71f9c471f04/download/2007-2008_gifted.pdf,2007-2008 Gifted Annual Report — 2007-2008 Gifted Annual Report 
virginia,enrollment,200607 Division Totals by Ethnicity,2006-07 Division Summaries by Ethnicity,XLSX,https://data.virginia.gov/dataset/38e19c40-d939-4f16-adba-50fe8704d20a/resource/6cfd032f-49a5-4d85-8e5b-ff9670d31770/download/2006-07-division-summaries-by-ethnicity.xls,200607 Division Totals by Ethnicity — 2006-07 Division Summaries by Ethnicity
virginia,other,Diploma Graduates and Completers 2021 - 2022,Diploma Graduates and Completers 2021 - 2022,XLSX,https://data.virginia.gov/dataset/7fea60f0-cb10-4dee-981f-29c3d47f35ef/resource/ad98a6f5-9fa8-4ed6-98da-d42777066d76/download/2021-22-table3.xlsx,Diploma Graduates and Completers 2021 - 2022 — Diploma Graduates and Completers 2021 - 2022
virginia,other,Local and Regional Schools and Centers 2007-08,Local and Regional Schools and Centers 2007-08 ,PDF,https://data.virginia.gov/dataset/f8c93331-ff1d-4dfc-b0a8-bc04102c6aad/resource/24ddcc89-f9b3-4ca2-ae9e-4aa79abe95bf/download/2007_08_local_reg_sch_ctrs_a.pdf,Local and Regional Schools and Centers 2007-08 — Local and Regional Schools and Centers 2007-08 
virginia,enrollment,Student Behavior and Administrative Response 2022 - 2023,student Behaviour 2022 - 2023,XLSX,https://data.virginia.gov/dataset/f34c144b-4714-42a9-8eb0-6b1efa4b665d/resource/95c217b7-aa50-4cca-a030-66a5d74e1d09/download/sbarsch2022.xlsx,Student Behavior and Administrative Response 2022 - 2023 — student Behaviour 2022 - 2023
virginia,other,Home Schooled Students & Religious Exemptions 2019-20,Home Schooled Students & Religious Exemptions 2019-20 ,XLSX,https://data.virginia.gov/dataset/807d7c63-9ff4-4f9e-b4a1-e74cdc932d6c/resource/6ac12d0f-0059-4f5a-9c87-4a6f2ad106b0/download/2019-2020-home-schooled-and-religious.xlsx,Home Schooled Students & Religious Exemptions 2019-20 — Home Schooled Students & Religious Exemptions 2019-20 
virginia,test_scores,School Accreditation Report 2022-23,School Accreditation Report 2022-23 ,XLSX,https://data.virginia.gov/dataset/2c3f15d8-6312-40d7-912e-9743c242ac2b/resource/42d4eb48-a702-4dcf-aaa0-85b797ac6d83/download/2022-2023-accreditation-summary.xlsx,School Accreditation Report 2022-23 — School Accreditation Report 2022-23 
virginia,other,Superintendent's Annual Report - Literary Fund - Fiscal Year 2022,Literary Fund 2021 - 2022,XLSX,https://data.virginia.gov/dataset/df9ca16d-8141-4349-9b95-04f4fcc6fb6b/resource/ff3b40c4-066b-4769-a9e6-f77951c9094d/download/table-10-fy22-1.xlsx,Superintendent's Annual Report - Literary Fund - Fiscal Year 2022 — Literary Fund 2021 - 2022
virginia,enrollment,Fall Membership Statistics 2023- 2024,Fall membership Statistics 2023 - 2024,CSV,https://data.virginia.gov/dataset/454e8f9f-d983-4c3b-a6b4-bed5b8335382/resource/0b97ef3e-8ca7-40c9-88f3-34b99dfa1791/download/fall_membership_statistics-3.csv,Fall Membership Statistics 2023- 2024 — Fall membership Statistics 2023 - 2024
virginia,discipline,Annual School Dropouts - Grades 7 -12 - 2022 - 2023,annual_dropout_statistics 2022 - 2023,CSV,https://data.virginia.gov/dataset/adfb9054-2675-45f3-a511-eae342c94253/resource/633993a2-f3e0-47ee-b0d8-dafcffbaddf7/download/annual_dropout_statistics.csv,Annual School Dropouts - Grades 7 -12 - 2022 - 2023 — annual_dropout_statistics 2022 - 2023
virginia,enrollment,1996 Fall Membership Division Summary Totals by Grade Including PK AND PG,1996 Fall Membership Division Summary,XLSX,https://data.virginia.gov/dataset/9f22845e-451e-470c-80ac-71b42ee3fe2f/resource/56c9c399-3046-4fbb-948c-14b35384a4d5/download/96-fall-membership-division-summary.xlsx,1996 Fall Membership Division Summary Totals by Grade Including PK AND PG — 1996 Fall Membership Division Summary
virginia,other,Home Schooled Students & Religious Exemptions 2006-07,Home Schooled Students & Religious Exemptions 2006-07 ,XLS,https://data.virginia.gov/dataset/c0ebea69-a653-4898-b205-3b6d302eeed6/resource/926d74b6-1193-420c-ab2a-27c5abbe0bb3/download/2006_2007.xls,Home Schooled Students & Religious Exemptions 2006-07 — Home Schooled Students & Religious Exemptions 2006-07 
virginia,enrollment,2000-2001 Fall Membership School Summaries by Ethnicity and Grade and Gender,School Summaries by Ethnicity and Grade and Gender,XLSX,https://data.virginia.gov/dataset/d1b4928f-c7a4-43d3-bb2d-9dbac21b5a70/resource/aefa632f-7a0b-42fd-a9fa-dd71d9f7b6c0/download/fm_sch_gr_race_gender.xls,2000-2001 Fall Membership School Summaries by Ethnicity and Grade and Gender — School Summaries by Ethnicity and Grade and Gender
virginia,other,Local and Regional Schools and Centers 2013-14,Local and Regional Schools and Centers 2013-14 ,PDF,https://data.virginia.gov/dataset/d7b44703-950f-403c-a758-59e962bb6ab2/resource/680a5347-75cc-4bd0-a88e-da197938d4f6/download/2013_14_local_reg_sch_ctrs_a.pdf,Local and Regional Schools and Centers 2013-14 — Local and Regional Schools and Centers 2013-14 
virginia,discipline,Annual School Dropouts - Grades 7 -12 - 2020 - 2021,annual_dropout_statistics 2020 - 2021,CSV,https://data.virginia.gov/dataset/179c5979-b55a-458c-9585-ebb68eea59d8/resource/14b1cae2-f7e8-4a69-aa73-0672685aea07/download/annual_dropout_statistics-3.csv,Annual School Dropouts - Grades 7 -12 - 2020 - 2021 — annual_dropout_statistics 2020 - 2021
virginia,other,Graduates & Completers - Graduates by Diploma Type 2019 - 2020,2019-2020-division-totals-doctype,XLS,https://data.virginia.gov/dataset/9c66dfaa-39ca-4f69-b507-e81d975e19a8/resource/1c4ba4ff-9e14-4f8e-b929-16933e282214/download/2019-2020-division-totals-doctype-1.xls,Graduates & Completers - Graduates by Diploma Type 2019 - 2020 — 2019-2020-division-totals-doctype
virginia,enrollment,2001-2002 Gifted Annual Report by Programs,2002 Gifted Annual Report by Programs,PDF,https://data.virginia.gov/dataset/33ca4d58-598a-4255-b0bf-2d291ee8ddf0/resource/660c310d-f49f-40bf-bca9-e851c7907c54/download/2002_gifted_programs.pdf,2001-2002 Gifted Annual Report by Programs — 2002 Gifted Annual Report by Programs
virginia,other,Age/Grade Distribution 2020 - 2021,Age/Grade Distribution 2020 - 2021,XLSX,https://data.virginia.gov/dataset/716e5987-1968-4ae2-b225-6d59aa153b5a/resource/f0f55f72-c18a-479e-b453-4cedf9f64c96/download/2020-21-table-7.xlsx,Age/Grade Distribution 2020 - 2021 — Age/Grade Distribution 2020 - 2021
virginia,other,2003-2004 Gifted Education Annual Total Report,2004 Gifted Education Annual Total Report,PDF,https://data.virginia.gov/dataset/1df6b43d-6698-47dc-bf75-8a642c15d6bb/resource/efa9230d-d70f-42ee-89fb-1b9c55ff4669/download/2004_gifted.pdf,2003-2004 Gifted Education Annual Total Report — 2004 Gifted Education Annual Total Report
virginia,other,Graduates & Completers - Graduates by Continuing Education Plans 2020 - 2021,2020-2021-division-totals-continuing-ed,XLS,https://data.virginia.gov/dataset/db1db696-924a-493b-a96a-121fb24e2393/resource/993f61ab-b923-4c50-8d00-281339e932eb/download/2020-2021-division-totals-continuing-ed-1.xls,Graduates & Completers - Graduates by Continuing Education Plans 2020 - 2021 — 2020-2021-division-totals-continuing-ed
virginia,other,Superintendent's Annual Report - Disbursements by Division - Fiscal Year - 2020,Fiscal Year 2020,XLSX,https://data.virginia.gov/dataset/609df3fd-dacb-4ff8-b698-67eb88cca5ac/resource/5cbc1d92-7300-4825-98dd-be82071afa9c/download/table-13-fy20.xlsx,Superintendent's Annual Report - Disbursements by Division - Fiscal Year - 2020 — Fiscal Year 2020
virginia,enrollment,Fall Membership Statistics 2019 - 2020,Fall Membership Statistics 2019 - 2020,CSV,https://data.virginia.gov/dataset/bdda1dcd-1316-407f-9a50-a5b17753ebf5/resource/73e43daa-d9fd-4e7e-a49a-7fe47639037f/download/fall_membership_statistics-6.csv,Fall Membership Statistics 2019 - 2020 — Fall Membership Statistics 2019 - 2020
virginia,other,Report of Graduates 2001-02,2001-02 Report of Combined Term High School Graduates by Document Type.,XLSX,https://data.virginia.gov/dataset/6f8d68a0-9e3e-4b4f-a17a-ac9ee6d6e275/resource/acfe9fdc-9fdf-4172-8c13-5e66ae53151a/download/2001-02.xlsx,Report of Graduates 2001-02 — 2001-02 Report of Combined Term High School Graduates by Document Type.
virginia,other,Report of Graduates 2001-02,2001-02 Combined Term High School Graduates by  Continuing Education Plans,XLSX,https://data.virginia.gov/dataset/6f8d68a0-9e3e-4b4f-a17a-ac9ee6d6e275/resource/98554038-fee0-4b2c-9095-ab9adfe50c82/download/2001-02_plan.xlsx,Report of Graduates 2001-02 — 2001-02 Combined Term High School Graduates by  Continuing Education Plans
virginia,enrollment,1999-00 Fall Membership State Summaries by Grade and Ethnic Group,1999-00 Fall Membership State Summaries by Grade and Ethnic Group,XLSX,https://data.virginia.gov/dataset/aead9350-cd4d-4a86-b1a2-4d47a8e4bd40/resource/b6b9437e-74f0-410c-add6-8c8d9c8db2da/download/1999-00-fall-membership.xlsx,1999-00 Fall Membership State Summaries by Grade and Ethnic Group — 1999-00 Fall Membership State Summaries by Grade and Ethnic Group
virginia,enrollment,1997-98 Fall Membership State Summaries by Grade and Ethnic Group,1997-98 Fall Membership State Summaries by Grade and Ethnic Group,XLSX,https://data.virginia.gov/dataset/ebabfdb1-0a67-4d52-b1cc-fc2a140c74ac/resource/d20e43db-3289-4a18-8f19-6eb30b38e4f6/download/1997-98-fall-membership.xlsx,1997-98 Fall Membership State Summaries by Grade and Ethnic Group — 1997-98 Fall Membership State Summaries by Grade and Ethnic Group
virginia,enrollment,Superintendent's Annual Report - Membership 2021 - 2022,Membership 2021 - 2022,XLSX,https://data.virginia.gov/dataset/50448175-6aca-4985-98f3-5fd534e76049/resource/4f298c7d-4f7d-4ea2-ba7c-1a1bfc34a297/download/2021-22-table-1.xlsx,Superintendent's Annual Report - Membership 2021 - 2022 — Membership 2021 - 2022
virginia,other,Home Schooled Students & Religious Exemptions 2023 - 2024,2023-2024-homeschool-and-religious-exempts,XLSX,https://data.virginia.gov/dataset/c30c52ff-d0aa-456c-b76e-09c91ae36ef2/resource/e605eb03-9cbd-4e6a-aef1-ca86b6c0a4f0/download/2023-2024-homeschool-and-religious-exempts.xlsx,Home Schooled Students & Religious Exemptions 2023 - 2024 — 2023-2024-homeschool-and-religious-exempts
virginia,enrollment,Student Behavior and Administrative Response 2021 - 2022,Student Behaviour 2021,XLSX,https://data.virginia.gov/dataset/c7e559ec-5d25-45cc-8eb7-febf9661f490/resource/027d7b9b-f325-4ca7-9bff-8dd4d3b61224/download/sbarsch2021.xlsx,Student Behavior and Administrative Response 2021 - 2022 — Student Behaviour 2021
virginia,enrollment,Chronic Absenteeism in VA schools for year 2022 - 2023,absenteeism School 2022,XLSX,https://data.virginia.gov/dataset/3bdcecf2-4ee9-40b5-b371-7a86125e8ebb/resource/9b477508-2c5a-4f59-ba21-a140bca562f5/download/chronic-absenteeism-school-2022.xlsx,Chronic Absenteeism in VA schools for year 2022 - 2023 — absenteeism School 2022
virginia,financials,Special Education Child Count 2021 - 2022,Special Education Child Count 2021-2022,CSV,https://data.virginia.gov/dataset/56243fc1-282a-414f-8018-ac5a4207c971/resource/b58ea3ab-0f2d-4935-b797-0c4da04501cc/download/dec_1_statistics-1.csv,Special Education Child Count 2021 - 2022 — Special Education Child Count 2021-2022
virginia,test_scores,School Accreditation Report 2023-24,School Accreditation Report 2023-24,XLSX,https://data.virginia.gov/dataset/155c5fa4-6fc0-4402-abc0-61ff39fb3be3/resource/6adf20c2-0251-460b-9730-efd01e913cd7/download/2023-2024-accreditation-summary.xlsx,School Accreditation Report 2023-24 — School Accreditation Report 2023-24
virginia,enrollment,2002-2003 Fall Membership Division Totals by Grade,2002-2003 Fall Membership Division Totals by Grade,XLSX,https://data.virginia.gov/dataset/a31c159e-e020-4a70-a880-1fe628de7013/resource/d92a08c0-338b-4943-9ddf-2320d5a57a9a/download/div-tot-grad.xls,2002-2003 Fall Membership Division Totals by Grade — 2002-2003 Fall Membership Division Totals by Grade
virginia,enrollment,Gifted Programs 2022 - 2023,Gifted Report 2022 - 2023,PDF,https://data.virginia.gov/dataset/b39c20f4-1d9e-4ec8-b5c3-808953bf07f4/resource/7a364211-459b-4b8a-ae05-79a5b2f45930/download/giftedannualreport2223.pdf,Gifted Programs 2022 - 2023 — Gifted Report 2022 - 2023
virginia,other,2004-2005 Gifted Education Annual Total Report,2005 Gifted Education Annual Total Report,PDF,https://data.virginia.gov/dataset/53ff2c17-2779-4f87-bfd7-42033b85f0bf/resource/2ff0b04a-da65-4df2-ac86-2929d65f66fc/download/2005_gifted-1.pdf,2004-2005 Gifted Education Annual Total Report — 2005 Gifted Education Annual Total Report
virginia,other,Graduates & Completers - Graduates by Diploma Type 2020 - 2021,2020-2021-division-totals-doctype,XLS,https://data.virginia.gov/dataset/2acffbff-f6e2-40cd-a016-41c8a483b876/resource/66a7ed9e-d3dc-40bc-ae68-07275d032e4b/download/2020-2021-division-totals-doctype-1.xls,Graduates & Completers - Graduates by Diploma Type 2020 - 2021 — 2020-2021-division-totals-doctype
virginia,enrollment,2006-07 School Totals by Grade,2006-07 school totals by grade,XLSX,https://data.virginia.gov/dataset/0b717857-4f58-48a2-8fd3-1dd8ebc18624/resource/3cb421d7-4207-4144-922c-881dccf6cd33/download/2006-07-school-totals-by-grade.xls,2006-07 School Totals by Grade — 2006-07 school totals by grade
virginia,test_scores,Cohort Graduation and Dropout Report 2023,Cohort Graduation and Dropout Rate 2023,CSV,https://data.virginia.gov/dataset/554735ce-fd3e-4077-af7f-868c32e51edf/resource/ccf203ad-862d-4522-8e9c-ab50de579ce7/download/cohort_statistics-4.csv,Cohort Graduation and Dropout Report 2023 — Cohort Graduation and Dropout Rate 2023
virginia,test_scores,2020-2021 Division Participation Rates,2020 -2021 Division Participation Rate,XLSX,https://data.virginia.gov/dataset/bf3bd599-983f-4872-953c-4f1f174f4da6/resource/a973c75a-e25f-4850-b768-caac2e588759/download/2020-2021-div-participation-rates.xlsx,2020-2021 Division Participation Rates — 2020 -2021 Division Participation Rate
virginia,test_scores,State Subject-Area,state_pass_rates_by_subject_by_stud_group_2017-2023,CSV,https://data.virginia.gov/dataset/80c61cf9-0799-41e3-819e-56a0ced31ca8/resource/de80bc30-1efb-40fb-b828-aa2cc7d3d158/download/state_pass_rates_by_subject_by_stud_group_2017-2023.xlsx,State Subject-Area — state_pass_rates_by_subject_by_stud_group_2017-2023
virginia,enrollment,Gifted Programs 2021  - 2022,Gifted Programs 2021 - 2022,PDF,https://data.virginia.gov/dataset/2df01429-c5b6-400c-9da1-0d1c6b0fdc0e/resource/df3c78c3-1a35-4d1a-901f-a9bb90cc5d04/download/20212022annualreport.pdf,Gifted Programs 2021  - 2022 — Gifted Programs 2021 - 2022
virginia,enrollment,2003-2004 Fall Membership Division Totals by Grade,2003-2004 Fall Membership Division Totals by Grade ,XLSX,https://data.virginia.gov/dataset/b95ad88b-37c6-4588-a97a-2d0f2144ae5f/resource/c4c1830d-f92e-4f59-88b3-23c119a9b167/download/03-dtg.xls,2003-2004 Fall Membership Division Totals by Grade — 2003-2004 Fall Membership Division Totals by Grade 
virginia,enrollment,2010-11 Fall Membership School Totals by Grade,2010-11 Fall Membership School Totals by Grade,XLSX,https://data.virginia.gov/dataset/82abc3c2-11ac-4028-a842-dd8810e1de31/resource/52197dff-aac9-4a82-823e-5a57f12d037e/download/2010-school_totals_grade.xls,2010-11 Fall Membership School Totals by Grade — 2010-11 Fall Membership School Totals by Grade
virginia,other,Home Schooled Students & Religious Exemptions 2014-15,Home Schooled Students & Religious Exemptions 2014-15,XLS,https://data.virginia.gov/dataset/e2c82481-adc1-49b9-a3e4-44d8658e3d9e/resource/0f3f1335-2e8f-4eda-83f5-65db3d54535a/download/2014_2015.xlsx,Home Schooled Students & Religious Exemptions 2014-15 — Home Schooled Students & Religious Exemptions 2014-15
virginia,discipline,Annual School Dropouts - Grades 7 -12 - 2021 - 2022,annual_dropout_statistics 2021 - 2022,CSV,https://data.virginia.gov/dataset/b57661c7-4fd8-4707-b0aa-3dcaada46679/resource/f413ea81-7209-4f28-93ef-9506a8de67f9/download/annual_dropout_statistics-2.csv,Annual School Dropouts - Grades 7 -12 - 2021 - 2022 — annual_dropout_statistics 2021 - 2022
virginia,other,2012-2013 Gifted Annual Report,2012-2013 Gifted Annual Report,PDF,https://data.virginia.gov/dataset/dec38ed3-ed08-4585-8dd0-f9652695d37b/resource/9228173f-a13c-49b3-b026-6560f37bf81b/download/2012-2013_gifted.pdf,2012-2013 Gifted Annual Report — 2012-2013 Gifted Annual Report
virginia,other,Graduates & Completers - Graduate and Completers Totals by School 2021 - 2022,2021-totals-school,XLS,https://data.virginia.gov/dataset/87ff7296-0940-41c1-af83-d7ab24c73ac2/resource/58238b55-596c-4d4b-8184-50eb4bc37d44/download/2021-totals-school.xls,Graduates & Completers - Graduate and Completers Totals by School 2021 - 2022 — 2021-totals-school
virginia,other,Superintendent's Annual Report - Literary Fund - Fiscal Year 2023,Literary Fund 2022 - 2023,XLSX,https://data.virginia.gov/dataset/f3627ae8-3181-4abb-a115-f4b018017ce1/resource/7682a128-7ee7-4a6f-9318-edcd99274d1a/download/2022-2023-superintendents-annual-report-table-10_-literary-fund.xlsx,Superintendent's Annual Report - Literary Fund - Fiscal Year 2023 — Literary Fund 2022 - 2023
virginia,enrollment,1997 Fall Membership Division Summary including PK and UG,1997 Fall Membership Division Summary,XLSX,https://data.virginia.gov/dataset/119e0f56-039d-4d64-9019-a9fd2f101695/resource/1c3a940a-efcf-4295-a1b4-79a14b64f4f0/download/1997-fall-membership-division-summary.xlsx,1997 Fall Membership Division Summary including PK and UG — 1997 Fall Membership Division Summary
virginia,enrollment,2000-2001 Division Totals by Grade,2000-2001 Fall Membership Division Totals by Grade,XLSX,https://data.virginia.gov/dataset/5e377a52-99db-4b2b-96e4-ef39d80009fa/resource/568993b7-c79b-4fdc-a2b8-179f9484796b/download/fm_div_grade.xls,2000-2001 Division Totals by Grade — 2000-2001 Fall Membership Division Totals by Grade
virginia,other,2018-2019 Gifted Annual Report,2018-2019 Gifted Annual Report ,PDF,https://data.virginia.gov/dataset/e4347acf-5e25-4579-8817-35cf9b5d0da7/resource/24a9c7e8-fce6-4a26-9fca-37bb1ddb2445/download/2018-2019-annual-report.pdf,2018-2019 Gifted Annual Report — 2018-2019 Gifted Annual Report 
virginia,other,2002-2003 Gifted Annual Report,2003 Gifted Annual Report,PDF,https://data.virginia.gov/dataset/15d3cec7-bb4f-4900-8740-af2bd7cbdfe8/resource/2b39c9d4-5302-463f-94e5-403ebfa809ca/download/2003_gifted.pdf,2002-2003 Gifted Annual Report — 2003 Gifted Annual Report
virginia,other,Age/Grade Distribution 2019 - 2020,Age/Grade Distribution 2019 - 2020,XLSX,https://data.virginia.gov/dataset/25fd66af-f3c6-4aec-b45e-09ba9c68a486/resource/1b4b4b2b-adc3-444b-be59-a1ecf0a5c3c4/download/2019-2020-table-7.xlsx,Age/Grade Distribution 2019 - 2020 — Age/Grade Distribution 2019 - 2020
virginia,other,Superintendent's Annual Report - Receipts of Division - Fiscal Year 2021,Fiscal Year 2021,XLSX,https://data.virginia.gov/dataset/21663c99-48d0-4f58-b84a-7f720993fcec/resource/48d87780-4c0b-4464-b897-ef2d0c74338a/download/table-12-fy21.xlsx,Superintendent's Annual Report - Receipts of Division - Fiscal Year 2021 — Fiscal Year 2021
virginia,enrollment,1998 Fall Membership Division Summary,1998-99 Fall Membership Division Summary,XLSX,https://data.virginia.gov/dataset/e5da29c1-e552-4f13-975b-3410dc7d6704/resource/0f0d5d1a-058d-47b4-8c45-d953291a3bbd/download/98-fall-membership-division-summary.xlsx,1998 Fall Membership Division Summary — 1998-99 Fall Membership Division Summary
virginia,other,Report of Graduates 1997-98,Report of Graduates 1997-98,XLSX,https://data.virginia.gov/dataset/07ccdc31-6f21-4d28-bab9-29cc0d56dfed/resource/ecab10e6-6018-4a6b-9059-c6c5e5fd36d4/download/1997-98-report-of-combined-term-high-school-graduates-by-document-type.xlsx,Report of Graduates 1997-98 — Report of Graduates 1997-98
virginia,other,Graduates & Completers - Graduate and Completers Totals by School 2019 - 2020,2019-totals-school,XLS,https://data.virginia.gov/dataset/a7c74cbd-5231-49a9-aa88-9ea29e8b6606/resource/1d2a46f3-9ed2-487c-8484-7f4edf4672b4/download/2019-totals-school.xls,Graduates & Completers - Graduate and Completers Totals by School 2019 - 2020 — 2019-totals-school
