url,category,description,source,dataset_title,format
https://data-nces.opendata.arcgis.com/api/download/v1/items/71710fd5ae9a43768f221c89e8ff7bb0/shapefile?layers=0,other,CRDC: School District Characteristics 2021-22 — Shapefile,CRDC,School District Characteristics 2021-22,ZIP
https://data-nces.opendata.arcgis.com/api/download/v1/items/ca8a6ea2361049fdb48de07988f953ff/csv?layers=0,other,CRDC: School District Characteristics 2020-21 — CSV,CRDC,School District Characteristics 2020-21,CSV
https://data-nces.opendata.arcgis.com/api/download/v1/items/ca8a6ea2361049fdb48de07988f953ff/shapefile?layers=0,other,CRDC: School District Characteristics 2020-21 — Shapefile,CRDC,School District Characteristics 2020-21,ZIP
https://data-nces.opendata.arcgis.com/datasets/nces::school-district-characteristics-2020-21.zip,other,CRDC: School District Characteristics 2020-21 — School District Characteristics 2020-21,CRDC,School District Characteristics 2020-21,ZIP
https://data-nces.opendata.arcgis.com/datasets/nces::school-district-characteristics-2020-21.csv?where=1=1&outSR=%7B%22latestWkid%22%3A4269%2C%22wkid%22%3A4269%7D,test_scores,CRDC: School District Characteristics 2020-21 — CSV,CRDC,School District Characteristics 2020-21,CSV
https://data-nces.opendata.arcgis.com/datasets/nces::school-district-characteristics-2020-21.zip?where=1=1&outSR=%7B%22latestWkid%22%3A4269%2C%22wkid%22%3A4269%7D,test_scores,CRDC: School District Characteristics 2020-21 — Shapefile,CRDC,School District Characteristics 2020-21,ZIP
https://data-nces.opendata.arcgis.com/api/download/v1/items/9c46f665e0ec499a8a06e2f31f5831fd/csv?layers=0,other,CRDC: School District Characteristics 2017-18 — CSV,CRDC,School District Characteristics 2017-18,CSV
https://data-nces.opendata.arcgis.com/api/download/v1/items/9c46f665e0ec499a8a06e2f31f5831fd/shapefile?layers=0,other,CRDC: School District Characteristics 2017-18 — Shapefile,CRDC,School District Characteristics 2017-18,ZIP
https://data-nces.opendata.arcgis.com/datasets/nces::school-district-characteristics-2017-18.zip,other,CRDC: School District Characteristics 2017-18 — School District Characteristics 2017-18,CRDC,School District Characteristics 2017-18,ZIP
https://nces.ed.gov/programs/edge/data/TL_2018_SD.zip,other,CRDC: School District Characteristics 2017-18 — Layers by District Type,CRDC,School District Characteristics 2017-18,ZIP
https://data-nces.opendata.arcgis.com/datasets/nces::school-district-characteristics-2017-18.csv?outSR=%7B%22latestWkid%22%3A4269%2C%22wkid%22%3A4269%7D,test_scores,CRDC: School District Characteristics 2017-18 — CSV,CRDC,School District Characteristics 2017-18,CSV
https://data-nces.opendata.arcgis.com/datasets/nces::school-district-characteristics-2017-18.zip?outSR=%7B%22latestWkid%22%3A4269%2C%22wkid%22%3A4269%7D,test_scores,CRDC: School District Characteristics 2017-18 — Shapefile,CRDC,School District Characteristics 2017-18,ZIP
https://nces.ed.gov/programs/edge/data/TL_2021_SD.zip,other,CRDC: School District Characteristics 2020-21 — Layers by District Type,CRDC,School District Characteristics 2020-21,ZIP
https://data-nces.opendata.arcgis.com/datasets/nces::school-district-characteristics-2020-21.csv?outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,test_scores,CRDC: School District Characteristics 2020-21 — CSV,CRDC,School District Characteristics 2020-21,CSV
https://data-nces.opendata.arcgis.com/datasets/nces::school-district-characteristics-2020-21.zip?outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,test_scores,CRDC: School District Characteristics 2020-21 — Shapefile,CRDC,School District Characteristics 2020-21,ZIP
https://data-nces.opendata.arcgis.com/datasets/nces::school-district-characteristics-2017-18.csv?where=1=1&outSR=%7B%22latestWkid%22%3A4269%2C%22wkid%22%3A4269%7D,test_scores,CRDC: School District Characteristics 2017-18 — CSV,CRDC,School District Characteristics 2017-18,CSV
https://data-nces.opendata.arcgis.com/datasets/nces::school-district-characteristics-2017-18.zip?where=1=1&outSR=%7B%22latestWkid%22%3A4269%2C%22wkid%22%3A4269%7D,test_scores,CRDC: School District Characteristics 2017-18 — Shapefile,CRDC,School District Characteristics 2017-18,ZIP
https://data-nces.opendata.arcgis.com/api/download/v1/items/e3cbd4087f144ec5ac3b31094ec84199/csv?layers=0,other,CRDC: Public School Characteristics 2020-21 — CSV,CRDC,Public School Characteristics 2020-21,CSV
https://data-nces.opendata.arcgis.com/api/download/v1/items/e3cbd4087f144ec5ac3b31094ec84199/shapefile?layers=0,other,CRDC: Public School Characteristics 2020-21 — Shapefile,CRDC,Public School Characteristics 2020-21,ZIP
https://data-nces.opendata.arcgis.com/datasets/nces::public-school-characteristics-2020-21.zip,other,CRDC: Public School Characteristics 2020-21 — Public School Characteristics 2020-21,CRDC,Public School Characteristics 2020-21,ZIP
https://nces.ed.gov/programs/edge/data/EDGE_GEOCODE_PUBLICLEA_2021.zip,other,CRDC: Public School Characteristics 2020-21 — Public School District File,CRDC,Public School Characteristics 2020-21,ZIP
https://data-nces.opendata.arcgis.com/datasets/nces::public-school-characteristics-2020-21.csv?outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,test_scores,CRDC: Public School Characteristics 2020-21 — CSV,CRDC,Public School Characteristics 2020-21,CSV
https://data-nces.opendata.arcgis.com/datasets/nces::public-school-characteristics-2020-21.zip?outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,test_scores,CRDC: Public School Characteristics 2020-21 — Shapefile,CRDC,Public School Characteristics 2020-21,ZIP
https://data-nces.opendata.arcgis.com/datasets/nces::public-school-characteristics-2020-21.csv?where=1=1&outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,test_scores,CRDC: Public School Characteristics 2020-21 — CSV,CRDC,Public School Characteristics 2020-21,CSV
https://data-nces.opendata.arcgis.com/datasets/nces::public-school-characteristics-2020-21.zip?where=1=1&outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,test_scores,CRDC: Public School Characteristics 2020-21 — Shapefile,CRDC,Public School Characteristics 2020-21,ZIP
https://data-nces.opendata.arcgis.com/api/download/v1/items/075dafd36b3443abb45332f1ef396f09/csv?layers=0,other,CRDC: Public School Characteristics 2017-18 — CSV,CRDC,Public School Characteristics 2017-18,CSV
https://data-nces.opendata.arcgis.com/api/download/v1/items/075dafd36b3443abb45332f1ef396f09/shapefile?layers=0,other,CRDC: Public School Characteristics 2017-18 — Shapefile,CRDC,Public School Characteristics 2017-18,ZIP
https://data-nces.opendata.arcgis.com/datasets/nces::public-school-characteristics-2017-18.zip,other,CRDC: Public School Characteristics 2017-18 — Public School Characteristics 2017-18,CRDC,Public School Characteristics 2017-18,ZIP
https://data-nces.opendata.arcgis.com/datasets/nces::public-school-characteristics-2017-18.csv?where=1=1&outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,test_scores,CRDC: Public School Characteristics 2017-18 — CSV,CRDC,Public School Characteristics 2017-18,CSV
https://data-nces.opendata.arcgis.com/datasets/nces::public-school-characteristics-2017-18.zip?where=1=1&outSR=%7B%22latestWkid%22%3A4326%2C%22wkid%22%3A4326%7D,test_scores,CRDC: Public School Characteristics 2017-18 — Shapefile,CRDC,Public School Characteristics 2017-18,ZIP
https://nces.ed.gov/programs/edge/data/EDGE_GEOCODE_PUBLICLEA_1718.zip,other,CRDC: Public School Characteristics 2017-18 — Public School District File,CRDC,Public School Characteristics 2017-18,ZIP
https://data-nces.opendata.arcgis.com/datasets/nces::public-school-characteristics-2017-18.csv?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,test_scores,CRDC: Public School Characteristics 2017-18 — CSV,CRDC,Public School Characteristics 2017-18,CSV
https://data-nces.opendata.arcgis.com/datasets/nces::public-school-characteristics-2017-18.zip?outSR=%7B%22latestWkid%22%3A3857%2C%22wkid%22%3A102100%7D,test_scores,CRDC: Public School Characteristics 2017-18 — Shapefile,CRDC,Public School Characteristics 2017-18,ZIP
