source,year_hint,category,dataset_title,format,url,description
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/fdb8a2d2-1d1d-4d60-bf8a-84a23f076f05/download/crdc2015-16-oh-oct-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Ohio - File as of October 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/65710de3-47a6-48dc-b5bc-d4ed0d77d247/download/crdc-2015-16-ok-aug-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Oklahoma - File as of August 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/4afd0529-8801-4d06-a428-26729fdc12fd/download/crdc2015-16-ok-oct-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Oklahoma - File as of October 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/89069708-4472-48c4-baf7-9b12a6538bbe/download/crdc-2015-16-or-aug-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Oregon - File as of August 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/d5a3c3e6-8abc-4d60-a21b-c1e2eedd41a4/download/crdc2015-16-or-oct-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Oregon - File as of October 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/7fdae970-030d-4d79-8ddb-69183463e83d/download/crdc-2015-16-pa-aug-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Pennsylvania - File as of August 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/6ae183e4-a5bb-496f-8086-dd8e214d67ed/download/crdc2015-16-pa-oct-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Pennsylvania - File as of October 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/9d591634-cb75-48dd-83a1-67a2b877c9a0/download/crdc-2015-16-ri-aug-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Rhode Island - File as of August 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/15d5eaed-804a-4ae4-824c-f383c5ddcdb0/download/crdc2015-16-ri-oct-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Rhode Island - File as of October 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/c623b3f4-1153-42ab-a61d-88837af811c8/download/crdc-2015-16-sc-aug-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — South Carolina - File as of August 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/1e70f884-c87f-43a6-9354-160f8de49b3c/download/crdc2015-16-sc-oct-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — South Carolina - File as of October 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/0e058a92-d952-4bc6-a658-d6cc9d14fad3/download/crdc-2015-16-sd-aug-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — South Dakota - File as of August 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/c2e193f9-dbd8-40ab-ae1f-d91b67f7d99b/download/crdc2015-16-sd-oct-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — South Dakota - File as of October 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/0352af19-36c1-4e99-a9c0-877a085cc9fe/download/crdc-2015-16-tn-aug-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Tennessee - File as of August 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/0336602d-3ff2-4abb-8598-bb621948a3a5/download/crdc2015-16-tn-oct-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Tennessee - File as of October 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/e35b8f7c-90a2-40dd-a2de-f6f8fb6cdae9/download/crdc-2015-16-tx-aug-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Texas - File as of August 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/875c7b27-a0d9-4742-8e94-d058e2474c66/download/crdc2015-16-tx-oct-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Texas - File as of October 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/b0de6dc6-ba36-477f-a5e1-1835aa68d38a/download/crdc-2015-16-ut-aug-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Utah - File as of August 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/c610a70c-ceaa-437d-8265-38836b5f278e/download/crdc2015-16-ut-oct-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Utah - File as of October 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/d8ad8b19-a6dd-4337-8825-ee50a797dc53/download/crdc-2015-16-vt-aug-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Vermont - File as of August 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/0270dd70-d0f5-46c1-b0c1-e8931521d27b/download/crdc2015-16-vt-oct-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Vermont - File as of October 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/6077119f-e9de-4f59-9d73-815f4c321800/download/crdc-2015-16-va-aug-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Virginia - File as of August 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/3590a0e6-685a-4167-b3ce-1a5d41fe8730/download/crdc2015-16-va-oct-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Virginia - File as of October 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/80da0661-9e1a-461a-96a5-0fa5f6df1454/download/crdc-2015-16-wa-aug-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Washington - File as of August 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/8933e315-c8c0-4510-89ad-9d7a612acdd7/download/crdc2015-16-wa-oct-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Washington - File as of October 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/1b880e30-a9f5-4c1b-8cba-35aae1ade707/download/crdc-2015-16-wv-aug-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — West Virginia - File as of August 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/1a706e04-c581-42b8-898c-243a7aad90fe/download/crdc2015-16-wv-oct-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — West Virginia - File as of October 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/6d101426-6916-4fe1-be58-3e1d4158d8ef/download/crdc-2015-16-wi-aug-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Wisconsin - File as of August 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/a987412c-9b73-45bf-a053-f638d7416966/download/crdc2015-16-wi-oct-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Wisconsin - File as of October 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/ae0cd73a-309a-4fd4-9499-8fb1019c56ef/download/crdc-2015-16-wy-aug-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Wyoming - File as of August 2018
CRDC,2015-16,other,Civil Rights Data Collection State Files 2015-16,CSV,https://data.ed.gov/dataset/1aaf0125-13d8-4237-87d1-3c137bb89eec/resource/c2a376bd-039d-42d3-be4a-434b2b9baa9f/download/crdc2015-16-wy-oct-2018.csv,CRDC: Civil Rights Data Collection State Files 2015-16 — Wyoming - File as of October 2018
CRDC,2015-16,enrollment,2015-16 Student Enrollment Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Enrollment-ELL.xlsx,CRDC: 2015-16 Student Enrollment Civil Rights Data Collection — ELL Enrollment
CRDC,2015-16,enrollment,2015-16 Student Enrollment Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Enrollment-Section-504-only.xlsx,CRDC: 2015-16 Student Enrollment Civil Rights Data Collection — Section 504 Enrollment
CRDC,2015-16,enrollment,2015-16 Student Enrollment Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Enrollment-IDEA.xlsx,CRDC: 2015-16 Student Enrollment Civil Rights Data Collection — IDEA Enrollment
CRDC,2015-16,enrollment,2015-16 Student Enrollment Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Enrollment-Overall.xlsx,CRDC: 2015-16 Student Enrollment Civil Rights Data Collection — Enrollment
CRDC,2015-16,teachers,2015-16 Classroom Teachers Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/FTE-Support-Staff-High-School.xlsx,CRDC: 2015-16 Classroom Teachers Civil Rights Data Collection — Support Staff in High Schools
CRDC,2015-16,teachers,2015-16 Classroom Teachers Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/FTE-Support-Staff-Middle-School.xlsx,CRDC: 2015-16 Classroom Teachers Civil Rights Data Collection — Support Staff in Middle Schools
CRDC,2015-16,teachers,2015-16 Classroom Teachers Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/FTE-Support-Staff-Elementary-School.xlsx,CRDC: 2015-16 Classroom Teachers Civil Rights Data Collection — Support Staff in Elementary Schools
CRDC,2015-16,teachers,2015-16 Classroom Teachers Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Teacher-Retention.xlsx,CRDC: 2015-16 Classroom Teachers Civil Rights Data Collection — Teacher Retention
CRDC,2015-16,teachers,2015-16 Classroom Teachers Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Teacher-Certification-and-Years-of-Experience.xlsx,CRDC: 2015-16 Classroom Teachers Civil Rights Data Collection — Classroom Teachers
CRDC,2015-16,other,2015-16 Student Retention Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Retention-in-Grade-12.xlsx,CRDC: 2015-16 Student Retention Civil Rights Data Collection — Grade 12
CRDC,2015-16,other,2015-16 Student Retention Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Retention-in-Grade-11.xlsx,CRDC: 2015-16 Student Retention Civil Rights Data Collection — Grade 11
CRDC,2015-16,other,2015-16 Student Retention Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Retention-in-Grade-10.xlsx,CRDC: 2015-16 Student Retention Civil Rights Data Collection — Grade 10 
CRDC,2015-16,other,2015-16 Student Retention Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Retention-in-Grade-9.xlsx,CRDC: 2015-16 Student Retention Civil Rights Data Collection — Grade 9
CRDC,2015-16,other,2015-16 Student Retention Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Retention-in-Grade-8.xlsx,CRDC: 2015-16 Student Retention Civil Rights Data Collection — Grade 8
CRDC,2015-16,other,2015-16 Student Retention Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Retention-in-Grade-7.xlsx,CRDC: 2015-16 Student Retention Civil Rights Data Collection — Grade 7
CRDC,2015-16,other,2015-16 Student Retention Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Retention-in-Grade-6.xlsx,CRDC: 2015-16 Student Retention Civil Rights Data Collection — Grade 6
CRDC,2015-16,other,2015-16 Student Retention Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Retention-in-Grade-5.xlsx,CRDC: 2015-16 Student Retention Civil Rights Data Collection — Grade 5
CRDC,2015-16,other,2015-16 Student Retention Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Retention-in-Grade-4.xlsx,CRDC: 2015-16 Student Retention Civil Rights Data Collection — Grade 4
CRDC,2015-16,other,2015-16 Student Retention Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Retention-in-Grade-3.xlsx,CRDC: 2015-16 Student Retention Civil Rights Data Collection — Grade 3
CRDC,2015-16,other,2015-16 Student Retention Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Retention-in-Grade-2.xlsx,CRDC: 2015-16 Student Retention Civil Rights Data Collection — Grade 2
CRDC,2015-16,other,2015-16 Student Retention Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Retention-in-Grade-1.xlsx,CRDC: 2015-16 Student Retention Civil Rights Data Collection — Grade 1
CRDC,2015-16,other,2015-16 Student Retention Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Retention-in-Kindergarten.xlsx,CRDC: 2015-16 Student Retention Civil Rights Data Collection — Kindergarten
CRDC,2015-16,test_scores,2015-16 SAT/ACT Participation Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/SAT-or-ACT-Participation-by-State.xlsx,CRDC: 2015-16 SAT/ACT Participation Civil Rights Data Collection — SAT/ACT Participation
CRDC,2015-16,enrollment,2015-16 International Baccalaureate Enrollment Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/IB-Enrollment-by-State.xlsx,CRDC: 2015-16 International Baccalaureate Enrollment Civil Rights Data Collection — IB Enrolment
CRDC,2015-16,discipline,2015-16 Restraint and Seclusion Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Offenses.xlsx,CRDC: 2015-16 Restraint and Seclusion Civil Rights Data Collection — Offenses
CRDC,2015-16,discipline,2015-16 Restraint and Seclusion Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Seclusion.xlsx,CRDC: 2015-16 Restraint and Seclusion Civil Rights Data Collection — Seclusion
CRDC,2015-16,discipline,2015-16 Restraint and Seclusion Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Physical-Restraint.xlsx,CRDC: 2015-16 Restraint and Seclusion Civil Rights Data Collection — Physical Restraint
CRDC,2015-16,discipline,2015-16 Restraint and Seclusion Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Mechanical-Restraint.xlsx,CRDC: 2015-16 Restraint and Seclusion Civil Rights Data Collection — Mechanical Restraint
CRDC,2015-16,test_scores,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Enrollment-in-Physics.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — Physics
CRDC,2015-16,test_scores,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Enrollment-in-Chemistry.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — Chemistry
CRDC,2015-16,test_scores,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Enrollment-in-Biology.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — Biology
CRDC,2015-16,test_scores,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Enrollment-in-Calculus.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — Calculus
CRDC,2015-16,enrollment,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Enrollment-in-Advanced-Mathematics.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — Advanced Mathematics
CRDC,2015-16,test_scores,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Enrollment-in-Algebra-II.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — Algebra II
CRDC,2015-16,test_scores,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Enrollment-in-Geometry-in-High-School.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — Geometry in High School
CRDC,2015-16,test_scores,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Enrollment-in-Geometry-in-Grade-8.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — Geometry Grade 8
CRDC,2015-16,test_scores,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Enrollment-in-Algebra-I-Grades-11-12.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — Algebra I Grades 11-12
CRDC,2015-16,test_scores,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Enrollment-in-Algebra-I-Grades-9-10.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — Algebra I Grades 9-10
CRDC,2015-16,test_scores,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Enrollment-in-Algebra-I-Grade-8.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — Algebra I Grade 8
CRDC,2015-16,test_scores,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Enrollment-in-Algebra-I-Grade-7.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — Algebra I Grade 7
CRDC,2015-16,teachers,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/High-School-Science-Classes-Certified-Teachers.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — High School Science classes taught by Certified Teachers
CRDC,2015-16,teachers,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/High-School-Math-Classes-Certified-Teachers.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — High School Mathematics classes taught by Certified Teachers
CRDC,2015-16,teachers,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Middle-School-Math-Classes-Certified-Teachers.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — Middle School Mathematics classes taught by Certified Teachers
CRDC,2015-16,other,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/High-Schools-Offering-Science-Classes.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — High Schools offering Science courses
CRDC,2015-16,other,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/High-Schools-Offering-Mathematics-Classes.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — High Schools offering Mathematics courses
CRDC,2015-16,other,2015-16 Mathematics and Science Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Middle-Schools-Offering-Mathematics-Classes-Grade-7-and-8.xlsx,CRDC: 2015-16 Mathematics and Science Civil Rights Data Collection — Middle Schools offering Mathematic courses
CRDC,2015-16,test_scores,2015-16 Advanced Placement Exam Taking Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Advanced-Placement-Participation-by-State-Took-Exam.xlsx,CRDC: 2015-16 Advanced Placement Exam Taking Civil Rights Data Collection — Took AP Exam
CRDC,2015-16,test_scores,2015-16 Advanced Placement Exam Taking Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Advanced-Placement-Participation-by-State-Did-Not-Take-Exam.xlsx,CRDC: 2015-16 Advanced Placement Exam Taking Civil Rights Data Collection — Did Not Take AP Exam
CRDC,2015-16,other,Civil Rights Data Collection (CRDC) for the 2015-16  school year,ZIP,https://civilrightsdata.ed.gov/assets/ocr/docs/2015-16-crdc-data.zip,CRDC: Civil Rights Data Collection (CRDC) for the 2015-16  school year — 2015-16-crdc-data.zip
CRDC,2015-16,other,2015-16 Pathways to College and Career Readiness Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Chronic-Absenteeism.xlsx,CRDC: 2015-16 Pathways to College and Career Readiness Civil Rights Data Collection — Student Absenteeism
CRDC,2015-16,enrollment,2015-16 Pathways to College and Career Readiness Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Gifted-Talented-Enrollment.xlsx,CRDC: 2015-16 Pathways to College and Career Readiness Civil Rights Data Collection — Gifted and Talented
CRDC,2015-16,other,2015-16 Pathways to College and Career Readiness Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/English-Language-Instruction-Programs.xlsx,CRDC: 2015-16 Pathways to College and Career Readiness Civil Rights Data Collection — English Language Instruction Educational Programs
CRDC,2015-16,enrollment,2015-16 Pathways to College and Career Readiness Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Preschool-Enrollment.xlsx,CRDC: 2015-16 Pathways to College and Career Readiness Civil Rights Data Collection — Preschool Enrollment
CRDC,2015-16,discipline,2015-16 Harassment or Bullying by Basis Category Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Allegations-of-Harassment-or-Bullying.xlsx,CRDC: 2015-16 Harassment or Bullying by Basis Category Civil Rights Data Collection — Allegations of Harassment or Bullying
CRDC,2015-16,discipline,2015-16 Harassment or Bullying by Basis Category Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Harassment-Bullying-on-basis-of-disability-disciplined.xlsx,CRDC: 2015-16 Harassment or Bullying by Basis Category Civil Rights Data Collection — On Basis of Disability - Disciplined 
CRDC,2015-16,discipline,2015-16 Harassment or Bullying by Basis Category Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Harassment-Bullying-on-basis-of-race-disciplined.xlsx,CRDC: 2015-16 Harassment or Bullying by Basis Category Civil Rights Data Collection — On Basis of Race - Disciplined
CRDC,2015-16,discipline,2015-16 Harassment or Bullying by Basis Category Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Harassment-Bullying-on-basis-of-sex-disciplined.xlsx,CRDC: 2015-16 Harassment or Bullying by Basis Category Civil Rights Data Collection — On Basis of Sex - Disciplined
CRDC,2015-16,discipline,2015-16 Harassment or Bullying by Basis Category Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Harassment-Bullying-on-basis-of-disability-reported.xlsx,CRDC: 2015-16 Harassment or Bullying by Basis Category Civil Rights Data Collection — On Basis of Disability - Reported
CRDC,2015-16,discipline,2015-16 Harassment or Bullying by Basis Category Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Harassment-Bullying-on-basis-of-race-reported.xlsx,CRDC: 2015-16 Harassment or Bullying by Basis Category Civil Rights Data Collection — On Basis of Race - Reported
CRDC,2015-16,discipline,2015-16 Harassment or Bullying by Basis Category Civil Rights Data Collection,XLSX,https://civilrightsdata.ed.gov/assets/downloads/2015-2016/Harassment-Bullying-on-basis-of-sex-reported.xlsx,CRDC: 2015-16 Harassment or Bullying by Basis Category Civil Rights Data Collection — On Basis of Sex - Reported
CRDC,2015-16,other,School District Composites SY 2015-16 TL 16,ZIP,https://nces.ed.gov/programs/edge/data/EDGE_SCHOOLDISTRICT_TL16_SY1516.zip,CRDC: School District Composites SY 2015-16 TL 16 — Single Composite File
CRDC,2020-21,test_scores,School District Characteristics 2020-21,ZIP,https://nces.ed.gov/programs/edge/data/TL_2021_SD.zip,CRDC: School District Characteristics 2020-21 — Layers by District Type
CRDC,2020-21,test_scores,Public School Characteristics 2020-21,ZIP,https://nces.ed.gov/programs/edge/data/EDGE_GEOCODE_PUBLICLEA_2021.zip,CRDC: Public School Characteristics 2020-21 — Public School District File
