LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_DUAL_IND,SCH_DUALENR_HI_M,SCH_DUALENR_HI_F,SCH_DUALENR_AM_M,SCH_DUALENR_AM_F,SCH_DUALENR_AS_M,SCH_DUALENR_AS_F,SCH_DUALENR_HP_M,SCH_DUALENR_HP_F,SCH_DUALENR_BL_M,SCH_DUALENR_BL_F,SCH_DUALENR_WH_M,SCH_DUALENR_WH_F,SCH_DUALENR_TR_M,SCH_DUALENR_TR_F,TOT_DUAL_M,TOT_DUAL_F,SCH_DUALENR_LEP_M,SCH_DUALENR_LEP_F,SCH_DUALENR_IDEA_M,SCH_DUALENR_IDEA_F
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,1670,Antelope Ridge Elementary School,080291001670,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,1671,Dakota Valley Elementary School,080291001671,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,1672,Falcon Creek Middle School,080291001672,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,1710,Fox Hollow Elementary School,080291001710,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,1711,Liberty Middle School,080291001711,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,1831,Canyon Creek Elementary School,080291001831,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,1878,Sky Vista Middle School,080291001878,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,1879,Aspen Crossing Elementary School,080291001879,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,1880,Red Hawk Ridge Elementary School,080291001880,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,1951,Cherokee Trail High School,080291001951,No,Yes,18,34,0,1,11,19,1,0,20,16,102,159,10,19,162,248,2,1,3,4
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,2032,Coyote Hills Elementary School,080291002032,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6156,Eaglecrest High School,080291006156,No,Yes,15,21,2,1,6,9,0,0,6,14,63,67,3,7,95,119,2,2,5,1
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6182,Highline Community Elementary School,080291006182,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6183,Peakview Elementary School,080291006183,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6301,Buffalo Trail Elementary School,080291006301,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6344,Marvin W Foote Youth Services,080291006344,Yes,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6367,Fox Ridge Middle School,080291006367,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6452,Pine Ridge Elementary School,080291006452,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6544,Black Forest Hills Elementary School,080291006544,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6563,Options School,080291006563,No,Yes,3,0,0,0,0,0,0,0,0,0,10,9,1,0,14,9,0,0,0,0
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6607,Mountain Vista Elementary School,080291006607,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6617,Outback Preschool,080291006617,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6632,The Cottage At Holly Ridge,080291006632,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6649,Endeavor Academy,080291006649,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6676,Heritage Heights Academy,080291006676,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6728,Infinity Middle School,080291006728,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6750,Altitude Elementary School,080291006750,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6769,The Journey Preschool,080291006769,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6770,Colorado Skies Academy,080291006770,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802910,Cherry Creek School District No. 5 In The County Of Arapah,6791,Cherry Creek Elevation,080291006791,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,209,Cheyenne Mountain Junior High School,080294000209,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,210,Skyway Park Elementary School,080294000210,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,211,Cheyenne Mountain High School,080294000211,No,Yes,1,0,0,0,2,0,0,0,0,0,2,2,1,0,6,2,0,0,0,0
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,212,Broadmoor Elementary School,080294000212,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,213,Canon Elementary School,080294000213,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,1326,The Vanguard School (Elementary),080294001326,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,1391,Cheyenne Mountain Elementary School,080294001391,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,1535,Pinon Valley Elementary School,080294001535,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,1591,Gold Camp Elementary School,080294001591,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,6342,Zebulon Pike,080294006342,Yes,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,6370,The Vanguard School (High),080294006370,No,Yes,3,0,0,0,2,1,0,0,0,0,4,3,1,1,10,5,0,0,0,0
CO,Colorado,0802940,Cheyenne Mountain School District No. 12 In The County Of E,6402,The Vanguard School (Middle),080294006402,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803000,Clear Creek School District No. Re-1,217,Clear Creek High School,080300000217,No,Yes,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
CO,Colorado,0803000,Clear Creek School District No. Re-1,218,Carlson Elementary School,080300000218,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803000,Clear Creek School District No. Re-1,1332,King-Murphy Elementary School,080300001332,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803000,Clear Creek School District No. Re-1,1999,Georgetown Community School,080300001999,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803000,Clear Creek School District No. Re-1,6157,Clear Creek Middle School,080300006157,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803030,Plateau Valley School District No. 50 In The County Of Mesa,219,Plateau Valley Elementary School,080303000219,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803030,Plateau Valley School District No. 50 In The County Of Mesa,220,Plateau Valley High School,080303000220,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803030,Plateau Valley School District No. 50 In The County Of Mesa,1434,Grand Mesa High School,080303001434,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803030,Plateau Valley School District No. 50 In The County Of Mesa,6288,Plateau Valley Middle School,080303006288,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,222,Audubon Elementary School,080306000222,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,224,Bristol Elementary School,080306000224,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,225,Buena Vista Elementary School,080306000225,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,226,Carver Elementary School,080306000226,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,227,Columbia Elementary School,080306000227,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,228,Coronado High School,080306000228,No,Yes,0,5,0,0,0,0,0,0,0,0,4,7,0,0,4,12,0,0,2,0
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,231,Edison Elementary School,080306000231,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,232,Nikola Tesla Education Opportunity Center,080306000232,No,Yes,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,234,Sabin Middle School,080306000234,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,236,Fremont Elementary School,080306000236,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,238,Grant Elementary School,080306000238,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,239,Adams Elementary School,080306000239,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,240,Henry Elementary School,080306000240,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,241,Holmes Middle School,080306000241,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,242,Mann Middle School,080306000242,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,243,Howbert Elementary School,080306000243,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,245,Jackson Elementary School,080306000245,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,247,Keller Elementary School,080306000247,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,251,Madison Elementary School,080306000251,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,252,Twain Elementary School,080306000252,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,253,Midland Elementary School,080306000253,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,254,Mitchell High School,080306000254,No,Yes,2,4,0,0,0,0,0,0,0,2,0,3,0,0,2,9,2,0,0,0
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,255,Monroe Elementary School,080306000255,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,256,North Middle School,080306000256,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,257,Palmer High School,080306000257,No,Yes,5,3,1,0,0,0,0,0,0,1,3,5,0,0,9,9,0,2,0,0
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,258,Penrose Elementary School,080306000258,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,260,Queen Palmer Elementary School,080306000260,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,262,Roosevelt Charter Academy,080306000262,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,263,Russell Middle School,080306000263,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,265,Steele Elementary School,080306000265,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,266,Stratton Elementary School,080306000266,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,267,Taylor Elementary School,080306000267,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,268,Doherty High School,080306000268,No,Yes,1,0,0,0,0,0,0,0,0,0,1,6,0,1,2,7,0,0,0,0
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,272,West Middle School,080306000272,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,274,Rogers Elementary School,080306000274,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,275,Wilson Elementary School,080306000275,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1274,Rudy Elementary School,080306001274,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1299,Community Prep Charter School,080306001299,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1318,Globe Charter School,080306001318,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1379,King Elementary School,080306001379,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1435,Chipeta Elementary School,080306001435,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1470,Martinez Elementary School,080306001470,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1589,Civa Charter Academy,080306001589,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1641,Scott Elementary School,080306001641,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1642,Trailblazer Elementary School,080306001642,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1683,Jenkins Middle School,080306001683,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1841,Eastlake High School Of Colorado Springs,080306001841,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,1888,The Bijou School,080306001888,No,Yes,0,0,0,0,0,0,0,0,0,1,3,1,0,0,3,2,0,0,0,0
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,6317,Freedom Elementary School,080306006317,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,6319,Mcauliffe Elementary,080306006319,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,6379,Galileo School Of Math And Science,080306006379,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,6416,West Elementary School,080306006416,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,6421,Jack Swigert Aerospace Academy,080306006421,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,6428,Achieve Online,080306006428,No,Yes,0,1,0,0,1,0,0,0,0,0,6,0,0,0,7,1,0,0,0,0
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,6456,Academy For Advanced And Creative Learning,080306006456,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803060,Colorado Springs School District No. 11 In The County Of E,6580,Odyssey Early College And Career Options,080306006580,No,Yes,20,45,0,2,5,4,1,1,3,12,68,104,11,13,108,181,0,1,0,2
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,235,Beech Street Preschool,080309000235,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,833,Montezuma-Cortez Middle School,080309000833,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,835,Kemper Elementary School,080309000835,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,837,Lewis-Arriola Elementary School,080309000837,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,838,Manaugh Elementary School,080309000838,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,839,Mesa Elementary School,080309000839,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,840,Montezuma-Cortez High School,080309000840,No,Yes,5,7,2,2,0,0,0,0,0,0,14,22,0,0,21,31,0,2,0,1
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,841,Pleasant View Elementary School,080309000841,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,1093,Battle Rock Charter School,080309001093,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,1692,Southwest Open Charter School,080309001692,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803090,Montezuma-Cortez School District No. Re-1,6622,Children's Kiva Montessori School,080309006622,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803120,Fremont Re-3,276,Cotopaxi Elementary School,080312000276,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
