LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_DUAL_IND,SCH_DUALENR_HI_M,SCH_DUALENR_HI_F,SCH_DUALENR_AM_M,SCH_DUALENR_AM_F,SCH_DUALENR_AS_M,SCH_DUALENR_AS_F,SCH_DUALENR_HP_M,SCH_DUALENR_HP_F,SCH_DUALENR_BL_M,SCH_DUALENR_BL_F,SCH_DUALENR_WH_M,SCH_DUALENR_WH_F,SCH_DUALENR_TR_M,SCH_DUALENR_TR_F,TOT_DUAL_M,TOT_DUAL_F,SCH_DUALENR_LEP_M,SCH_DUALENR_LEP_F,SCH_DUALENR_IDEA_M,SCH_DUALENR_IDEA_F
CO,Colorado,0803450,Douglas County School District No. Re 1,6218,Daniel C Oakes High School--Castle Rock,080345006218,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6219,Cresthill Middle School,080345006219,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6299,Roxborough Intermediate,080345006299,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6309,Stone Mountain Elementary,080345006309,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6337,Mammoth Heights Elementary,080345006337,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6341,Lone Tree Elementary,080345006341,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6368,Gold Rush Elementary,080345006368,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6371,Mesa Middle School,080345006371,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6372,Edcsd,080345006372,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6391,Hope Online Learning Academy High School,080345006391,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6392,Clear Sky Elementary,080345006392,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6400,Legend High School,080345006400,No,Yes,52,44,0,0,15,16,0,0,5,3,362,353,30,20,464,436,1,2,29,11
CO,Colorado,0803450,Douglas County School District No. Re 1,6404,Cimarron Middle,080345006404,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6455,Skyview Academy,080345006455,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6472,Sage Canyon Elementary,080345006472,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6492,Ben Franklin Academy,080345006492,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6493,Stem School Highlands Ranch,080345006493,No,Yes,21,17,2,0,21,19,1,0,0,0,157,56,18,7,220,99,0,1,7,2
CO,Colorado,0803450,Douglas County School District No. Re 1,6494,Cloverleaf Home Education,080345006494,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6578,Hope Online Learning Academy Middle School,080345006578,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6588,Aspen View Academy,080345006588,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6621,Cantril,080345006621,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6656,Global Village Academy - Douglas County,080345006656,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6666,World Compass Academy,080345006666,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6690,Parker Performing Arts,080345006690,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803450,Douglas County School District No. Re 1,6714,Renaissance Secondary School,080345006714,No,Yes,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0
CO,Colorado,0803450,Douglas County School District No. Re 1,6765,Leman Classical Academy,080345006765,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803480,Durango School District No. 9-R,448,Durango High School,080348000448,No,Yes,34,22,0,0,2,6,1,0,1,0,100,115,4,9,142,152,3,2,25,9
CO,Colorado,0803480,Durango School District No. 9-R,449,Florida Mesa Elementary School,080348000449,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803480,Durango School District No. 9-R,450,Fort Lewis Mesa Elementary School,080348000450,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803480,Durango School District No. 9-R,452,Miller Middle School,080348000452,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803480,Durango School District No. 9-R,453,Needham Elementary School,080348000453,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803480,Durango School District No. 9-R,454,Park Elementary School,080348000454,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803480,Durango School District No. 9-R,455,Riverview Elementary School,080348000455,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803480,Durango School District No. 9-R,456,Escalante Middle School,080348000456,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803480,Durango School District No. 9-R,457,Sunnyside Elementary School,080348000457,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803480,Durango School District No. 9-R,1066,Animas Valley Elementary School,080348001066,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803480,Durango School District No. 9-R,6597,Durango Big Picture High School,080348006597,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803480,Durango School District No. 9-R,6614,District 9-R Shared School,080348006614,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803480,Durango School District No. 9-R,6696,Colorado Connections Academy @ Durango,080348006696,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803480,Durango School District No. 9-R,6712,The Juniper School,080348006712,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803510,Kiowa County School District No. Re-1,458,Eads Elementary School,080351000458,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803510,Kiowa County School District No. Re-1,459,Eads High School,080351000459,No,Yes,1,1,0,0,0,0,0,0,0,0,10,7,0,0,11,8,0,0,0,0
CO,Colorado,0803510,Kiowa County School District No. Re-1,1277,Eads Middle School,080351001277,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803540,Eagle County School District No. Re 50,461,Battle Mountain High School,080354000461,No,Yes,85,113,1,0,2,3,0,1,0,4,71,85,3,6,162,212,32,29,5,2
CO,Colorado,0803540,Eagle County School District No. Re 50,462,Eagle Valley Elementary School,080354000462,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803540,Eagle County School District No. Re 50,463,Eagle Valley High School,080354000463,No,Yes,53,55,0,0,1,3,0,0,0,0,89,78,3,6,146,142,2,4,3,0
CO,Colorado,0803540,Eagle County School District No. Re 50,468,Red Sandstone Elementary School,080354000468,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803540,Eagle County School District No. Re 50,851,Eagle County Charter Academy,080354000851,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803540,Eagle County School District No. Re 50,1309,Eagle Valley Middle School,080354001309,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803540,Eagle County School District No. Re 50,1478,Homestake Peak School,080354001478,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803540,Eagle County School District No. Re 50,1530,Avon Elementary School,080354001530,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803540,Eagle County School District No. Re 50,1531,Berry Creek Middle School,080354001531,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803540,Eagle County School District No. Re 50,1721,Red Hill Elementary School,080354001721,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803540,Eagle County School District No. Re 50,1722,Brush Creek Elementary School,080354001722,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803540,Eagle County School District No. Re 50,1723,Gypsum Creek Middle School,080354001723,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803540,Eagle County School District No. Re 50,1756,Red Canyon High School,080354001756,No,Yes,3,1,0,0,0,0,0,0,0,0,2,3,0,0,5,4,1,1,0,0
CO,Colorado,0803540,Eagle County School District No. Re 50,6221,Edwards Elementary School,080354006221,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803540,Eagle County School District No. Re 50,6222,Gypsum Elementary School,080354006222,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803540,Eagle County School District No. Re 50,6422,Vail Ski And Snowboard Academy (Vssa),080354006422,No,Yes,1,1,0,0,1,0,0,0,0,0,43,22,2,1,47,24,1,0,1,0
CO,Colorado,0803540,Eagle County School District No. Re 50,6533,World Academy,080354006533,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803540,Eagle County School District No. Re 50,6707,Battle Mountain Early College High School,080354006707,No,Yes,0,1,0,0,1,0,0,0,0,0,3,3,0,0,4,4,1,0,0,0
CO,Colorado,0803540,Eagle County School District No. Re 50,6709,Eagle Valley Early College High School,080354006709,No,Yes,0,4,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,0,0,0
CO,Colorado,0803540,Eagle County School District No. Re 50,6795,Edwards Early Learning Center,080354006795,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803600,Weld County School District No. Re-2,474,Eaton Elementary School,080360000474,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803600,Weld County School District No. Re-2,475,Eaton Middle School,080360000475,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803600,Weld County School District No. Re-2,476,Eaton High School,080360000476,No,Yes,10,21,0,0,0,1,0,0,1,0,45,69,1,0,57,91,1,3,0,0
CO,Colorado,0803600,Weld County School District No. Re-2,477,Galeton Elementary School,080360000477,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803600,Weld County School District No. Re-2,1986,Benjamin Eaton Elementary School,080360001986,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803630,Edison Joint District No. 54 Of The Counties Of El Paso And,478,Edison Elementary School,080363000478,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803630,Edison Joint District No. 54 Of The Counties Of El Paso And,1278,Edison Junior-Senior High School,080363001278,No,Yes,1,1,0,0,0,0,0,0,0,0,9,8,0,0,10,9,0,3,0,0
CO,Colorado,0803630,Edison Joint District No. 54 Of The Counties Of El Paso And,6648,Edison Prep,080363006648,No,Yes,2,2,0,0,0,2,0,0,0,1,33,43,2,1,37,49,0,0,0,0
CO,Colorado,0803690,Elbert School District No. 200,480,Elbert Elementary School,080369000480,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803690,Elbert School District No. 200,481,Elbert Junior-Senior High School,080369000481,No,Yes,0,0,0,0,0,0,0,0,0,0,3,12,0,0,3,12,0,0,0,0
CO,Colorado,0803720,Elizabeth School District,48,Elizabeth Running Creek Preschool,080372000048,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803720,Elizabeth School District,482,Elizabeth Middle School,080372000482,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803720,Elizabeth School District,483,Elizabeth High School,080372000483,No,Yes,1,0,0,0,0,0,0,0,0,0,11,2,0,0,12,2,0,0,0,0
CO,Colorado,0803720,Elizabeth School District,1479,Running Creek Elementary School,080372001479,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803720,Elizabeth School District,1532,Singing Hills Elementary School,080372001532,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803720,Elizabeth School District,1586,Legacy Academy,080372001586,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803720,Elizabeth School District,1798,Singing Hills Preschool,080372001798,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803750,Ellicott School District No. 22 In The County Of El Paso A,484,Ellicott Elementary School,080375000484,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803750,Ellicott School District No. 22 In The County Of El Paso A,485,Ellicott Senior High School,080375000485,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803750,Ellicott School District No. 22 In The County Of El Paso A,1735,Ellicott Middle School,080375001735,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803780,Englewood School District No. 1 In The County Of Arapahoe,29,Englewood Early Childhood Education Center At Madd,080378000029,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803780,Englewood School District No. 1 In The County Of Arapahoe,486,Charles Hay World School,080378000486,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803780,Englewood School District No. 1 In The County Of Arapahoe,488,Cherrelyn Elementary School,080378000488,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803780,Englewood School District No. 1 In The County Of Arapahoe,489,Clayton Elementary School,080378000489,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803780,Englewood School District No. 1 In The County Of Arapahoe,491,Englewood High School,080378000491,No,Yes,8,22,0,0,0,0,0,0,1,1,12,20,0,3,21,46,0,1,3,1
CO,Colorado,0803780,Englewood School District No. 1 In The County Of Arapahoe,497,Wm E Bishop Elementary School,080378000497,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803780,Englewood School District No. 1 In The County Of Arapahoe,1310,Colorado's Finest High School Of Choice,080378001310,No,Yes,2,9,0,0,0,0,0,0,0,0,3,8,0,2,5,19,0,0,0,0
CO,Colorado,0803780,Englewood School District No. 1 In The County Of Arapahoe,1772,Englewood Leadership Academy,080378001772,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803780,Englewood School District No. 1 In The County Of Arapahoe,6331,Englewood Middle School,080378006331,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803810,Estes Park School District R-3,498,Estes Park K-5 School,080381000498,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803810,Estes Park School District R-3,499,Estes Park Middle School,080381000499,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803810,Estes Park School District R-3,500,Estes Park High School,080381000500,No,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
CO,Colorado,0803810,Estes Park School District R-3,6426,Estes Park Options School,080381006426,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803840,Park County School District No. Re-2,501,Lake George Charter School,080384000501,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803840,Park County School District No. Re-2,502,Edith Teter Elementary School,080384000502,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803840,Park County School District No. Re-2,503,South Park High School,080384000503,No,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,0,0,0,0
CO,Colorado,0803840,Park County School District No. Re-2,622,South Park Middle School,080384000622,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803840,Park County School District No. Re-2,1695,Guffey Charter School,080384001695,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,504,Evans Elementary School,080387000504,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,505,Falcon Elementary School Of Technology,080387000505,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,506,Falcon Middle School,080387000506,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,507,Falcon High School,080387000507,No,Yes,6,8,1,0,0,4,0,0,0,3,22,61,2,5,31,81,0,0,6,2
CO,Colorado,0803870,El Paso County Colorado School District 49,1393,Horizon Middle School,080387001393,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,1438,Stetson Elementary School,080387001438,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,1537,Remington Elementary School,080387001537,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,1594,Sand Creek High School,080387001594,No,Yes,10,19,0,0,0,6,0,1,5,9,31,47,5,10,51,92,0,0,1,2
CO,Colorado,0803870,El Paso County Colorado School District 49,1686,Woodmen Hills Elementary School,080387001686,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,1799,Skyview Middle School,080387001799,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,1843,Meridian Ranch Elementary School,080387001843,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,1844,Pikes Peak School Expeditionary Learning,080387001844,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,1898,Ridgeview Elementary School,080387001898,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,1899,Springs Ranch Elementary School,080387001899,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,2000,Rocky Mountain Classical Academy,080387002000,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,2027,Banning Lewis Ranch Academy,080387002027,No,Yes,3,3,1,0,0,5,0,0,0,2,10,19,2,0,16,29,1,0,0,0
CO,Colorado,0803870,El Paso County Colorado School District 49,2035,Odyssey Elementary School,080387002035,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,6386,Grand Peak Academy,080387006386,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,6393,Goal Academy,080387006393,No,Yes,23,49,1,1,0,2,0,0,1,1,37,70,3,2,65,125,1,1,2,7
CO,Colorado,0803870,El Paso County Colorado School District 49,6403,Patriot High School,080387006403,No,Yes,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0
CO,Colorado,0803870,El Paso County Colorado School District 49,6408,Vista Ridge High School,080387006408,No,Yes,8,17,0,0,3,4,0,1,1,3,35,51,1,9,48,85,0,0,0,0
CO,Colorado,0803870,El Paso County Colorado School District 49,6462,Springs Studio For Academic Excellence,080387006462,No,Yes,2,5,0,0,0,0,0,1,0,0,20,16,1,0,23,22,0,0,3,1
CO,Colorado,0803870,El Paso County Colorado School District 49,6693,Power Technical Early College,080387006693,No,Yes,38,4,0,0,1,0,0,1,3,0,104,15,13,0,159,20,4,0,9,2
CO,Colorado,0803870,El Paso County Colorado School District 49,6694,Pikes Peak Early College,080387006694,No,Yes,10,12,0,0,0,2,0,1,0,1,31,59,4,6,45,81,0,0,0,0
CO,Colorado,0803870,El Paso County Colorado School District 49,6725,Allies,080387006725,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,6744,Liberty Tree Academy,080387006744,No,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,6766,Bennett Ranch Elementary School,080387006766,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,Colorado,0803870,El Paso County Colorado School District 49,6774,Inspiration View Elementary School,080387006774,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
