LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_PSENR_HI_M,SCH_PSENR_HI_F,SCH_PSENR_AM_M,SCH_PSENR_AM_F,SCH_PSENR_AS_M,SCH_PSENR_AS_F,SCH_PSENR_HP_M,SCH_PSENR_HP_F,SCH_PSENR_BL_M,SCH_PSENR_BL_F,SCH_PSENR_WH_M,SCH_PSENR_WH_F,SCH_PSENR_TR_M,SCH_PSENR_TR_F,TOT_PSENR_M,TOT_PSENR_F,SCH_PSENR_LEP_M,SCH_PSENR_LEP_F,SCH_PSENR_IDEA_M,SCH_PSENR_IDEA_F,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_ENR_504_M,SCH_ENR_504_F,SCH_ENR_IDEA_M,SCH_ENR_IDEA_F,SCH_LEPENR_HI_M,SCH_LEPENR_HI_F,SCH_LEPENR_AM_M,SCH_LEPENR_AM_F,SCH_LEPENR_AS_M,SCH_LEPENR_AS_F,SCH_LEPENR_HP_M,SCH_LEPENR_HP_F,SCH_LEPENR_BL_M,SCH_LEPENR_BL_F,SCH_LEPENR_WH_M,SCH_LEPENR_WH_F,SCH_LEPENR_TR_M,SCH_LEPENR_TR_F,TOT_LEPENR_M,TOT_LEPENR_F,SCH_LEPPROGENR_HI_M,SCH_LEPPROGENR_HI_F,SCH_LEPPROGENR_AM_M,SCH_LEPPROGENR_AM_F,SCH_LEPPROGENR_AS_M,SCH_LEPPROGENR_AS_F,SCH_LEPPROGENR_HP_M,SCH_LEPPROGENR_HP_F,SCH_LEPPROGENR_BL_M,SCH_LEPPROGENR_BL_F,SCH_LEPPROGENR_WH_M,SCH_LEPPROGENR_WH_F,SCH_LEPPROGENR_TR_M,SCH_LEPPROGENR_TR_F,TOT_LEPPROGENR_M,TOT_LEPPROGENR_F,SCH_IDEAENR_HI_M,SCH_IDEAENR_HI_F,SCH_IDEAENR_AM_M,SCH_IDEAENR_AM_F,SCH_IDEAENR_AS_M,SCH_IDEAENR_AS_F,SCH_IDEAENR_HP_M,SCH_IDEAENR_HP_F,SCH_IDEAENR_BL_M,SCH_IDEAENR_BL_F,SCH_IDEAENR_WH_M,SCH_IDEAENR_WH_F,SCH_IDEAENR_TR_M,SCH_IDEAENR_TR_F,TOT_IDEAENR_M,TOT_IDEAENR_F,SCH_IDEAENR_LEP_M,SCH_IDEAENR_LEP_F,SCH_504ENR_HI_M,SCH_504ENR_HI_F,SCH_504ENR_AM_M,SCH_504ENR_AM_F,SCH_504ENR_AS_M,SCH_504ENR_AS_F,SCH_504ENR_HP_M,SCH_504ENR_HP_F,SCH_504ENR_BL_M,SCH_504ENR_BL_F,SCH_504ENR_WH_M,SCH_504ENR_WH_F,SCH_504ENR_TR_M,SCH_504ENR_TR_F,TOT_504ENR_M,TOT_504ENR_F,SCH_504ENR_LEP_M,SCH_504ENR_LEP_F
CO,Colorado,0802490,Boulder Valley School District No. Re2,132,Nevin Platt Middle School,080249000132,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,20,21,1,0,3,7,0,0,4,2,190,192,20,13,238,235,3,3,20,22,51,23,1,2,0,0,1,1,0,0,0,0,1,0,0,0,3,3,1,2,0,0,1,1,0,0,0,0,1,0,0,0,3,3,4,5,0,0,0,1,0,0,2,1,41,14,4,2,51,23,0,2,2,2,0,0,0,0,0,0,0,0,16,20,2,0,20,22,0,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,134,Southern Hills Middle School,080249000134,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,19,12,0,0,12,18,1,0,2,1,193,185,18,15,245,231,5,5,22,14,38,21,1,3,0,0,3,1,0,0,0,0,1,1,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,1,0,1,1,31,16,2,0,38,21,0,2,4,2,0,0,0,1,0,0,1,0,13,11,4,0,22,14,0,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,135,University Hill Elementary School,080249000135,No,13,15,0,0,0,0,0,0,0,0,3,4,0,0,16,19,0,0,7,5,163,152,0,0,0,0,1,0,0,0,51,54,6,6,221,212,109,93,2,3,39,28,109,92,0,0,0,0,0,0,0,0,0,1,0,0,109,93,109,90,0,0,0,0,0,0,0,0,0,1,0,0,109,91,34,27,0,0,0,0,0,0,0,0,5,1,0,0,39,28,22,19,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,1
CO,Colorado,0802490,Boulder Valley School District No. Re2,139,Whittier Elementary School,080249000139,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,40,45,0,0,11,10,0,0,0,3,99,100,10,12,160,170,38,44,0,5,30,15,23,32,0,0,10,6,0,0,0,0,4,6,1,0,38,44,23,29,0,0,10,6,0,0,0,0,4,6,1,0,38,41,11,6,0,0,1,1,0,0,0,0,14,8,4,0,30,15,8,6,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,5,0,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,465,New Vista High School,080249000465,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,23,32,0,0,2,4,0,0,0,1,127,103,7,9,159,149,5,7,50,32,31,22,4,7,0,0,0,0,0,0,0,0,1,0,0,0,5,7,4,7,0,0,0,0,0,0,0,0,1,0,0,0,5,7,5,6,0,0,0,0,0,0,0,1,24,13,2,2,31,22,2,3,6,7,0,0,1,0,0,0,0,0,43,24,0,1,50,32,1,1
CO,Colorado,0802490,Boulder Valley School District No. Re2,1219,Arapahoe Ridge High School,080249001219,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,32,39,0,1,1,1,0,0,0,0,37,19,2,3,72,63,14,14,9,5,17,7,13,14,0,0,1,0,0,0,0,0,0,0,0,0,14,14,13,14,0,0,1,0,0,0,0,0,0,0,0,0,14,14,8,4,0,0,0,0,0,0,0,0,8,2,1,1,17,7,3,3,3,1,0,0,0,0,0,0,0,0,6,3,0,1,9,5,1,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1227,Community Montessori School,080249001227,No,7,4,0,0,2,0,0,0,0,1,12,4,3,1,24,10,0,0,1,1,25,23,0,0,9,1,0,0,1,2,88,74,12,7,135,107,15,10,4,3,24,10,7,10,0,0,4,0,0,0,0,0,4,0,0,0,15,10,7,8,0,0,4,0,0,0,0,0,4,0,0,0,15,8,6,1,0,0,1,1,0,0,1,0,15,8,1,0,24,10,6,0,1,1,0,0,1,0,0,0,0,0,2,2,0,0,4,3,1,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1243,High Peaks Elementary School,080249001243,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,10,12,0,0,33,33,0,0,1,3,89,66,15,11,148,125,20,17,2,3,12,8,0,4,0,0,12,11,0,0,0,0,8,1,0,1,20,17,0,4,0,0,12,11,0,0,0,0,8,1,0,1,20,17,2,1,0,0,2,1,0,0,0,0,7,5,1,1,12,8,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,3,0,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1365,Ryan Elementary School,080249001365,No,6,3,0,0,0,5,0,0,0,0,7,9,0,1,13,18,0,0,7,6,47,44,0,0,11,15,0,0,3,4,167,127,18,17,246,207,18,12,10,4,45,29,13,8,0,0,3,1,0,0,1,1,0,1,1,1,18,12,12,8,0,0,3,1,0,0,1,1,0,1,1,1,17,12,14,8,0,0,2,3,0,0,0,0,27,17,2,1,45,29,5,4,2,0,0,0,0,0,0,0,0,0,8,4,0,0,10,4,0,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1376,Coal Creek Elementary School,080249001376,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,18,15,0,0,10,4,0,0,0,0,123,134,19,10,170,163,3,1,3,5,30,13,0,0,0,0,1,0,0,0,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,0,0,4,0,0,0,0,0,20,11,5,0,30,13,1,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,3,5,0,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1403,Alicia Sanchez International School,080249001403,No,9,10,0,0,0,0,0,0,0,0,12,6,1,0,22,16,0,0,11,6,108,88,0,1,6,8,0,0,3,2,51,31,2,3,170,133,59,49,0,2,51,24,54,45,0,0,5,3,0,0,0,0,0,1,0,0,59,49,54,43,0,0,5,3,0,0,0,0,0,1,0,0,59,47,19,10,0,1,3,3,0,0,0,0,28,9,1,1,51,24,11,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1517,Summit Middle Charter School,080249001517,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,11,1,0,25,32,0,0,2,1,114,123,17,21,168,188,4,3,21,13,6,3,0,2,0,0,3,1,0,0,0,0,1,0,0,0,4,3,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,2,2,1,6,3,0,0,1,0,0,0,0,1,0,0,0,0,18,11,2,1,21,13,0,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1518,Superior Elementary School,080249001518,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,11,19,0,0,18,21,0,0,0,0,171,150,13,14,213,204,2,5,4,1,32,16,0,0,0,0,1,2,0,0,0,0,1,3,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0,0,0,26,13,3,0,32,16,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,4,1,1,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1573,Monarch K-8 School,080249001573,No,3,2,1,0,7,7,0,0,0,0,8,8,1,0,20,17,0,0,9,3,48,44,1,0,49,61,0,1,4,4,246,191,18,13,366,314,33,43,22,9,75,33,8,8,0,0,19,32,0,0,0,1,5,2,1,0,33,43,8,8,0,0,17,30,0,0,0,1,5,2,1,0,31,41,12,9,0,0,3,3,0,0,0,0,55,16,5,5,75,33,5,4,2,0,0,0,1,1,0,0,0,0,17,7,2,1,22,9,2,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1630,Boulder Community School/Integrated Studies,080249001630,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,13,16,0,0,1,2,0,0,0,1,115,119,12,6,141,144,2,2,5,5,22,20,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,3,2,0,0,1,1,0,0,0,0,14,17,4,0,22,20,3,1,0,0,0,0,0,0,0,0,0,1,5,4,0,0,5,5,0,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1631,Boulder Prep Charter High School,080249001631,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,21,6,1,0,0,1,0,0,2,0,34,32,4,6,62,45,0,1,13,9,13,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,6,5,0,1,13,6,0,0,4,0,0,0,0,0,0,0,0,0,7,9,2,0,13,9,0,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1632,Monarch High School,080249001632,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,76,91,4,0,42,42,1,0,12,6,627,583,42,53,804,775,13,20,93,67,103,60,5,11,2,0,5,8,0,0,0,0,1,1,0,0,13,20,5,11,1,0,5,8,0,0,0,0,1,1,0,0,12,20,15,7,1,0,0,6,0,0,2,1,76,44,9,2,103,60,3,3,5,7,0,0,2,3,0,0,2,0,81,55,3,2,93,67,0,1
CO,Colorado,0802490,Boulder Valley School District No. Re2,1758,Aspen Creek K-8 School,080249001758,No,4,2,0,0,2,0,0,0,0,0,6,8,0,1,12,11,0,0,6,3,56,52,0,1,29,14,1,0,4,6,280,255,18,20,388,348,25,11,20,11,59,30,5,2,0,0,13,8,0,0,0,0,5,1,2,0,25,11,5,2,0,0,13,8,0,0,0,0,5,1,2,0,25,11,9,6,0,0,5,1,0,0,1,1,42,20,2,2,59,30,3,1,3,2,0,0,0,0,0,0,0,0,17,9,0,0,20,11,0,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1771,Eldorado K-8 School,080249001771,No,1,0,0,0,1,2,0,0,1,0,7,7,1,1,11,10,0,0,6,3,32,28,1,1,34,29,1,0,2,2,263,248,18,28,351,336,16,10,19,15,57,30,1,1,0,0,13,9,0,0,0,0,1,0,1,0,16,10,1,1,0,0,13,9,0,0,0,0,1,0,1,0,16,10,10,3,0,1,1,1,1,0,0,1,41,22,4,2,57,30,2,1,0,0,0,0,0,0,0,0,0,0,19,15,0,0,19,15,0,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,1792,Peak To Peak Charter School,080249001792,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,78,67,1,0,127,126,1,2,5,1,476,484,47,38,735,718,16,17,54,40,53,33,9,5,0,0,6,9,0,0,0,0,1,2,0,1,16,17,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,11,6,1,0,3,3,0,0,2,0,30,21,6,3,53,33,1,4,7,6,0,0,4,3,1,0,0,0,41,30,1,1,54,40,0,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,2013,Justice High Charter School,080249002013,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,44,14,0,0,0,0,0,0,2,0,11,9,6,1,63,24,9,1,0,0,25,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,4,2,2,0,25,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,6154,Fireside Elementary School,080249006154,No,4,3,0,0,2,1,0,0,0,0,18,9,2,2,26,15,0,0,12,6,16,20,0,0,10,10,0,0,0,0,171,157,15,19,212,206,16,14,11,3,37,18,4,7,0,0,4,5,0,0,0,0,6,0,2,2,16,14,4,7,0,0,4,5,0,0,0,0,6,0,2,2,16,14,8,5,0,0,2,0,0,0,0,0,24,10,3,3,37,18,2,1,0,0,0,0,0,0,0,0,0,0,11,3,0,0,11,3,0,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,6199,Horizons K-8 School,080249006199,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,18,11,0,2,2,4,1,0,0,1,144,136,16,14,181,168,3,0,13,5,27,12,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,1,22,8,2,1,27,12,0,0,1,1,0,0,1,0,0,0,0,0,11,3,0,1,13,5,1,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,6200,Pioneer Bilingual Elementary School,080249006200,No,21,21,0,0,0,0,0,0,0,0,5,6,0,0,26,27,0,0,8,5,159,149,0,0,1,1,0,0,1,3,72,72,8,12,241,237,85,68,6,2,51,23,85,67,0,0,0,0,0,0,0,0,0,1,0,0,85,68,84,63,0,0,0,0,0,0,0,0,0,1,0,0,84,64,39,19,0,0,1,0,0,0,0,0,10,3,1,1,51,23,24,9,3,2,0,0,0,0,0,0,0,0,3,0,0,0,6,2,2,2
CO,Colorado,0802490,Boulder Valley School District No. Re2,6463,Boulder Universal,080249006463,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,68,47,2,2,11,20,2,1,10,5,365,344,47,30,505,449,9,9,50,39,57,23,5,5,0,0,2,1,0,0,2,0,0,3,0,0,9,9,2,1,0,0,1,0,0,0,1,0,0,2,0,0,4,3,10,2,0,0,0,0,1,0,0,1,38,20,8,0,57,23,2,0,6,2,1,0,0,0,0,0,2,0,39,37,2,0,50,39,1,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,6571,Mapleton Early Childhood Center,080249006571,No,8,10,0,0,9,4,0,0,0,1,25,28,2,5,44,48,0,0,24,16,8,10,0,0,9,4,0,0,0,1,25,28,2,5,44,48,0,0,0,0,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,17,12,0,2,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,Colorado,0802490,Boulder Valley School District No. Re2,6716,Meadowlark School,080249006716,No,3,3,0,0,1,4,0,0,0,0,13,16,4,1,21,24,0,0,13,5,39,27,0,1,29,27,1,0,1,3,244,237,31,23,345,318,17,11,11,8,74,39,4,2,0,0,8,6,0,0,0,0,5,2,0,1,17,11,4,2,0,0,8,6,0,0,0,0,5,2,0,1,17,11,15,7,0,0,1,0,0,0,1,0,52,30,5,2,74,39,4,0,1,0,0,0,0,1,0,0,0,0,9,7,1,0,11,8,0,0
CO,Colorado,0802520,Branson Reorganized School District No. 82,141,Branson School,080252000141,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5,8,0,0,0,0,0,0,0,0,25,32,2,0,32,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,Colorado,0802520,Branson Reorganized School District No. 82,1728,Branson School Online,080252001728,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,24,41,0,0,1,0,2,2,9,8,211,216,3,5,250,272,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,Colorado,0802550,School District No. Re-10 In The County Of Weld And State O,142,Briggsdale Elementary School,080255000142,No,1,0,0,0,0,0,0,0,0,0,5,9,0,0,6,9,0,0,2,0,3,4,0,0,0,2,0,0,0,0,40,32,0,1,43,39,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,2,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,Colorado,0802550,School District No. Re-10 In The County Of Weld And State O,143,Briggsdale Undivided High School,080255000143,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9,3,0,0,1,1,0,0,0,0,41,38,0,0,51,42,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,4,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,Colorado,0802580,School District 27j,144,Brighton High School,080258000144,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,495,510,2,5,6,9,5,3,7,11,367,368,28,18,910,924,88,84,45,31,108,76,82,79,0,0,2,2,2,0,0,3,2,0,0,0,88,84,82,78,0,0,2,2,2,0,0,2,2,0,0,0,88,82,64,46,0,0,1,0,1,0,3,1,34,26,5,3,108,76,11,9,19,5,1,0,0,0,1,0,0,0,23,26,1,0,45,31,1,0
CO,Colorado,0802580,School District 27j,146,Henderson Elementary School,080258000146,No,5,9,0,0,1,0,0,0,0,0,2,6,0,1,8,16,0,0,2,3,94,80,1,0,4,5,1,1,4,1,57,53,7,7,168,147,40,31,4,4,33,14,34,28,0,0,1,1,1,1,0,0,4,1,0,0,40,31,34,28,0,0,1,1,1,1,0,0,4,1,0,0,40,31,21,5,0,0,0,0,0,0,2,0,9,9,1,0,33,14,9,1,2,2,1,0,0,0,0,0,0,0,1,2,0,0,4,4,0,0
CO,Colorado,0802580,School District 27j,148,North Elementary School,080258000148,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,86,71,2,0,1,0,0,0,1,0,19,13,2,0,111,84,53,49,1,0,25,7,51,49,0,0,1,0,0,0,0,0,1,0,0,0,53,49,51,49,0,0,1,0,0,0,0,0,1,0,0,0,53,49,19,7,0,0,0,0,0,0,1,0,5,0,0,0,25,7,14,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CO,Colorado,0802580,School District 27j,149,Northeast Elementary School,080258000149,No,11,20,0,0,1,1,0,0,0,0,5,7,0,0,17,28,0,0,9,6,173,195,1,1,7,7,1,2,2,4,87,68,2,0,273,277,101,106,14,1,62,29,93,98,0,0,3,5,0,0,1,0,3,3,1,0,101,106,93,98,0,0,3,5,0,0,1,0,3,3,1,0,101,106,39,16,0,0,2,0,0,1,0,0,19,12,2,0,62,29,22,6,4,1,1,0,0,0,0,0,0,0,9,0,0,0,14,1,2,0
CO,Colorado,0802580,School District 27j,150,South Elementary School,080258000150,No,12,7,0,0,0,0,0,0,0,0,4,2,0,0,16,9,0,0,7,2,166,151,0,1,1,0,0,0,0,3,36,27,6,3,209,185,88,82,2,1,39,14,87,82,0,0,0,0,0,0,0,0,1,0,0,0,88,82,87,82,0,0,0,0,0,0,0,0,1,0,0,0,88,82,30,13,0,0,0,0,0,0,0,0,9,1,0,0,39,14,14,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0
CO,Colorado,0802580,School District 27j,151,Southeast Elementary School,080258000151,No,17,14,0,0,0,0,0,0,0,0,5,4,0,1,22,19,0,0,10,9,166,147,1,0,2,4,0,0,2,3,87,75,3,8,261,237,71,51,2,2,61,32,68,48,0,0,0,1,0,0,0,0,3,2,0,0,71,51,68,48,0,0,0,1,0,0,0,0,1,2,0,0,69,51,37,16,0,0,1,0,0,0,0,0,21,16,2,0,61,32,16,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0
CO,Colorado,0802580,School District 27j,152,Vikan Middle School,080258000152,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,235,187,1,0,2,0,0,0,3,3,125,80,5,8,371,278,56,53,16,8,60,30,55,53,0,0,0,0,0,0,0,0,1,0,0,0,56,53,55,53,0,0,0,0,0,0,0,0,1,0,0,0,56,53,36,22,1,0,0,0,0,0,1,0,21,7,1,1,60,30,12,9,7,3,0,0,0,0,0,0,0,0,9,5,0,0,16,8,1,0
CO,Colorado,0802580,School District 27j,729,Innovations & Options,080258000729,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,82,60,2,0,0,0,0,0,1,1,45,28,1,5,131,94,11,9,4,4,24,12,11,9,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,9,0,0,0,0,0,0,0,0,0,0,0,0,11,9,13,7,0,0,0,0,0,0,1,1,10,3,0,1,24,12,0,2,1,1,0,0,0,0,0,0,0,0,3,3,0,0,4,4,1,0
CO,Colorado,0802580,School District 27j,1377,Overland Trail Middle School,080258001377,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,210,200,0,2,6,1,0,2,6,2,73,74,6,5,301,286,64,49,8,2,53,38,60,47,0,0,4,1,0,0,0,0,0,1,0,0,64,49,60,47,0,0,4,1,0,0,0,0,0,1,0,0,64,49,31,26,0,0,1,0,0,0,4,2,16,10,1,0,53,38,11,4,3,1,0,0,0,0,0,0,1,0,4,1,0,0,8,2,1,0
CO,Colorado,0802580,School District 27j,1729,Bromley East Charter School,080258001729,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,189,223,1,1,3,8,0,1,5,6,390,348,14,18,602,605,50,44,20,10,56,31,42,39,0,0,1,1,0,0,0,0,6,3,1,1,50,44,42,39,0,0,1,1,0,0,0,0,6,3,1,1,50,44,23,17,0,0,2,0,0,0,0,0,29,14,2,0,56,31,14,4,5,0,0,0,0,0,0,0,1,0,14,10,0,0,20,10,1,0
CO,Colorado,0802580,School District 27j,1822,John W Thimmig Elementary School,080258001822,No,9,11,0,0,0,0,0,0,1,0,6,5,0,1,16,17,0,0,4,3,175,131,0,1,11,12,0,0,6,12,106,87,11,7,309,250,54,38,6,3,53,22,44,24,0,0,5,6,0,0,1,3,3,4,1,1,54,38,44,24,0,0,5,6,0,0,1,3,3,4,1,1,54,38,35,10,0,1,2,0,0,0,2,3,11,7,3,1,53,22,13,0,4,0,0,0,0,0,0,0,0,0,2,3,0,0,6,3,1,0
CO,Colorado,0802580,School District 27j,1948,Belle Creek Charter School,080258001948,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,199,186,0,0,6,6,0,0,6,4,95,102,12,18,318,316,97,60,9,8,27,16,82,52,0,0,1,1,0,0,1,0,12,6,1,1,97,60,82,52,0,0,1,1,0,0,1,0,12,6,1,1,97,60,18,9,0,0,1,0,0,0,0,1,8,5,0,1,27,16,11,5,5,3,0,0,0,0,0,0,0,0,4,5,0,0,9,8,4,0
CO,Colorado,0802580,School District 27j,1949,Mary E Pennock Elementary School,080258001949,No,14,9,1,1,0,0,0,0,0,0,9,10,2,1,26,21,0,0,11,8,163,170,1,1,3,4,1,2,3,9,142,117,9,6,322,309,60,69,7,2,56,31,58,66,0,0,0,2,0,0,2,1,0,0,0,0,60,69,58,66,0,0,0,2,0,0,1,1,0,0,0,0,59,69,30,20,0,0,0,0,0,0,2,0,22,11,2,0,56,31,7,10,1,0,0,0,0,0,0,0,0,0,5,2,1,0,7,2,0,0
