LEA_STATE,LEA_STATE_NAME,NCESLEAID,LEA_NAME,SCHID,SCHOOL_NAME,NCESSCH,JJ,DISABILITY_CATEGORY,AM_M_7,AS_M_7,BL_M_7,HI_M_7,MU_M_7,PI_M_7,WH_M_7,AM_F_7,AS_F_7,BL_F_7,HI_F_7,MU_F_7,PI_F_7,WH_F_7,TOTAL_STUDENTS_REPORTED,LEP_M,NLEP_M,LEP_F,NLEP_F,CF_M,HH_M,PPPS_M,RC39_M,RC79TO40_M,RC80_M,RF_M,SS_M,CF_F,HH_F,PPPS_F,RC39_F,RC79TO40_F,RC80_F,RF_F,SS_F
CO,COLORADO,800001,Cheyenne County School District No. Re-5,215,CHEYENNE WELLS JUNIOR/HIGH SCHOOL,80000100215,No,AUT,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CO,COLORADO,800004,DENVER 1,709,ROCKY MOUNTAIN SCHOOL OF EXPEDITIONARY LEARNING,80000400709,No,AUT,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
CO,COLORADO,800016,Yuma 1 School District,1819,YUMA MIDDLE SCHOOL,80001601819,No,AUT,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,800016,Yuma 1 School District,1820,KENNETH P MORRIS ELEMENTARY SCHOOL,80001601820,No,AUT,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,800016,Yuma 1 School District,1821,YUMA HIGH SCHOOL,80001601821,No,AUT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,800017,Wray RD-2 School District,1817,BUCHANAN MIDDLE SCHOOL,80001701817,No,AUT,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,800017,Wray RD-2 School District,1818,WRAY HIGH SCHOOL,80001701818,No,AUT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,800020,State Charter School Institute,727,ACADEMY OF CHARTER SCHOOLS,80002000727,No,AUT,0,1,0,2,1,0,1,0,0,0,1,0,0,1,7,0,5,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0
CO,COLORADO,800020,State Charter School Institute,1569,CROWN POINTE CHARTER ACADEMY,80002001569,No,AUT,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,800020,State Charter School Institute,1912,COLORADO SPRINGS CHARTER ACADEMY,80002001912,No,AUT,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
