School Year,Division Number,Division Name,School Number,School Name,FT Count,PT Count,Total Count
2022-2023,27,Dinwiddie County,10,Southside Elementary,             523,,             523
2022-2023,27,Dinwiddie County,180,Sunnyside Elementary,             247,,             247
2022-2023,27,Dinwiddie County,520,Sutherland Elementary,             554,,             554
2022-2023,28,Essex County,10,Essex High,             514,,             514
2022-2023,28,Essex County,150,James H. Cary Intermediate ,             333,,             333
2022-2023,28,Essex County,160,Tappahannock Elementary,             309,,             309
2022-2023,29,Fairfax County,2203,Aldrin Elementary,             465,,             465
2022-2023,29,Fairfax County,660,Annandale High,"           2,185",,"           2,185"
2022-2023,29,Fairfax County,1360,Annandale Terrace Elementary,             625,,             625
2022-2023,29,Fairfax County,110,Archer Elementary,             519,,             519
2022-2023,29,Fairfax County,1530,Armstrong Elementary,             361,,             361
2022-2023,29,Fairfax County,550,Bailey's Elementary School for the Arts and Sciences,             787,,             787
2022-2023,29,Fairfax County,2459,Bailey's Upper Elementary School for the Arts and Sciences,             522,,             522
2022-2023,29,Fairfax County,1730,Beech Tree Elementary,             382,,             382
2022-2023,29,Fairfax County,560,Belle View Elementary,             405,,             405
2022-2023,29,Fairfax County,720,Belvedere Elementary,             617,,             617
2022-2023,29,Fairfax County,2000,Bonnie Brae Elementary,             834,,             834
2022-2023,29,Fairfax County,1090,Braddock Elementary,             855,,             855
2022-2023,29,Fairfax County,940,Bren Mar Park Elementary,             500,,             500
2022-2023,29,Fairfax County,1790,Brookfield Elementary,             706,,             706
2022-2023,29,Fairfax County,2201,Bryant High,             174,,             174
2022-2023,29,Fairfax County,700,Bucknell Elementary,             256,,             256
2022-2023,29,Fairfax County,2251,Bull Run Early Childhood Resource Center,             210,,             210
2022-2023,29,Fairfax County,2225,Bull Run Elementary,             751,,             751
2022-2023,29,Fairfax County,680,Bush Hill Elementary,             670,,             670
2022-2023,29,Fairfax County,1940,Camelot Elementary,             608,,             608
2022-2023,29,Fairfax County,620,Cameron Elementary,             492,,             492
2022-2023,29,Fairfax County,1590,Canterbury Woods Elementary,             787,,             787
2022-2023,29,Fairfax County,1690,Cardinal Forest Elementary,             632,,             632
2022-2023,29,Fairfax County,2222,Carson Middle,"           1,362",,"           1,362"
2022-2023,29,Fairfax County,2090,Centre Ridge Elementary,             706,,             706
2022-2023,29,Fairfax County,2205,Centreville Elementary,             779,,             779
2022-2023,29,Fairfax County,200,Centreville High,"           2,626",               1,"           2,627"
2022-2023,29,Fairfax County,131,Chantilly High,"           2,946",,"           2,946"
2022-2023,29,Fairfax County,480,Cherry Run Elementary,             469,,             469
2022-2023,29,Fairfax County,100,Chesterbrook Elementary,             527,,             527
2022-2023,29,Fairfax County,1050,Churchill Road Elementary,             606,,             606
2022-2023,29,Fairfax County,260,Clearview Elementary,             614,,             614
2022-2023,29,Fairfax County,1870,Clermont Elementary,             553,,             553
2022-2023,29,Fairfax County,2347,Coates Elementary,             832,,             832
2022-2023,29,Fairfax County,1510,Columbia Elementary,             369,,             369
2022-2023,29,Fairfax County,2234,Colvin Run Elementary,             784,,             784
2022-2023,29,Fairfax County,1190,Cooper Middle,"           1,055",,"           1,055"
2022-2023,29,Fairfax County,870,Crestwood Elementary,             563,,             563
2022-2023,29,Fairfax County,2020,Crossfield Elementary,             567,,             567
2022-2023,29,Fairfax County,1600,Cub Run Elementary,             586,,             586
2022-2023,29,Fairfax County,1700,Cunningham Park Elementary,             436,,             436
2022-2023,29,Fairfax County,2229,Daniels Run Elementary,             802,,             802
2022-2023,29,Fairfax County,2204,Deer Park Elementary,             567,,             567
2022-2023,29,Fairfax County,220,Dogwood Elementary,             690,,             690
2022-2023,29,Fairfax County,2010,Dranesville Elementary,             611,,             611
2022-2023,29,Fairfax County,2238,Dunn Loring Early Childhood Resource Center,             200,,             200
2022-2023,29,Fairfax County,2243,Eagle View Elementary,             629,,             629
2022-2023,29,Fairfax County,1270,Edison High,"           2,272",,"           2,272"
2022-2023,29,Fairfax County,190,Fairfax County Adult High,             214,,             214
2022-2023,29,Fairfax County,20,Fairfax High,"           2,377",               1,"           2,378"
2022-2023,29,Fairfax County,1480,Fairfax Villa Elementary,             519,,             519
2022-2023,29,Fairfax County,1630,Fairhill Elementary,             550,,             550
2022-2023,29,Fairfax County,290,Fairview Elementary,             736,,             736
2022-2023,29,Fairfax County,1100,Falls Church High,"           2,123",,"           2,123"
2022-2023,29,Fairfax County,730,Flint Hill Elementary,             616,,             616
2022-2023,29,Fairfax County,740,Floris Elementary,             690,,             690
2022-2023,29,Fairfax County,70,Forest Edge Elementary,             447,,             447
2022-2023,29,Fairfax County,1450,Forestdale Elementary,             564,,             564
2022-2023,29,Fairfax County,370,Forestville Elementary,             552,,             552
2022-2023,29,Fairfax County,2224,Fort Belvoir Elementary,             709,,             709
2022-2023,29,Fairfax County,2458,Fort Belvoir Upper Elementary,             663,,             663
2022-2023,29,Fairfax County,1920,Fort Hunt Elementary,             576,,             576
2022-2023,29,Fairfax County,390,Fox Mill Elementary,             630,,             630
2022-2023,29,Fairfax County,320,Franconia Elementary,             524,,             524
2022-2023,29,Fairfax County,440,Franklin Middle,             833,,             833
2022-2023,29,Fairfax County,490,Freedom Hill Elementary,             523,,             523
2022-2023,29,Fairfax County,1410,Frost Middle,"           1,210",               1,"           1,211"
2022-2023,29,Fairfax County,630,Garfield Elementary,             316,,             316
2022-2023,29,Fairfax County,1170,Glasgow Middle,"           1,789",,"           1,789"
2022-2023,29,Fairfax County,970,Glen Forest Elementary,             828,,             828
2022-2023,29,Fairfax County,530,Graham Road Elementary,             427,,             427
2022-2023,29,Fairfax County,570,Great Falls Elementary,             547,,             547
2022-2023,29,Fairfax County,1840,Greenbriar East Elementary,             898,,             898
2022-2023,29,Fairfax County,1500,Greenbriar West Elementary,             639,,             639
2022-2023,29,Fairfax County,330,Groveton Elementary,             779,,             779
2022-2023,29,Fairfax County,690,Gunston Elementary,             559,,             559
2022-2023,29,Fairfax County,2210,Halley Elementary,             604,,             604
2022-2023,29,Fairfax County,750,Haycock Elementary,             872,,             872
2022-2023,29,Fairfax County,1740,Hayfield Elementary,             624,,             624
2022-2023,29,Fairfax County,1800,Hayfield Secondary,"           3,150",               2,"           3,152"
2022-2023,29,Fairfax County,1250,Herndon Elementary,             808,,             808
2022-2023,29,Fairfax County,32,Herndon High,"           2,368",,"           2,368"
2022-2023,29,Fairfax County,33,Herndon Middle,             962,,             962
2022-2023,29,Fairfax County,1330,Hollin Meadows Elementary,             607,,             607
2022-2023,29,Fairfax County,1521,Holmes Middle,             882,               1,             883
2022-2023,29,Fairfax County,350,Hughes Middle,             998,,             998
2022-2023,29,Fairfax County,1880,Hunt Valley Elementary,             734,,             734
2022-2023,29,Fairfax County,1950,Hunters Woods Elementary School for the Arts and Sciences,             731,,             731
2022-2023,29,Fairfax County,1980,Hutchison Elementary,"           1,070",,"           1,070"
2022-2023,29,Fairfax County,1420,Hybla Valley Elementary,             848,,             848
2022-2023,29,Fairfax County,1120,Irving Middle,"           1,168",               2,"           1,170"
2022-2023,29,Fairfax County,2235,Island Creek Elementary,             693,,             693
2022-2023,29,Fairfax County,673,Jackson Middle,"           1,055",               1,"           1,056"
2022-2023,29,Fairfax County,1110,Johnson Middle,"           1,072",               2,"           1,074"
2022-2023,29,Fairfax County,1070,Justice High,"           2,369",               1,"           2,370"
2022-2023,29,Fairfax County,1240,Keene Mill Elementary,             770,,             770
2022-2023,29,Fairfax County,980,Kent Gardens Elementary,"           1,023",,"           1,023"
2022-2023,29,Fairfax County,1901,Key Center,              52,,              52
2022-2023,29,Fairfax County,1900,Key Middle,             681,,             681
2022-2023,29,Fairfax County,1761,Kilmer Center,              53,,              53
2022-2023,29,Fairfax County,1760,Kilmer Middle,"           1,154",,"           1,154"
2022-2023,29,Fairfax County,1890,Kings Glen Elementary,             423,,             423
2022-2023,29,Fairfax County,1440,Kings Park Elementary,             645,,             645
2022-2023,29,Fairfax County,1570,Lake Anne Elementary,             600,,             600
2022-2023,29,Fairfax County,90,Lake Braddock Secondary,"           4,393",               3,"           4,396"
2022-2023,29,Fairfax County,2209,Lane Elementary,             732,,             732
2022-2023,29,Fairfax County,1460,Langley High,"           2,128",,"           2,128"
2022-2023,29,Fairfax County,2348,Laurel Hill Elementary,             734,,             734
2022-2023,29,Fairfax County,1970,Laurel Ridge Elementary,             787,,             787
2022-2023,29,Fairfax County,1850,Lees Corner Elementary,             594,,             594
2022-2023,29,Fairfax County,770,Lemon Road Elementary,             538,,             538
2022-2023,29,Fairfax County,1020,Lewis High,"           1,700",,"           1,700"
2022-2023,29,Fairfax County,2233,Liberty Middle,             923,,             923
2022-2023,29,Fairfax County,1400,Little Run Elementary,             308,,             308
2022-2023,29,Fairfax County,1830,London Towne Elementary,             706,,             706
2022-2023,29,Fairfax County,1150,Longfellow Middle,"           1,226",,"           1,226"
2022-2023,29,Fairfax County,2236,Lorton Station Elementary,             707,,             707
2022-2023,29,Fairfax County,890,Lynbrook Elementary,             613,,             613
2022-2023,29,Fairfax County,1060,Madison High,"           2,141",,"           2,141"
2022-2023,29,Fairfax County,1210,Mantua Elementary,             933,,             933
2022-2023,29,Fairfax County,1290,Marshall High,"           2,121",               1,"           2,122"
2022-2023,29,Fairfax County,1200,Marshall Road Elementary,             671,,             671
2022-2023,29,Fairfax County,2410,Mason Crest Elementary,             663,,             663
2022-2023,29,Fairfax County,790,McLean High,"           2,453",               1,"           2,454"
2022-2023,29,Fairfax County,2231,McNair Elementary,             550,,             550
2022-2023,29,Fairfax County,2200,McNair Upper Elementary,             625,,             625
2022-2023,29,Fairfax County,1390,Mosaic Elementary,             958,,             958
2022-2023,29,Fairfax County,510,Mount Eagle Elementary,             347,,             347
2022-2023,29,Fairfax County,420,Mount Vernon High,"           1,966",,"           1,966"
2022-2023,29,Fairfax County,1640,Mount Vernon Woods Elementary,             575,,             575
2022-2023,29,Fairfax County,2211,Mountain View High,             128,,             128
2022-2023,29,Fairfax County,800,Navy Elementary,             913,,             913
2022-2023,29,Fairfax County,470,Newington Forest Elementary,             572,,             572
2022-2023,29,Fairfax County,930,North Springfield Elementary,             484,,             484
2022-2023,29,Fairfax County,430,Oak Hill Elementary,             700,,             700
2022-2023,29,Fairfax County,1860,Oak View Elementary,             764,,             764
2022-2023,29,Fairfax County,140,Oakton Elementary,             778,,             778
2022-2023,29,Fairfax County,1710,Oakton High,"           2,708",,"           2,708"
2022-2023,29,Fairfax County,1650,Olde Creek Elementary,             358,,             358
2022-2023,29,Fairfax County,150,Orange Hunt Elementary,             872,,             872
2022-2023,29,Fairfax County,1030,Parklawn Elementary,             902,,             902
2022-2023,29,Fairfax County,2440,Pimmit Early Childhood Resource Center,              54,,              54
2022-2023,29,Fairfax County,820,Pine Spring Elementary,             626,,             626
2022-2023,29,Fairfax County,1130,Poe Middle,             874,,             874
2022-2023,29,Fairfax County,2080,Poplar Tree Elementary,             672,,             672
2022-2023,29,Fairfax County,2237,Powell Elementary,             929,,             929
2022-2023,29,Fairfax County,2230,Providence Elementary,             870,,             870
2022-2023,29,Fairfax County,1310,Ravensworth Elementary,             601,,             601
2022-2023,29,Fairfax County,1820,Riverside Elementary,             732,,             732
2022-2023,29,Fairfax County,1960,Robinson Secondary,"           3,612",               2,"           3,614"
2022-2023,29,Fairfax County,300,Rocky Run Middle,             936,,             936
2022-2023,29,Fairfax County,1770,Rolling Valley Elementary,             573,,             573
2022-2023,29,Fairfax County,950,Rose Hill Elementary,             675,,             675
2022-2023,29,Fairfax County,1300,Sandburg Middle,"           1,438",               2,"           1,440"
2022-2023,29,Fairfax County,2030,Sangster Elementary,             926,,             926
2022-2023,29,Fairfax County,2040,Saratoga Elementary,             582,,             582
2022-2023,29,Fairfax County,80,Sherman Elementary,             337,,             337
2022-2023,29,Fairfax County,1660,Shrevewood Elementary,             664,,             664
2022-2023,29,Fairfax County,1680,Silverbrook Elementary,             798,,             798
2022-2023,29,Fairfax County,710,Sleepy Hollow Elementary,             453,,             453
2022-2023,29,Fairfax County,2241,South County High,"           2,277",,"           2,277"
2022-2023,29,Fairfax County,2420,South County Middle,             951,,             951
2022-2023,29,Fairfax County,1990,South Lakes High,"           2,548",               4,"           2,552"
2022-2023,29,Fairfax County,1620,Spring Hill Elementary,             869,,             869
2022-2023,29,Fairfax County,960,Springfield Estates Elementary,             612,,             612
2022-2023,29,Fairfax County,1380,Stenwood Elementary,             541,,             541
2022-2023,29,Fairfax County,2070,Stone Middle,             679,,             679
2022-2023,29,Fairfax County,1350,Stratford Landing Elementary,             730,,             730
2022-2023,29,Fairfax County,280,Sunrise Valley Elementary,             544,,             544
2022-2023,29,Fairfax County,170,Terra Centre Elementary,             629,,             629
2022-2023,29,Fairfax County,250,Terraset Elementary,             621,,             621
2022-2023,29,Fairfax County,1371,Thomas Jefferson High for Science and Technology,"           1,970",,"           1,970"
2022-2023,29,Fairfax County,1140,Thoreau Middle,"           1,197",,"           1,197"
2022-2023,29,Fairfax County,830,Timber Lane Elementary,             613,,             613
2022-2023,29,Fairfax County,1160,Twain Middle,             991,,             991
2022-2023,29,Fairfax County,1540,Union Mill Elementary,             895,,             895
2022-2023,29,Fairfax County,120,Vienna Elementary,             382,,             382
2022-2023,29,Fairfax County,2252,Virginia Hills Early Childhood Resource Center,             203,,             203
2022-2023,29,Fairfax County,2050,Virginia Run Elementary,             706,,             706
2022-2023,29,Fairfax County,850,Wakefield Forest Elementary,             670,,             670
2022-2023,29,Fairfax County,2100,Waples Mill Elementary,             843,,             843
2022-2023,29,Fairfax County,1320,Washington Mill Elementary,             551,,             551
2022-2023,29,Fairfax County,1080,Waynewood Elementary,             715,,             715
2022-2023,29,Fairfax County,900,West Potomac High,"           2,765",,"           2,765"
2022-2023,29,Fairfax County,1430,West Springfield Elementary,             568,,             568
2022-2023,29,Fairfax County,1610,West Springfield High,"           2,674",,"           2,674"
2022-2023,29,Fairfax County,1580,Westbriar Elementary,             812,,             812
2022-2023,29,Fairfax County,2228,Westfield High,"           2,694",               2,"           2,696"
2022-2023,29,Fairfax County,1670,Westgate Elementary,             584,,             584
2022-2023,29,Fairfax County,580,Westlawn Elementary,             741,,             741
2022-2023,29,Fairfax County,520,Weyanoke Elementary,             570,,             570
2022-2023,29,Fairfax County,400,White Oaks Elementary,             718,,             718
2022-2023,29,Fairfax County,1550,Whitman Middle,             869,,             869
2022-2023,29,Fairfax County,2060,Willow Springs Elementary,             905,,             905
2022-2023,29,Fairfax County,1810,Wolftrap Elementary,             539,,             539
2022-2023,29,Fairfax County,650,Woodburn Elementary,             498,,             498
2022-2023,29,Fairfax County,380,Woodlawn Elementary,             479,,             479
2022-2023,29,Fairfax County,590,Woodley Hills Elementary,             486,,             486
2022-2023,29,Fairfax County,1260,Woodson High,"           2,490",,"           2,490"
2022-2023,109,Falls Church City,270,Jessie Thackrey  Preschool,              63,,              63
2022-2023,109,Falls Church City,252,Mary Ellen Henderson Middle,             582,,             582
2022-2023,109,Falls Church City,251,Meridian High,             875,,             875
2022-2023,109,Falls Church City,240,Mount Daniel Elementary,             461,,             461
2022-2023,109,Falls Church City,260,Oak Street Elementary,             526,,             526
2022-2023,30,Fauquier County,854,Auburn Middle,             554,,             554
2022-2023,30,Fauquier County,460,C. Hunter Ritchie Elementary,             499,,             499
2022-2023,30,Fauquier County,730,C.M. Bradley Elementary,             365,,             365
2022-2023,30,Fauquier County,520,Cedar Lee Middle,             610,,             610
2022-2023,30,Fauquier County,120,Claude Thompson Elementary,             258,,             258
2022-2023,30,Fauquier County,701,Fauquier High,"           1,163",,"           1,163"
2022-2023,30,Fauquier County,450,Grace Miller Elementary,             495,,             495
2022-2023,30,Fauquier County,511,Greenville Elementary,             500,,             500
2022-2023,30,Fauquier County,750,H.M. Pearson Elementary,             371,,             371
2022-2023,30,Fauquier County,853,James G. Brumfield Elementary,             496,,             496
2022-2023,30,Fauquier County,510,Kettle Run High,"           1,207",,"           1,207"
2022-2023,30,Fauquier County,851,Liberty High,"           1,371",,"           1,371"
2022-2023,30,Fauquier County,530,Margaret M. Pierce Elementary,             537,,             537
2022-2023,30,Fauquier County,10,Marshall Middle,             417,,             417
2022-2023,30,Fauquier County,20,Mary Walter Elementary,             406,,             406
2022-2023,30,Fauquier County,720,P.B. Smith Elementary,             421,,             421
2022-2023,30,Fauquier County,670,W.C. Taylor Middle,             437,,             437
2022-2023,30,Fauquier County,740,W.G. Coleman Elementary,             337,,             337
2022-2023,30,Fauquier County,660,Warrenton Middle,             395,,             395
2022-2023,31,Floyd County,90,Check Elementary,             292,               2,             294
2022-2023,31,Floyd County,660,Floyd County High,             701,               2,             703
2022-2023,31,Floyd County,360,Floyd Elementary,             455,,             455
2022-2023,31,Floyd County,650,Indian Valley Elementary,             123,,             123
2022-2023,31,Floyd County,500,Willis Elementary,             175,,             175
2022-2023,32,Fluvanna County,300,Carysbrook Elementary,             472,,             472
2022-2023,32,Fluvanna County,310,Central Elementary,             715,,             715
2022-2023,32,Fluvanna County,260,Fluvanna County High,"           1,489",,"           1,489"
2022-2023,32,Fluvanna County,320,Fluvanna Middle,             763,,             763
2022-2023,135,Franklin City,20,Franklin High,             378,,             378
2022-2023,135,Franklin City,561,Joseph P. King Jr. Middle,             164,,             164
2022-2023,135,Franklin City,10,S.P. Morton Elementary,             481,,             481
2022-2023,33,Franklin County,31,Benjamin Franklin Middle,"           1,397",,"           1,397"
2022-2023,33,Franklin County,1370,Boones Mill Elementary,             271,,             271
2022-2023,33,Franklin County,1320,Burnt Chimney Elementary,             277,,             277
2022-2023,33,Franklin County,350,Callaway Elementary,             169,,             169
2022-2023,33,Franklin County,20,Dudley Elementary,             216,,             216
2022-2023,33,Franklin County,1360,Ferrum Elementary,             223,,             223
2022-2023,33,Franklin County,1311,Franklin County High,"           1,904",,"           1,904"
2022-2023,33,Franklin County,690,Glade Hill Elementary,             205,,             205
2022-2023,33,Franklin County,10,Henry Elementary,             172,,             172
2022-2023,33,Franklin County,660,Lee M. Waid Elementary,             412,,             412
2022-2023,33,Franklin County,1380,Rocky Mount Elementary,             290,,             290
2022-2023,33,Franklin County,1170,Snow Creek Elementary,             194,,             194
2022-2023,33,Franklin County,960,Sontag Elementary,             241,,             241
2022-2023,33,Franklin County,980,Windy Gap Elementary,             281,,             281
2022-2023,34,Frederick County,586,Admiral Richard E. Byrd Middle,             804,,             804
2022-2023,34,Frederick County,10,Apple Pie Ridge Elementary,             423,,             423
2022-2023,34,Frederick County,320,Armel Elementary,             615,,             615
2022-2023,34,Frederick County,20,Bass-Hoover Elementary,             600,,             600
2022-2023,34,Frederick County,587,Evendale Elementary,             530,,             530
2022-2023,34,Frederick County,460,Frederick County Middle,             751,,             751
2022-2023,34,Frederick County,380,Gainesboro Elementary,             490,,             490
2022-2023,34,Frederick County,590,Greenwood Mill Elementary,             580,,             580
2022-2023,34,Frederick County,40,Indian Hollow Elementary,             393,,             393
2022-2023,34,Frederick County,30,James Wood High,"           1,437",               1,"           1,438"
2022-2023,34,Frederick County,420,James Wood Middle,             803,,             803
2022-2023,34,Frederick County,591,Jordan Springs Elementary,             566,,             566
2022-2023,34,Frederick County,340,Middletown Elementary,             568,,             568
2022-2023,34,Frederick County,584,Millbrook High,"           1,516",               1,"           1,517"
2022-2023,34,Frederick County,583,Orchard View Elementary,             461,,             461
2022-2023,34,Frederick County,582,Redbud Run Elementary,             589,,             589
2022-2023,34,Frederick County,480,Robert E. Aylor Middle,             799,,             799
2022-2023,34,Frederick County,581,Sherando High,"           1,666",,"           1,666"
2022-2023,34,Frederick County,410,Stonewall Elementary,             369,,             369
2022-2023,110,Fredericksburg City,50,Hugh Mercer Elementary,             959,,             959
2022-2023,110,Fredericksburg City,40,James Monroe High,"           1,002",,"           1,002"
2022-2023,110,Fredericksburg City,272,Lafayette Elementary,             912,,             912
2022-2023,110,Fredericksburg City,30,Walker-Grant Early Childhood Center,             139,,             139
2022-2023,110,Fredericksburg City,273,Walker-Grant Middle,             750,,             750
2022-2023,111,Galax City,10,Galax Elementary,             686,,             686
2022-2023,111,Galax City,31,Galax High,             378,               1,             379
2022-2023,111,Galax City,32,Galax Middle,             329,,             329
2022-2023,35,Giles County,10,Eastern Elementary/Middle ,             744,,             744
2022-2023,35,Giles County,461,Giles High,             657,               2,             659
2022-2023,35,Giles County,390,Macy Mcclaugherty Elementary/Middle,             789,,             789
2022-2023,35,Giles County,400,Narrows Elementary/Middle ,             859,,             859
2022-2023,35,Giles County,470,Narrows High,             411,,             411
2022-2023,36,Gloucester County,250,Abingdon Elementary,             441,              15,             456
2022-2023,36,Gloucester County,240,Achilles Elementary,             455,               4,             459
2022-2023,36,Gloucester County,381,Bethel Elementary,             498,               6,             504
2022-2023,36,Gloucester County,100,Botetourt Elementary,             546,               7,             553
2022-2023,36,Gloucester County,260,Gloucester High,"           1,536",,"           1,536"
2022-2023,36,Gloucester County,802,Page Middle,             581,,             581
2022-2023,36,Gloucester County,280,Peasley Middle,             620,,             620
2022-2023,36,Gloucester County,270,Petsworth Elementary,             382,               2,             384
2022-2023,37,Goochland County,120,Byrd Elementary,             320,,             320
2022-2023,37,Goochland County,360,Goochland Elementary,             387,,             387
2022-2023,37,Goochland County,220,Goochland High,             890,,             890
2022-2023,37,Goochland County,340,Goochland Middle,             574,,             574
2022-2023,37,Goochland County,260,Randolph Elementary,             472,,             472
2022-2023,38,Grayson County,480,Fairview Elementary,             155,,             155
2022-2023,38,Grayson County,911,Fries Elementary,             253,,             253
2022-2023,38,Grayson County,421,Grayson County High,             465,,             465
2022-2023,38,Grayson County,430,Grayson Highlands,             149,,             149
2022-2023,38,Grayson County,422,Independence Elementary,             277,,             277
2022-2023,38,Grayson County,11,Independence Middle,             262,,             262
2022-2023,39,Greene County,20,Nathanael Greene Elementary,             353,,             353
2022-2023,39,Greene County,10,Nathanael Greene Primary,             347,,             347
2022-2023,39,Greene County,30,Ruckersville Elementary,             506,,             506
2022-2023,39,Greene County,72,William Monroe High,             957,,             957
2022-2023,39,Greene County,71,William Monroe Middle,             675,,             675
2022-2023,40,Greensville County,260,Belfield Elementary,             145,,             145
2022-2023,40,Greensville County,190,Edward W. Wyatt Middle,             449,,             449
2022-2023,40,Greensville County,200,Greensville County High,             607,,             607
2022-2023,40,Greensville County,50,Greensville Elementary,             833,,             833
2022-2023,41,Halifax County,1560,Clays Mill Elementary,             212,,             212
2022-2023,41,Halifax County,20,Cluster Springs Elementary,             547,,             547
2022-2023,41,Halifax County,10,Halifax County High,"           1,398",               4,"           1,402"
2022-2023,41,Halifax County,1480,Halifax County Middle,             924,,             924
2022-2023,41,Halifax County,790,Lake Taylor,               1,,               1
2022-2023,41,Halifax County,1550,Meadville Elementary,             162,,             162
2022-2023,41,Halifax County,1510,Scottsburg Elementary,             188,,             188
2022-2023,41,Halifax County,1521,Sinai Elementary,             220,,             220
2022-2023,41,Halifax County,30,South Boston Elementary,             666,,             666
2022-2023,41,Halifax County,950,South Boston/Halifax Early Learning Center,             111,,             111
2022-2023,41,Halifax County,1490,Sydnor Jennings Elementary,             192,,             192
2022-2023,112,Hampton City,500,A.W.E. Bassette Elementary,             494,,             494
2022-2023,112,Hampton City,160,Aberdeen Elementary,             442,,             442
2022-2023,112,Hampton City,470,Albert W. Patrick III Elementary,             411,,             411
2022-2023,112,Hampton City,260,Alfred S. Forrest Elementary,             540,,             540
2022-2023,112,Hampton City,120,Armstrong Elementary,             297,,             297
2022-2023,112,Hampton City,330,Barron Elementary,             368,,             368
2022-2023,112,Hampton City,350,Benjamin Syms Middle,             897,,             897
2022-2023,112,Hampton City,430,Bethel High,"           1,777",,"           1,777"
2022-2023,112,Hampton City,450,C. Alton Lindsay Middle,             707,,             707
2022-2023,112,Hampton City,460,Captain John Smith Elementary,             393,,             393
2022-2023,112,Hampton City,300,Cesar Tarrant Middle,             676,,             676
2022-2023,112,Hampton City,420,Christopher C. Kraft Elementary ,             457,,             457
2022-2023,112,Hampton City,30,Francis Asbury Elementary,             450,,             450
2022-2023,112,Hampton City,70,Francis W. Jones Magnet Middle,             610,,             610
2022-2023,112,Hampton City,650,George P. Phenix Elementary,"           1,516",,"           1,516"
2022-2023,112,Hampton City,280,Hampton High,"           1,359",,"           1,359"
2022-2023,112,Hampton City,640,Hunter B. Andrews,"           1,131",,"           1,131"
2022-2023,112,Hampton City,250,Jane H. Bryan Elementary,             376,,             376
2022-2023,112,Hampton City,320,Kecoughtan High,"           1,564",,"           1,564"
2022-2023,112,Hampton City,490,Luther W. Machen Elementary ,             455,,             455
2022-2023,112,Hampton City,440,Mary S. Peake Elementary,             402,,             402
2022-2023,112,Hampton City,270,Mary T. Christian Elementary,             273,,             273
2022-2023,112,Hampton City,360,Mary W. Jackson Elementary,             309,,             309
2022-2023,112,Hampton City,210,Moton Early Childhood Center,             248,,             248
2022-2023,112,Hampton City,410,Paul Burbank Elementary,             443,,             443
2022-2023,112,Hampton City,370,Phillips Elementary,             417,,             417
2022-2023,112,Hampton City,50,Phoebus High,"           1,365",,"           1,365"
2022-2023,112,Hampton City,180,Samuel P. Langley Elementary,             456,,             456
2022-2023,112,Hampton City,380,Thomas Eaton Middle,             577,,             577
2022-2023,112,Hampton City,80,William Mason Cooper Elementary,             386,,             386
2022-2023,42,Hanover County,62,Atlee High,"           1,526",,"           1,526"
2022-2023,42,Hanover County,360,Battlefield Park Elementary,             404,,             404
2022-2023,42,Hanover County,20,Beaverdam Elementary,             292,,             292
2022-2023,42,Hanover County,440,Bell Creek Middle,             934,,             934
2022-2023,42,Hanover County,61,Chickahominy Middle,"           1,131",,"           1,131"
2022-2023,42,Hanover County,70,Cold Harbor Elementary,             527,,             527
2022-2023,42,Hanover County,551,Cool Spring Elementary,             778,,             778
2022-2023,42,Hanover County,430,Elmont Elementary,             395,,             395
2022-2023,42,Hanover County,554,Hanover High,"           1,427",,"           1,427"
2022-2023,42,Hanover County,150,Henry Clay Elementary,             361,,             361
2022-2023,42,Hanover County,162,John M. Gandy Elementary,             322,,             322
2022-2023,42,Hanover County,200,Kersey Creek Elementary,             701,,             701
2022-2023,42,Hanover County,210,Laurel Meadow Elementary,             569,,             569
2022-2023,42,Hanover County,450,Liberty Middle,             911,,             911
2022-2023,42,Hanover County,420,Mechanicsville Elementary,             615,,             615
2022-2023,42,Hanover County,370,Mechanicsville High,"           1,354",,"           1,354"
2022-2023,42,Hanover County,553,Oak Knoll Middle,             941,,             941
2022-2023,42,Hanover County,400,Patrick Henry High,"           1,323",,"           1,323"
2022-2023,42,Hanover County,410,Pearson's Corner Elementary,             575,,             575
2022-2023,42,Hanover County,552,Pole Green Elementary,             534,,             534
2022-2023,42,Hanover County,30,Rural Point Elementary,             607,,             607
2022-2023,42,Hanover County,40,South Anna Elementary,             454,,             454
2022-2023,42,Hanover County,290,Washington-Henry Elementary ,             385,,             385
2022-2023,113,Harrisonburg City,120,Bluestone Elementary,             550,,             550
2022-2023,113,Harrisonburg City,12,Harrisonburg High,"           1,951",               2,"           1,953"
2022-2023,113,Harrisonburg City,50,Keister Elementary,             526,,             526
2022-2023,113,Harrisonburg City,111,Skyline Middle,             697,,             697
2022-2023,113,Harrisonburg City,110,Smithland Elementary,             730,,             730
2022-2023,113,Harrisonburg City,60,Spotswood Elementary,             448,,             448
2022-2023,113,Harrisonburg City,191,Stone Spring Elementary,             557,,             557
2022-2023,113,Harrisonburg City,80,Thomas Harrison Middle,             693,,             693
2022-2023,113,Harrisonburg City,30,Waterman Elementary,             530,,             530
2022-2023,43,Henrico County,450,Anthony P. Mehfoud Elementary,             331,,             331
2022-2023,43,Henrico County,320,Arthur Ashe Jr. Elementary ,             491,,             491
2022-2023,43,Henrico County,500,Brookland Middle,"           1,074",,"           1,074"
2022-2023,43,Henrico County,120,Cashell Donahoe Elementary,             514,,             514
