School Year,Division Number,Division Name,School Number,School Name,FT Count,PT Count,Total Count
2020-2021,121,Portsmouth City,1770,Olive Branch Preschool Center,             138,,             138
2020-2021,121,Portsmouth City,60,Park View Elementary,             541,,             541
2020-2021,121,Portsmouth City,290,Simonsdale Elementary,             625,,             625
2020-2021,121,Portsmouth City,1769,Victory Elementary,             515,,             515
2020-2021,121,Portsmouth City,210,Westhaven Elementary,             501,,             501
2020-2021,121,Portsmouth City,310,William E. Waters Middle,             523,,             523
2020-2021,121,Portsmouth City,1660,Woodrow Wilson High,"           1,310",,"           1,310"
2020-2021,72,Powhatan County,21,Flat Rock Elementary,             626,,             626
2020-2021,72,Powhatan County,231,Pocahontas Elementary,             752,,             752
2020-2021,72,Powhatan County,13,Powhatan Elementary,             423,,             423
2020-2021,72,Powhatan County,11,Powhatan High,"           1,438",               3,"           1,441"
2020-2021,72,Powhatan County,130,Powhatan Middle,             969,               1,             970
2020-2021,73,Prince Edward County,400,Prince Edward County High,             594,,             594
2020-2021,73,Prince Edward County,10,Prince Edward Elementary,             753,               2,             755
2020-2021,73,Prince Edward County,20,Prince Edward Middle,             600,,             600
2020-2021,74,Prince George County,340,David A. Harrison Elementary,             520,,             520
2020-2021,74,Prince George County,320,J.E.J. Moore Middle ,"           1,476",,"           1,476"
2020-2021,74,Prince George County,310,L.L. Beazley Elementary,             617,,             617
2020-2021,74,Prince George County,290,North Elementary,             730,,             730
2020-2021,74,Prince George County,20,Prince George High,"           1,802",,"           1,802"
2020-2021,74,Prince George County,300,South Elementary,             447,,             447
2020-2021,74,Prince George County,280,William A. Walton Elementary,             507,,             507
2020-2021,75,Prince William County,330,A. Henderson Elementary,             753,,             753
2020-2021,75,Prince William County,760,Antietam Elementary,             789,,             789
2020-2021,75,Prince William County,200,Ashland Elementary,             798,,             798
2020-2021,75,Prince William County,290,Battlefield High ,"           2,928",              10,"           2,938"
2020-2021,75,Prince William County,670,Bel Air Elementary,             403,,             403
2020-2021,75,Prince William County,600,Belmont Elementary,             533,,             533
2020-2021,75,Prince William County,840,Bennett Elementary,             707,,             707
2020-2021,75,Prince William County,530,Brentsville District High,             981,               3,             984
2020-2021,75,Prince William County,860,Bristow Run Elementary,             589,,             589
2020-2021,75,Prince William County,950,Buckland Mills Elementary,             705,,             705
2020-2021,75,Prince William County,920,Bull Run Middle,"           1,154",,"           1,154"
2020-2021,75,Prince William County,620,C.A. Sinclair Elementary,             790,,             790
2020-2021,75,Prince William County,710,C.D. Hylton High,"           2,159",,"           2,159"
2020-2021,75,Prince William County,900,Cedar Point Elementary,             519,,             519
2020-2021,75,Prince William County,5010,Charles J. Colgan Sr. High,"           2,950",               3,"           2,953"
2020-2021,75,Prince William County,970,Chris Yung Elementary,             771,,             771
2020-2021,75,Prince William County,660,Coles Elementary,             407,,             407
2020-2021,75,Prince William County,309,Covington-Harper Elementary,             733,,             733
2020-2021,75,Prince William County,610,Dale City Elementary,             438,,             438
2020-2021,75,Prince William County,280,Dumfries Elementary,             437,,             437
2020-2021,75,Prince William County,490,E.H. Marsteller Middle,"           1,251",               1,"           1,252"
2020-2021,75,Prince William County,580,Elizabeth Vaughan Elementary,             573,,             573
2020-2021,75,Prince William County,120,Enterprise Elementary,             392,,             392
2020-2021,75,Prince William County,370,Fannie W. Fitzgerald Elementary,             840,,             840
2020-2021,75,Prince William County,450,Featherstone Elementary,             481,,             481
2020-2021,75,Prince William County,870,Forest Park High,"           2,265",               2,"           2,267"
2020-2021,75,Prince William County,520,Fred M. Lynn Middle,"           1,368",,"           1,368"
2020-2021,75,Prince William County,300,Freedom High ,"           2,224",,"           2,224"
2020-2021,75,Prince William County,960,Gainesville Middle,"           1,400",,"           1,400"
2020-2021,75,Prince William County,690,Gar-Field High,"           2,385",               1,"           2,386"
2020-2021,75,Prince William County,630,George G. Tyler Elementary,             463,,             463
2020-2021,75,Prince William County,640,George M. Hampton Middle,"           1,006",,"           1,006"
2020-2021,75,Prince William County,770,George P. Mullen Elementary,             742,,             742
2020-2021,75,Prince William County,340,Glenkirk Elementary,             667,,             667
2020-2021,75,Prince William County,510,Graham Park Middle,             985,,             985
2020-2021,75,Prince William County,250,Haymarket Elementary,             827,,             827
2020-2021,75,Prince William County,380,Herbert J. Saunders Middle,"           1,217",,"           1,217"
2020-2021,75,Prince William County,220,J.W. Alvey Elementary,             499,,             499
2020-2021,75,Prince William County,319,John D. Jenkins Elementary,             627,,             627
2020-2021,75,Prince William County,130,John F. Pattie Sr. Elementary,             802,,             802
2020-2021,75,Prince William County,70,Kerrydale Elementary,             352,,             352
2020-2021,75,Prince William County,306,Kyle R. Wilson Elementary,             870,,             870
2020-2021,75,Prince William County,180,Lake Ridge Elementary,             666,,             666
2020-2021,75,Prince William County,720,Lake Ridge Middle,"           1,483",               2,"           1,485"
2020-2021,75,Prince William County,830,Leesylvania Elementary,             701,,             701
2020-2021,75,Prince William County,460,Loch Lomond Elementary,             553,,             553
2020-2021,75,Prince William County,880,Louise A. Benton Middle,"           1,348",,"           1,348"
2020-2021,75,Prince William County,160,Martin Luther King Jr. Elementary,             446,,             446
2020-2021,75,Prince William County,570,Marumsco Hills Elementary,             568,,             568
2020-2021,75,Prince William County,231,Mary G. Porter Traditional,             681,,             681
2020-2021,75,Prince William County,240,Mary Williams Elementary ,             680,,             680
2020-2021,75,Prince William County,30,Minnieville Elementary,             566,,             566
2020-2021,75,Prince William County,800,Montclair Elementary,             641,,             641
2020-2021,75,Prince William County,810,Mountain View Elementary,             473,,             473
2020-2021,75,Prince William County,700,Neabsco Elementary,             663,,             663
2020-2021,75,Prince William County,260,Occoquan Elementary,             621,,             621
2020-2021,75,Prince William County,820,Old Bridge Elementary,             475,,             475
2020-2021,75,Prince William County,80,Osbourn Park High,"           2,617",               1,"           2,618"
2020-2021,75,Prince William County,501,Parkside Middle,"           1,516",,"           1,516"
2020-2021,75,Prince William County,1060,Patriot High,"           2,846",               2,"           2,848"
2020-2021,75,Prince William County,945,Pennington Elementary,             657,,             657
2020-2021,75,Prince William County,110,Piney Branch Elementary,             739,,             739
2020-2021,75,Prince William County,140,Potomac High,"           1,963",,"           1,963"
2020-2021,75,Prince William County,170,Potomac Middle,"           1,215",,"           1,215"
2020-2021,75,Prince William County,550,Potomac View Elementary,             536,,             536
2020-2021,75,Prince William County,440,R. Dean Kilby Elementary,             640,,             640
2020-2021,75,Prince William County,591,Rippon Middle,"           1,371",,"           1,371"
2020-2021,75,Prince William County,750,River Oaks Elementary,             600,,             600
2020-2021,75,Prince William County,40,Rockledge Elementary,             491,,             491
2020-2021,75,Prince William County,310,Ronald Wilson Reagan Middle,"           1,383",,"           1,383"
2020-2021,75,Prince William County,941,Rosa Parks Elementary,             604,,             604
2020-2021,75,Prince William County,360,Samuel L. Gravely Jr. Elementary,             757,,             757
2020-2021,75,Prince William County,730,Sharon C. McAuliffe Elementary,             399,,             399
2020-2021,75,Prince William County,500,Signal Hill Elementary,             696,,             696
2020-2021,75,Prince William County,850,Sonnie Penn Elementary,             682,,             682
2020-2021,75,Prince William County,320,Springwoods Elementary,             763,,             763
2020-2021,75,Prince William County,780,Stuart M. Beville Middle,"           1,075",,"           1,075"
2020-2021,75,Prince William County,20,Sudley Elementary,             613,,             613
2020-2021,75,Prince William County,270,Suella G. Ellis Elementary,             449,,             449
2020-2021,75,Prince William County,890,Swans Creek Elementary,             645,,             645
2020-2021,75,Prince William County,470,T. Clay Wood Elementary,             860,,             860
2020-2021,75,Prince William County,150,The Nokesville School,"           1,060",,"           1,060"
2020-2021,75,Prince William County,790,Thurgood Marshall Elementary,             638,,             638
2020-2021,75,Prince William County,430,Triangle Elementary,             721,,             721
2020-2021,75,Prince William County,480,Unity Braxton Middle ,"           1,125",,"           1,125"
2020-2021,75,Prince William County,680,Unity Reed High,"           2,769",,"           2,769"
2020-2021,75,Prince William County,390,Victory Elementary,             639,,             639
2020-2021,75,Prince William County,540,West Gate Elementary,             585,,             585
2020-2021,75,Prince William County,740,Westridge Elementary,             660,,             660
2020-2021,75,Prince William County,190,Woodbine Pre-School Center,              85,,              85
2020-2021,75,Prince William County,60,Woodbridge High,"           2,821",               1,"           2,822"
2020-2021,75,Prince William County,560,Woodbridge Middle,"           1,221",,"           1,221"
2020-2021,75,Prince William County,350,Yorkshire Elementary,             765,,             765
2020-2021,77,Pulaski County,20,Critzer Elementary,             402,,             402
2020-2021,77,Pulaski County,540,Dublin Elementary,             412,,             412
2020-2021,77,Pulaski County,560,Pulaski County Middle,             926,,             926
2020-2021,77,Pulaski County,10,Pulaski County Senior High,"           1,225",,"           1,225"
2020-2021,77,Pulaski County,230,Pulaski Elementary ,             506,,             506
2020-2021,77,Pulaski County,500,Riverlawn Elementary,             356,,             356
2020-2021,77,Pulaski County,430,Snowville Elementary,             183,,             183
2020-2021,122,Radford City,10,Belle Heth Elementary,             786,,             786
2020-2021,122,Radford City,42,John N. Dalton Intermediate,             409,,             409
2020-2021,122,Radford City,20,McHarg Elementary,             750,,             750
2020-2021,122,Radford City,41,Radford High,             575,,             575
2020-2021,78,Rappahannock County,240,Rappahannock County Elementary,             462,,             462
2020-2021,78,Rappahannock County,230,Rappahannock County High,             304,,             304
2020-2021,123,Richmond City,30,Albert Hill Middle,             509,,             509
2020-2021,123,Richmond City,750,Amelia Street Special Education,              33,,              33
2020-2021,123,Richmond City,850,Armstrong High ,             771,,             771
2020-2021,123,Richmond City,390,Barack Obama Elementary,             335,,             335
2020-2021,123,Richmond City,100,Bellevue Elementary,             230,,             230
2020-2021,123,Richmond City,50,Binford Middle,             451,,             451
2020-2021,123,Richmond City,170,Blackwell Elementary,             408,,             408
2020-2021,123,Richmond City,1100,Broad Rock Elementary,             706,,             706
2020-2021,123,Richmond City,1440,Cardinal Elementary,             807,,             807
2020-2021,123,Richmond City,830,Chimborazo Elementary,             410,,             410
2020-2021,123,Richmond City,1400,Elizabeth D. Redd Elementary,             400,,             400
2020-2021,123,Richmond City,710,Fairfield Court Elementary,             278,,             278
2020-2021,123,Richmond City,621,Franklin Military Academy,             363,,             363
2020-2021,123,Richmond City,1470,G.H. Reid Elementary,             655,,             655
2020-2021,123,Richmond City,311,George W. Carver Elementary,             377,,             377
2020-2021,123,Richmond City,741,George Wythe High,"           1,295",,"           1,295"
2020-2021,123,Richmond City,230,Ginter Park Elementary,             305,,             305
2020-2021,123,Richmond City,470,Henderson Middle,             423,,             423
2020-2021,123,Richmond City,290,Henry Marsh III Elementary,"           3,537",,"           3,537"
2020-2021,123,Richmond City,1510,Huguenot High,"           1,207",,"           1,207"
2020-2021,123,Richmond City,1640,J.B. Fisher Elementary,             264,,             264
2020-2021,123,Richmond City,1710,J.L. Francis Elementary,             565,,             565
2020-2021,123,Richmond City,600,John B. Cary Elementary,             226,,             226
2020-2021,123,Richmond City,730,John Marshall High,             496,,             496
2020-2021,123,Richmond City,3106,Linwood Holton Elementary,             482,,             482
2020-2021,123,Richmond City,3105,Lucille M. Brown Middle,             690,,             690
2020-2021,123,Richmond City,771,Martin Luther King Jr. Early Learning Center,             168,,             168
2020-2021,123,Richmond City,770,Martin Luther King Jr. Middle ,             611,,             611
2020-2021,123,Richmond City,580,Mary Munford Elementary,             449,,             449
2020-2021,123,Richmond City,690,Maymont Pre-K Center,             547,,             547
2020-2021,123,Richmond City,3107,Miles Jones Elementary,             566,,             566
2020-2021,123,Richmond City,330,Oak Grove/Bellemeade Elementary,             609,,             609
2020-2021,123,Richmond City,90,Open High,             191,,             191
2020-2021,123,Richmond City,130,Overby-Sheppard Elementary,             302,,             302
2020-2021,123,Richmond City,3119,Patrick Henry School Of Science And Arts,             340,,             340
2020-2021,123,Richmond City,3110,Richmond Alternative School,"           3,241",,"           3,241"
2020-2021,123,Richmond City,3200,Richmond Career Education and Employment (Charter School),              24,,              24
2020-2021,123,Richmond City,452,Richmond Community High,             225,,             225
2020-2021,123,Richmond City,1631,River City Middle,"           1,417",,"           1,417"
2020-2021,123,Richmond City,1480,Southampton Elementary,             409,,             409
2020-2021,123,Richmond City,511,Summer Hill Preschool Center,             136,,             136
2020-2021,123,Richmond City,210,Swansboro Elementary,             192,,             192
2020-2021,123,Richmond City,480,Thomas C. Boushall Middle,             498,,             498
2020-2021,123,Richmond City,20,Thomas Jefferson High,             932,,             932
2020-2021,123,Richmond City,660,Westover Hills Elementary,             399,,             399
2020-2021,123,Richmond City,200,William Fox Elementary,             372,,             372
2020-2021,123,Richmond City,650,Woodville Elementary,             374,,             374
2020-2021,79,Richmond County,210,Rappahannock High,             500,,             500
2020-2021,79,Richmond County,20,Richmond County Elementary,             806,,             806
2020-2021,124,Roanoke City,280,Addison Aerospace Magnet Middle,             670,,             670
2020-2021,124,Roanoke City,210,Breckinridge Middle,             697,,             697
2020-2021,124,Roanoke City,20,Crystal Spring Elementary,             325,,             325
2020-2021,124,Roanoke City,410,Fairview Elementary,             565,,             565
2020-2021,124,Roanoke City,50,Fallon Park Elementary,             572,,             572
2020-2021,124,Roanoke City,380,Fishburn Park Elementary,             259,,             259
2020-2021,124,Roanoke City,300,Garden City Elementary,             278,,             278
2020-2021,124,Roanoke City,310,Grandin Court Elementary,             341,,             341
2020-2021,124,Roanoke City,110,Highland Park Elementary,             372,,             372
2020-2021,124,Roanoke City,420,Hurt Park Elementary,             367,,             367
2020-2021,124,Roanoke City,450,James Madison Middle,             622,,             622
2020-2021,124,Roanoke City,230,John P. Fishwick Middle,             507,,             507
2020-2021,124,Roanoke City,340,Lincoln Terrace Elementary,             291,,             291
2020-2021,124,Roanoke City,370,Monterey Elementary,             478,,             478
2020-2021,124,Roanoke City,60,Morningside Elementary,             249,,             249
2020-2021,124,Roanoke City,390,Patrick Henry High,"           1,995",,"           1,995"
2020-2021,124,Roanoke City,240,Preston Park Elementary,             534,,             534
2020-2021,124,Roanoke City,220,Roanoke Academy For Mathematics & Science Elementary,             365,,             365
2020-2021,124,Roanoke City,320,Round Hill Elementary,             711,,             711
2020-2021,124,Roanoke City,70,Virginia Heights Elementary,             294,,             294
2020-2021,124,Roanoke City,90,Wasena Elementary,             223,,             223
2020-2021,124,Roanoke City,350,Westside Elementary,             739,,             739
2020-2021,124,Roanoke City,400,William Fleming High,"           1,747",,"           1,747"
2020-2021,124,Roanoke City,150,Woodrow Wilson Middle,             652,               1,             653
2020-2021,80,Roanoke County,420,Back Creek Elementary,             262,,             262
2020-2021,80,Roanoke County,752,Bonsack Elementary,             352,,             352
2020-2021,80,Roanoke County,180,Burlington Elementary,             443,,             443
2020-2021,80,Roanoke County,560,Cave Spring Elementary,             500,,             500
2020-2021,80,Roanoke County,470,Cave Spring High,             999,               1,"           1,000"
2020-2021,80,Roanoke County,620,Cave Spring Middle,             766,,             766
2020-2021,80,Roanoke County,330,Clearbrook Elementary,             326,,             326
2020-2021,80,Roanoke County,40,Fort Lewis Elementary,             238,,             238
2020-2021,80,Roanoke County,650,Glen Cove Elementary,             423,,             423
2020-2021,80,Roanoke County,490,Glenvar Elementary,             339,,             339
2020-2021,80,Roanoke County,610,Glenvar High,             628,,             628
2020-2021,80,Roanoke County,751,Glenvar Middle,             448,               1,             449
2020-2021,80,Roanoke County,600,Green Valley Elementary,             555,,             555
2020-2021,80,Roanoke County,540,Herman L. Horn Elementary,             425,,             425
2020-2021,80,Roanoke County,754,Hidden Valley High,             781,,             781
2020-2021,80,Roanoke County,10,Hidden Valley Middle,             594,,             594
2020-2021,80,Roanoke County,530,Mason's Cove Elementary,             212,,             212
2020-2021,80,Roanoke County,290,Mount Pleasant Elementary,             275,,             275
2020-2021,80,Roanoke County,500,Mountain View Elementary,             313,,             313
2020-2021,80,Roanoke County,520,Northside High,             919,,             919
2020-2021,80,Roanoke County,640,Northside Middle,             653,,             653
2020-2021,80,Roanoke County,480,Oak Grove Elementary,             395,,             395
2020-2021,80,Roanoke County,50,Penn Forest Elementary,             438,,             438
2020-2021,80,Roanoke County,60,W.E. Cundiff Elementary,             498,,             498
2020-2021,80,Roanoke County,630,William Byrd High,"           1,088",,"           1,088"
2020-2021,80,Roanoke County,232,William Byrd Middle,             820,,             820
2020-2021,81,Rockbridge County,650,Central Elementary,             440,,             440
2020-2021,81,Rockbridge County,150,Fairfield Elementary,             254,,             254
2020-2021,81,Rockbridge County,678,Maury River Middle School,             630,,             630
2020-2021,81,Rockbridge County,340,Mountain View Elementary,             125,,             125
2020-2021,81,Rockbridge County,641,Natural Bridge Elementary,             234,,             234
2020-2021,81,Rockbridge County,22,Rockbridge County High,"           1,028",,"           1,028"
2020-2021,82,Rockingham County,870,Broadway High,             976,               5,             981
2020-2021,82,Rockingham County,861,Cub Run Elementary,             642,,             642
2020-2021,82,Rockingham County,391,East Rockingham High,             699,               1,             700
2020-2021,82,Rockingham County,400,Elkton Elementary,             306,,             306
2020-2021,82,Rockingham County,900,Elkton Middle,             558,,             558
2020-2021,82,Rockingham County,940,Fulks Run Elementary,             135,,             135
2020-2021,82,Rockingham County,960,J. Frank Hillyard Middle,             679,,             679
2020-2021,82,Rockingham County,1071,John C. Myers Elementary,             485,,             485
2020-2021,82,Rockingham County,970,John W. Wayland Elementary,             528,,             528
2020-2021,82,Rockingham County,500,Lacey Spring Elementary,             220,,             220
2020-2021,82,Rockingham County,360,Linville-Edom Elementary,             185,,             185
2020-2021,82,Rockingham County,600,McGaheysville Elementary,             243,,             243
2020-2021,82,Rockingham County,860,Montevideo Middle,             669,,             669
2020-2021,82,Rockingham County,520,Mountain View Elementary,             431,,             431
2020-2021,82,Rockingham County,920,Ottobine Elementary,             172,,             172
2020-2021,82,Rockingham County,1073,Peak View Elementary,             457,,             457
2020-2021,82,Rockingham County,10,Plains Elementary,             423,,             423
2020-2021,82,Rockingham County,950,Pleasant Valley Elementary,             220,,             220
2020-2021,82,Rockingham County,390,River Bend Elementary,             345,,             345
2020-2021,82,Rockingham County,830,South River Elementary,             278,,             278
2020-2021,82,Rockingham County,20,Spotswood High,             936,               1,             937
2020-2021,82,Rockingham County,850,Turner Ashby High,"           1,014",              11,"           1,025"
2020-2021,82,Rockingham County,890,Wilbur S. Pence Middle,             735,,             735
2020-2021,83,Russell County,580,Belfast Elementary,             140,,             140
2020-2021,83,Russell County,792,Castlewood Elementary,             351,,             351
2020-2021,83,Russell County,791,Castlewood High,             337,,             337
2020-2021,83,Russell County,820,Copper Creek Elementary,              98,,              98
2020-2021,83,Russell County,890,Honaker Elementary,             618,,             618
2020-2021,83,Russell County,540,Honaker High,             456,,             456
2020-2021,83,Russell County,410,Lebanon Elementary,             285,,             285
2020-2021,83,Russell County,140,Lebanon High,             581,,             581
2020-2021,83,Russell County,902,Lebanon Middle,             316,,             316
2020-2021,83,Russell County,390,Lebanon Primary,             244,,             244
2020-2021,83,Russell County,710,Swords Creek Elementary,             126,,             126
2020-2021,139,Salem City,100,Andrew Lewis Middle,             927,,             927
2020-2021,139,Salem City,550,East Salem Elementary,             437,,             437
2020-2021,139,Salem City,90,G.W. Carver Elementary,             447,,             447
2020-2021,139,Salem City,70,Salem High,"           1,262",,"           1,262"
2020-2021,139,Salem City,580,South Salem Elementary,             363,,             363
2020-2021,139,Salem City,460,West Salem Elementary,             392,,             392
2020-2021,84,Scott County,750,Duffield-Pattonsville Primary,             280,,             280
2020-2021,84,Scott County,42,Dungannon Intermediate,              62,,              62
2020-2021,84,Scott County,102,Fort Blackmore Primary,              84,,              84
2020-2021,84,Scott County,770,Gate City High,             638,               4,             642
2020-2021,84,Scott County,771,Gate City Middle,             321,,             321
2020-2021,84,Scott County,670,Hilton Elementary,             147,,             147
2020-2021,84,Scott County,220,Nickelsville Elementary,             242,,             242
2020-2021,84,Scott County,260,Rye Cove High,             266,,             266
2020-2021,84,Scott County,20,Rye Cove Intermediate,             184,,             184
2020-2021,84,Scott County,641,Shoemaker Elementary,             544,,             544
2020-2021,84,Scott County,780,Twin Springs High,             226,,             226
2020-2021,84,Scott County,740,Weber City Elementary,             338,,             338
2020-2021,84,Scott County,790,Yuma Elementary,             202,,             202
2020-2021,85,Shenandoah County,820,Ashby Lee Elementary,             583,,             583
2020-2021,85,Shenandoah County,780,Central High,             946,,             946
2020-2021,85,Shenandoah County,40,North Fork Middle,             361,,             361
2020-2021,85,Shenandoah County,30,Peter Muhlenberg Middle,             534,,             534
2020-2021,85,Shenandoah County,810,Sandy Hook Elementary,             695,,             695
2020-2021,85,Shenandoah County,50,Signal Knob Middle,             440,,             440
2020-2021,85,Shenandoah County,790,Stonewall Jackson High,             631,,             631
2020-2021,85,Shenandoah County,770,Strasburg High,             720,,             720
2020-2021,85,Shenandoah County,20,W.W. Robinson Elementary,             859,,             859
2020-2021,86,Smyth County,290,Atkins Elementary,             186,,             186
2020-2021,86,Smyth County,730,Chilhowie Elementary,             554,,             554
2020-2021,86,Smyth County,460,Chilhowie High,             406,,             406
2020-2021,86,Smyth County,851,Chilhowie Middle,             284,,             284
2020-2021,86,Smyth County,710,Marion Elementary,             316,,             316
2020-2021,86,Smyth County,680,Marion Middle,             505,,             505
2020-2021,86,Smyth County,700,Marion Senior High,             624,,             624
2020-2021,86,Smyth County,250,Northwood High,             268,,             268
2020-2021,86,Smyth County,120,Northwood Middle,             177,,             177
2020-2021,86,Smyth County,690,Oak Point Elementary,             357,,             357
2020-2021,86,Smyth County,720,Rich Valley Elementary,             126,,             126
2020-2021,86,Smyth County,740,Saltville Elementary,             200,,             200
2020-2021,86,Smyth County,555,Sugar Grove Elementary,             107,,             107
2020-2021,87,Southampton County,710,Capron Elementary,             186,,             186
2020-2021,87,Southampton County,20,Meherrin Elementary,             241,,             241
2020-2021,87,Southampton County,10,Nottoway Elementary,             272,,             272
2020-2021,87,Southampton County,780,Riverdale Elementary,             498,,             498
2020-2021,87,Southampton County,690,Southampton High,             760,,             760
2020-2021,87,Southampton County,700,Southampton Middle,             653,,             653
2020-2021,88,Spotsylvania County,10,Battlefield Elementary,             647,,             647
2020-2021,88,Spotsylvania County,50,Battlefield Middle,             843,,             843
2020-2021,88,Spotsylvania County,340,Berkeley Elementary,             255,,             255
2020-2021,88,Spotsylvania County,400,Brock Road Elementary,             582,               1,             583
2020-2021,88,Spotsylvania County,511,Cedar Forest Elementary,             731,,             731
2020-2021,88,Spotsylvania County,40,Chancellor Elementary,             409,,             409
2020-2021,88,Spotsylvania County,381,Chancellor High,"           1,332",               3,"           1,335"
2020-2021,88,Spotsylvania County,382,Chancellor Middle,             848,,             848
2020-2021,88,Spotsylvania County,501,Courthouse Road Elementary,             760,,             760
2020-2021,88,Spotsylvania County,22,Courtland Elementary,             490,,             490
2020-2021,88,Spotsylvania County,20,Courtland High,"           1,463",,"           1,463"
2020-2021,88,Spotsylvania County,509,Freedom Middle,             778,,             778
2020-2021,88,Spotsylvania County,507,Harrison Road Elementary,             705,,             705
2020-2021,88,Spotsylvania County,30,Lee Hill Elementary,             592,,             592
2020-2021,88,Spotsylvania County,350,Livingston Elementary,             354,,             354
2020-2021,88,Spotsylvania County,506,Massaponax High,"           1,729",               2,"           1,731"
2020-2021,88,Spotsylvania County,505,Ni River Middle,             695,               1,             696
2020-2021,88,Spotsylvania County,508,Parkside Elementary,             887,,             887
2020-2021,88,Spotsylvania County,220,Post Oak Middle,             695,,             695
2020-2021,88,Spotsylvania County,510,Riverbend High ,"           1,900",,"           1,900"
2020-2021,88,Spotsylvania County,503,Riverview Elementary,             613,,             613
2020-2021,88,Spotsylvania County,130,Robert E. Lee Elementary,             477,,             477
2020-2021,88,Spotsylvania County,60,Salem Elementary,             571,,             571
2020-2021,88,Spotsylvania County,390,Smith Station Elementary,             617,,             617
2020-2021,88,Spotsylvania County,360,Spotswood Elementary,             528,,             528
2020-2021,88,Spotsylvania County,370,Spotsylvania High,"           1,224",               3,"           1,227"
2020-2021,88,Spotsylvania County,330,Spotsylvania Middle,             946,,             946
2020-2021,88,Spotsylvania County,502,Thornburg Middle,             715,               1,             716
2020-2021,88,Spotsylvania County,504,Wilderness Elementary,             639,,             639
2020-2021,89,Stafford County,40,Andrew G. Wright Middle,             907,               2,             909
2020-2021,89,Stafford County,260,Anne E. Moncure Elementary,             843,,             843
2020-2021,89,Stafford County,433,Anthony Burns Elementary,             681,               2,             683
2020-2021,89,Stafford County,421,Brooke Point High,"           2,074",,"           2,074"
2020-2021,89,Stafford County,424,Colonial Forge High,"           1,954",               1,"           1,955"
2020-2021,89,Stafford County,431,Conway Elementary,             839,               4,             843
2020-2021,89,Stafford County,432,Donald B. Dixon-Lyle R. Smith Middle,             778,               1,             779
2020-2021,89,Stafford County,10,Edward E. Drew Jr. Middle,             655,               1,             656
2020-2021,89,Stafford County,280,Falmouth Elementary,             622,               2,             624
2020-2021,89,Stafford County,230,Ferry Farm Elementary,             557,,             557
2020-2021,89,Stafford County,41,Garrisonville Elementary,             535,,             535
2020-2021,89,Stafford County,270,Grafton Village Elementary,             663,,             663
2020-2021,89,Stafford County,422,H.H. Poole Middle,             944,,             944
2020-2021,89,Stafford County,320,Hampton Oaks Elementary,             784,,             784
2020-2021,89,Stafford County,250,Hartwood Elementary,             531,,             531
2020-2021,89,Stafford County,427,Kate Waller Barrett Elementary,             771,,             771
2020-2021,89,Stafford County,429,Margaret Brent Elementary ,             739,,             739
2020-2021,89,Stafford County,430,Mountain View High ,"           2,047",               8,"           2,055"
2020-2021,89,Stafford County,30,North Stafford High,"           1,803",,"           1,803"
2020-2021,89,Stafford County,992,North Star Early Childhood Education Center,             243,,             243
2020-2021,89,Stafford County,300,Park Ridge Elementary,             825,,             825
2020-2021,89,Stafford County,920,Rising Star Early Childhood Education Center at Melchers,             231,,             231
2020-2021,89,Stafford County,60,Rockhill Elementary,             616,,             616
2020-2021,89,Stafford County,425,Rocky Run Elementary,             876,,             876
2020-2021,89,Stafford County,426,Rodney E. Thompson Middle,             991,               1,             992
2020-2021,89,Stafford County,440,Shirley C. Heim Middle,             989,,             989
2020-2021,89,Stafford County,111,Stafford Elementary,             690,,             690
2020-2021,89,Stafford County,112,Stafford Middle,             893,,             893
2020-2021,89,Stafford County,20,Stafford Senior High,"           2,009",               1,"           2,010"
2020-2021,89,Stafford County,162,T. Benton Gayle Middle,             959,,             959
2020-2021,89,Stafford County,50,Widewater Elementary,             568,,             568
2020-2021,89,Stafford County,423,Winding Creek Elementary,             755,,             755
2020-2021,126,Staunton City,40,Arthur R. Ware Elementary,             390,,             390
2020-2021,126,Staunton City,70,Bessie Weller Elementary,             347,,             347
2020-2021,126,Staunton City,110,Shelburne Middle,             600,,             600
2020-2021,126,Staunton City,41,Staunton City School PreSchool Programs,              81,,              81
2020-2021,126,Staunton City,30,Staunton High,             788,,             788
2020-2021,126,Staunton City,90,Thomas C. McSwain Elementary,             401,,             401
2020-2021,127,Suffolk City,50,Booker T. Washington Elementary,             332,,             332
2020-2021,127,Suffolk City,397,Colonel Fred Cherry Middle,             769,,             769
2020-2021,127,Suffolk City,440,Creekside Elementary,             731,,             731
2020-2021,127,Suffolk City,210,Elephant's Fork Elementary,             518,,             518
2020-2021,127,Suffolk City,90,Florence Bowser Elementary,             709,,             709
2020-2021,127,Suffolk City,390,Forest Glen Middle,             459,,             459
2020-2021,127,Suffolk City,450,Hillpoint Elementary,             692,,             692
2020-2021,127,Suffolk City,370,John F. Kennedy Middle,             515,,             515
2020-2021,127,Suffolk City,380,John Yeates Middle,             477,,             477
2020-2021,127,Suffolk City,230,Kilby Shores Elementary,             496,,             496
2020-2021,127,Suffolk City,395,King's Fork High,"           1,617",,"           1,617"
2020-2021,127,Suffolk City,393,King's Fork Middle,"           1,034",,"           1,034"
2020-2021,127,Suffolk City,300,Lakeland High,"           1,048",,"           1,048"
2020-2021,127,Suffolk City,330,Mack Benn Jr. Elementary,             637,,             637
2020-2021,127,Suffolk City,220,Nansemond Parkway Elementary,             412,,             412
