School Year,Division Number,Division Name,School Number,School Name,FT Count,PT Count,Total Count
2023-2024,27,Dinwiddie County,520,Sutherland Elementary,             570,,             570
2023-2024,28,Essex County,10,Essex High,             410,,             410
2023-2024,28,Essex County,150,James H. Cary Intermediate ,             331,,             331
2023-2024,28,Essex County,160,Tappahannock Elementary,             422,,             422
2023-2024,29,Fairfax County,2203,Aldrin Elementary,             450,,             450
2023-2024,29,Fairfax County,660,Annandale High,"           2,196",,"           2,196"
2023-2024,29,Fairfax County,1360,Annandale Terrace Elementary,             668,,             668
2023-2024,29,Fairfax County,110,Archer Elementary,             541,,             541
2023-2024,29,Fairfax County,1530,Armstrong Elementary,             365,,             365
2023-2024,29,Fairfax County,550,Bailey's Elementary School for the Arts and Sciences,             817,,             817
2023-2024,29,Fairfax County,2459,Bailey's Upper Elementary School for the Arts and Sciences,             525,,             525
2023-2024,29,Fairfax County,1730,Beech Tree Elementary,             417,,             417
2023-2024,29,Fairfax County,560,Belle View Elementary,             401,,             401
2023-2024,29,Fairfax County,720,Belvedere Elementary,             628,,             628
2023-2024,29,Fairfax County,2000,Bonnie Brae Elementary,             828,,             828
2023-2024,29,Fairfax County,1090,Braddock Elementary,             920,,             920
2023-2024,29,Fairfax County,940,Bren Mar Park Elementary,             488,,             488
2023-2024,29,Fairfax County,1790,Brookfield Elementary,             696,,             696
2023-2024,29,Fairfax County,2201,Bryant High,             159,,             159
2023-2024,29,Fairfax County,700,Bucknell Elementary,             279,,             279
2023-2024,29,Fairfax County,2251,Bull Run Early Childhood Resource Center,             221,,             221
2023-2024,29,Fairfax County,2225,Bull Run Elementary,             796,,             796
2023-2024,29,Fairfax County,680,Bush Hill Elementary,             678,,             678
2023-2024,29,Fairfax County,1940,Camelot Elementary,             609,,             609
2023-2024,29,Fairfax County,620,Cameron Elementary,             534,,             534
2023-2024,29,Fairfax County,1590,Canterbury Woods Elementary,             797,,             797
2023-2024,29,Fairfax County,1690,Cardinal Forest Elementary,             700,,             700
2023-2024,29,Fairfax County,2222,Carson Middle,"           1,381",,"           1,381"
2023-2024,29,Fairfax County,2090,Centre Ridge Elementary,             658,,             658
2023-2024,29,Fairfax County,2205,Centreville Elementary,             773,,             773
2023-2024,29,Fairfax County,200,Centreville High,"           2,488",               2,"           2,490"
2023-2024,29,Fairfax County,131,Chantilly High,"           3,014",,"           3,014"
2023-2024,29,Fairfax County,480,Cherry Run Elementary,             461,,             461
2023-2024,29,Fairfax County,100,Chesterbrook Elementary,             537,,             537
2023-2024,29,Fairfax County,1050,Churchill Road Elementary,             600,,             600
2023-2024,29,Fairfax County,260,Clearview Elementary,             628,,             628
2023-2024,29,Fairfax County,1870,Clermont Elementary,             537,,             537
2023-2024,29,Fairfax County,2347,Coates Elementary,             951,,             951
2023-2024,29,Fairfax County,1510,Columbia Elementary,             379,,             379
2023-2024,29,Fairfax County,2234,Colvin Run Elementary,             766,,             766
2023-2024,29,Fairfax County,1190,Cooper Middle,"           1,072",,"           1,072"
2023-2024,29,Fairfax County,870,Crestwood Elementary,             547,,             547
2023-2024,29,Fairfax County,2020,Crossfield Elementary,             556,,             556
2023-2024,29,Fairfax County,1600,Cub Run Elementary,             571,,             571
2023-2024,29,Fairfax County,1700,Cunningham Park Elementary,             409,,             409
2023-2024,29,Fairfax County,2229,Daniels Run Elementary,             819,,             819
2023-2024,29,Fairfax County,2204,Deer Park Elementary,             553,,             553
2023-2024,29,Fairfax County,220,Dogwood Elementary,             739,,             739
2023-2024,29,Fairfax County,2010,Dranesville Elementary,             600,,             600
2023-2024,29,Fairfax County,2238,Dunn Loring Early Childhood Resource Center,             237,,             237
2023-2024,29,Fairfax County,2243,Eagle View Elementary,             673,,             673
2023-2024,29,Fairfax County,1270,Edison High,"           2,291",               2,"           2,293"
2023-2024,29,Fairfax County,190,Fairfax County Adult High,             241,,             241
2023-2024,29,Fairfax County,20,Fairfax High,"           2,356",               1,"           2,357"
2023-2024,29,Fairfax County,1480,Fairfax Villa Elementary,             525,,             525
2023-2024,29,Fairfax County,1630,Fairhill Elementary,             544,,             544
2023-2024,29,Fairfax County,290,Fairview Elementary,             761,,             761
2023-2024,29,Fairfax County,1100,Falls Church High,"           2,158",,"           2,158"
2023-2024,29,Fairfax County,730,Flint Hill Elementary,             609,,             609
2023-2024,29,Fairfax County,740,Floris Elementary,             699,,             699
2023-2024,29,Fairfax County,70,Forest Edge Elementary,             457,,             457
2023-2024,29,Fairfax County,1450,Forestdale Elementary,             534,,             534
2023-2024,29,Fairfax County,370,Forestville Elementary,             580,,             580
2023-2024,29,Fairfax County,2224,Fort Belvoir Elementary,             750,,             750
2023-2024,29,Fairfax County,2458,Fort Belvoir Upper Elementary,             654,,             654
2023-2024,29,Fairfax County,1920,Fort Hunt Elementary,             573,,             573
2023-2024,29,Fairfax County,390,Fox Mill Elementary,             645,,             645
2023-2024,29,Fairfax County,320,Franconia Elementary,             489,,             489
2023-2024,29,Fairfax County,440,Franklin Middle,             825,,             825
2023-2024,29,Fairfax County,490,Freedom Hill Elementary,             529,,             529
2023-2024,29,Fairfax County,1410,Frost Middle,"           1,248",,"           1,248"
2023-2024,29,Fairfax County,630,Garfield Elementary,             339,,             339
2023-2024,29,Fairfax County,1170,Glasgow Middle,"           1,725",               1,"           1,726"
2023-2024,29,Fairfax County,970,Glen Forest Elementary,             790,,             790
2023-2024,29,Fairfax County,530,Graham Road Elementary,             408,,             408
2023-2024,29,Fairfax County,570,Great Falls Elementary,             517,,             517
2023-2024,29,Fairfax County,1840,Greenbriar East Elementary,             911,,             911
2023-2024,29,Fairfax County,1500,Greenbriar West Elementary,             624,,             624
2023-2024,29,Fairfax County,330,Groveton Elementary,             790,,             790
2023-2024,29,Fairfax County,690,Gunston Elementary,             545,,             545
2023-2024,29,Fairfax County,2210,Halley Elementary,             616,,             616
2023-2024,29,Fairfax County,750,Haycock Elementary,             829,,             829
2023-2024,29,Fairfax County,1740,Hayfield Elementary,             614,,             614
2023-2024,29,Fairfax County,1800,Hayfield Secondary,"           3,244",               1,"           3,245"
2023-2024,29,Fairfax County,1250,Herndon Elementary,             807,,             807
2023-2024,29,Fairfax County,32,Herndon High,"           2,368",               1,"           2,369"
2023-2024,29,Fairfax County,33,Herndon Middle,             900,,             900
2023-2024,29,Fairfax County,1330,Hollin Meadows Elementary,             622,,             622
2023-2024,29,Fairfax County,1521,Holmes Middle,             892,,             892
2023-2024,29,Fairfax County,350,Hughes Middle,"           1,008",,"           1,008"
2023-2024,29,Fairfax County,1880,Hunt Valley Elementary,             747,,             747
2023-2024,29,Fairfax County,1950,Hunters Woods Elementary School for the Arts and Sciences,             689,,             689
2023-2024,29,Fairfax County,1980,Hutchison Elementary,"           1,015",,"           1,015"
2023-2024,29,Fairfax County,1420,Hybla Valley Elementary,             891,,             891
2023-2024,29,Fairfax County,1120,Irving Middle,"           1,218",,"           1,218"
2023-2024,29,Fairfax County,2235,Island Creek Elementary,             722,,             722
2023-2024,29,Fairfax County,673,Jackson Middle,             965,,             965
2023-2024,29,Fairfax County,1110,Johnson Middle,"           1,140",               1,"           1,141"
2023-2024,29,Fairfax County,1070,Justice High,"           2,406",,"           2,406"
2023-2024,29,Fairfax County,1240,Keene Mill Elementary,             801,,             801
2023-2024,29,Fairfax County,980,Kent Gardens Elementary,"           1,007",,"           1,007"
2023-2024,29,Fairfax County,1901,Key Center,              46,,              46
2023-2024,29,Fairfax County,1900,Key Middle,             689,,             689
2023-2024,29,Fairfax County,1761,Kilmer Center,              59,,              59
2023-2024,29,Fairfax County,1760,Kilmer Middle,"           1,196",,"           1,196"
2023-2024,29,Fairfax County,1890,Kings Glen Elementary,             466,,             466
2023-2024,29,Fairfax County,1440,Kings Park Elementary,             666,,             666
2023-2024,29,Fairfax County,1570,Lake Anne Elementary,             583,,             583
2023-2024,29,Fairfax County,90,Lake Braddock Secondary,"           4,412",               6,"           4,418"
2023-2024,29,Fairfax County,2209,Lane Elementary,             752,,             752
2023-2024,29,Fairfax County,1460,Langley High,"           2,142",,"           2,142"
2023-2024,29,Fairfax County,2348,Laurel Hill Elementary,             736,,             736
2023-2024,29,Fairfax County,1970,Laurel Ridge Elementary,             804,,             804
2023-2024,29,Fairfax County,1850,Lees Corner Elementary,             592,,             592
2023-2024,29,Fairfax County,770,Lemon Road Elementary,             577,,             577
2023-2024,29,Fairfax County,1020,Lewis High,"           1,675",,"           1,675"
2023-2024,29,Fairfax County,2233,Liberty Middle,             904,,             904
2023-2024,29,Fairfax County,1400,Little Run Elementary,             277,,             277
2023-2024,29,Fairfax County,1830,London Towne Elementary,             686,,             686
2023-2024,29,Fairfax County,1150,Longfellow Middle,"           1,254",,"           1,254"
2023-2024,29,Fairfax County,2236,Lorton Station Elementary,             748,,             748
2023-2024,29,Fairfax County,890,Lynbrook Elementary,             602,,             602
2023-2024,29,Fairfax County,1060,Madison High,"           2,116",,"           2,116"
2023-2024,29,Fairfax County,1210,Mantua Elementary,             964,,             964
2023-2024,29,Fairfax County,1290,Marshall High,"           2,206",               1,"           2,207"
2023-2024,29,Fairfax County,1200,Marshall Road Elementary,             696,,             696
2023-2024,29,Fairfax County,2410,Mason Crest Elementary,             720,,             720
2023-2024,29,Fairfax County,790,McLean High,"           2,454",               1,"           2,455"
2023-2024,29,Fairfax County,2231,McNair Elementary,             512,,             512
2023-2024,29,Fairfax County,2200,McNair Upper Elementary,             616,,             616
2023-2024,29,Fairfax County,1390,Mosaic Elementary,             967,,             967
2023-2024,29,Fairfax County,510,Mount Eagle Elementary,             334,,             334
2023-2024,29,Fairfax County,420,Mount Vernon High,"           1,959",,"           1,959"
2023-2024,29,Fairfax County,1640,Mount Vernon Woods Elementary,             546,,             546
2023-2024,29,Fairfax County,2211,Mountain View High,             142,,             142
2023-2024,29,Fairfax County,800,Navy Elementary,             851,,             851
2023-2024,29,Fairfax County,470,Newington Forest Elementary,             580,,             580
2023-2024,29,Fairfax County,930,North Springfield Elementary,             469,,             469
2023-2024,29,Fairfax County,430,Oak Hill Elementary,             657,,             657
2023-2024,29,Fairfax County,1860,Oak View Elementary,             775,,             775
2023-2024,29,Fairfax County,140,Oakton Elementary,             774,,             774
2023-2024,29,Fairfax County,1710,Oakton High,"           2,627",,"           2,627"
2023-2024,29,Fairfax County,1650,Olde Creek Elementary,             386,,             386
2023-2024,29,Fairfax County,150,Orange Hunt Elementary,             900,,             900
2023-2024,29,Fairfax County,1030,Parklawn Elementary,             954,,             954
2023-2024,29,Fairfax County,2440,Pimmit Early Childhood Resource Center,              36,,              36
2023-2024,29,Fairfax County,820,Pine Spring Elementary,             617,,             617
2023-2024,29,Fairfax County,1130,Poe Middle,             896,,             896
2023-2024,29,Fairfax County,2080,Poplar Tree Elementary,             721,,             721
2023-2024,29,Fairfax County,2237,Powell Elementary,             876,,             876
2023-2024,29,Fairfax County,2230,Providence Elementary,             893,,             893
2023-2024,29,Fairfax County,1310,Ravensworth Elementary,             566,,             566
2023-2024,29,Fairfax County,1820,Riverside Elementary,             719,,             719
2023-2024,29,Fairfax County,1960,Robinson Secondary,"           3,674",,"           3,674"
2023-2024,29,Fairfax County,300,Rocky Run Middle,             887,,             887
2023-2024,29,Fairfax County,1770,Rolling Valley Elementary,             536,,             536
2023-2024,29,Fairfax County,950,Rose Hill Elementary,             671,,             671
2023-2024,29,Fairfax County,1300,Sandburg Middle,"           1,403",,"           1,403"
2023-2024,29,Fairfax County,2030,Sangster Elementary,             899,,             899
2023-2024,29,Fairfax County,2040,Saratoga Elementary,             589,,             589
2023-2024,29,Fairfax County,80,Sherman Elementary,             352,,             352
2023-2024,29,Fairfax County,1660,Shrevewood Elementary,             653,,             653
2023-2024,29,Fairfax County,1680,Silverbrook Elementary,             814,,             814
2023-2024,29,Fairfax County,710,Sleepy Hollow Elementary,             460,,             460
2023-2024,29,Fairfax County,2241,South County High,"           2,206",,"           2,206"
2023-2024,29,Fairfax County,2420,South County Middle,             967,               1,             968
2023-2024,29,Fairfax County,1990,South Lakes High,"           2,488",,"           2,488"
2023-2024,29,Fairfax County,1620,Spring Hill Elementary,             948,,             948
2023-2024,29,Fairfax County,960,Springfield Estates Elementary,             595,,             595
2023-2024,29,Fairfax County,1380,Stenwood Elementary,             539,,             539
2023-2024,29,Fairfax County,2070,Stone Middle,             709,               2,             711
2023-2024,29,Fairfax County,1350,Stratford Landing Elementary,             723,,             723
2023-2024,29,Fairfax County,280,Sunrise Valley Elementary,             570,,             570
2023-2024,29,Fairfax County,170,Terra Centre Elementary,             626,,             626
2023-2024,29,Fairfax County,250,Terraset Elementary,             611,,             611
2023-2024,29,Fairfax County,1371,Thomas Jefferson High for Science and Technology,"           2,017",,"           2,017"
2023-2024,29,Fairfax County,1140,Thoreau Middle,"           1,248",,"           1,248"
2023-2024,29,Fairfax County,830,Timber Lane Elementary,             646,,             646
2023-2024,29,Fairfax County,1160,Twain Middle,             988,               1,             989
2023-2024,29,Fairfax County,1540,Union Mill Elementary,             908,,             908
2023-2024,29,Fairfax County,120,Vienna Elementary,             377,,             377
2023-2024,29,Fairfax County,2252,Virginia Hills Early Childhood Resource Center,             273,,             273
2023-2024,29,Fairfax County,2050,Virginia Run Elementary,             703,,             703
2023-2024,29,Fairfax County,850,Wakefield Forest Elementary,             648,,             648
2023-2024,29,Fairfax County,2100,Waples Mill Elementary,             820,,             820
2023-2024,29,Fairfax County,1320,Washington Mill Elementary,             575,,             575
2023-2024,29,Fairfax County,1080,Waynewood Elementary,             726,,             726
2023-2024,29,Fairfax County,900,West Potomac High,"           2,682",,"           2,682"
2023-2024,29,Fairfax County,1430,West Springfield Elementary,             548,,             548
2023-2024,29,Fairfax County,1610,West Springfield High,"           2,760",               1,"           2,761"
2023-2024,29,Fairfax County,1580,Westbriar Elementary,             848,,             848
2023-2024,29,Fairfax County,2228,Westfield High,"           2,755",               1,"           2,756"
2023-2024,29,Fairfax County,1670,Westgate Elementary,             617,,             617
2023-2024,29,Fairfax County,580,Westlawn Elementary,             739,,             739
2023-2024,29,Fairfax County,520,Weyanoke Elementary,             562,,             562
2023-2024,29,Fairfax County,400,White Oaks Elementary,             724,,             724
2023-2024,29,Fairfax County,1550,Whitman Middle,             819,,             819
2023-2024,29,Fairfax County,2060,Willow Springs Elementary,             860,,             860
2023-2024,29,Fairfax County,1810,Wolftrap Elementary,             550,,             550
2023-2024,29,Fairfax County,650,Woodburn Elementary,             486,,             486
2023-2024,29,Fairfax County,380,Woodlawn Elementary,             468,,             468
2023-2024,29,Fairfax County,590,Woodley Hills Elementary,             520,,             520
2023-2024,29,Fairfax County,1260,Woodson High,"           2,485",,"           2,485"
2023-2024,109,Falls Church City,270,Jessie Thackrey  Preschool,              75,,              75
2023-2024,109,Falls Church City,252,Mary Ellen Henderson Middle,             613,,             613
2023-2024,109,Falls Church City,251,Meridian High,             891,,             891
2023-2024,109,Falls Church City,240,Mount Daniel Elementary,             481,,             481
2023-2024,109,Falls Church City,260,Oak Street Elementary,             556,,             556
2023-2024,30,Fauquier County,854,Auburn Middle,             582,,             582
2023-2024,30,Fauquier County,460,C. Hunter Ritchie Elementary,             526,,             526
2023-2024,30,Fauquier County,730,C.M. Bradley Elementary,             350,,             350
2023-2024,30,Fauquier County,520,Cedar Lee Middle,             853,,             853
2023-2024,30,Fauquier County,120,Claude Thompson Elementary,             262,,             262
2023-2024,30,Fauquier County,701,Fauquier High,"           1,162",,"           1,162"
2023-2024,30,Fauquier County,450,Grace Miller Elementary,             519,,             519
2023-2024,30,Fauquier County,511,Greenville Elementary,             459,,             459
2023-2024,30,Fauquier County,750,H.M. Pearson Elementary,             385,,             385
2023-2024,30,Fauquier County,853,James G. Brumfield Elementary,             514,,             514
2023-2024,30,Fauquier County,510,Kettle Run High,"           1,189",,"           1,189"
2023-2024,30,Fauquier County,851,Liberty High,"           1,360",,"           1,360"
2023-2024,30,Fauquier County,530,Margaret M. Pierce Elementary,             542,,             542
2023-2024,30,Fauquier County,10,Marshall Middle,             410,,             410
2023-2024,30,Fauquier County,20,Mary Walter Elementary,             399,,             399
2023-2024,30,Fauquier County,720,P.B. Smith Elementary,             405,,             405
2023-2024,30,Fauquier County,670,W.C. Taylor Middle,             610,,             610
2023-2024,30,Fauquier County,740,W.G. Coleman Elementary,             318,,             318
2023-2024,31,Floyd County,90,Check Elementary,             289,,             289
2023-2024,31,Floyd County,660,Floyd County High,             680,,             680
2023-2024,31,Floyd County,360,Floyd Elementary,             445,,             445
2023-2024,31,Floyd County,650,Indian Valley Elementary,             128,,             128
2023-2024,31,Floyd County,500,Willis Elementary,             171,,             171
2023-2024,32,Fluvanna County,300,Carysbrook Elementary,             460,,             460
2023-2024,32,Fluvanna County,310,Central Elementary,             744,,             744
2023-2024,32,Fluvanna County,260,Fluvanna County High,"           1,431",,"           1,431"
2023-2024,32,Fluvanna County,320,Fluvanna Middle,             737,,             737
2023-2024,135,Franklin City,20,Franklin High,             375,,             375
2023-2024,135,Franklin City,561,Joseph P. King Jr. Middle,             155,,             155
2023-2024,135,Franklin City,10,S.P. Morton Elementary,             485,,             485
2023-2024,33,Franklin County,31,Benjamin Franklin Middle,"           1,391",,"           1,391"
2023-2024,33,Franklin County,1370,Boones Mill Elementary,             269,,             269
2023-2024,33,Franklin County,1320,Burnt Chimney Elementary,             266,,             266
2023-2024,33,Franklin County,350,Callaway Elementary,             180,,             180
2023-2024,33,Franklin County,20,Dudley Elementary,             204,,             204
2023-2024,33,Franklin County,1360,Ferrum Elementary,             216,,             216
2023-2024,33,Franklin County,1311,Franklin County High,"           1,899",,"           1,899"
2023-2024,33,Franklin County,690,Glade Hill Elementary,             206,,             206
2023-2024,33,Franklin County,10,Henry Elementary,             165,,             165
2023-2024,33,Franklin County,660,Lee M. Waid Elementary,             403,,             403
2023-2024,33,Franklin County,1380,Rocky Mount Elementary,             285,,             285
2023-2024,33,Franklin County,1170,Snow Creek Elementary,             208,,             208
2023-2024,33,Franklin County,960,Sontag Elementary,             216,,             216
2023-2024,33,Franklin County,980,Windy Gap Elementary,             252,,             252
2023-2024,34,Frederick County,586,Admiral Richard E. Byrd Middle,             808,,             808
2023-2024,34,Frederick County,10,Apple Pie Ridge Elementary,             427,,             427
2023-2024,34,Frederick County,320,Armel Elementary,             598,,             598
2023-2024,34,Frederick County,20,Bass-Hoover Elementary,             621,,             621
2023-2024,34,Frederick County,587,Evendale Elementary,             581,,             581
2023-2024,34,Frederick County,460,Frederick County Middle,             751,,             751
2023-2024,34,Frederick County,380,Gainesboro Elementary,             489,,             489
2023-2024,34,Frederick County,590,Greenwood Mill Elementary,             582,,             582
2023-2024,34,Frederick County,40,Indian Hollow Elementary,             383,,             383
2023-2024,34,Frederick County,30,James Wood High,"           1,463",               1,"           1,464"
2023-2024,34,Frederick County,420,James Wood Middle,             834,,             834
2023-2024,34,Frederick County,591,Jordan Springs Elementary,             607,,             607
2023-2024,34,Frederick County,340,Middletown Elementary,             584,,             584
2023-2024,34,Frederick County,584,Millbrook High,"           1,573",,"           1,573"
2023-2024,34,Frederick County,583,Orchard View Elementary,             449,,             449
2023-2024,34,Frederick County,582,Redbud Run Elementary,             596,,             596
2023-2024,34,Frederick County,480,Robert E. Aylor Middle,             798,,             798
2023-2024,34,Frederick County,581,Sherando High,"           1,642",,"           1,642"
2023-2024,34,Frederick County,410,Stonewall Elementary,             385,,             385
2023-2024,110,Fredericksburg City,50,Hugh Mercer Elementary,             849,,             849
2023-2024,110,Fredericksburg City,40,James Monroe High,"           1,005",,"           1,005"
2023-2024,110,Fredericksburg City,272,Lafayette Elementary,             809,,             809
2023-2024,110,Fredericksburg City,321,Princess Anne High,               1,,               1
2023-2024,110,Fredericksburg City,30,Walker-Grant Early Childhood Center,              92,,              92
2023-2024,110,Fredericksburg City,273,Walker-Grant Middle,             776,,             776
2023-2024,111,Galax City,10,Galax Elementary,             685,,             685
2023-2024,111,Galax City,31,Galax High,             403,               1,             404
2023-2024,111,Galax City,32,Galax Middle,             329,,             329
2023-2024,35,Giles County,10,Eastern Elementary/Middle ,             459,,             459
2023-2024,35,Giles County,112,Giles County K-12 Virtual School,"           1,226",,"           1,226"
2023-2024,35,Giles County,461,Giles High,             554,,             554
2023-2024,35,Giles County,390,Macy Mcclaugherty Elementary/Middle,             462,,             462
2023-2024,35,Giles County,400,Narrows Elementary/Middle ,             499,,             499
2023-2024,35,Giles County,470,Narrows High,             299,,             299
2023-2024,36,Gloucester County,250,Abingdon Elementary,             437,               6,             443
2023-2024,36,Gloucester County,240,Achilles Elementary,             434,               4,             438
2023-2024,36,Gloucester County,381,Bethel Elementary,             496,               6,             502
2023-2024,36,Gloucester County,100,Botetourt Elementary,             531,               9,             540
2023-2024,36,Gloucester County,260,Gloucester High,"           1,549",,"           1,549"
2023-2024,36,Gloucester County,802,Page Middle,             564,,             564
2023-2024,36,Gloucester County,280,Peasley Middle,             593,,             593
2023-2024,36,Gloucester County,270,Petsworth Elementary,             386,               1,             387
2023-2024,37,Goochland County,120,Byrd Elementary,             312,,             312
2023-2024,37,Goochland County,360,Goochland Elementary,             357,,             357
2023-2024,37,Goochland County,220,Goochland High,             847,,             847
2023-2024,37,Goochland County,340,Goochland Middle,             599,,             599
2023-2024,37,Goochland County,260,Randolph Elementary,             457,,             457
2023-2024,38,Grayson County,480,Fairview Elementary,             147,,             147
2023-2024,38,Grayson County,911,Fries Elementary,             234,,             234
2023-2024,38,Grayson County,421,Grayson County High,             457,,             457
2023-2024,38,Grayson County,430,Grayson Highlands,             142,,             142
2023-2024,38,Grayson County,422,Independence Elementary,             301,,             301
2023-2024,38,Grayson County,11,Independence Middle,             295,,             295
2023-2024,39,Greene County,20,Nathanael Greene Elementary,             340,,             340
2023-2024,39,Greene County,10,Nathanael Greene Primary,             371,,             371
2023-2024,39,Greene County,30,Ruckersville Elementary,             503,,             503
2023-2024,39,Greene County,72,William Monroe High,             979,,             979
2023-2024,39,Greene County,71,William Monroe Middle,             625,,             625
2023-2024,40,Greensville County,190,Edward W. Wyatt Middle,             437,,             437
2023-2024,40,Greensville County,200,Greensville County High,             602,,             602
2023-2024,40,Greensville County,50,Greensville Elementary,             988,,             988
2023-2024,41,Halifax County,1560,Clays Mill Elementary,             230,,             230
2023-2024,41,Halifax County,20,Cluster Springs Elementary,             533,,             533
2023-2024,41,Halifax County,10,Halifax County High,"           1,351",               2,"           1,353"
2023-2024,41,Halifax County,1480,Halifax County Middle,             871,,             871
2023-2024,41,Halifax County,1550,Meadville Elementary,             160,,             160
2023-2024,41,Halifax County,1510,Scottsburg Elementary,             186,,             186
2023-2024,41,Halifax County,1521,Sinai Elementary,             247,,             247
2023-2024,41,Halifax County,30,South Boston Elementary,             694,,             694
2023-2024,41,Halifax County,950,South Boston/Halifax Early Learning Center,             123,,             123
2023-2024,41,Halifax County,1490,Sydnor Jennings Elementary,             181,,             181
2023-2024,112,Hampton City,500,A.W.E. Bassette Elementary,             499,,             499
2023-2024,112,Hampton City,160,Aberdeen Elementary,             452,,             452
2023-2024,112,Hampton City,470,Albert W. Patrick III Elementary,             385,,             385
2023-2024,112,Hampton City,260,Alfred S. Forrest Elementary,             532,,             532
2023-2024,112,Hampton City,120,Armstrong Elementary,             278,,             278
2023-2024,112,Hampton City,330,Barron Elementary,             382,,             382
2023-2024,112,Hampton City,350,Benjamin Syms Middle,             866,,             866
2023-2024,112,Hampton City,430,Bethel High,"           1,802",,"           1,802"
2023-2024,112,Hampton City,450,C. Alton Lindsay Middle,             674,,             674
2023-2024,112,Hampton City,460,Captain John Smith Elementary,             384,,             384
2023-2024,112,Hampton City,300,Cesar Tarrant Middle,             695,,             695
2023-2024,112,Hampton City,420,Christopher C. Kraft Elementary ,             449,,             449
2023-2024,112,Hampton City,30,Francis Asbury Elementary,             435,,             435
2023-2024,112,Hampton City,70,Francis W. Jones Magnet Middle,             597,,             597
2023-2024,112,Hampton City,650,George P. Phenix Elementary,"           1,559",,"           1,559"
2023-2024,112,Hampton City,280,Hampton High,"           1,240",,"           1,240"
2023-2024,112,Hampton City,640,Hunter B. Andrews,"           1,125",,"           1,125"
2023-2024,112,Hampton City,250,Jane H. Bryan Elementary,             349,,             349
2023-2024,112,Hampton City,320,Kecoughtan High,"           1,520",,"           1,520"
2023-2024,112,Hampton City,490,Luther W. Machen Elementary ,             446,,             446
2023-2024,112,Hampton City,440,Mary S. Peake Elementary,             401,,             401
2023-2024,112,Hampton City,270,Mary T. Christian Elementary,             302,,             302
2023-2024,112,Hampton City,360,Mary W. Jackson Elementary,             338,,             338
2023-2024,112,Hampton City,210,Moton Early Childhood Center,             224,,             224
2023-2024,112,Hampton City,410,Paul Burbank Elementary,             417,,             417
2023-2024,112,Hampton City,370,Phillips Elementary,             432,,             432
2023-2024,112,Hampton City,50,Phoebus High,"           1,417",,"           1,417"
2023-2024,112,Hampton City,180,Samuel P. Langley Elementary,             479,,             479
2023-2024,112,Hampton City,380,Thomas Eaton Middle,             600,,             600
2023-2024,112,Hampton City,80,William Mason Cooper Elementary,             382,,             382
2023-2024,42,Hanover County,62,Atlee High,"           1,509",,"           1,509"
2023-2024,42,Hanover County,360,Battlefield Park Elementary,             368,,             368
2023-2024,42,Hanover County,20,Beaverdam Elementary,             311,,             311
2023-2024,42,Hanover County,440,Bell Creek Middle,             933,,             933
2023-2024,42,Hanover County,61,Chickahominy Middle,"           1,123",,"           1,123"
2023-2024,42,Hanover County,70,Cold Harbor Elementary,             502,,             502
2023-2024,42,Hanover County,551,Cool Spring Elementary,             803,,             803
2023-2024,42,Hanover County,430,Elmont Elementary,             371,,             371
2023-2024,42,Hanover County,554,Hanover High,"           1,358",,"           1,358"
2023-2024,42,Hanover County,150,Henry Clay Elementary,             357,,             357
2023-2024,42,Hanover County,162,John M. Gandy Elementary,             307,,             307
2023-2024,42,Hanover County,200,Kersey Creek Elementary,             679,,             679
2023-2024,42,Hanover County,210,Laurel Meadow Elementary,             563,,             563
2023-2024,42,Hanover County,450,Liberty Middle,             917,,             917
2023-2024,42,Hanover County,420,Mechanicsville Elementary,             580,,             580
2023-2024,42,Hanover County,370,Mechanicsville High,"           1,334",,"           1,334"
2023-2024,42,Hanover County,553,Oak Knoll Middle,             881,,             881
2023-2024,42,Hanover County,400,Patrick Henry High,"           1,330",,"           1,330"
2023-2024,42,Hanover County,410,Pearson's Corner Elementary,             575,,             575
2023-2024,42,Hanover County,552,Pole Green Elementary,             529,,             529
2023-2024,42,Hanover County,30,Rural Point Elementary,             650,,             650
2023-2024,42,Hanover County,40,South Anna Elementary,             437,,             437
2023-2024,42,Hanover County,290,Washington-Henry Elementary ,             401,,             401
2023-2024,113,Harrisonburg City,120,Bluestone Elementary,             560,,             560
2023-2024,113,Harrisonburg City,12,Harrisonburg High,"           1,995",               4,"           1,999"
2023-2024,113,Harrisonburg City,50,Keister Elementary,             496,,             496
2023-2024,113,Harrisonburg City,111,Skyline Middle,             719,,             719
2023-2024,113,Harrisonburg City,110,Smithland Elementary,             727,,             727
2023-2024,113,Harrisonburg City,60,Spotswood Elementary,             463,,             463
2023-2024,113,Harrisonburg City,191,Stone Spring Elementary,             553,,             553
2023-2024,113,Harrisonburg City,80,Thomas Harrison Middle,             716,,             716
2023-2024,113,Harrisonburg City,30,Waterman Elementary,             559,,             559
2023-2024,43,Henrico County,421,An Achievable Dream Middle and High School Oak Avenue Complex,             129,,             129
2023-2024,43,Henrico County,450,Anthony P. Mehfoud Elementary,             339,,             339
2023-2024,43,Henrico County,320,Arthur Ashe Jr. Elementary ,             460,,             460
2023-2024,43,Henrico County,500,Brookland Middle,"           1,029",,"           1,029"
2023-2024,43,Henrico County,120,Cashell Donahoe Elementary,             532,,             532
2023-2024,43,Henrico County,590,Chamberlayne Elementary,             349,,             349
