School Year,Division Number,Division Name,School Number,School Name,FT Count,PT Count,Total Count
2021-2022,27,Dinwiddie County,520,Sutherland Elementary,             539,,             539
2021-2022,28,Essex County,10,Essex High,             508,,             508
2021-2022,28,Essex County,150,James H. Cary Intermediate ,             365,,             365
2021-2022,28,Essex County,160,Tappahannock Elementary,             520,,             520
2021-2022,29,Fairfax County,2203,Aldrin Elementary,             503,,             503
2021-2022,29,Fairfax County,660,Annandale High,"           2,253",               1,"           2,254"
2021-2022,29,Fairfax County,1360,Annandale Terrace Elementary,             647,,             647
2021-2022,29,Fairfax County,110,Archer Elementary,             510,,             510
2021-2022,29,Fairfax County,1530,Armstrong Elementary,             356,,             356
2021-2022,29,Fairfax County,550,Bailey's Elementary School for the Arts and Sciences,             796,,             796
2021-2022,29,Fairfax County,2459,Bailey's Upper Elementary School for the Arts and Sciences,             519,,             519
2021-2022,29,Fairfax County,1730,Beech Tree Elementary,             365,,             365
2021-2022,29,Fairfax County,560,Belle View Elementary,             414,,             414
2021-2022,29,Fairfax County,720,Belvedere Elementary,             554,,             554
2021-2022,29,Fairfax County,2000,Bonnie Brae Elementary,             794,,             794
2021-2022,29,Fairfax County,1090,Braddock Elementary,             857,,             857
2021-2022,29,Fairfax County,940,Bren Mar Park Elementary,             449,,             449
2021-2022,29,Fairfax County,1790,Brookfield Elementary,             740,,             740
2021-2022,29,Fairfax County,2201,Bryant High,             140,,             140
2021-2022,29,Fairfax County,700,Bucknell Elementary,             261,,             261
2021-2022,29,Fairfax County,2251,Bull Run Early Childhood Resource Center,             171,,             171
2021-2022,29,Fairfax County,2225,Bull Run Elementary,             718,,             718
2021-2022,29,Fairfax County,680,Bush Hill Elementary,             638,,             638
2021-2022,29,Fairfax County,1940,Camelot Elementary,             588,,             588
2021-2022,29,Fairfax County,620,Cameron Elementary,             492,,             492
2021-2022,29,Fairfax County,1590,Canterbury Woods Elementary,             783,,             783
2021-2022,29,Fairfax County,1690,Cardinal Forest Elementary,             587,,             587
2021-2022,29,Fairfax County,2222,Carson Middle,"           1,448",               1,"           1,449"
2021-2022,29,Fairfax County,2090,Centre Ridge Elementary,             702,,             702
2021-2022,29,Fairfax County,2205,Centreville Elementary,             792,,             792
2021-2022,29,Fairfax County,200,Centreville High,"           2,590",,"           2,590"
2021-2022,29,Fairfax County,131,Chantilly High,"           2,965",,"           2,965"
2021-2022,29,Fairfax County,480,Cherry Run Elementary,             427,,             427
2021-2022,29,Fairfax County,100,Chesterbrook Elementary,             578,,             578
2021-2022,29,Fairfax County,1050,Churchill Road Elementary,             619,,             619
2021-2022,29,Fairfax County,260,Clearview Elementary,             599,,             599
2021-2022,29,Fairfax County,1870,Clermont Elementary,             540,,             540
2021-2022,29,Fairfax County,2347,Coates Elementary,             763,,             763
2021-2022,29,Fairfax County,1510,Columbia Elementary,             410,,             410
2021-2022,29,Fairfax County,2234,Colvin Run Elementary,             771,,             771
2021-2022,29,Fairfax County,1190,Cooper Middle,"           1,001",,"           1,001"
2021-2022,29,Fairfax County,870,Crestwood Elementary,             566,,             566
2021-2022,29,Fairfax County,2020,Crossfield Elementary,             566,,             566
2021-2022,29,Fairfax County,1600,Cub Run Elementary,             569,,             569
2021-2022,29,Fairfax County,1700,Cunningham Park Elementary,             427,,             427
2021-2022,29,Fairfax County,2229,Daniels Run Elementary,             777,,             777
2021-2022,29,Fairfax County,2204,Deer Park Elementary,             566,,             566
2021-2022,29,Fairfax County,220,Dogwood Elementary,             654,,             654
2021-2022,29,Fairfax County,2010,Dranesville Elementary,             617,,             617
2021-2022,29,Fairfax County,2238,Dunn Loring Early Childhood Resource Center,             182,,             182
2021-2022,29,Fairfax County,2243,Eagle View Elementary,             596,,             596
2021-2022,29,Fairfax County,1270,Edison High,"           2,191",               1,"           2,192"
2021-2022,29,Fairfax County,190,Fairfax County Adult High,             142,,             142
2021-2022,29,Fairfax County,20,Fairfax High,"           2,306",               2,"           2,308"
2021-2022,29,Fairfax County,1480,Fairfax Villa Elementary,             514,,             514
2021-2022,29,Fairfax County,1630,Fairhill Elementary,             526,,             526
2021-2022,29,Fairfax County,290,Fairview Elementary,             720,,             720
2021-2022,29,Fairfax County,1100,Falls Church High,"           1,987",               1,"           1,988"
2021-2022,29,Fairfax County,730,Flint Hill Elementary,             646,,             646
2021-2022,29,Fairfax County,740,Floris Elementary,             710,,             710
2021-2022,29,Fairfax County,70,Forest Edge Elementary,             476,,             476
2021-2022,29,Fairfax County,1450,Forestdale Elementary,             521,,             521
2021-2022,29,Fairfax County,370,Forestville Elementary,             561,,             561
2021-2022,29,Fairfax County,2224,Fort Belvoir Elementary,             717,,             717
2021-2022,29,Fairfax County,2458,Fort Belvoir Upper Elementary,             670,,             670
2021-2022,29,Fairfax County,1920,Fort Hunt Elementary,             507,,             507
2021-2022,29,Fairfax County,390,Fox Mill Elementary,             583,,             583
2021-2022,29,Fairfax County,320,Franconia Elementary,             533,,             533
2021-2022,29,Fairfax County,440,Franklin Middle,             880,,             880
2021-2022,29,Fairfax County,490,Freedom Hill Elementary,             494,,             494
2021-2022,29,Fairfax County,1410,Frost Middle,"           1,212",               1,"           1,213"
2021-2022,29,Fairfax County,630,Garfield Elementary,             321,,             321
2021-2022,29,Fairfax County,1170,Glasgow Middle,"           1,839",,"           1,839"
2021-2022,29,Fairfax County,970,Glen Forest Elementary,             879,,             879
2021-2022,29,Fairfax County,530,Graham Road Elementary,             387,,             387
2021-2022,29,Fairfax County,570,Great Falls Elementary,             525,,             525
2021-2022,29,Fairfax County,1840,Greenbriar East Elementary,             919,,             919
2021-2022,29,Fairfax County,1500,Greenbriar West Elementary,             635,,             635
2021-2022,29,Fairfax County,330,Groveton Elementary,             753,,             753
2021-2022,29,Fairfax County,690,Gunston Elementary,             536,,             536
2021-2022,29,Fairfax County,2210,Halley Elementary,             593,,             593
2021-2022,29,Fairfax County,750,Haycock Elementary,             890,,             890
2021-2022,29,Fairfax County,1740,Hayfield Elementary,             660,,             660
2021-2022,29,Fairfax County,1800,Hayfield Secondary,"           3,097",               1,"           3,098"
2021-2022,29,Fairfax County,1250,Herndon Elementary,             763,,             763
2021-2022,29,Fairfax County,32,Herndon High,"           2,319",               1,"           2,320"
2021-2022,29,Fairfax County,33,Herndon Middle,"           1,075",,"           1,075"
2021-2022,29,Fairfax County,1330,Hollin Meadows Elementary,             617,,             617
2021-2022,29,Fairfax County,1521,Holmes Middle,             917,,             917
2021-2022,29,Fairfax County,350,Hughes Middle,             976,,             976
2021-2022,29,Fairfax County,1880,Hunt Valley Elementary,             667,,             667
2021-2022,29,Fairfax County,1950,Hunters Woods Elementary School for the Arts and Sciences,             735,,             735
2021-2022,29,Fairfax County,1980,Hutchison Elementary,"           1,067",,"           1,067"
2021-2022,29,Fairfax County,1420,Hybla Valley Elementary,             888,,             888
2021-2022,29,Fairfax County,1120,Irving Middle,"           1,226",               3,"           1,229"
2021-2022,29,Fairfax County,2235,Island Creek Elementary,             710,,             710
2021-2022,29,Fairfax County,673,Jackson Middle,"           1,098",,"           1,098"
2021-2022,29,Fairfax County,1110,Johnson Middle,"           1,074",               1,"           1,075"
2021-2022,29,Fairfax County,1070,Justice High,"           2,227",,"           2,227"
2021-2022,29,Fairfax County,1240,Keene Mill Elementary,             753,,             753
2021-2022,29,Fairfax County,980,Kent Gardens Elementary,"           1,024",,"           1,024"
2021-2022,29,Fairfax County,1901,Key Center,              63,,              63
2021-2022,29,Fairfax County,1900,Key Middle,             744,               1,             745
2021-2022,29,Fairfax County,1761,Kilmer Center,              53,,              53
2021-2022,29,Fairfax County,1760,Kilmer Middle,"           1,134",,"           1,134"
2021-2022,29,Fairfax County,1890,Kings Glen Elementary,             389,,             389
2021-2022,29,Fairfax County,1440,Kings Park Elementary,             617,,             617
2021-2022,29,Fairfax County,1570,Lake Anne Elementary,             563,,             563
2021-2022,29,Fairfax County,90,Lake Braddock Secondary,"           4,379",               2,"           4,381"
2021-2022,29,Fairfax County,2209,Lane Elementary,             717,,             717
2021-2022,29,Fairfax County,1460,Langley High,"           2,049",,"           2,049"
2021-2022,29,Fairfax County,2348,Laurel Hill Elementary,             716,,             716
2021-2022,29,Fairfax County,1970,Laurel Ridge Elementary,             782,,             782
2021-2022,29,Fairfax County,1850,Lees Corner Elementary,             618,,             618
2021-2022,29,Fairfax County,770,Lemon Road Elementary,             508,,             508
2021-2022,29,Fairfax County,1020,Lewis High,"           1,706",,"           1,706"
2021-2022,29,Fairfax County,2233,Liberty Middle,             991,,             991
2021-2022,29,Fairfax County,1400,Little Run Elementary,             295,,             295
2021-2022,29,Fairfax County,1830,London Towne Elementary,             766,,             766
2021-2022,29,Fairfax County,1150,Longfellow Middle,"           1,269",,"           1,269"
2021-2022,29,Fairfax County,2236,Lorton Station Elementary,             754,,             754
2021-2022,29,Fairfax County,890,Lynbrook Elementary,             590,,             590
2021-2022,29,Fairfax County,1060,Madison High,"           2,213",,"           2,213"
2021-2022,29,Fairfax County,1210,Mantua Elementary,             943,,             943
2021-2022,29,Fairfax County,1290,Marshall High,"           2,072",               1,"           2,073"
2021-2022,29,Fairfax County,1200,Marshall Road Elementary,             665,,             665
2021-2022,29,Fairfax County,2410,Mason Crest Elementary,             614,,             614
2021-2022,29,Fairfax County,790,McLean High,"           2,368",,"           2,368"
2021-2022,29,Fairfax County,2231,McNair Elementary,             551,,             551
2021-2022,29,Fairfax County,2200,McNair Upper Elementary,             626,,             626
2021-2022,29,Fairfax County,1390,Mosaic Elementary,             897,,             897
2021-2022,29,Fairfax County,510,Mount Eagle Elementary,             331,,             331
2021-2022,29,Fairfax County,420,Mount Vernon High,"           1,968",,"           1,968"
2021-2022,29,Fairfax County,1640,Mount Vernon Woods Elementary,             609,,             609
2021-2022,29,Fairfax County,2211,Mountain View High,             154,,             154
2021-2022,29,Fairfax County,800,Navy Elementary,             911,,             911
2021-2022,29,Fairfax County,470,Newington Forest Elementary,             540,,             540
2021-2022,29,Fairfax County,930,North Springfield Elementary,             456,,             456
2021-2022,29,Fairfax County,430,Oak Hill Elementary,             683,,             683
2021-2022,29,Fairfax County,1860,Oak View Elementary,             780,,             780
2021-2022,29,Fairfax County,140,Oakton Elementary,             749,,             749
2021-2022,29,Fairfax County,1710,Oakton High,"           2,638",,"           2,638"
2021-2022,29,Fairfax County,1650,Olde Creek Elementary,             339,,             339
2021-2022,29,Fairfax County,150,Orange Hunt Elementary,             932,,             932
2021-2022,29,Fairfax County,1030,Parklawn Elementary,             814,,             814
2021-2022,29,Fairfax County,2440,Pimmit Early Childhood Resource Center,              39,,              39
2021-2022,29,Fairfax County,820,Pine Spring Elementary,             620,,             620
2021-2022,29,Fairfax County,1130,Poe Middle,             871,,             871
2021-2022,29,Fairfax County,2080,Poplar Tree Elementary,             648,,             648
2021-2022,29,Fairfax County,2237,Powell Elementary,             883,,             883
2021-2022,29,Fairfax County,2230,Providence Elementary,             900,,             900
2021-2022,29,Fairfax County,1310,Ravensworth Elementary,             600,,             600
2021-2022,29,Fairfax County,1820,Riverside Elementary,             703,,             703
2021-2022,29,Fairfax County,1960,Robinson Secondary,"           3,696",               3,"           3,699"
2021-2022,29,Fairfax County,300,Rocky Run Middle,"           1,017",,"           1,017"
2021-2022,29,Fairfax County,1770,Rolling Valley Elementary,             582,,             582
2021-2022,29,Fairfax County,950,Rose Hill Elementary,             649,,             649
2021-2022,29,Fairfax County,1300,Sandburg Middle,"           1,520",               1,"           1,521"
2021-2022,29,Fairfax County,2030,Sangster Elementary,             884,,             884
2021-2022,29,Fairfax County,2040,Saratoga Elementary,             600,,             600
2021-2022,29,Fairfax County,80,Sherman Elementary,             350,,             350
2021-2022,29,Fairfax County,1660,Shrevewood Elementary,             679,,             679
2021-2022,29,Fairfax County,1680,Silverbrook Elementary,             788,,             788
2021-2022,29,Fairfax County,710,Sleepy Hollow Elementary,             441,,             441
2021-2022,29,Fairfax County,2241,South County High,"           2,297",               2,"           2,299"
2021-2022,29,Fairfax County,2420,South County Middle,             974,,             974
2021-2022,29,Fairfax County,1990,South Lakes High,"           2,581",               3,"           2,584"
2021-2022,29,Fairfax County,1620,Spring Hill Elementary,             835,,             835
2021-2022,29,Fairfax County,960,Springfield Estates Elementary,             582,,             582
2021-2022,29,Fairfax County,1380,Stenwood Elementary,             527,,             527
2021-2022,29,Fairfax County,2070,Stone Middle,             700,,             700
2021-2022,29,Fairfax County,1350,Stratford Landing Elementary,             734,,             734
2021-2022,29,Fairfax County,280,Sunrise Valley Elementary,             539,,             539
2021-2022,29,Fairfax County,170,Terra Centre Elementary,             612,,             612
2021-2022,29,Fairfax County,250,Terraset Elementary,             593,,             593
2021-2022,29,Fairfax County,1371,Thomas Jefferson High for Science and Technology,"           1,904",,"           1,904"
2021-2022,29,Fairfax County,1140,Thoreau Middle,"           1,170",,"           1,170"
2021-2022,29,Fairfax County,830,Timber Lane Elementary,             604,,             604
2021-2022,29,Fairfax County,1160,Twain Middle,"           1,012",,"           1,012"
2021-2022,29,Fairfax County,1540,Union Mill Elementary,             867,,             867
2021-2022,29,Fairfax County,120,Vienna Elementary,             353,,             353
2021-2022,29,Fairfax County,2252,Virginia Hills Early Childhood Resource Center,             211,,             211
2021-2022,29,Fairfax County,2050,Virginia Run Elementary,             680,,             680
2021-2022,29,Fairfax County,850,Wakefield Forest Elementary,             659,,             659
2021-2022,29,Fairfax County,2100,Waples Mill Elementary,             836,,             836
2021-2022,29,Fairfax County,1320,Washington Mill Elementary,             556,,             556
2021-2022,29,Fairfax County,1080,Waynewood Elementary,             662,,             662
2021-2022,29,Fairfax County,900,West Potomac High,"           2,688",               1,"           2,689"
2021-2022,29,Fairfax County,1430,West Springfield Elementary,             576,,             576
2021-2022,29,Fairfax County,1610,West Springfield High,"           2,578",,"           2,578"
2021-2022,29,Fairfax County,1580,Westbriar Elementary,             786,,             786
2021-2022,29,Fairfax County,2228,Westfield High,"           2,648",               1,"           2,649"
2021-2022,29,Fairfax County,1670,Westgate Elementary,             564,,             564
2021-2022,29,Fairfax County,580,Westlawn Elementary,             756,,             756
2021-2022,29,Fairfax County,520,Weyanoke Elementary,             549,,             549
2021-2022,29,Fairfax County,400,White Oaks Elementary,             719,,             719
2021-2022,29,Fairfax County,1550,Whitman Middle,             880,,             880
2021-2022,29,Fairfax County,2060,Willow Springs Elementary,             912,,             912
2021-2022,29,Fairfax County,1810,Wolftrap Elementary,             545,,             545
2021-2022,29,Fairfax County,650,Woodburn Elementary,             479,,             479
2021-2022,29,Fairfax County,380,Woodlawn Elementary,             495,,             495
2021-2022,29,Fairfax County,590,Woodley Hills Elementary,             502,,             502
2021-2022,29,Fairfax County,1260,Woodson High,"           2,488",               2,"           2,490"
2021-2022,109,Falls Church City,270,Jessie Thackrey  Preschool,              54,,              54
2021-2022,109,Falls Church City,252,Mary Ellen Henderson Middle,             586,,             586
2021-2022,109,Falls Church City,251,Meridian High,             849,,             849
2021-2022,109,Falls Church City,240,Mount Daniel Elementary,             486,,             486
2021-2022,109,Falls Church City,260,Oak Street Elementary,             518,,             518
2021-2022,30,Fauquier County,854,Auburn Middle,             586,,             586
2021-2022,30,Fauquier County,460,C. Hunter Ritchie Elementary,             490,,             490
2021-2022,30,Fauquier County,730,C.M. Bradley Elementary,             346,,             346
2021-2022,30,Fauquier County,520,Cedar Lee Middle,             634,,             634
2021-2022,30,Fauquier County,120,Claude Thompson Elementary,             259,,             259
2021-2022,30,Fauquier County,701,Fauquier High,"           1,226",,"           1,226"
2021-2022,30,Fauquier County,450,Grace Miller Elementary,             506,,             506
2021-2022,30,Fauquier County,511,Greenville Elementary,             494,,             494
2021-2022,30,Fauquier County,750,H.M. Pearson Elementary,             373,,             373
2021-2022,30,Fauquier County,853,James G. Brumfield Elementary,             497,,             497
2021-2022,30,Fauquier County,510,Kettle Run High,"           1,161",,"           1,161"
2021-2022,30,Fauquier County,851,Liberty High,"           1,352",               1,"           1,353"
2021-2022,30,Fauquier County,530,Margaret M. Pierce Elementary,             523,,             523
2021-2022,30,Fauquier County,10,Marshall Middle,             431,,             431
2021-2022,30,Fauquier County,20,Mary Walter Elementary,             417,,             417
2021-2022,30,Fauquier County,720,P.B. Smith Elementary,             424,,             424
2021-2022,30,Fauquier County,670,W.C. Taylor Middle,             455,,             455
2021-2022,30,Fauquier County,740,W.G. Coleman Elementary,             318,,             318
2021-2022,30,Fauquier County,660,Warrenton Middle,             381,,             381
2021-2022,31,Floyd County,90,Check Elementary,             265,,             265
2021-2022,31,Floyd County,660,Floyd County High,             758,,             758
2021-2022,31,Floyd County,360,Floyd Elementary,             456,,             456
2021-2022,31,Floyd County,650,Indian Valley Elementary,             119,,             119
2021-2022,31,Floyd County,500,Willis Elementary,             178,,             178
2021-2022,32,Fluvanna County,300,Carysbrook Elementary,             449,,             449
2021-2022,32,Fluvanna County,310,Central Elementary,             410,,             410
2021-2022,32,Fluvanna County,260,Fluvanna County High,"           1,453",,"           1,453"
2021-2022,32,Fluvanna County,320,Fluvanna Middle,             749,,             749
2021-2022,32,Fluvanna County,330,West Central Primary,             255,,             255
2021-2022,135,Franklin City,20,Franklin High,             297,,             297
2021-2022,135,Franklin City,561,Joseph P. King Jr. Middle,             230,,             230
2021-2022,135,Franklin City,10,S.P. Morton Elementary,             465,,             465
2021-2022,33,Franklin County,31,Benjamin Franklin Middle,"           1,495",,"           1,495"
2021-2022,33,Franklin County,1370,Boones Mill Elementary,             277,,             277
2021-2022,33,Franklin County,1320,Burnt Chimney Elementary,             250,               1,             251
2021-2022,33,Franklin County,350,Callaway Elementary,             166,,             166
2021-2022,33,Franklin County,20,Dudley Elementary,             229,,             229
2021-2022,33,Franklin County,1360,Ferrum Elementary,             215,,             215
2021-2022,33,Franklin County,1311,Franklin County High,"           1,925",,"           1,925"
2021-2022,33,Franklin County,690,Glade Hill Elementary,             218,,             218
2021-2022,33,Franklin County,10,Henry Elementary,             161,,             161
2021-2022,33,Franklin County,660,Lee M. Waid Elementary,             386,,             386
2021-2022,33,Franklin County,1380,Rocky Mount Elementary,             290,,             290
2021-2022,33,Franklin County,1170,Snow Creek Elementary,             206,,             206
2021-2022,33,Franklin County,960,Sontag Elementary,             219,,             219
2021-2022,33,Franklin County,980,Windy Gap Elementary,             282,,             282
2021-2022,34,Frederick County,586,Admiral Richard E. Byrd Middle,             806,,             806
2021-2022,34,Frederick County,10,Apple Pie Ridge Elementary,             422,,             422
2021-2022,34,Frederick County,320,Armel Elementary,             633,,             633
2021-2022,34,Frederick County,20,Bass-Hoover Elementary,             581,,             581
2021-2022,34,Frederick County,587,Evendale Elementary,             509,,             509
2021-2022,34,Frederick County,460,Frederick County Middle,             781,,             781
2021-2022,34,Frederick County,380,Gainesboro Elementary,             442,,             442
2021-2022,34,Frederick County,590,Greenwood Mill Elementary,             594,,             594
2021-2022,34,Frederick County,40,Indian Hollow Elementary,             391,,             391
2021-2022,34,Frederick County,30,James Wood High,"           1,438",,"           1,438"
2021-2022,34,Frederick County,420,James Wood Middle,             818,,             818
2021-2022,34,Frederick County,591,Jordan Springs Elementary,             513,,             513
2021-2022,34,Frederick County,340,Middletown Elementary,             570,,             570
2021-2022,34,Frederick County,584,Millbrook High,"           1,521",               1,"           1,522"
2021-2022,34,Frederick County,583,Orchard View Elementary,             469,,             469
2021-2022,34,Frederick County,582,Redbud Run Elementary,             575,,             575
2021-2022,34,Frederick County,480,Robert E. Aylor Middle,             842,,             842
2021-2022,34,Frederick County,581,Sherando High,"           1,602",,"           1,602"
2021-2022,34,Frederick County,410,Stonewall Elementary,             368,,             368
2021-2022,110,Fredericksburg City,50,Hugh Mercer Elementary,             873,,             873
2021-2022,110,Fredericksburg City,40,James Monroe High,"           1,027",,"           1,027"
2021-2022,110,Fredericksburg City,272,Lafayette Elementary,             802,,             802
2021-2022,110,Fredericksburg City,30,Walker-Grant Early Childhood Center,             140,,             140
2021-2022,110,Fredericksburg City,273,Walker-Grant Middle,             782,,             782
2021-2022,111,Galax City,10,Galax Elementary,             662,               1,             663
2021-2022,111,Galax City,31,Galax High,             374,,             374
2021-2022,111,Galax City,32,Galax Middle,             318,,             318
2021-2022,35,Giles County,10,Eastern Elementary/Middle ,             744,,             744
2021-2022,35,Giles County,461,Giles High,             699,               3,             702
2021-2022,35,Giles County,390,Macy Mcclaugherty Elementary/Middle,             819,,             819
2021-2022,35,Giles County,400,Narrows Elementary/Middle ,             840,,             840
2021-2022,35,Giles County,470,Narrows High,             426,,             426
2021-2022,36,Gloucester County,250,Abingdon Elementary,             453,               2,             455
2021-2022,36,Gloucester County,240,Achilles Elementary,             427,               3,             430
2021-2022,36,Gloucester County,381,Bethel Elementary,             492,               3,             495
2021-2022,36,Gloucester County,100,Botetourt Elementary,             556,               6,             562
2021-2022,36,Gloucester County,260,Gloucester High,"           1,542",,"           1,542"
2021-2022,36,Gloucester County,802,Page Middle,             603,,             603
2021-2022,36,Gloucester County,280,Peasley Middle,             627,,             627
2021-2022,36,Gloucester County,270,Petsworth Elementary,             336,               3,             339
2021-2022,37,Goochland County,120,Byrd Elementary,             300,,             300
2021-2022,37,Goochland County,360,Goochland Elementary,             362,,             362
2021-2022,37,Goochland County,220,Goochland High,             864,,             864
2021-2022,37,Goochland County,340,Goochland Middle,             609,,             609
2021-2022,37,Goochland County,260,Randolph Elementary,             461,,             461
2021-2022,38,Grayson County,480,Fairview Elementary,             149,,             149
2021-2022,38,Grayson County,911,Fries Elementary,             267,,             267
2021-2022,38,Grayson County,421,Grayson County High,             453,,             453
2021-2022,38,Grayson County,430,Grayson Highlands,             138,,             138
2021-2022,38,Grayson County,422,Independence Elementary,             272,,             272
2021-2022,38,Grayson County,11,Independence Middle,             251,,             251
2021-2022,39,Greene County,20,Nathanael Greene Elementary,             329,,             329
2021-2022,39,Greene County,10,Nathanael Greene Primary,             373,,             373
2021-2022,39,Greene County,30,Ruckersville Elementary,             528,,             528
2021-2022,39,Greene County,72,William Monroe High,             955,,             955
2021-2022,39,Greene County,71,William Monroe Middle,             712,,             712
2021-2022,40,Greensville County,260,Belfield Elementary,             163,,             163
2021-2022,40,Greensville County,190,Edward W. Wyatt Middle,             489,,             489
2021-2022,40,Greensville County,200,Greensville County High,             581,,             581
2021-2022,40,Greensville County,50,Greensville Elementary,             804,,             804
2021-2022,41,Halifax County,1560,Clays Mill Elementary,             157,,             157
2021-2022,41,Halifax County,20,Cluster Springs Elementary,             522,,             522
2021-2022,41,Halifax County,10,Halifax County High,"           1,425",               5,"           1,430"
2021-2022,41,Halifax County,1480,Halifax County Middle,"           1,022",,"           1,022"
2021-2022,41,Halifax County,1550,Meadville Elementary,             175,,             175
2021-2022,41,Halifax County,1510,Scottsburg Elementary,             214,,             214
2021-2022,41,Halifax County,1521,Sinai Elementary,             177,,             177
2021-2022,41,Halifax County,30,South Boston Elementary,             610,,             610
2021-2022,41,Halifax County,950,South Boston/Halifax Early Learning Center,             101,,             101
2021-2022,41,Halifax County,1490,Sydnor Jennings Elementary,             185,,             185
2021-2022,112,Hampton City,500,A.W.E. Bassette Elementary,             465,,             465
2021-2022,112,Hampton City,160,Aberdeen Elementary,             499,,             499
2021-2022,112,Hampton City,470,Albert W. Patrick III Elementary,             392,,             392
2021-2022,112,Hampton City,260,Alfred S. Forrest Elementary,             507,,             507
2021-2022,112,Hampton City,120,Armstrong Elementary,             266,,             266
2021-2022,112,Hampton City,330,Barron Elementary,             359,,             359
2021-2022,112,Hampton City,350,Benjamin Syms Middle,             973,,             973
2021-2022,112,Hampton City,430,Bethel High,"           1,815",,"           1,815"
2021-2022,112,Hampton City,450,C. Alton Lindsay Middle,             727,,             727
2021-2022,112,Hampton City,460,Captain John Smith Elementary,             368,,             368
2021-2022,112,Hampton City,300,Cesar Tarrant Middle,             713,,             713
2021-2022,112,Hampton City,420,Christopher C. Kraft Elementary ,             412,,             412
2021-2022,112,Hampton City,30,Francis Asbury Elementary,             431,,             431
2021-2022,112,Hampton City,70,Francis W. Jones Magnet Middle,             635,,             635
2021-2022,112,Hampton City,650,George P. Phenix Elementary,"           1,440",,"           1,440"
2021-2022,112,Hampton City,280,Hampton High,"           1,336",,"           1,336"
2021-2022,112,Hampton City,640,Hunter B. Andrews,"           1,126",,"           1,126"
2021-2022,112,Hampton City,250,Jane H. Bryan Elementary,             414,,             414
2021-2022,112,Hampton City,320,Kecoughtan High,"           1,612",,"           1,612"
2021-2022,112,Hampton City,490,Luther W. Machen Elementary ,             449,,             449
2021-2022,112,Hampton City,440,Mary S. Peake Elementary,             420,,             420
2021-2022,112,Hampton City,270,Mary T. Christian Elementary,             266,,             266
2021-2022,112,Hampton City,360,Mary W. Jackson Elementary,             322,,             322
2021-2022,112,Hampton City,210,Moton Early Childhood Center,             231,,             231
2021-2022,112,Hampton City,410,Paul Burbank Elementary,             398,,             398
2021-2022,112,Hampton City,370,Phillips Elementary,             397,,             397
2021-2022,112,Hampton City,50,Phoebus High,"           1,263",,"           1,263"
2021-2022,112,Hampton City,180,Samuel P. Langley Elementary,             475,,             475
2021-2022,112,Hampton City,380,Thomas Eaton Middle,             551,,             551
2021-2022,112,Hampton City,80,William Mason Cooper Elementary,             357,,             357
2021-2022,42,Hanover County,62,Atlee High,"           1,541",,"           1,541"
2021-2022,42,Hanover County,360,Battlefield Park Elementary,             394,,             394
2021-2022,42,Hanover County,20,Beaverdam Elementary,             280,,             280
2021-2022,42,Hanover County,440,Bell Creek Middle,             977,,             977
2021-2022,42,Hanover County,61,Chickahominy Middle,"           1,101",,"           1,101"
2021-2022,42,Hanover County,70,Cold Harbor Elementary,             507,,             507
2021-2022,42,Hanover County,551,Cool Spring Elementary,             734,,             734
2021-2022,42,Hanover County,430,Elmont Elementary,             369,,             369
2021-2022,42,Hanover County,554,Hanover High,"           1,464",,"           1,464"
2021-2022,42,Hanover County,150,Henry Clay Elementary,             366,,             366
2021-2022,42,Hanover County,162,John M. Gandy Elementary,             298,,             298
2021-2022,42,Hanover County,200,Kersey Creek Elementary,             701,,             701
2021-2022,42,Hanover County,210,Laurel Meadow Elementary,             546,,             546
2021-2022,42,Hanover County,450,Liberty Middle,             963,,             963
2021-2022,42,Hanover County,420,Mechanicsville Elementary,             549,,             549
2021-2022,42,Hanover County,370,Mechanicsville High,"           1,339",,"           1,339"
2021-2022,42,Hanover County,553,Oak Knoll Middle,             888,,             888
2021-2022,42,Hanover County,400,Patrick Henry High,"           1,350",,"           1,350"
2021-2022,42,Hanover County,410,Pearson's Corner Elementary,             582,,             582
2021-2022,42,Hanover County,552,Pole Green Elementary,             517,,             517
2021-2022,42,Hanover County,30,Rural Point Elementary,             557,,             557
2021-2022,42,Hanover County,40,South Anna Elementary,             475,,             475
2021-2022,42,Hanover County,290,Washington-Henry Elementary ,             367,,             367
2021-2022,113,Harrisonburg City,120,Bluestone Elementary,             555,,             555
2021-2022,113,Harrisonburg City,12,Harrisonburg High,"           1,923",               1,"           1,924"
2021-2022,113,Harrisonburg City,50,Keister Elementary,             443,,             443
2021-2022,113,Harrisonburg City,111,Skyline Middle,             731,,             731
2021-2022,113,Harrisonburg City,110,Smithland Elementary,             791,,             791
2021-2022,113,Harrisonburg City,60,Spotswood Elementary,             482,,             482
2021-2022,113,Harrisonburg City,191,Stone Spring Elementary,             514,,             514
2021-2022,113,Harrisonburg City,80,Thomas Harrison Middle,             696,,             696
2021-2022,113,Harrisonburg City,30,Waterman Elementary,             524,,             524
2021-2022,43,Henrico County,450,Anthony P. Mehfoud Elementary,             323,,             323
2021-2022,43,Henrico County,320,Arthur Ashe Jr. Elementary ,             506,,             506
2021-2022,43,Henrico County,500,Brookland Middle,"           1,129",,"           1,129"
2021-2022,43,Henrico County,120,Cashell Donahoe Elementary,             549,,             549
2021-2022,43,Henrico County,590,Chamberlayne Elementary,             317,,             317
