School Year,Division Number,Division Name,School Number,School Name,FT Count,PT Count,Total Count
2019-2020,27,Dinwiddie County,180,Sunnyside Elementary,             281,,             281
2019-2020,27,Dinwiddie County,520,Sutherland Elementary,             524,,             524
2019-2020,28,Essex County,10,Essex High,             529,,             529
2019-2020,28,Essex County,150,Essex Intermediate,             408,,             408
2019-2020,28,Essex County,160,Tappahannock Elementary,             383,,             383
2019-2020,29,Fairfax County,2203,Aldrin Elementary,             642,,             642
2019-2020,29,Fairfax County,660,Annandale High,"           2,218",,"           2,218"
2019-2020,29,Fairfax County,1360,Annandale Terrace Elementary,             651,,             651
2019-2020,29,Fairfax County,110,Archer Elementary,             587,,             587
2019-2020,29,Fairfax County,1530,Armstrong Elementary,             398,,             398
2019-2020,29,Fairfax County,550,Bailey's Elementary School for the Arts and Sciences,             846,,             846
2019-2020,29,Fairfax County,2459,Bailey's Upper Elementary School for the Arts and Sciences,             552,,             552
2019-2020,29,Fairfax County,1730,Beech Tree Elementary,             385,,             385
2019-2020,29,Fairfax County,560,Belle View Elementary,             473,,             473
2019-2020,29,Fairfax County,720,Belvedere Elementary,             636,,             636
2019-2020,29,Fairfax County,2000,Bonnie Brae Elementary,             844,,             844
2019-2020,29,Fairfax County,1090,Braddock Elementary,             896,,             896
2019-2020,29,Fairfax County,940,Bren Mar Park Elementary,             497,,             497
2019-2020,29,Fairfax County,1790,Brookfield Elementary,             829,,             829
2019-2020,29,Fairfax County,2201,Bryant High,             264,,             264
2019-2020,29,Fairfax County,700,Bucknell Elementary,             287,,             287
2019-2020,29,Fairfax County,2251,Bull Run E.C. Resource Ctr.,             198,,             198
2019-2020,29,Fairfax County,2225,Bull Run Elementary,             791,,             791
2019-2020,29,Fairfax County,680,Bush Hill Elementary,             590,,             590
2019-2020,29,Fairfax County,1940,Camelot Elementary,             624,,             624
2019-2020,29,Fairfax County,620,Cameron Elementary,             522,,             522
2019-2020,29,Fairfax County,1590,Canterbury Woods Elementary,             802,,             802
2019-2020,29,Fairfax County,1690,Cardinal Forest Elementary,             613,,             613
2019-2020,29,Fairfax County,2222,Carson Middle,"           1,537",,"           1,537"
2019-2020,29,Fairfax County,2090,Centre Ridge Elementary,             790,,             790
2019-2020,29,Fairfax County,2205,Centreville Elementary,             820,,             820
2019-2020,29,Fairfax County,200,Centreville High,"           2,641",               1,"           2,642"
2019-2020,29,Fairfax County,131,Chantilly High,"           2,936",,"           2,936"
2019-2020,29,Fairfax County,480,Cherry Run Elementary,             474,,             474
2019-2020,29,Fairfax County,100,Chesterbrook Elementary,             632,,             632
2019-2020,29,Fairfax County,1050,Churchill Road Elementary,             760,,             760
2019-2020,29,Fairfax County,260,Clearview Elementary,             715,,             715
2019-2020,29,Fairfax County,1870,Clermont Elementary,             609,,             609
2019-2020,29,Fairfax County,2347,Coates Elementary,             745,,             745
2019-2020,29,Fairfax County,1510,Columbia Elementary,             468,,             468
2019-2020,29,Fairfax County,2234,Colvin Run Elementary,             783,,             783
2019-2020,29,Fairfax County,1190,Cooper Middle,             992,               1,             993
2019-2020,29,Fairfax County,870,Crestwood Elementary,             623,,             623
2019-2020,29,Fairfax County,2020,Crossfield Elementary,             612,,             612
2019-2020,29,Fairfax County,1600,Cub Run Elementary,             547,,             547
2019-2020,29,Fairfax County,1700,Cunningham Park Elementary,             465,,             465
2019-2020,29,Fairfax County,2229,Daniels Run Elementary,             764,,             764
2019-2020,29,Fairfax County,2204,Deer Park Elementary,             594,,             594
2019-2020,29,Fairfax County,220,Dogwood Elementary,             731,,             731
2019-2020,29,Fairfax County,2010,Dranesville Elementary,             718,,             718
2019-2020,29,Fairfax County,2238,Dunn Loring E.C. Resource Ctr.,             256,,             256
2019-2020,29,Fairfax County,2243,Eagle View Elementary,             651,,             651
2019-2020,29,Fairfax County,1270,Edison High,"           2,189",               1,"           2,190"
2019-2020,29,Fairfax County,190,Fairfax County Adult High,             246,,             246
2019-2020,29,Fairfax County,20,Fairfax High,"           2,366",               1,"           2,367"
2019-2020,29,Fairfax County,1480,Fairfax Villa Elementary,             602,,             602
2019-2020,29,Fairfax County,1630,Fairhill Elementary,             579,,             579
2019-2020,29,Fairfax County,290,Fairview Elementary,             783,,             783
2019-2020,29,Fairfax County,1100,Falls Church High,"           2,068",               1,"           2,069"
2019-2020,29,Fairfax County,730,Flint Hill Elementary,             682,,             682
2019-2020,29,Fairfax County,740,Floris Elementary,             854,,             854
2019-2020,29,Fairfax County,70,Forest Edge Elementary,             514,,             514
2019-2020,29,Fairfax County,1450,Forestdale Elementary,             522,,             522
2019-2020,29,Fairfax County,370,Forestville Elementary,             603,,             603
2019-2020,29,Fairfax County,2224,Fort Belvoir Elementary,             935,,             935
2019-2020,29,Fairfax County,2458,Fort Belvoir Upper,             537,,             537
2019-2020,29,Fairfax County,1920,Fort Hunt Elementary,             596,,             596
2019-2020,29,Fairfax County,390,Fox Mill Elementary,             598,,             598
2019-2020,29,Fairfax County,320,Franconia Elementary,             592,,             592
2019-2020,29,Fairfax County,440,Franklin Middle,             896,,             896
2019-2020,29,Fairfax County,490,Freedom Hill Elementary,             591,,             591
2019-2020,29,Fairfax County,1410,Frost Middle,"           1,246",               2,"           1,248"
2019-2020,29,Fairfax County,630,Garfield Elementary,             354,,             354
2019-2020,29,Fairfax County,1170,Glasgow Middle,"           1,919",,"           1,919"
2019-2020,29,Fairfax County,970,Glen Forest Elementary,"           1,100",,"           1,100"
2019-2020,29,Fairfax County,530,Graham Road Elementary,             422,,             422
2019-2020,29,Fairfax County,570,Great Falls Elementary,             510,,             510
2019-2020,29,Fairfax County,1840,Greenbriar East Elementary,             923,,             923
2019-2020,29,Fairfax County,1500,Greenbriar West Elementary,             744,,             744
2019-2020,29,Fairfax County,330,Groveton Elementary,             769,,             769
2019-2020,29,Fairfax County,690,Gunston Elementary,             533,,             533
2019-2020,29,Fairfax County,2210,Halley Elementary,             606,,             606
2019-2020,29,Fairfax County,750,Haycock Elementary,             974,,             974
2019-2020,29,Fairfax County,1740,Hayfield Elementary,             773,,             773
2019-2020,29,Fairfax County,1800,Hayfield Secondary,"           3,139",               1,"           3,140"
2019-2020,29,Fairfax County,1250,Herndon Elementary,             843,,             843
2019-2020,29,Fairfax County,32,Herndon High,"           2,384",               3,"           2,387"
2019-2020,29,Fairfax County,33,Herndon Middle,"           1,141",,"           1,141"
2019-2020,29,Fairfax County,1330,Hollin Meadows Elementary,             690,,             690
2019-2020,29,Fairfax County,1521,Holmes Middle,             992,,             992
2019-2020,29,Fairfax County,350,Hughes Middle,"           1,061",               2,"           1,063"
2019-2020,29,Fairfax County,1880,Hunt Valley Elementary,             736,,             736
2019-2020,29,Fairfax County,1950,Hunters Woods Elementary School for the Arts and Sciences,             815,,             815
2019-2020,29,Fairfax County,1980,Hutchison Elementary,"           1,100",,"           1,100"
2019-2020,29,Fairfax County,1420,Hybla Valley Elementary,             991,,             991
2019-2020,29,Fairfax County,1120,Irving Middle,"           1,117",               1,"           1,118"
2019-2020,29,Fairfax County,2235,Island Creek Elementary,             786,,             786
2019-2020,29,Fairfax County,673,Jackson Middle,"           1,046",,"           1,046"
2019-2020,29,Fairfax County,1070,Justice High,"           2,378",,"           2,378"
2019-2020,29,Fairfax County,1240,Keene Mill Elementary,             822,,             822
2019-2020,29,Fairfax County,980,Kent Gardens Elementary,"           1,047",,"           1,047"
2019-2020,29,Fairfax County,1901,Key Center,              76,,              76
2019-2020,29,Fairfax County,1900,Key Middle,             817,,             817
2019-2020,29,Fairfax County,1761,Kilmer Center,              68,,              68
2019-2020,29,Fairfax County,1760,Kilmer Middle,"           1,146",               2,"           1,148"
2019-2020,29,Fairfax County,1890,Kings Glen Elementary,             482,,             482
2019-2020,29,Fairfax County,1440,Kings Park Elementary,             656,,             656
2019-2020,29,Fairfax County,1570,Lake Anne Elementary,             599,,             599
2019-2020,29,Fairfax County,90,Lake Braddock Secondary,"           4,332",               6,"           4,338"
2019-2020,29,Fairfax County,2209,Lane Elementary,             758,,             758
2019-2020,29,Fairfax County,1460,Langley High,"           1,992",               1,"           1,993"
2019-2020,29,Fairfax County,1110,Lanier Middle,"           1,055",               1,"           1,056"
2019-2020,29,Fairfax County,2348,Laurel Hill Elementary,             806,,             806
2019-2020,29,Fairfax County,1970,Laurel Ridge Elementary,             846,,             846
2019-2020,29,Fairfax County,1020,Lee High,"           1,806",,"           1,806"
2019-2020,29,Fairfax County,1850,Lees Corner Elementary,             735,,             735
2019-2020,29,Fairfax County,770,Lemon Road Elementary,             601,,             601
2019-2020,29,Fairfax County,2233,Liberty Middle,"           1,102",,"           1,102"
2019-2020,29,Fairfax County,1400,Little Run Elementary,             326,,             326
2019-2020,29,Fairfax County,1830,London Towne Elementary,             842,,             842
2019-2020,29,Fairfax County,1150,Longfellow Middle,"           1,337",,"           1,337"
2019-2020,29,Fairfax County,2236,Lorton Station Elementary,             827,,             827
2019-2020,29,Fairfax County,890,Lynbrook Elementary,             610,,             610
2019-2020,29,Fairfax County,1060,Madison High,"           2,289",               2,"           2,291"
2019-2020,29,Fairfax County,1210,Mantua Elementary,"           1,092",,"           1,092"
2019-2020,29,Fairfax County,1290,Marshall High,"           2,170",,"           2,170"
2019-2020,29,Fairfax County,1200,Marshall Road Elementary,             771,,             771
2019-2020,29,Fairfax County,2410,Mason Crest Elementary,             601,,             601
2019-2020,29,Fairfax County,790,McLean High,"           2,369",,"           2,369"
2019-2020,29,Fairfax County,2231,McNair Elementary,"           1,309",,"           1,309"
2019-2020,29,Fairfax County,1390,Mosby Woods Elementary,"           1,041",,"           1,041"
2019-2020,29,Fairfax County,510,Mount Eagle Elementary,             380,,             380
2019-2020,29,Fairfax County,420,Mount Vernon High,"           2,002",,"           2,002"
2019-2020,29,Fairfax County,1640,Mount Vernon Woods Elementary,             648,,             648
2019-2020,29,Fairfax County,2211,Mountain View High,             256,,             256
2019-2020,29,Fairfax County,800,Navy Elementary,             993,,             993
2019-2020,29,Fairfax County,470,Newington Forest Elementary,             542,,             542
2019-2020,29,Fairfax County,930,North Springfield Elementary,             539,,             539
2019-2020,29,Fairfax County,430,Oak Hill Elementary,             844,,             844
2019-2020,29,Fairfax County,1860,Oak View Elementary,             843,,             843
2019-2020,29,Fairfax County,140,Oakton Elementary,             784,,             784
2019-2020,29,Fairfax County,1710,Oakton High,"           2,743",               1,"           2,744"
2019-2020,29,Fairfax County,1650,Olde Creek Elementary,             377,,             377
2019-2020,29,Fairfax County,150,Orange Hunt Elementary,             985,,             985
2019-2020,29,Fairfax County,1030,Parklawn Elementary,             676,,             676
2019-2020,29,Fairfax County,2440,Pimmit E.C. Resouce Ctr.,              42,,              42
2019-2020,29,Fairfax County,820,Pine Spring Elementary,             634,,             634
2019-2020,29,Fairfax County,1130,Poe Middle,             999,,             999
2019-2020,29,Fairfax County,2080,Poplar Tree Elementary,             731,,             731
2019-2020,29,Fairfax County,2237,Powell Elementary,             958,,             958
2019-2020,29,Fairfax County,2230,Providence Elementary,             919,,             919
2019-2020,29,Fairfax County,1310,Ravensworth Elementary,             589,,             589
2019-2020,29,Fairfax County,1820,Riverside Elementary,             828,,             828
2019-2020,29,Fairfax County,1960,Robinson Secondary,"           3,810",               7,"           3,817"
2019-2020,29,Fairfax County,300,Rocky Run Middle,"           1,150",               1,"           1,151"
2019-2020,29,Fairfax County,1770,Rolling Valley Elementary,             614,,             614
2019-2020,29,Fairfax County,950,Rose Hill Elementary,             695,,             695
2019-2020,29,Fairfax County,1300,Sandburg Middle,"           1,523",               1,"           1,524"
2019-2020,29,Fairfax County,2030,Sangster Elementary,"           1,005",,"           1,005"
2019-2020,29,Fairfax County,2040,Saratoga Elementary,             670,,             670
2019-2020,29,Fairfax County,80,Sherman Elementary,             366,,             366
2019-2020,29,Fairfax County,1660,Shrevewood Elementary,             778,,             778
2019-2020,29,Fairfax County,1680,Silverbrook Elementary,             821,,             821
2019-2020,29,Fairfax County,710,Sleepy Hollow Elementary,             428,,             428
2019-2020,29,Fairfax County,2241,South County High,"           2,241",,"           2,241"
2019-2020,29,Fairfax County,2420,South County Middle,"           1,055",               2,"           1,057"
2019-2020,29,Fairfax County,1990,South Lakes High,"           2,549",,"           2,549"
2019-2020,29,Fairfax County,1620,Spring Hill Elementary,"           1,000",,"           1,000"
2019-2020,29,Fairfax County,960,Springfield Estates Elementary,             762,,             762
2019-2020,29,Fairfax County,1380,Stenwood Elementary,             562,,             562
2019-2020,29,Fairfax County,2070,Stone Middle,             774,,             774
2019-2020,29,Fairfax County,1350,Stratford Landing Elementary,             789,,             789
2019-2020,29,Fairfax County,280,Sunrise Valley Elementary,             606,,             606
2019-2020,29,Fairfax County,170,Terra Centre Elementary,             638,,             638
2019-2020,29,Fairfax County,250,Terraset Elementary,             641,,             641
2019-2020,29,Fairfax County,1371,Thomas Jefferson High for Science and Technology,"           1,809",,"           1,809"
2019-2020,29,Fairfax County,1140,Thoreau Middle,"           1,321",,"           1,321"
2019-2020,29,Fairfax County,830,Timber Lane Elementary,             658,,             658
2019-2020,29,Fairfax County,1160,Twain Middle,"           1,079",               1,"           1,080"
2019-2020,29,Fairfax County,1540,Union Mill Elementary,             935,,             935
2019-2020,29,Fairfax County,120,Vienna Elementary,             448,,             448
2019-2020,29,Fairfax County,2252,Virginia Hills E.C. Resource Ctr.,             306,,             306
2019-2020,29,Fairfax County,2050,Virginia Run Elementary,             682,,             682
2019-2020,29,Fairfax County,850,Wakefield Forest Elementary,             690,,             690
2019-2020,29,Fairfax County,2100,Waples Mill Elementary,             923,,             923
2019-2020,29,Fairfax County,1320,Washington Mill Elementary,             595,,             595
2019-2020,29,Fairfax County,1080,Waynewood Elementary,             774,,             774
2019-2020,29,Fairfax County,900,West Potomac High,"           2,716",,"           2,716"
2019-2020,29,Fairfax County,1430,West Springfield Elementary,             588,,             588
2019-2020,29,Fairfax County,1610,West Springfield High,"           2,413",               1,"           2,414"
2019-2020,29,Fairfax County,1580,Westbriar Elementary,             902,,             902
2019-2020,29,Fairfax County,2228,Westfield High,"           2,651",               1,"           2,652"
2019-2020,29,Fairfax County,1670,Westgate Elementary,             581,,             581
2019-2020,29,Fairfax County,580,Westlawn Elementary,             821,,             821
2019-2020,29,Fairfax County,520,Weyanoke Elementary,             591,,             591
2019-2020,29,Fairfax County,400,White Oaks Elementary,             793,,             793
2019-2020,29,Fairfax County,1550,Whitman Middle,             991,,             991
2019-2020,29,Fairfax County,2060,Willow Springs Elementary,             988,,             988
2019-2020,29,Fairfax County,1810,Wolftrap Elementary,             567,,             567
2019-2020,29,Fairfax County,650,Woodburn Elementary,             542,,             542
2019-2020,29,Fairfax County,380,Woodlawn Elementary,             566,,             566
2019-2020,29,Fairfax County,590,Woodley Hills Elementary,             558,,             558
2019-2020,29,Fairfax County,1260,Woodson High,"           2,427",               2,"           2,429"
2019-2020,109,Falls Church City,251,George Mason High,             845,,             845
2019-2020,109,Falls Church City,270,Jessie Thackrey  Preschool,              64,,              64
2019-2020,109,Falls Church City,252,Mary Ellen Henderson Middle,             662,,             662
2019-2020,109,Falls Church City,240,Mount Daniel Elementary,             527,,             527
2019-2020,109,Falls Church City,260,Thomas Jefferson Elementary,             550,               1,             551
2019-2020,30,Fauquier County,854,Auburn Middle,             574,,             574
2019-2020,30,Fauquier County,460,C. Hunter Ritchie Elementary,             494,,             494
2019-2020,30,Fauquier County,730,C.M. Bradley Elementary,             372,,             372
2019-2020,30,Fauquier County,520,Cedar Lee Middle,             654,,             654
2019-2020,30,Fauquier County,120,Claude Thompson Elementary,             251,,             251
2019-2020,30,Fauquier County,701,Fauquier High,"           1,288",,"           1,288"
2019-2020,30,Fauquier County,450,Grace Miller Elementary,             496,,             496
2019-2020,30,Fauquier County,511,Greenville Elementary,             530,,             530
2019-2020,30,Fauquier County,750,H.M. Pearson Elementary,             388,,             388
2019-2020,30,Fauquier County,853,James G. Brumfield Elementary,             501,,             501
2019-2020,30,Fauquier County,510,Kettle Run High,"           1,217",,"           1,217"
2019-2020,30,Fauquier County,851,Liberty High,"           1,302",,"           1,302"
2019-2020,30,Fauquier County,530,Margaret M. Pierce Elementary,             556,,             556
2019-2020,30,Fauquier County,10,Marshall Middle,             469,,             469
2019-2020,30,Fauquier County,20,Mary Walter Elementary,             411,,             411
2019-2020,30,Fauquier County,720,P.B. Smith Elementary,             417,,             417
2019-2020,30,Fauquier County,670,W.C. Taylor Middle,             472,,             472
2019-2020,30,Fauquier County,740,W.G. Coleman Elementary,             352,,             352
2019-2020,30,Fauquier County,660,Warrenton Middle,             437,,             437
2019-2020,31,Floyd County,90,Check Elementary,             314,,             314
2019-2020,31,Floyd County,660,Floyd County High,             780,               4,             784
2019-2020,31,Floyd County,360,Floyd Elementary,             489,,             489
2019-2020,31,Floyd County,650,Indian Valley Elementary,             136,,             136
2019-2020,31,Floyd County,500,Willis Elementary,             200,,             200
2019-2020,32,Fluvanna County,300,Carysbrook Elementary,             471,,             471
2019-2020,32,Fluvanna County,310,Central Elementary,             459,,             459
2019-2020,32,Fluvanna County,260,Fluvanna County High,"           1,489",,"           1,489"
2019-2020,32,Fluvanna County,320,Fluvanna Middle,             833,,             833
2019-2020,32,Fluvanna County,330,West Central Primary School,             297,,             297
2019-2020,135,Franklin City,20,Franklin High,             291,,             291
2019-2020,135,Franklin City,561,Joseph P. King Jr. Middle,             240,,             240
2019-2020,135,Franklin City,10,S.P. Morton Elementary,             547,,             547
2019-2020,33,Franklin County,32,Benjamin Franklin Middle-East,             566,,             566
2019-2020,33,Franklin County,31,Benjamin Franklin Middle-West,             731,,             731
2019-2020,33,Franklin County,1370,Boones Mill Elementary,             285,,             285
2019-2020,33,Franklin County,1320,Burnt Chimney Elementary,             272,,             272
2019-2020,33,Franklin County,350,Callaway Elementary,             220,,             220
2019-2020,33,Franklin County,20,Dudley Elementary,             260,,             260
2019-2020,33,Franklin County,1360,Ferrum Elementary,             221,,             221
2019-2020,33,Franklin County,1311,Franklin County High,"           2,057",,"           2,057"
2019-2020,33,Franklin County,1481,Gereau Center for Applied Technology & Career Exploration,             320,,             320
2019-2020,33,Franklin County,690,Glade Hill Elementary,             241,,             241
2019-2020,33,Franklin County,10,Henry Elementary,             179,,             179
2019-2020,33,Franklin County,660,Lee M. Waid Elementary,             409,,             409
2019-2020,33,Franklin County,1380,Rocky Mount Elementary,             323,,             323
2019-2020,33,Franklin County,1170,Snow Creek Elementary,             230,,             230
2019-2020,33,Franklin County,960,Sontag Elementary,             271,,             271
2019-2020,33,Franklin County,980,Windy Gap Elementary,             302,,             302
2019-2020,34,Frederick County,586,Admiral Richard E. Byrd Middle,"           1,034",,"           1,034"
2019-2020,34,Frederick County,10,Apple Pie Ridge Elementary,             495,,             495
2019-2020,34,Frederick County,320,Armel Elementary,             655,,             655
2019-2020,34,Frederick County,20,Bass-Hoover Elementary,             613,,             613
2019-2020,34,Frederick County,587,Evendale Elementary,             520,,             520
2019-2020,34,Frederick County,460,Frederick County Middle,             831,,             831
2019-2020,34,Frederick County,380,Gainesboro Elementary,             485,,             485
2019-2020,34,Frederick County,590,Greenwood Mill Elementary,             625,,             625
2019-2020,34,Frederick County,40,Indian Hollow Elementary,             388,,             388
2019-2020,34,Frederick County,30,James Wood High,"           1,369",               1,"           1,370"
2019-2020,34,Frederick County,420,James Wood Middle,             879,,             879
2019-2020,34,Frederick County,340,Middletown Elementary,             493,,             493
2019-2020,34,Frederick County,584,Millbrook High,"           1,485",               2,"           1,487"
2019-2020,34,Frederick County,583,Orchard View Elementary,             498,,             498
2019-2020,34,Frederick County,582,Redbud Run Elementary,             730,,             730
2019-2020,34,Frederick County,480,Robert E. Aylor Middle,             607,,             607
2019-2020,34,Frederick County,581,Sherando High,"           1,471",               2,"           1,473"
2019-2020,34,Frederick County,410,Stonewall Elementary,             697,,             697
2019-2020,110,Fredericksburg City,50,Hugh Mercer Elementary,             978,,             978
2019-2020,110,Fredericksburg City,40,James Monroe High,"           1,014",,"           1,014"
2019-2020,110,Fredericksburg City,272,Lafayette Upper Elementary,             788,,             788
2019-2020,110,Fredericksburg City,30,Walker-Grant Early Childhood Center,             181,,             181
2019-2020,110,Fredericksburg City,273,Walker-Grant Middle,             794,,             794
2019-2020,111,Galax City,10,Galax Elementary,             582,,             582
2019-2020,111,Galax City,31,Galax High,             427,,             427
2019-2020,111,Galax City,32,Galax Middle,             329,,             329
2019-2020,35,Giles County,10,Eastern Elementary/Middle ,             398,,             398
2019-2020,35,Giles County,461,Giles High,             613,               4,             617
2019-2020,35,Giles County,390,Macy Mcclaugherty Elementary/Middle,             549,,             549
2019-2020,35,Giles County,400,Narrows Elementary/Middle ,             504,,             504
2019-2020,35,Giles County,470,Narrows High,             325,               1,             326
2019-2020,36,Gloucester County,250,Abingdon Elementary,             598,,             598
2019-2020,36,Gloucester County,240,Achilles Elementary,             403,,             403
2019-2020,36,Gloucester County,381,Bethel Elementary,             477,,             477
2019-2020,36,Gloucester County,100,Botetourt Elementary,             633,,             633
2019-2020,36,Gloucester County,260,Gloucester High,"           1,689",,"           1,689"
2019-2020,36,Gloucester County,802,Page Middle,             562,,             562
2019-2020,36,Gloucester County,280,Peasley Middle,             625,,             625
2019-2020,36,Gloucester County,270,Petsworth Elementary,             319,,             319
2019-2020,37,Goochland County,120,Byrd Elementary,             312,,             312
2019-2020,37,Goochland County,360,Goochland Elementary,             356,,             356
2019-2020,37,Goochland County,220,Goochland High,             832,,             832
2019-2020,37,Goochland County,340,Goochland Middle,             640,,             640
2019-2020,37,Goochland County,260,Randolph Elementary,             479,,             479
2019-2020,38,Grayson County,480,Fairview Elementary,             127,,             127
2019-2020,38,Grayson County,911,Fries Elementary,             268,,             268
2019-2020,38,Grayson County,421,Grayson County High,             464,,             464
2019-2020,38,Grayson County,430,Grayson Highlands,             136,,             136
2019-2020,38,Grayson County,422,Independence Elementary,             283,,             283
2019-2020,38,Grayson County,11,Independence Middle,             278,,             278
2019-2020,39,Greene County,20,Nathanael Greene Elementary,             350,,             350
2019-2020,39,Greene County,10,Nathanael Greene Primary School,             407,,             407
2019-2020,39,Greene County,30,Ruckersville Elementary,             531,,             531
2019-2020,39,Greene County,72,William Monroe High,             948,,             948
2019-2020,39,Greene County,71,William Monroe Middle,             740,,             740
2019-2020,40,Greensville County,260,Belfield Elementary,             163,,             163
2019-2020,40,Greensville County,190,Edward W. Wyatt Middle,             540,,             540
2019-2020,40,Greensville County,200,Greensville County High,             631,,             631
2019-2020,40,Greensville County,50,Greensville Elementary,             889,,             889
2019-2020,41,Halifax County,1560,Clays Mill Elementary,             152,,             152
2019-2020,41,Halifax County,20,Cluster Springs Elementary,             570,,             570
2019-2020,41,Halifax County,10,Halifax County High,"           1,466",,"           1,466"
2019-2020,41,Halifax County,1480,Halifax County Middle,"           1,127",,"           1,127"
2019-2020,41,Halifax County,1550,Meadville Elementary,             188,,             188
2019-2020,41,Halifax County,1510,Scottsburg Elementary,             263,,             263
2019-2020,41,Halifax County,1521,Sinai Elementary,             198,,             198
2019-2020,41,Halifax County,30,South Boston Elementary,             634,,             634
2019-2020,41,Halifax County,950,South Boston/Halifax Early Learning Center,              90,,              90
2019-2020,41,Halifax County,1490,Sydnor Jennings Elementary,             208,,             208
2019-2020,112,Hampton City,500,A.W.E. Bassette Elementary,             471,,             471
2019-2020,112,Hampton City,160,Aberdeen Elementary,             475,,             475
2019-2020,112,Hampton City,260,Alfred S. Forrest Elementary,             466,,             466
2019-2020,112,Hampton City,120,Armstrong Elementary,             294,,             294
2019-2020,112,Hampton City,330,Barron Elementary,             366,,             366
2019-2020,112,Hampton City,350,Benjamin Syms Middle,             974,,             974
2019-2020,112,Hampton City,430,Bethel High,"           1,738",,"           1,738"
2019-2020,112,Hampton City,470,Booker Elementary,             342,,             342
2019-2020,112,Hampton City,450,C. Alton Lindsay Middle,             683,,             683
2019-2020,112,Hampton City,460,Captain John Smith Elementary,             388,,             388
2019-2020,112,Hampton City,300,Cesar Tarrant Middle,             661,,             661
2019-2020,112,Hampton City,420,Christopher C. Kraft Elementary ,             387,,             387
2019-2020,112,Hampton City,30,Francis Asbury Elementary,             445,,             445
2019-2020,112,Hampton City,70,Francis W. Jones Magnet Middle,             647,,             647
2019-2020,112,Hampton City,650,George P. Phenix Elementary,"           1,490",,"           1,490"
2019-2020,112,Hampton City,280,Hampton High,"           1,458",,"           1,458"
2019-2020,112,Hampton City,640,Hunter B. Andrews,"           1,161",,"           1,161"
2019-2020,112,Hampton City,250,Jane H. Bryan Elementary,             398,               1,             399
2019-2020,112,Hampton City,270,John B. Cary Elementary,             326,,             326
2019-2020,112,Hampton City,440,John Tyler Elementary,             366,,             366
2019-2020,112,Hampton City,320,Kecoughtan High,"           1,627",,"           1,627"
2019-2020,112,Hampton City,490,Luther W. Machen Elementary ,             405,,             405
2019-2020,112,Hampton City,210,Moton Early Childhood Center,             216,,             216
2019-2020,112,Hampton City,410,Paul Burbank Elementary,             443,,             443
2019-2020,112,Hampton City,370,Phillips Elementary,             442,,             442
2019-2020,112,Hampton City,50,Phoebus High,"           1,065",,"           1,065"
2019-2020,112,Hampton City,180,Samuel P. Langley Elementary,             563,,             563
2019-2020,112,Hampton City,380,Thomas Eaton Middle,             574,,             574
2019-2020,112,Hampton City,360,Tucker-Capps Elementary,             311,,             311
2019-2020,112,Hampton City,80,William Mason Cooper Elementary,             407,,             407
2019-2020,42,Hanover County,62,Atlee High,"           1,547",,"           1,547"
2019-2020,42,Hanover County,360,Battlefield Park Elementary,             435,,             435
2019-2020,42,Hanover County,20,Beaverdam Elementary,             308,,             308
2019-2020,42,Hanover County,61,Chickahominy Middle,"           1,165",,"           1,165"
2019-2020,42,Hanover County,70,Cold Harbor Elementary,             548,,             548
2019-2020,42,Hanover County,551,Cool Spring Elementary,             656,,             656
2019-2020,42,Hanover County,430,Elmont Elementary,             393,,             393
2019-2020,42,Hanover County,554,Hanover High,"           1,458",,"           1,458"
2019-2020,42,Hanover County,150,Henry Clay Elementary,             392,,             392
2019-2020,42,Hanover County,162,John M. Gandy Elementary,             307,,             307
2019-2020,42,Hanover County,200,Kersey Creek Elementary,             747,,             747
2019-2020,42,Hanover County,210,Laurel Meadow Elementary,             561,,             561
2019-2020,42,Hanover County,370,Lee Davis High,"           1,420",,"           1,420"
2019-2020,42,Hanover County,450,Liberty Middle,"           1,038",,"           1,038"
2019-2020,42,Hanover County,420,Mechanicsville Elementary,             610,,             610
2019-2020,42,Hanover County,553,Oak Knoll Middle,             875,,             875
2019-2020,42,Hanover County,400,Patrick Henry High,"           1,378",,"           1,378"
2019-2020,42,Hanover County,410,Pearson's Corner Elementary,             584,,             584
2019-2020,42,Hanover County,552,Pole Green Elementary,             586,,             586
2019-2020,42,Hanover County,30,Rural Point Elementary,             546,,             546
2019-2020,42,Hanover County,40,South Anna Elementary,             517,,             517
2019-2020,42,Hanover County,440,Stonewall Jackson Middle,"           1,075",,"           1,075"
2019-2020,42,Hanover County,290,Washington-Henry Elementary ,             395,,             395
2019-2020,113,Harrisonburg City,120,Bluestone Elementary,             564,,             564
2019-2020,113,Harrisonburg City,12,Harrisonburg High,"           1,886",               2,"           1,888"
2019-2020,113,Harrisonburg City,50,Keister Elementary,             485,,             485
2019-2020,113,Harrisonburg City,111,Skyline Middle,             734,,             734
2019-2020,113,Harrisonburg City,110,Smithland Elementary,             734,,             734
2019-2020,113,Harrisonburg City,60,Spotswood Elementary,             418,,             418
2019-2020,113,Harrisonburg City,191,Stone Spring Elementary,             521,,             521
2019-2020,113,Harrisonburg City,80,Thomas Harrison Middle,             713,,             713
2019-2020,113,Harrisonburg City,30,Waterman Elementary,             556,,             556
2019-2020,43,Henrico County,450,Anthony P. Mehfoud Elementary,             316,,             316
