DISTRICT,CS_NONPROF_ASSET,FISCALYR,CS_NONPROF_FUNC,CS_NONPROF_OBJ,FIN_UNIT,CS_NONPROF_PGMIN,BUDGAMT,DTUPDATE
068803,420,2018,00,5749,000,00,48000,31JAN2018
068803,420,2018,00,5812,000,00,4526578,31JAN2018
068803,420,2018,11,6100,001,11,2236982,31JAN2018
068803,420,2018,11,6100,001,23,89301,31JAN2018
068803,420,2018,11,6100,001,30,30174,31JAN2018
068803,420,2018,11,6200,001,11,26000,31JAN2018
068803,420,2018,11,6200,001,21,3500,31JAN2018
068803,420,2018,11,6300,001,11,369991,31JAN2018
068803,420,2018,11,6300,001,21,11550,31JAN2018
068803,420,2018,11,6300,001,23,2000,31JAN2018
068803,420,2018,11,6300,001,25,3100,31JAN2018
068803,420,2018,11,6300,001,30,13000,31JAN2018
068803,420,2018,11,6400,001,30,200,31JAN2018
068803,420,2018,12,6300,001,11,300,31JAN2018
068803,420,2018,13,6100,001,11,82642,31JAN2018
068803,420,2018,13,6100,001,30,528,31JAN2018
068803,420,2018,13,6200,001,11,45400,31JAN2018
068803,420,2018,13,6200,001,21,1200,31JAN2018
068803,420,2018,13,6300,001,11,6111,31JAN2018
068803,420,2018,13,6400,001,11,4000,31JAN2018
068803,420,2018,13,6400,001,25,200,31JAN2018
068803,420,2018,21,6100,001,11,39062,31JAN2018
068803,420,2018,21,6100,001,23,39312,31JAN2018
068803,420,2018,21,6100,001,30,250,31JAN2018
068803,420,2018,21,6200,001,11,497,31JAN2018
068803,420,2018,21,6200,001,30,3,31JAN2018
068803,420,2018,21,6300,001,11,248,31JAN2018
068803,420,2018,21,6300,001,30,2,31JAN2018
068803,420,2018,21,6400,001,11,26,31JAN2018
068803,420,2018,21,6400,001,30,0,31JAN2018
068803,420,2018,23,6100,001,11,141674,31JAN2018
068803,420,2018,23,6100,001,30,905,31JAN2018
068803,420,2018,23,6300,001,11,8570,31JAN2018
068803,420,2018,23,6300,001,30,55,31JAN2018
068803,420,2018,23,6400,001,11,2484,31JAN2018
068803,420,2018,23,6400,001,30,16,31JAN2018
068803,420,2018,31,6100,001,11,66470,31JAN2018
068803,420,2018,31,6100,001,30,425,31JAN2018
068803,420,2018,31,6200,001,11,497,31JAN2018
068803,420,2018,31,6200,001,23,40000,31JAN2018
068803,420,2018,31,6200,001,30,3,31JAN2018
068803,420,2018,31,6300,001,11,7271,31JAN2018
068803,420,2018,31,6300,001,25,1000,31JAN2018
068803,420,2018,31,6300,001,30,46,31JAN2018
068803,420,2018,31,6400,001,11,994,31JAN2018
068803,420,2018,31,6400,001,30,6,31JAN2018
068803,420,2018,33,6100,001,11,53532,31JAN2018
068803,420,2018,33,6100,001,30,342,31JAN2018
068803,420,2018,33,6200,001,11,99,31JAN2018
068803,420,2018,33,6200,001,30,1,31JAN2018
068803,420,2018,33,6300,001,11,3968,31JAN2018
068803,420,2018,33,6300,001,30,25,31JAN2018
068803,420,2018,33,6400,001,11,497,31JAN2018
068803,420,2018,33,6400,001,30,3,31JAN2018
068803,420,2018,35,6300,001,99,48000,31JAN2018
068803,420,2018,36,6200,001,11,2500,31JAN2018
068803,420,2018,36,6300,001,11,2500,31JAN2018
068803,420,2018,41,6100,701,99,251570,31JAN2018
068803,420,2018,41,6100,750,99,75033,31JAN2018
068803,420,2018,41,6200,701,99,18374,31JAN2018
068803,420,2018,41,6200,702,99,17950,31JAN2018
068803,420,2018,41,6200,750,99,11500,31JAN2018
068803,420,2018,41,6300,701,99,2000,31JAN2018
068803,420,2018,41,6300,702,99,500,31JAN2018
068803,420,2018,41,6300,750,99,2000,31JAN2018
068803,420,2018,41,6400,701,99,5500,31JAN2018
068803,420,2018,41,6400,702,99,15123,31JAN2018
068803,420,2018,41,6400,750,99,5700,31JAN2018
068803,420,2018,51,6200,001,99,416250,31JAN2018
068803,420,2018,51,6300,001,99,5500,31JAN2018
068803,420,2018,52,6100,001,99,52572,31JAN2018
068803,420,2018,52,6200,001,99,6236,31JAN2018
068803,420,2018,52,6300,001,99,3000,31JAN2018
068803,420,2018,52,6400,001,99,1000,31JAN2018
068803,420,2018,53,6100,001,99,101779,31JAN2018
068803,420,2018,53,6200,001,99,14778,31JAN2018
068803,420,2018,53,6300,001,99,500,31JAN2018
068803,420,2018,53,6400,001,99,1500,31JAN2018
071803,420,2018,00,5742,000,00,1000,31JAN2018
071803,420,2018,00,5811,000,00,49000,31JAN2018
071803,420,2018,00,5812,000,00,2349239,31JAN2018
071803,420,2018,11,6100,001,11,281024,31JAN2018
071803,420,2018,11,6100,001,22,22754,31JAN2018
071803,420,2018,11,6100,001,23,30698,31JAN2018
071803,420,2018,11,6100,001,24,12514,31JAN2018
071803,420,2018,11,6100,001,25,13520,31JAN2018
071803,420,2018,11,6100,001,31,25664,31JAN2018
071803,420,2018,11,6100,002,11,195489,31JAN2018
071803,420,2018,11,6100,002,22,65695,31JAN2018
071803,420,2018,11,6100,002,23,62387,31JAN2018
071803,420,2018,11,6100,002,24,78048,31JAN2018
071803,420,2018,11,6100,002,31,31367,31JAN2018
071803,420,2018,11,6200,001,11,9000,31JAN2018
071803,420,2018,11,6200,001,22,18857,31JAN2018
071803,420,2018,11,6200,001,24,2500,31JAN2018
071803,420,2018,11,6200,002,11,15450,31JAN2018
071803,420,2018,11,6200,002,24,2500,31JAN2018
071803,420,2018,11,6300,001,11,3502,31JAN2018
071803,420,2018,11,6300,001,22,540,31JAN2018
071803,420,2018,11,6300,001,23,80,31JAN2018
071803,420,2018,11,6300,001,24,2618,31JAN2018
071803,420,2018,11,6300,001,25,7681,31JAN2018
071803,420,2018,11,6300,002,11,12018,31JAN2018
071803,420,2018,11,6300,002,22,3482,31JAN2018
071803,420,2018,11,6300,002,23,430,31JAN2018
071803,420,2018,11,6300,002,24,7781,31JAN2018
071803,420,2018,11,6300,002,25,1198,31JAN2018
071803,420,2018,11,6400,001,11,1000,31JAN2018
071803,420,2018,11,6400,001,24,2500,31JAN2018
071803,420,2018,11,6400,002,11,2500,31JAN2018
071803,420,2018,11,6400,002,23,1000,31JAN2018
071803,420,2018,11,6400,002,24,2000,31JAN2018
071803,420,2018,13,6100,001,24,5200,31JAN2018
071803,420,2018,13,6100,002,24,7800,31JAN2018
071803,420,2018,13,6400,001,24,4536,31JAN2018
071803,420,2018,13,6400,002,24,5036,31JAN2018
071803,420,2018,21,6400,001,11,261,31JAN2018
071803,420,2018,21,6400,001,25,14,31JAN2018
071803,420,2018,21,6400,001,31,25,31JAN2018
071803,420,2018,21,6400,002,11,2098,31JAN2018
071803,420,2018,21,6400,002,22,466,31JAN2018
071803,420,2018,21,6400,002,24,596,31JAN2018
071803,420,2018,21,6400,002,31,340,31JAN2018
071803,420,2018,23,6100,001,11,171214,31JAN2018
071803,420,2018,23,6100,001,23,5000,31JAN2018
071803,420,2018,23,6100,001,25,8844,31JAN2018
071803,420,2018,23,6100,001,31,16367,31JAN2018
071803,420,2018,23,6100,002,11,163531,31JAN2018
071803,420,2018,23,6100,002,22,36297,31JAN2018
071803,420,2018,23,6100,002,23,13043,31JAN2018
071803,420,2018,23,6100,002,24,46469,31JAN2018
071803,420,2018,23,6100,002,31,26479,31JAN2018
071803,420,2018,23,6200,001,11,29212,31JAN2018
071803,420,2018,23,6200,001,25,1509,31JAN2018
071803,420,2018,23,6200,001,31,2793,31JAN2018
071803,420,2018,23,6200,002,11,17985,31JAN2018
071803,420,2018,23,6200,002,22,3992,31JAN2018
071803,420,2018,23,6200,002,24,5111,31JAN2018
071803,420,2018,23,6200,002,31,2912,31JAN2018
071803,420,2018,23,6300,001,11,2997,31JAN2018
071803,420,2018,23,6300,001,25,155,31JAN2018
071803,420,2018,23,6300,001,31,286,31JAN2018
071803,420,2018,23,6300,002,11,1379,31JAN2018
071803,420,2018,23,6300,002,22,306,31JAN2018
071803,420,2018,23,6300,002,24,392,31JAN2018
071803,420,2018,23,6300,002,31,223,31JAN2018
071803,420,2018,23,6400,001,11,7409,31JAN2018
071803,420,2018,23,6400,001,25,383,31JAN2018
071803,420,2018,23,6400,001,31,708,31JAN2018
071803,420,2018,23,6400,002,11,6595,31JAN2018
