LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_FIREARM_IND,SCH_HOMICIDE_IND,SCH_OFFENSE_RAPE,SCH_OFFENSE_BATT,SCH_OFFENSE_ROBWW,SCH_OFFENSE_ROBWX,SCH_OFFENSE_ROBWOW,SCH_OFFENSE_ATTWW,SCH_OFFENSE_ATTWX,SCH_OFFENSE_ATTWOW,SCH_OFFENSE_THRWW,SCH_OFFENSE_THRWX,SCH_OFFENSE_THRWOW,SCH_OFFENSE_POSSWX
HI,HAWAII,1500030,Hawaii Department of Education,176,Aiea Intermediate School,150003000176,No,No,No,0,0,0,0,0,0,0,0,0,0,2,0
HI,HAWAII,1500030,Hawaii Department of Education,177,Aiea High School,150003000177,No,No,No,1,1,0,0,1,0,0,0,0,0,3,1
HI,HAWAII,1500030,Hawaii Department of Education,178,Aiea Elementary School,150003000178,No,No,No,0,0,0,0,0,0,0,0,0,0,2,0
HI,HAWAII,1500030,Hawaii Department of Education,179,Mayor John H Wilson Elementary School,150003000179,No,No,No,0,0,0,0,0,0,0,0,0,0,2,0
HI,HAWAII,1500030,Hawaii Department of Education,180,President George Washington Middle School,150003000180,No,No,No,0,5,0,0,0,0,0,0,0,0,17,0
HI,HAWAII,1500030,Hawaii Department of Education,182,Waikiki Elementary School,150003000182,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,183,Waialae Elementary - PCS,150003000183,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,184,Robert Louis Stevenson Middle School,150003000184,No,No,No,0,1,0,0,0,0,0,0,0,0,2,0
HI,HAWAII,1500030,Hawaii Department of Education,185,Royal Elementary School,150003000185,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,186,President Theodore Roosevelt High School,150003000186,No,No,No,0,1,0,0,0,0,0,0,1,0,2,0
HI,HAWAII,1500030,Hawaii Department of Education,187,Puuhale Elementary School,150003000187,No,No,No,0,0,0,0,1,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,188,Pauoa Elementary School,150003000188,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,189,Palolo Elementary School,150003000189,No,No,No,0,0,0,0,0,0,0,0,0,0,1,0
HI,HAWAII,1500030,Hawaii Department of Education,190,Nuuanu Elementary School,150003000190,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,191,Noelani Elementary School,150003000191,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,192,Niu Valley Middle School,150003000192,No,No,No,0,0,0,0,0,0,0,0,0,0,2,0
HI,HAWAII,1500030,Hawaii Department of Education,193,President William McKinley High School,150003000193,No,No,No,0,1,0,0,1,0,0,0,1,0,1,0
HI,HAWAII,1500030,Hawaii Department of Education,194,Manoa Elementary School,150003000194,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,195,King William Lunalilo Elementary School,150003000195,No,No,No,0,1,0,0,0,0,0,0,0,0,3,0
HI,HAWAII,1500030,Hawaii Department of Education,196,Maemae Elementary School,150003000196,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,197,President Abraham Lincoln Elementary School,150003000197,No,No,No,0,2,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,198,Linapuni Elementary School,150003000198,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,200,Princess Miriam K Likelike Elementary School,150003000200,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,201,King Liholiho Elementary School,150003000201,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,202,Lanakila Elementary School,150003000202,No,No,No,0,0,0,0,0,0,0,0,0,0,3,0
HI,HAWAII,1500030,Hawaii Department of Education,203,Prince Jonah Kuhio Elementary School,150003000203,No,No,No,0,0,0,0,0,0,0,0,0,0,4,0
HI,HAWAII,1500030,Hawaii Department of Education,204,Koko Head Elementary School,150003000204,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,205,Prince David Kawananakoa Middle School,150003000205,No,No,No,0,2,0,0,0,0,0,0,0,0,1,0
HI,HAWAII,1500030,Hawaii Department of Education,206,Kauluwela Elementary School,150003000206,No,No,No,0,1,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,207,Kapalama Elementary School,150003000207,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,208,Kamiloiki Elementary School,150003000208,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,209,Kalihi Waena Elementary School,150003000209,No,No,No,0,2,0,0,0,0,0,0,0,0,1,0
HI,HAWAII,1500030,Hawaii Department of Education,210,Kalihi Uka Elementary School,150003000210,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,211,Kaimuki Middle School,150003000211,No,No,No,0,0,0,0,0,0,0,0,0,0,2,0
HI,HAWAII,1500030,Hawaii Department of Education,212,Kaimuki High School,150003000212,No,No,No,0,0,0,0,0,0,0,0,0,0,5,0
HI,HAWAII,1500030,Hawaii Department of Education,213,President Thomas Jefferson Elementary School,150003000213,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,214,Hokulani Elementary School,150003000214,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,215,Kahala Elementary School,150003000215,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,216,Kaewai Elementary School,150003000216,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,217,Queen Kaahumanu Elementary School,150003000217,No,No,No,0,0,0,0,0,0,0,0,0,0,1,0
HI,HAWAII,1500030,Hawaii Department of Education,218,William P Jarrett Middle School,150003000218,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,219,Hahaione Elementary School,150003000219,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,220,Mayor Joseph J Fern Elementary School,150003000220,No,No,No,0,1,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,221,Governor Wallace Rider Farrington High School,150003000221,No,No,No,0,0,0,0,1,0,0,0,0,0,5,0
HI,HAWAII,1500030,Hawaii Department of Education,222,Governor Sanford B Dole Middle School,150003000222,No,No,No,0,4,0,0,0,0,0,0,1,0,6,0
HI,HAWAII,1500030,Hawaii Department of Education,223,Central Middle School,150003000223,No,No,No,0,1,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,225,Aliiolani Elementary School,150003000225,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,226,Ala Wai Elementary School,150003000226,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,227,Aina Haina Elementary School,150003000227,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,228,Henry J Kaiser High School,150003000228,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,229,Waianae Intermediate School,150003000229,No,No,No,0,1,0,0,0,0,0,0,0,0,5,0
HI,HAWAII,1500030,Hawaii Department of Education,230,Leihoku Elementary School,150003000230,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,231,Kanoelani Elementary School,150003000231,No,No,No,0,1,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,232,Kahakai Elementary School,150003000232,No,No,No,1,5,0,0,0,0,0,0,0,0,0,1
HI,HAWAII,1500030,Hawaii Department of Education,233,Samuel Enoka Kalama Intermediate School,150003000233,No,No,No,0,1,0,0,1,0,0,0,0,0,3,0
HI,HAWAII,1500030,Hawaii Department of Education,234,Pahoa Elementary School,150003000234,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,235,Kealakehe Intermediate School,150003000235,No,No,No,0,5,0,0,0,0,0,0,0,0,1,0
HI,HAWAII,1500030,Hawaii Department of Education,236,Kahuku Elementary School,150003000236,No,No,No,0,0,0,0,0,0,0,0,0,0,3,0
HI,HAWAII,1500030,Hawaii Department of Education,237,Princess Nahienaena Elementary School,150003000237,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,238,Lokelani Intermediate School,150003000238,No,No,No,0,0,0,0,0,0,0,0,0,0,3,0
HI,HAWAII,1500030,Hawaii Department of Education,239,Kaleiopuu Elementary School,150003000239,No,No,No,0,1,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,240,Kamaile Academy PCS,150003000240,No,No,No,0,0,0,0,0,0,0,0,1,0,9,0
HI,HAWAII,1500030,Hawaii Department of Education,241,Maui Waena Intermediate School,150003000241,No,No,No,0,6,0,0,0,0,0,0,1,0,7,0
HI,HAWAII,1500030,Hawaii Department of Education,242,King Kaumualii Elementary School,150003000242,No,No,No,0,1,0,0,0,0,0,0,0,0,4,0
HI,HAWAII,1500030,Hawaii Department of Education,244,Keonepoko Elementary School,150003000244,No,No,No,0,0,0,0,0,0,0,0,0,0,3,0
HI,HAWAII,1500030,Hawaii Department of Education,246,Anuenue School,150003000246,No,No,No,0,0,0,0,0,0,0,0,0,0,2,0
HI,HAWAII,1500030,Hawaii Department of Education,247,Waikoloa Elementary and Middle School,150003000247,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,248,Holomua Elementary School,150003000248,No,No,No,0,0,0,0,0,0,0,0,0,0,2,0
HI,HAWAII,1500030,Hawaii Department of Education,249,Honokaa Elementary School,150003000249,No,No,No,0,0,0,0,0,0,0,0,0,0,2,0
HI,HAWAII,1500030,Hawaii Department of Education,250,Kohala Elementary School,150003000250,No,No,No,0,1,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,251,King Kekaulike High School,150003000251,No,No,No,0,0,0,0,0,0,0,0,0,0,5,0
HI,HAWAII,1500030,Hawaii Department of Education,252,Konawaena Middle School,150003000252,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,253,Kamalii Elementary School,150003000253,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,254,Kealakehe High School,150003000254,No,No,No,0,3,0,0,0,0,0,0,0,0,2,0
HI,HAWAII,1500030,Hawaii Department of Education,255,Kapaa Middle School,150003000255,No,No,No,0,1,0,0,0,0,0,0,0,0,3,0
HI,HAWAII,1500030,Hawaii Department of Education,256,Mililani Middle School,150003000256,No,No,No,0,2,0,0,0,0,0,0,0,0,3,0
HI,HAWAII,1500030,Hawaii Department of Education,257,Waikele Elementary School,150003000257,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,258,Keaau Elementary School,150003000258,No,No,No,0,1,0,0,0,0,0,0,0,0,8,0
HI,HAWAII,1500030,Hawaii Department of Education,259,Kapolei Middle School,150003000259,No,No,No,0,0,0,0,1,0,0,0,0,0,8,0
HI,HAWAII,1500030,Hawaii Department of Education,260,Keaau High School,150003000260,No,No,No,0,0,0,0,0,0,0,0,0,0,1,0
HI,HAWAII,1500030,Hawaii Department of Education,261,Kapolei High School,150003000261,No,No,No,0,1,0,0,0,0,0,0,0,0,11,0
HI,HAWAII,1500030,Hawaii Department of Education,262,Connections - New Century PCS,150003000262,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,263,Kanu o ka Aina - New Century PCS,150003000263,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,264,Na Wai Ola - PCS,150003000264,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,265,West Hawaii Explorations Academy,150003000265,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,266,Chiefess Kamakahelei Middle School,150003000266,No,No,No,0,0,0,0,0,0,0,0,0,0,5,0
HI,HAWAII,1500030,Hawaii Department of Education,267,Kohala Middle School,150003000267,No,No,No,0,0,0,0,0,0,0,0,0,0,2,0
HI,HAWAII,1500030,Hawaii Department of Education,268,Waimea Middle - PCCS,150003000268,No,No,No,0,0,0,0,0,0,0,0,0,0,1,0
HI,HAWAII,1500030,Hawaii Department of Education,269,Kula Aupuni Niihau A Kahelelani Aloha - NCPCS,150003000269,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,270,Halau Ku Mana - A New Century PCS,150003000270,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,271,Voyager - A Public Charter School,150003000271,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,273,University Laboratory School,150003000273,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,274,Myron B. Thompson Academy - A New Century PCS,150003000274,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,275,Hakipuu Learning Center,150003000275,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,276,Ke Kula o Samuel M Kamakau - A Laboratory PCS,150003000276,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,277,Innovations - PCS,150003000277,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,278,Ke Ana Laahana - PCS,150003000278,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,279,Kihei Charter School,150003000279,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,280,Ke Kula Niihau o Kekaha Learning Center - A Laboratory PCS,150003000280,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,281,Volcano School of Arts & Sciences - A Community PCS,150003000281,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,282,Hawaii Academy of Arts & Science PCS,150003000282,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,283,Ka Umeke Kaeo - PCS,150003000283,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,284,Ke Kula o Nawahiokalaniopuu Iki - Laboratory PCS,150003000284,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,285,Mililani Ike Elementary School,150003000285,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,286,Ka Waihona o ka Naauao - New Century PCS,150003000286,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,287,Ke Kula o Ehunuikaimalino,150003000287,No,No,No,0,0,0,0,0,0,0,0,0,0,2,0
HI,HAWAII,1500030,Hawaii Department of Education,288,Kua o ka La - NCPCS,150003000288,No,No,No,0,0,0,0,0,0,0,0,0,0,2,0
HI,HAWAII,1500030,Hawaii Department of Education,289,Kanuikapono Learning Center,150003000289,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,290,Molokai Middle School,150003000290,No,No,No,0,0,0,0,0,0,0,0,0,0,1,0
HI,HAWAII,1500030,Hawaii Department of Education,291,Keoneula Elementary School,150003000291,No,No,No,0,1,0,0,0,0,0,0,0,0,1,0
HI,HAWAII,1500030,Hawaii Department of Education,292,Pomaikai Elementary School,150003000292,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,293,Kona Pacific - PCS,150003000293,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,294,Kawaikini NCPCS,150003000294,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,295,Hawaii Technology Academy - PCS,150003000295,No,No,No,0,0,0,0,0,0,0,0,0,0,1,0
HI,HAWAII,1500030,Hawaii Department of Education,296,Ewa Makai Middle School,150003000296,No,No,No,0,5,0,0,0,0,0,0,1,0,7,0
HI,HAWAII,1500030,Hawaii Department of Education,297,Puu Kukui Elementary School,150003000297,No,No,No,0,0,0,0,0,0,0,0,0,0,4,0
HI,HAWAII,1500030,Hawaii Department of Education,298,SEEQS - Sch Examining Essential Questions of Sustainability,150003000298,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,299,Malama Honua Learning Center PCS,150003000299,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,300,Hookele Elementary School,150003000300,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,301,Ka'u Learning Academy - PCS,150003000301,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,302,Kapolei Charter School by Goodwill Hawaii,150003000302,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,303,Kamalani Academy,150003000303,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0
