LEA_STATE,LEA_STATE_NAME,NCESLEAID,LEA_NAME,SCHID,SCHOOL_NAME,NCESSCH,JJ,AM_M_7,AS_M_7,BL_M_7,HI_M_7,MU_M_7,PI_M_7,WH_M_7,AM_F_7,AS_F_7,BL_F_7,HI_F_7,MU_F_7,PI_F_7,WH_F_7,TOTAL_STUDENTS_REPORTED_M,TOTAL_STUDENTS_REPORTED_F,WDIS_M,WDIS_F,DISAB504_M,DISAB504_F,LEP_M,LEP_F,H_M,H_F
HI,HAWAII,1500030,Hawaii Department of Education,123,Makakilo Elementary School,150003000123,No,-8,7,1,11,10,18,3,-8,2,-8,13,7,14,1,50,37,12,5,2,-8,3,2,2,-8
HI,HAWAII,1500030,Hawaii Department of Education,124,Makaha Elementary School,150003000124,No,-8,1,-8,44,5,46,5,-8,2,2,41,15,42,2,101,104,37,20,1,-8,3,3,4,10
HI,HAWAII,1500030,Hawaii Department of Education,125,Maili Elementary School,150003000125,No,-8,7,1,61,29,95,3,-8,3,3,58,18,81,4,196,167,37,19,2,1,18,10,45,41
HI,HAWAII,1500030,Hawaii Department of Education,126,Lehua Elementary School,150003000126,No,-8,1,2,9,10,4,1,-8,-8,-8,2,7,10,-8,27,19,13,5,1,-8,1,8,3,2
HI,HAWAII,1500030,Hawaii Department of Education,127,Kaimiloa Elementary School,150003000127,No,-8,21,-8,9,6,13,1,-8,19,1,6,9,14,2,50,51,14,6,-8,-8,8,9,2,-8
HI,HAWAII,1500030,Hawaii Department of Education,128,Iroquois Point Elementary School,150003000128,No,1,5,2,13,14,8,20,1,2,-8,18,7,9,25,63,62,26,10,3,1,1,1,-8,1
HI,HAWAII,1500030,Hawaii Department of Education,129,Ilima Intermediate School,150003000129,No,-8,22,3,20,7,23,6,3,18,-8,6,10,11,6,81,54,12,8,5,2,1,6,5,5
HI,HAWAII,1500030,Hawaii Department of Education,130,Honowai Elementary School,150003000130,No,-8,8,1,12,5,19,1,-8,5,1,5,6,23,2,46,42,14,10,1,1,5,6,2,5
HI,HAWAII,1500030,Hawaii Department of Education,131,Highlands Intermediate School,150003000131,No,-8,19,1,13,10,28,3,-8,12,1,11,6,29,2,74,61,15,8,2,1,3,4,3,2
HI,HAWAII,1500030,Hawaii Department of Education,132,Ewa Beach Elementary School,150003000132,No,-8,9,1,16,11,21,5,-8,13,-8,22,12,16,6,63,69,20,13,3,2,4,5,4,6
HI,HAWAII,1500030,Hawaii Department of Education,133,Ewa Elementary School,150003000133,No,-8,15,-8,21,25,37,2,-8,15,-8,27,14,27,1,100,84,11,6,-8,1,6,5,5,5
HI,HAWAII,1500030,Hawaii Department of Education,134,James Campbell High School,150003000134,No,1,121,9,27,30,129,41,-8,123,4,36,21,106,39,358,329,70,31,7,9,20,13,14,8
