LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_SAL_TOTPERS_WOFED,SCH_FTE_TEACH_WOFED,SCH_SAL_TEACH_WOFED,SCH_NPE_WOFED,SCH_FTE_AID_WOFED,SCH_SAL_AID_WOFED,SCH_FTE_SUP_WOFED,SCH_SAL_SUP_WOFED,SCH_FTE_ADM_WOFED,SCH_SAL_ADM_WOFED,SCH_SAL_TEACH_WFED,SCH_FTE_AID_WFED,SCH_SAL_AID_WFED,SCH_FTE_SUP_WFED,SCH_SAL_SUP_WFED,SCH_FTE_ADM_WFED,SCH_SAL_ADM_WFED,SCH_SAL_TOTPERS_WFED,SCH_NPE_WFED
TX,TEXAS,4800018,SER-NINOS CHARTER SCHOOL,12493,SER-NINOS CHARTER EL II,480001812493,No,1080282.01,16.0,806512.98,111307.97,3.0,73742.22,1.0,16660.56,2.25,183366.25,1060266.72,3.0,73784.83,2.0,52141.53,2.25,183366.25,1369559.33,135279.32
TX,TEXAS,4800019,ARISTOI CLASSICAL ACADEMY,7303,ARISTOI CLASSICAL ACADEMY,480001907303,No,1690603.94,23.1,1086692.45,221330.8,4.0,201477.61,1.3,25764.31,2.4,376669.57,0.0,4.0,201477.61,0.0,25764.31,0.0,376669.57,0.0,221330.8
TX,TEXAS,4800019,ARISTOI CLASSICAL ACADEMY,13071,ARISTOI CLASSICAL UPPER SCHOOL,480001913071,No,1915633.42,31.9,1513324.69,1913398.2,2.0,148470.83,5.9,201037.12,1.0,52800.78,0.0,0.0,148470.83,0.0,201037.12,0.0,52800.78,0.0,1913398.2
TX,TEXAS,4800020,GEORGE I SANCHEZ CHARTER,7304,GEORGE I SANCHEZ H S,480002007304,No,3260975.93,46.0,2619052.0,409400.15,13.0,261464.48,8.6,216441.22,5.0,164018.23,3112785.98,13.0,486061.0,8.6,223633.77,5.0,167999.54,3990480.29,446540.65
TX,TEXAS,4800020,GEORGE I SANCHEZ CHARTER,13387,GEORGE I SANCHEZ NORTH,480002013387,No,601006.65,7.29,501479.7,107901.55,3.0,52993.21,1.0,20804.98,0.7,25728.76,520291.91,3.0,69888.08,1.0,20830.06,0.7,25728.82,636738.87,129312.7
TX,TEXAS,4800022,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,7905,HOUSTON T-STEM AND EARLY COLLEGE H S,480002207905,No,1150628.0,18.4,983149.0,314374.0,1.0,27467.0,2.0,45012.0,1.0,95000.0,1093616.0,3.8,85384.0,2.3,72497.0,6.0,202428.0,1453925.0,89783.0
TX,TEXAS,4800022,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,9256,BROWNSVILLE RAUL YZAGUIRRE STEM SCHOLARS PREP,480002209256,No,542762.0,7.2,326081.0,107737.0,1.0,13392.0,4.0,119702.0,2.0,83587.0,1028060.0,2.0,38352.0,4.0,149702.0,2.0,133587.0,1349701.0,950263.0
TX,TEXAS,4800022,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,12583,ELITE STEM PRI ACADEMY,480002212583,No,526817.0,5.8,284960.0,187147.0,3.3,84160.0,1.5,59697.0,1.4,98000.0,776270.0,5.0,121279.0,4.3,59967.0,1.4,98000.0,1055516.0,0.0
TX,TEXAS,4800022,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,12626,HOUSTON STEM AND EARLY COLLEGE MIDDLE,480002212626,No,648383.0,11.4,583389.0,314374.0,0.4,9500.0,0.7,36495.0,0.3,18999.0,643981.0,1.0,30319.0,1.5,37739.0,0.5,47500.0,759539.0,89783.0
TX,TEXAS,4800024,WACO CHARTER SCHOOL,7392,WACO CHARTER SCHOOL,480002407392,No,824056.74,14.08,581791.06,311605.02,4.5,83167.32,1.0,20893.39,3.5,138204.97,681080.14,8.0,145418.37,1.0,20893.39,3.5,138204.97,985596.87,436264.98
