LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_SAL_TOTPERS_WOFED,SCH_FTE_TEACH_WOFED,SCH_SAL_TEACH_WOFED,SCH_NPE_WOFED,SCH_FTE_AID_WOFED,SCH_SAL_AID_WOFED,SCH_FTE_SUP_WOFED,SCH_SAL_SUP_WOFED,SCH_FTE_ADM_WOFED,SCH_SAL_ADM_WOFED,SCH_SAL_TEACH_WFED,SCH_FTE_AID_WFED,SCH_SAL_AID_WFED,SCH_FTE_SUP_WFED,SCH_SAL_SUP_WFED,SCH_FTE_ADM_WFED,SCH_SAL_ADM_WFED,SCH_SAL_TOTPERS_WFED,SCH_NPE_WFED
HI,HAWAII,1500030,Hawaii Department of Education,62,Kaunakakai Elementary School,150003000062,No,911850.57,21.0,652913.09,121742.99,9.25,65720.92,0.0,-9.0,1.0,105580.85,1007276.17,10.0,282166.65,0.0,87635.71,1.0,105580.85,1482659.38,164246.43
HI,HAWAII,1500030,Hawaii Department of Education,64,Kihei Elementary School,150003000064,No,2781065.34,59.0,2327319.1,285749.15,7.73,25877.66,0.0,-9.0,2.0,210220.56,2971464.2,7.73,239178.44,0.0,217648.02,2.0,210220.56,3638511.22,469439.89
HI,HAWAII,1500030,Hawaii Department of Education,65,Kilohana Elementary School,150003000065,No,400961.38,8.0,296350.6,128643.33,3.0,0.0,0.0,-9.0,1.0,104610.78,380031.74,3.0,47502.24,0.0,0.0,1.0,104610.78,532144.76,167504.16
HI,HAWAII,1500030,Hawaii Department of Education,66,Kualapuu School - Public Conversion Charter,150003000066,No,2033393.31,21.0,1417078.27,469913.0,4.0,119765.61,2.0,87070.45,7.0,409478.98,1523743.68,5.0,146272.28,2.0,87070.45,7.0,409478.98,2166565.39,672739.0
HI,HAWAII,1500030,Hawaii Department of Education,67,Kula Elementary School,150003000067,No,1416687.69,33.0,1048883.34,248306.99,6.23,26967.36,0.0,-9.0,2.0,189062.83,1386806.4,6.23,186846.08,0.0,151774.16,2.0,189062.83,1914489.47,265284.58
HI,HAWAII,1500030,Hawaii Department of Education,68,Lahaina Intermediate School,150003000068,No,2279596.68,44.0,1662728.44,516667.66,4.35,0.0,0.0,-9.0,3.0,312953.45,2216346.39,4.35,126722.97,0.0,303914.79,3.0,312953.45,2959937.6,534340.69
HI,HAWAII,1500030,Hawaii Department of Education,69,Lahainaluna High School,150003000069,No,3075541.14,62.0,2419311.56,766675.43,4.74,35875.02,0.0,-9.0,4.0,401845.65,3124818.04,4.74,137651.71,0.0,218508.91,4.0,401845.65,3882824.31,802919.59
HI,HAWAII,1500030,Hawaii Department of Education,70,Lanai High & Elementary School,150003000070,No,1936029.45,46.0,1357080.71,445218.87,8.75,77613.82,0.0,-9.0,4.0,360834.85,1897635.16,8.75,310717.75,0.0,140500.07,4.0,360834.85,2709687.83,452154.19
HI,HAWAII,1500030,Hawaii Department of Education,71,Lihikai Elementary School,150003000071,No,3214541.77,57.0,2646667.71,423579.45,13.48,163047.79,0.0,-9.0,2.0,202460.97,3121574.61,13.48,384706.03,0.0,202365.3,2.0,202460.97,3911106.91,628987.91
HI,HAWAII,1500030,Hawaii Department of Education,72,Makawao Elementary School,150003000072,No,1997673.73,40.0,1584610.23,507168.52,9.75,42395.68,0.0,-9.0,2.0,223940.58,2023144.5,9.75,259102.62,0.0,146727.24,2.0,223940.58,2652914.94,605650.4
HI,HAWAII,1500030,Hawaii Department of Education,73,Maui High School,150003000073,No,6374332.75,122.0,5091734.21,1381666.48,17.87,73801.5,0.0,-9.0,5.0,561201.57,6679262.0,19.87,548786.86,0.0,647595.47,5.0,561201.57,8436845.9,1468322.53
HI,HAWAII,1500030,Hawaii Department of Education,74,Maunaloa Elementary School,150003000074,No,267303.49,6.0,101639.23,48046.78,2.25,38577.54,0.0,-9.0,1.0,127086.72,198089.9,2.75,103116.07,0.0,0.0,1.0,127086.72,428292.69,138894.39
HI,HAWAII,1500030,Hawaii Department of Education,75,Molokai High School,150003000075,No,1158767.72,24.0,801730.56,417386.94,6.75,17298.1,0.0,-9.0,2.0,220960.9,1156750.9,6.75,239497.74,0.0,118778.16,2.0,220960.9,1735987.7,514343.36
HI,HAWAII,1500030,Hawaii Department of Education,76,Paia Elementary School,150003000076,No,1201255.17,21.5,881211.24,210043.94,4.0,79731.83,0.0,-9.0,1.0,129097.26,1046646.25,4.0,155140.45,0.0,111214.84,1.0,129097.26,1442098.8,248215.67
HI,HAWAII,1500030,Hawaii Department of Education,77,Pukalani Elementary School,150003000077,No,1308916.46,31.0,859107.25,182976.21,7.36,74946.08,0.0,-9.0,2.0,185017.76,1363209.3,7.36,230318.02,0.0,189845.37,2.0,185017.76,1968390.45,226217.33
HI,HAWAII,1500030,Hawaii Department of Education,79,Waihee Elementary School,150003000079,No,2619598.52,49.0,2161485.95,271564.06,8.99,77326.61,0.0,-9.0,2.0,188783.47,2630221.03,8.99,284440.03,0.0,192002.49,2.0,188783.47,3295447.02,339114.92
HI,HAWAII,1500030,Hawaii Department of Education,80,Wailuku Elementary School,150003000080,No,2450825.83,49.0,1962249.09,496842.4,10.47,122886.04,0.0,-9.0,2.0,243626.71,2587105.05,10.47,329977.45,0.0,122063.99,2.0,243626.71,3282773.2,615629.02
HI,HAWAII,1500030,Hawaii Department of Education,81,Eleele Elementary School,150003000081,No,1689535.5,34.0,1389191.11,241047.92,5.0,34016.21,0.0,-9.0,1.0,113710.31,1648873.01,5.0,183118.72,0.0,152617.87,1.0,113710.31,2098319.91,415893.36
HI,HAWAII,1500030,Hawaii Department of Education,82,Hanalei Elementary School,150003000082,No,1053508.6,20.0,813108.65,87596.48,2.0,16571.54,0.0,-9.0,1.0,108648.24,974447.41,2.0,84435.85,0.0,115180.17,1.0,108648.24,1282711.67,89510.27
HI,HAWAII,1500030,Hawaii Department of Education,83,Kalaheo Elementary School,150003000083,No,1614343.16,30.5,1233707.91,202763.92,4.5,34463.75,3.0,213670.41,1.0,132501.09,1533406.95,4.5,132974.09,3.0,213670.41,1.0,132501.09,2012552.54,238269.46
HI,HAWAII,1500030,Hawaii Department of Education,84,Kapaa Elementary School,150003000084,No,3313162.66,62.0,2684592.61,702569.53,11.5,91323.45,3.0,244958.7,3.0,292287.9,3412999.73,11.5,360385.81,3.0,244958.7,3.0,292287.9,4310632.14,949841.24
HI,HAWAII,1500030,Hawaii Department of Education,85,Kapaa High School,150003000085,No,3173593.81,71.0,2408001.39,669726.29,10.25,41929.17,1.0,321018.42,3.0,402644.83,3586473.56,10.25,352014.64,1.0,321018.42,3.0,402644.83,4662151.45,852923.49
HI,HAWAII,1500030,Hawaii Department of Education,86,Kauai High School,150003000086,No,3673254.36,73.0,3036104.34,915616.37,9.25,30650.86,1.0,294371.65,3.0,312127.51,3842140.83,9.25,308506.3,1.0,294371.65,3.0,312127.51,4757146.29,1004744.82
HI,HAWAII,1500030,Hawaii Department of Education,88,Kekaha Elementary School,150003000088,No,988474.27,25.0,687713.09,168360.18,4.75,32471.09,1.0,145406.86,1.0,122883.23,1007811.05,4.75,143829.94,1.0,145406.86,1.0,122883.23,1419931.08,259660.85
HI,HAWAII,1500030,Hawaii Department of Education,89,Kilauea Elementary School,150003000089,No,1028716.4,22.0,735012.62,246745.64,4.0,18650.58,0.0,-9.0,1.0,120212.33,982334.67,4.0,117919.38,0.0,154840.87,1.0,120212.33,1375307.25,312901.59
HI,HAWAII,1500030,Hawaii Department of Education,90,Koloa Elementary School,150003000090,No,1418266.9,26.0,1168253.23,109232.01,3.75,0.0,1.0,126410.72,1.0,123602.95,1339110.2,3.75,115761.08,1.0,126410.72,1.0,123602.95,1704884.95,128205.64
HI,HAWAII,1500030,Hawaii Department of Education,91,Niihau High & Elementary School,150003000091,No,141612.99,2.0,107669.13,5324.17,1.0,33943.86,0.0,-9.0,0.0,-9.0,107669.13,1.0,33943.86,0.0,0.0,0.0,0.0,141612.99,5324.17
HI,HAWAII,1500030,Hawaii Department of Education,92,Waimea Canyon Middle School,150003000092,No,1318053.59,30.0,923761.79,255367.68,4.5,0.0,1.0,183588.71,2.0,210703.09,1276472.39,4.5,164836.39,1.0,183588.71,2.0,210703.09,1835600.58,427589.12
HI,HAWAII,1500030,Hawaii Department of Education,93,Waimea High School,150003000093,No,1884813.15,40.0,1364357.28,502189.21,6.0,0.0,2.0,216256.12,3.0,304199.75,1923934.23,6.0,221017.74,2.0,216256.12,3.0,304199.75,2665407.84,804894.81
HI,HAWAII,1500030,Hawaii Department of Education,94,Elsie H Wilcox Elementary School,150003000094,No,2923901.59,52.0,2339565.45,452592.91,9.5,50744.17,3.0,236945.54,3.0,296646.43,2826037.97,9.5,314996.6,3.0,236945.54,3.0,296646.43,3674626.54,686706.97
HI,HAWAII,1500030,Hawaii Department of Education,96,Hawaii School for the Deaf and Blind,150003000096,No,0.0,0.0,-9.0,0.0,0.0,-9.0,0.0,-9.0,0.0,-9.0,0.0,11.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,98,Olomana School,150003000098,Yes,2701412.02,17.5,2001498.09,182765.14,5.75,0.0,1.0,478429.78,2.0,221484.15,2276027.62,5.75,156760.23,1.0,478429.78,3.0,325063.42,3236281.05,435389.5
