LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_HBALLEGATIONS_SEX,SCH_HBALLEGATIONS_RAC,SCH_HBALLEGATIONS_DIS,SCH_HBALLEGATIONS_ORI,SCH_HBALLEGATIONS_REL,SCH_HBREPORTED_SEX_HI_M,SCH_HBREPORTED_SEX_HI_F,SCH_HBREPORTED_SEX_AM_M,SCH_HBREPORTED_SEX_AM_F,SCH_HBREPORTED_SEX_AS_M,SCH_HBREPORTED_SEX_AS_F,SCH_HBREPORTED_SEX_HP_M,SCH_HBREPORTED_SEX_HP_F,SCH_HBREPORTED_SEX_BL_M,SCH_HBREPORTED_SEX_BL_F,SCH_HBREPORTED_SEX_WH_M,SCH_HBREPORTED_SEX_WH_F,SCH_HBREPORTED_SEX_TR_M,SCH_HBREPORTED_SEX_TR_F,TOT_HBREPORTED_SEX_M,TOT_HBREPORTED_SEX_F,SCH_HBREPORTED_SEX_LEP_M,SCH_HBREPORTED_SEX_LEP_F,SCH_HBREPORTED_SEX_IDEA_M,SCH_HBREPORTED_SEX_IDEA_F,SCH_HBREPORTED_SEX_504_M,SCH_HBREPORTED_SEX_504_F,SCH_HBREPORTED_RAC_HI_M,SCH_HBREPORTED_RAC_HI_F,SCH_HBREPORTED_RAC_AM_M,SCH_HBREPORTED_RAC_AM_F,SCH_HBREPORTED_RAC_AS_M,SCH_HBREPORTED_RAC_AS_F,SCH_HBREPORTED_RAC_HP_M,SCH_HBREPORTED_RAC_HP_F,SCH_HBREPORTED_RAC_BL_M,SCH_HBREPORTED_RAC_BL_F,SCH_HBREPORTED_RAC_WH_M,SCH_HBREPORTED_RAC_WH_F,SCH_HBREPORTED_RAC_TR_M,SCH_HBREPORTED_RAC_TR_F,TOT_HBREPORTED_RAC_M,TOT_HBREPORTED_RAC_F,SCH_HBREPORTED_RAC_LEP_M,SCH_HBREPORTED_RAC_LEP_F,SCH_HBREPORTED_RAC_IDEA_M,SCH_HBREPORTED_RAC_IDEA_F,SCH_HBREPORTED_RAC_504_M,SCH_HBREPORTED_RAC_504_F,SCH_HBREPORTED_DIS_HI_M,SCH_HBREPORTED_DIS_HI_F,SCH_HBREPORTED_DIS_AM_M,SCH_HBREPORTED_DIS_AM_F,SCH_HBREPORTED_DIS_AS_M,SCH_HBREPORTED_DIS_AS_F,SCH_HBREPORTED_DIS_HP_M,SCH_HBREPORTED_DIS_HP_F,SCH_HBREPORTED_DIS_BL_M,SCH_HBREPORTED_DIS_BL_F,SCH_HBREPORTED_DIS_WH_M,SCH_HBREPORTED_DIS_WH_F,SCH_HBREPORTED_DIS_TR_M,SCH_HBREPORTED_DIS_TR_F,TOT_HBREPORTED_DIS_M,TOT_HBREPORTED_DIS_F,SCH_HBREPORTED_DIS_LEP_M,SCH_HBREPORTED_DIS_LEP_F,SCH_HBREPORTED_DIS_IDEA_M,SCH_HBREPORTED_DIS_IDEA_F,SCH_HBREPORTED_DIS_504_M,SCH_HBREPORTED_DIS_504_F,SCH_HBDISCIPLINED_SEX_HI_M,SCH_HBDISCIPLINED_SEX_HI_F,SCH_HBDISCIPLINED_SEX_AM_M,SCH_HBDISCIPLINED_SEX_AM_F,SCH_HBDISCIPLINED_SEX_AS_M,SCH_HBDISCIPLINED_SEX_AS_F,SCH_HBDISCIPLINED_SEX_HP_M,SCH_HBDISCIPLINED_SEX_HP_F,SCH_HBDISCIPLINED_SEX_BL_M,SCH_HBDISCIPLINED_SEX_BL_F,SCH_HBDISCIPLINED_SEX_WH_M,SCH_HBDISCIPLINED_SEX_WH_F,SCH_HBDISCIPLINED_SEX_TR_M,SCH_HBDISCIPLINED_SEX_TR_F,TOT_HBDISCIPLINED_SEX_M,TOT_HBDISCIPLINED_SEX_F,SCH_HBDISCIPLINED_SEX_LEP_M,SCH_HBDISCIPLINED_SEX_LEP_F,SCH_HBDISCIPLINED_SEX_IDEA_M,SCH_HBDISCIPLINED_SEX_IDEA_F,SCH_HBDISCIPLINED_SEX_504_M,SCH_HBDISCIPLINED_SEX_504_F,SCH_HBDISCIPLINED_RAC_HI_M,SCH_HBDISCIPLINED_RAC_HI_F,SCH_HBDISCIPLINED_RAC_AM_M,SCH_HBDISCIPLINED_RAC_AM_F,SCH_HBDISCIPLINED_RAC_AS_M,SCH_HBDISCIPLINED_RAC_AS_F,SCH_HBDISCIPLINED_RAC_HP_M,SCH_HBDISCIPLINED_RAC_HP_F,SCH_HBDISCIPLINED_RAC_BL_M,SCH_HBDISCIPLINED_RAC_BL_F,SCH_HBDISCIPLINED_RAC_WH_M,SCH_HBDISCIPLINED_RAC_WH_F,SCH_HBDISCIPLINED_RAC_TR_M,SCH_HBDISCIPLINED_RAC_TR_F,TOT_HBDISCIPLINED_RAC_M,TOT_HBDISCIPLINED_RAC_F,SCH_HBDISCIPLINED_RAC_LEP_M,SCH_HBDISCIPLINED_RAC_LEP_F,SCH_HBDISCIPLINED_RAC_IDEA_M,SCH_HBDISCIPLINED_RAC_IDEA_F,SCH_HBDISCIPLINED_RAC_504_M,SCH_HBDISCIPLINED_RAC_504_F,SCH_HBDISCIPLINED_DIS_HI_M,SCH_HBDISCIPLINED_DIS_HI_F,SCH_HBDISCIPLINED_DIS_AM_M,SCH_HBDISCIPLINED_DIS_AM_F,SCH_HBDISCIPLINED_DIS_AS_M,SCH_HBDISCIPLINED_DIS_AS_F,SCH_HBDISCIPLINED_DIS_HP_M,SCH_HBDISCIPLINED_DIS_HP_F,SCH_HBDISCIPLINED_DIS_BL_M,SCH_HBDISCIPLINED_DIS_BL_F,SCH_HBDISCIPLINED_DIS_WH_M,SCH_HBDISCIPLINED_DIS_WH_F,SCH_HBDISCIPLINED_DIS_TR_M,SCH_HBDISCIPLINED_DIS_TR_F,TOT_HBDISCIPLINED_DIS_M,TOT_HBDISCIPLINED_DIS_F,SCH_HBDISCIPLINED_DIS_LEP_M,SCH_HBDISCIPLINED_DIS_LEP_F,SCH_HBDISCIPLINED_DIS_IDEA_M,SCH_HBDISCIPLINED_DIS_IDEA_F,SCH_HBDISCIPLINED_DIS_504_M,SCH_HBDISCIPLINED_DIS_504_F
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8012,COMMUNITY PREP CHARTER SCHOOL,080306001299,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8013,GLOBE CHARTER SCHOOL,080306001318,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8013,KING ELEMENTARY SCHOOL,080306001379,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8014,CHIPETA ELEMENTARY SCHOOL,080306001435,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8014,MARTINEZ ELEMENTARY SCHOOL,080306001470,No,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8015,CIVA CHARTER HIGH SCHOOL,080306001589,No,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8016,SCOTT ELEMENTARY SCHOOL,080306001641,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8016,TRAILBLAZER ELEMENTARY SCHOOL,080306001642,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8016,JENKINS MIDDLE SCHOOL,080306001683,No,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8018,EAST LAKE HIGH SCHOOL,080306001841,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8018,THE BIJOU SCHOOL,080306001888,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8063,FREEDOM ELEMENTARY SCHOOL,080306006317,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8063,MCAULIFFE ELEMENTARY,080306006319,No,5,7,6,3,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,3,2,0,0,3,1,1,1,0,0,0,0,0,0,0,0,3,3,1,0,0,0,4,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,5,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8063,GALILEO SCHOOL OF MATH AND SCIENCE,080306006379,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8064,WEST ELEMENTARY SCHOOL,080306006416,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8064,JACK SWIGERT AEROSPACE ACADEMY,080306006421,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8064,ACHIEVE ONLINE SCHOOL,080306006428,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8064,ACADEMY FOR ADVANCED AND CREATIVE LEARNING,080306006456,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803060,COLORADO SPRINGS SCHOOL DISTRICT NO.11 IN THE COUN,8065,ODYSSEY EARLY COLLEGE AND CAREER OPTIONS,080306006580,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803090,Montezuma-Cortez School District No. Re-1,8002,BEECH STREET PRESCHOOL,080309000235,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
CO,COLORADO,0803090,Montezuma-Cortez School District No. Re-1,8008,CORTEZ MIDDLE SCHOOL,080309000833,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803090,Montezuma-Cortez School District No. Re-1,8008,KEMPER ELEMENTARY SCHOOL,080309000835,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803090,Montezuma-Cortez School District No. Re-1,8008,LEWIS-ARRIOLA ELEMENTARY SCHOOL,080309000837,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803090,Montezuma-Cortez School District No. Re-1,8008,MANAUGH ELEMENTARY SCHOOL,080309000838,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803090,Montezuma-Cortez School District No. Re-1,8008,MESA ELEMENTARY SCHOOL,080309000839,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803090,Montezuma-Cortez School District No. Re-1,8008,MONTEZUMA-CORTEZ HIGH SCHOOL,080309000840,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803090,Montezuma-Cortez School District No. Re-1,8008,PLEASANT VIEW ELEMENTARY SCHOOL,080309000841,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803090,Montezuma-Cortez School District No. Re-1,8010,BATTLE ROCK CHARTER SCHOOL,080309001093,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803090,Montezuma-Cortez School District No. Re-1,8016,SOUTHWEST OPEN CHARTER SCHOOL,080309001692,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CO,COLORADO,0803090,Montezuma-Cortez School District No. Re-1,8066,CHILDREN'S KIVA MONTESSORI SCHOOL,080309006622,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
