LEA_STATE,LEA_STATE_NAME,NCESLEAID,LEA_NAME,SCHID,SCHOOL_NAME,NCESSCH,JJ,EDUCATIONAL_ENVIRONMENT,BL_RACE_7,MU_RACE_7,PI_RACE_7,HI_RACE_7,WH_RACE_7,AS_RACE_7,AM_RACE_7,TOTAL_STUDENTS_REPORTED
HI,HAWAII,1500030,Hawaii Department of Education,56,Henry Perrine Baldwin High School,150003000056,No,RF,0,0,1,1,0,0,0,2
HI,HAWAII,1500030,Hawaii Department of Education,57,Haiku Elementary School,150003000057,No,RC39,0,0,2,0,1,0,0,3
HI,HAWAII,1500030,Hawaii Department of Education,57,Haiku Elementary School,150003000057,No,RC79TO40,0,2,0,2,0,0,0,4
HI,HAWAII,1500030,Hawaii Department of Education,57,Haiku Elementary School,150003000057,No,RC80,0,6,6,7,10,1,0,30
HI,HAWAII,1500030,Hawaii Department of Education,58,Hana High & Elementary School,150003000058,No,RC39,0,0,3,0,1,0,0,4
HI,HAWAII,1500030,Hawaii Department of Education,58,Hana High & Elementary School,150003000058,No,RC79TO40,0,0,3,0,0,0,0,3
HI,HAWAII,1500030,Hawaii Department of Education,58,Hana High & Elementary School,150003000058,No,RC80,1,1,31,2,3,0,0,38
HI,HAWAII,1500030,Hawaii Department of Education,59,Iao Intermediate School,150003000059,No,RC39,0,1,8,0,0,1,0,10
HI,HAWAII,1500030,Hawaii Department of Education,59,Iao Intermediate School,150003000059,No,RC79TO40,1,3,40,10,4,14,0,72
HI,HAWAII,1500030,Hawaii Department of Education,59,Iao Intermediate School,150003000059,No,RC80,0,6,13,4,1,1,0,25
HI,HAWAII,1500030,Hawaii Department of Education,59,Iao Intermediate School,150003000059,No,SS,0,0,0,0,2,0,0,2
HI,HAWAII,1500030,Hawaii Department of Education,60,Kahului Elementary School,150003000060,No,RC79TO40,0,0,1,3,0,2,0,6
HI,HAWAII,1500030,Hawaii Department of Education,60,Kahului Elementary School,150003000060,No,RC80,0,3,13,7,2,17,0,42
HI,HAWAII,1500030,Hawaii Department of Education,60,Kahului Elementary School,150003000060,No,SS,0,0,0,0,0,1,0,1
HI,HAWAII,1500030,Hawaii Department of Education,61,King Kamehameha III Elementary School,150003000061,No,RC39,0,1,0,0,0,0,0,1
HI,HAWAII,1500030,Hawaii Department of Education,61,King Kamehameha III Elementary School,150003000061,No,RC79TO40,0,1,1,1,0,3,0,6
HI,HAWAII,1500030,Hawaii Department of Education,61,King Kamehameha III Elementary School,150003000061,No,RC80,0,12,9,10,6,1,0,38
HI,HAWAII,1500030,Hawaii Department of Education,62,Kaunakakai Elementary School,150003000062,No,RC39,0,0,1,0,0,0,0,1
HI,HAWAII,1500030,Hawaii Department of Education,62,Kaunakakai Elementary School,150003000062,No,RC79TO40,0,1,13,0,0,1,0,15
HI,HAWAII,1500030,Hawaii Department of Education,62,Kaunakakai Elementary School,150003000062,No,RC80,0,2,6,2,0,1,0,11
