LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,SCH_FTETEACH_FY,SCH_FTETEACH_SY,SCH_TEACHERS_CURR_TOT,SCH_TEACHERS_PREV_TOT,SCH_FTETEACH_ABSENT,SCH_FTECOUNSELORS,SCH_FTESECURITY_LEO,SCH_FTESECURITY_GUA,SCH_FTESERVICES_NUR,SCH_FTESERVICES_PSY,SCH_FTESERVICES_SOC
HI,HAWAII,1500030,Hawaii Department of Education,90,Koloa Elementary School,150003000090,No,26.0,25.0,1.0,2.0,1.0,26.0,24.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,91,Niihau High & Elementary School,150003000091,No,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,92,Waimea Canyon Middle School,150003000092,No,30.0,26.0,4.0,9.0,3.0,30.0,21.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,93,Waimea High School,150003000093,No,40.0,34.0,6.0,4.0,1.0,40.0,35.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,94,Elsie H Wilcox Elementary School,150003000094,No,52.0,51.0,1.0,5.0,1.0,52.0,46.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,96,Hawaii School for the Deaf and Blind,150003000096,No,4.0,4.0,0.0,1.0,3.0,15.0,14.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,98,Olomana School,150003000098,Yes,17.5,14.5,3.0,2.0,2.0,36.0,34.0,8.0,6.0,0.0,-9.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,99,Mililani Mauka Elementary School,150003000099,No,56.0,55.0,1.0,1.0,3.0,56.0,55.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,100,Castle High School,150003000100,No,80.5,70.0,10.5,12.0,7.0,82.0,68.0,38.5,5.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,101,Aikahi Elementary School,150003000101,No,30.0,28.0,2.0,4.0,2.0,30.0,25.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,102,Mililani High School,150003000102,No,148.5,138.5,10.0,4.0,14.0,149.0,144.0,74.0,11.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,103,Moanalua High School,150003000103,No,120.0,117.0,3.0,6.0,5.0,121.0,113.0,55.5,7.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,104,Moanalua Elementary School,150003000104,No,36.0,36.0,0.0,4.0,2.0,36.0,31.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,105,Mililani Waena Elementary School,150003000105,No,48.0,48.0,0.0,3.0,4.0,48.0,45.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,106,Mililani Uka Elementary School,150003000106,No,41.0,41.0,0.0,3.0,3.0,41.0,38.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,107,Makalapa Elementary School,150003000107,No,37.0,37.0,0.0,2.0,4.0,37.0,35.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,108,Leilehua High School,150003000108,No,115.0,108.0,7.0,5.0,5.0,115.0,109.0,54.0,9.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,109,Waiau Elementary School,150003000109,No,39.0,37.0,2.0,3.0,1.0,39.0,36.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,110,Waianae High School,150003000110,No,126.0,94.0,32.0,19.0,15.0,126.0,106.0,85.0,11.0,0.0,0.0,0.0,0.0,0.0
HI,HAWAII,1500030,Hawaii Department of Education,111,Waianae Elementary School,150003000111,No,39.0,36.0,3.0,2.0,5.0,39.0,36.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0
