LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,JJ,SCH_PSENR_NONIDEA_A3,SCH_PSENR_NONIDEA_A4,SCH_PSENR_NONIDEA_A5,SCH_PSENR_HI_M,SCH_PSENR_HI_F,SCH_PSENR_AM_M,SCH_PSENR_AM_F,SCH_PSENR_AS_M,SCH_PSENR_AS_F,SCH_PSENR_HP_M,SCH_PSENR_HP_F,SCH_PSENR_BL_M,SCH_PSENR_BL_F,SCH_PSENR_WH_M,SCH_PSENR_WH_F,SCH_PSENR_TR_M,SCH_PSENR_TR_F,TOT_PSENR_M,TOT_PSENR_F,SCH_PSENR_LEP_M,SCH_PSENR_LEP_F,SCH_PSENR_IDEA_M,SCH_PSENR_IDEA_F,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_ENR_504_M,SCH_ENR_504_F,SCH_ENR_IDEA_M,SCH_ENR_IDEA_F,SCH_LEPENR_HI_M,SCH_LEPENR_HI_F,SCH_LEPENR_AM_M,SCH_LEPENR_AM_F,SCH_LEPENR_AS_M,SCH_LEPENR_AS_F,SCH_LEPENR_HP_M,SCH_LEPENR_HP_F,SCH_LEPENR_BL_M,SCH_LEPENR_BL_F,SCH_LEPENR_WH_M,SCH_LEPENR_WH_F,SCH_LEPENR_TR_M,SCH_LEPENR_TR_F,TOT_LEPENR_M,TOT_LEPENR_F,SCH_LEPPROGENR_HI_M,SCH_LEPPROGENR_HI_F,SCH_LEPPROGENR_AM_M,SCH_LEPPROGENR_AM_F,SCH_LEPPROGENR_AS_M,SCH_LEPPROGENR_AS_F,SCH_LEPPROGENR_HP_M,SCH_LEPPROGENR_HP_F,SCH_LEPPROGENR_BL_M,SCH_LEPPROGENR_BL_F,SCH_LEPPROGENR_WH_M,SCH_LEPPROGENR_WH_F,SCH_LEPPROGENR_TR_M,SCH_LEPPROGENR_TR_F,TOT_LEPPROGENR_M,TOT_LEPPROGENR_F,SCH_LEPPROGENR_IDEA_M,SCH_LEPPROGENR_IDEA_F,SCH_IDEAENR_HI_M,SCH_IDEAENR_HI_F,SCH_IDEAENR_AM_M,SCH_IDEAENR_AM_F,SCH_IDEAENR_AS_M,SCH_IDEAENR_AS_F,SCH_IDEAENR_HP_M,SCH_IDEAENR_HP_F,SCH_IDEAENR_BL_M,SCH_IDEAENR_BL_F,SCH_IDEAENR_WH_M,SCH_IDEAENR_WH_F,SCH_IDEAENR_TR_M,SCH_IDEAENR_TR_F,TOT_IDEAENR_M,TOT_IDEAENR_F,SCH_IDEAENR_LEP_M,SCH_IDEAENR_LEP_F,SCH_504ENR_HI_M,SCH_504ENR_HI_F,SCH_504ENR_AM_M,SCH_504ENR_AM_F,SCH_504ENR_AS_M,SCH_504ENR_AS_F,SCH_504ENR_HP_M,SCH_504ENR_HP_F,SCH_504ENR_BL_M,SCH_504ENR_BL_F,SCH_504ENR_WH_M,SCH_504ENR_WH_F,SCH_504ENR_TR_M,SCH_504ENR_TR_F,TOT_504ENR_M,TOT_504ENR_F,SCH_504ENR_LEP_M,SCH_504ENR_LEP_F
HI,HAWAII,1500030,Hawaii Department of Education,31,Hilo Union Elementary School,150003000031,No,No,Yes,Yes,2,2,0,0,1,0,3,0,0,0,1,1,3,1,10,4,2,0,9,4,76,56,0,0,19,12,99,72,2,1,15,8,26,31,237,180,57,35,3,1,59,17,3,0,0,0,6,3,45,30,1,1,0,0,2,1,57,35,2,0,0,0,3,2,39,20,0,1,0,0,0,0,44,23,1,1,22,6,0,0,4,0,22,5,0,0,5,1,6,5,59,17,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0
HI,HAWAII,1500030,Hawaii Department of Education,32,Holualoa Elementary School,150003000032,No,No,Yes,Yes,3,0,0,0,0,1,0,0,0,0,1,0,2,0,6,1,1,0,6,1,71,64,1,0,18,23,54,54,0,0,67,53,65,53,276,247,47,56,8,4,32,6,27,27,0,0,14,14,2,3,0,0,2,7,2,5,47,56,23,22,0,0,10,7,1,0,0,0,1,5,1,0,36,34,6,0,10,1,1,0,2,1,8,2,0,0,5,1,6,1,32,6,6,0,1,0,0,0,1,0,1,1,0,0,3,1,2,2,8,4,1,0
HI,HAWAII,1500030,Hawaii Department of Education,33,Honaunau Elementary School,150003000033,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,21,25,0,0,0,4,28,25,0,0,6,10,11,9,66,73,17,24,1,0,9,3,16,19,0,0,0,0,0,1,0,0,0,2,1,2,17,24,12,16,0,0,0,0,0,0,0,0,0,2,0,2,12,20,1,1,2,1,0,0,0,0,6,0,0,0,1,1,0,1,9,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,34,Honokaa High & Intermediate School,150003000034,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,24,16,3,1,108,95,150,125,2,2,57,36,17,16,361,291,65,53,15,4,67,26,3,1,0,0,47,35,13,17,0,0,2,0,0,0,65,53,1,0,0,0,17,8,6,7,0,0,0,0,0,0,24,15,1,4,7,2,0,0,8,8,30,11,1,0,16,5,5,0,67,26,1,4,1,0,0,0,4,0,5,4,0,0,5,0,0,0,15,4,1,0
HI,HAWAII,1500030,Hawaii Department of Education,35,Hookena Elementary School,150003000035,No,No,Yes,Yes,3,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,0,4,1,13,8,0,0,1,1,32,28,0,0,10,5,7,6,63,48,9,9,3,0,12,6,5,4,0,0,1,0,1,4,0,0,2,0,0,1,9,9,1,4,0,0,1,0,1,4,0,0,0,0,0,1,3,9,0,1,5,2,0,0,0,0,3,4,0,0,2,0,2,0,12,6,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,36,Prince Jonah Kalanianaole Elementary & Intermediate School,150003000036,No,No,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,26,14,0,1,50,26,73,61,3,1,27,15,17,13,196,131,59,41,8,1,28,14,1,0,0,0,24,13,33,27,0,0,0,0,1,1,59,41,1,0,0,0,14,9,26,22,0,0,0,0,0,0,41,31,2,0,3,2,0,1,3,1,11,3,0,0,4,3,7,4,28,14,2,0,0,0,0,0,2,0,3,0,0,0,3,1,0,0,8,1,0,0
HI,HAWAII,1500030,Hawaii Department of Education,37,Chiefess Kapiolani Elementary School,150003000037,No,No,Yes,Yes,4,0,0,0,0,0,3,1,0,0,0,0,3,1,10,2,1,0,10,2,54,46,0,0,13,13,73,63,0,0,4,2,43,31,187,155,42,41,0,0,41,15,4,2,0,0,2,4,32,35,0,0,0,0,4,0,42,41,2,0,0,0,1,1,29,23,0,0,0,0,0,0,32,24,5,0,15,7,0,0,0,1,16,3,0,0,1,0,9,4,41,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,38,Kau High & Pahala Elementary School,150003000038,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,13,19,0,0,64,52,119,147,0,1,21,16,16,14,233,249,70,73,2,3,41,25,4,6,0,0,35,30,30,36,0,1,0,0,1,0,70,73,2,1,0,0,10,9,20,22,0,0,0,0,1,0,33,32,3,0,6,1,0,0,2,1,29,20,0,0,3,2,1,1,41,25,3,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,2,3,0,0
HI,HAWAII,1500030,Hawaii Department of Education,39,Kaumana Elementary School,150003000039,No,No,Yes,Yes,1,0,0,0,0,0,3,1,0,0,1,0,0,0,5,1,0,0,5,1,49,50,0,0,14,15,39,55,0,0,12,9,21,21,135,150,10,11,4,0,23,10,2,0,0,0,3,4,4,6,0,0,1,0,0,1,10,11,2,0,0,0,2,2,3,3,0,0,1,0,0,0,8,5,0,0,8,6,0,0,4,0,8,4,0,0,1,0,2,0,23,10,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,1,0
HI,HAWAII,1500030,Hawaii Department of Education,40,Keaau Middle School,150003000040,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,64,64,2,6,70,63,151,139,3,5,35,36,32,27,357,340,71,59,19,8,60,36,3,4,1,0,46,29,20,24,1,0,0,1,0,1,71,59,0,0,0,0,11,6,7,8,0,0,0,0,0,0,18,14,1,1,18,10,0,1,6,3,24,16,0,0,7,5,5,1,60,36,1,1,3,1,0,0,4,1,9,4,1,0,1,2,1,0,19,8,0,0
HI,HAWAII,1500030,Hawaii Department of Education,41,Kealakehe Elementary School,150003000041,No,No,Yes,Yes,3,0,0,0,0,0,6,4,0,0,0,2,5,0,14,6,1,2,12,6,81,100,0,1,51,49,241,221,2,3,39,26,93,80,507,480,170,171,13,3,61,26,25,38,0,0,27,25,105,104,1,0,4,0,8,4,170,171,17,24,0,0,16,13,90,84,1,0,2,0,4,2,130,123,11,3,9,1,0,0,2,2,32,15,0,0,6,4,12,4,61,26,11,3,0,1,0,0,0,0,9,2,1,0,1,0,2,0,13,3,2,0
HI,HAWAII,1500030,Hawaii Department of Education,42,Keaukaha Elementary School,150003000042,No,No,Yes,Yes,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,0,0,1,2,43,43,0,0,2,4,133,133,0,0,5,2,38,13,221,195,4,4,11,4,49,24,1,0,0,0,0,1,1,3,0,0,0,0,2,0,4,4,1,0,0,0,0,0,1,2,0,0,0,0,2,0,4,2,0,0,10,6,0,0,0,1,32,17,0,0,1,0,6,0,49,24,0,0,1,1,0,0,0,0,6,3,0,0,1,0,3,0,11,4,0,0
HI,HAWAII,1500030,Hawaii Department of Education,43,Kohala High School,150003000043,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,7,3,2,44,36,59,43,0,0,25,15,10,3,147,106,24,8,7,2,32,6,3,1,0,0,16,6,2,1,0,0,3,0,0,0,24,8,0,0,0,0,7,0,1,0,0,0,0,0,0,0,8,0,2,0,1,2,0,0,9,2,16,2,0,0,5,0,1,0,32,6,2,0,0,0,0,0,1,1,5,1,0,0,1,0,0,0,7,2,0,0
HI,HAWAII,1500030,Hawaii Department of Education,44,Konawaena Elementary School,150003000044,No,No,Yes,Yes,3,0,0,0,0,0,1,1,0,0,0,0,1,0,5,1,0,0,5,1,73,58,0,0,40,40,84,81,0,0,37,40,35,36,269,255,57,40,8,2,29,7,25,15,0,0,16,12,13,12,0,0,1,1,2,0,57,40,21,10,0,0,10,7,9,7,0,0,0,0,2,0,42,24,4,1,8,2,0,0,3,1,8,4,0,0,4,0,6,0,29,7,3,1,2,2,0,0,1,0,4,0,0,0,0,0,1,0,8,2,0,1
HI,HAWAII,1500030,Hawaii Department of Education,45,Konawaena High School,150003000045,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,57,57,2,7,74,71,205,187,5,4,78,63,9,13,430,402,98,93,6,12,77,25,39,38,0,1,24,19,31,27,1,0,3,6,0,2,98,93,12,13,0,0,6,2,19,11,0,0,1,1,0,1,38,28,5,3,9,8,0,2,7,0,43,9,1,0,15,5,2,1,77,25,5,3,1,0,0,0,0,2,5,7,0,0,0,3,0,0,6,12,1,1
HI,HAWAII,1500030,Hawaii Department of Education,46,Laupahoehoe Community - PCS,150003000046,No,No,Yes,Yes,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,1,21,25,1,0,22,23,31,30,1,0,49,64,28,12,153,154,24,22,2,4,31,22,3,5,0,0,14,10,2,4,0,0,4,3,1,0,24,22,2,3,0,0,4,2,2,2,0,0,2,1,0,0,10,8,2,3,6,4,0,0,6,3,11,8,0,0,4,6,4,1,31,22,3,3,0,0,0,0,0,1,2,2,0,0,0,1,0,0,2,4,0,0
HI,HAWAII,1500030,Hawaii Department of Education,47,Mountain View Elementary School,150003000047,No,No,Yes,Yes,4,0,0,0,0,0,3,0,0,0,1,0,3,2,11,2,0,0,11,2,98,83,0,0,3,6,75,67,1,0,24,16,46,48,247,220,20,15,7,1,37,14,3,0,0,0,1,3,12,10,0,0,1,1,3,1,20,15,2,0,0,0,3,1,10,7,0,0,0,0,0,1,15,9,2,0,15,6,0,0,0,1,11,4,0,0,3,0,8,3,37,14,2,0,2,1,0,0,0,0,4,0,0,0,0,0,1,0,7,1,0,0
HI,HAWAII,1500030,Hawaii Department of Education,48,Naalehu Elementary School,150003000048,No,No,Yes,Yes,0,0,0,0,0,1,2,1,0,0,2,0,0,0,4,2,0,2,4,2,18,23,0,0,14,11,120,106,0,1,15,11,18,22,185,174,67,60,5,4,22,11,2,1,0,0,6,5,57,53,0,0,0,0,2,1,67,60,2,1,0,0,3,2,48,39,0,0,0,0,1,1,54,43,3,0,1,2,0,0,2,1,11,7,0,0,3,0,5,1,22,11,3,0,1,0,0,0,0,1,4,1,0,0,0,1,0,1,5,4,0,0
HI,HAWAII,1500030,Hawaii Department of Education,49,Paauilo Elementary & Intermediate School,150003000049,No,No,Yes,Yes,2,0,0,0,2,0,2,1,0,0,0,0,1,0,7,1,2,0,6,1,16,14,0,0,13,12,30,21,1,0,18,19,30,26,108,92,9,9,4,4,18,5,1,3,0,0,6,3,2,3,0,0,0,0,0,0,9,9,0,2,0,0,2,2,1,2,0,0,0,0,0,0,3,6,0,1,5,0,0,0,1,2,7,1,0,0,2,2,3,0,18,5,0,1,0,0,0,0,1,0,1,1,0,0,2,3,0,0,4,4,0,0
HI,HAWAII,1500030,Hawaii Department of Education,50,Pahoa High & Intermediate School,150003000050,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,27,35,5,0,48,30,130,155,1,0,29,28,29,15,269,263,48,35,9,8,76,27,1,4,0,0,26,12,19,19,0,0,0,0,2,0,48,35,0,0,0,0,4,3,6,4,0,0,0,0,1,0,11,7,3,2,10,3,2,0,2,0,43,22,0,0,11,1,8,1,76,27,3,1,1,5,0,0,0,0,6,0,0,0,1,3,1,0,9,8,0,0
HI,HAWAII,1500030,Hawaii Department of Education,51,Waiakea Elementary School,150003000051,No,No,Yes,Yes,3,1,0,0,0,1,1,1,0,0,0,0,1,1,5,4,0,0,6,4,105,109,0,0,74,82,125,140,0,1,15,20,103,99,422,451,48,48,6,3,60,28,4,2,0,0,18,11,24,32,0,0,0,0,2,3,48,48,4,0,0,0,8,2,19,18,0,0,0,0,2,3,33,23,1,0,24,7,0,0,5,4,16,10,0,1,3,0,12,6,60,28,1,0,1,3,0,0,1,0,2,0,0,0,0,0,2,0,6,3,0,0
HI,HAWAII,1500030,Hawaii Department of Education,52,Waiakea High School,150003000052,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,54,64,3,1,179,191,242,247,4,1,56,58,73,83,611,645,43,78,23,8,82,36,1,9,0,0,17,29,17,35,0,0,4,2,4,3,43,78,0,2,0,0,0,2,4,11,0,0,0,0,1,0,5,15,0,1,7,2,0,0,17,7,47,23,0,0,5,2,6,2,82,36,0,1,0,0,0,0,6,1,13,5,0,0,2,0,2,2,23,8,0,0
HI,HAWAII,1500030,Hawaii Department of Education,53,Waiakea Intermediate School,150003000053,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,52,60,0,0,128,111,167,154,3,2,37,39,57,58,444,424,34,37,14,11,65,26,1,2,0,0,14,14,17,18,0,0,0,2,2,1,34,37,0,0,0,0,3,0,2,6,0,0,0,0,0,0,5,6,1,0,12,5,0,0,9,3,38,16,0,0,2,2,4,0,65,26,1,0,0,4,0,0,4,1,6,3,0,0,2,2,2,1,14,11,0,0
HI,HAWAII,1500030,Hawaii Department of Education,54,Waiakeawaena Elementary School,150003000054,No,No,Yes,Yes,1,1,0,0,0,0,5,0,0,0,2,1,2,2,10,4,1,0,10,4,110,98,0,0,74,62,102,81,0,0,22,16,84,84,392,341,22,24,13,4,61,19,3,3,0,0,6,12,12,8,0,0,0,0,1,1,22,24,2,2,0,0,4,5,9,6,0,0,0,0,0,1,15,14,1,1,19,7,0,0,5,0,23,7,0,0,3,1,11,4,61,19,1,1,2,2,0,0,6,1,2,1,0,0,2,0,1,0,13,4,0,0
HI,HAWAII,1500030,Hawaii Department of Education,55,Waimea Elementary School,150003000055,No,No,Yes,Yes,1,1,0,0,2,0,3,1,0,0,1,2,2,0,9,4,0,1,9,3,41,60,0,1,31,18,124,107,1,1,15,14,62,55,274,256,39,31,6,7,48,17,4,2,0,0,10,5,24,24,0,0,0,0,1,0,39,31,3,1,0,0,8,3,23,21,0,0,0,0,1,0,35,25,3,0,4,3,0,0,8,0,25,6,0,0,4,3,7,5,48,17,3,0,1,2,0,0,0,1,4,0,0,0,0,1,1,3,6,7,0,0
HI,HAWAII,1500030,Hawaii Department of Education,56,Henry Perrine Baldwin High School,150003000056,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,50,47,2,1,256,254,262,254,5,3,71,72,40,44,686,675,147,141,36,23,93,53,15,16,0,0,83,74,40,41,0,0,3,1,6,9,147,141,1,3,0,0,17,14,16,14,0,0,1,0,1,1,36,32,9,5,6,8,0,0,24,8,46,33,0,0,13,1,4,3,93,53,9,5,1,2,0,0,10,7,15,7,0,0,6,7,4,0,36,23,0,0
HI,HAWAII,1500030,Hawaii Department of Education,57,Haiku Elementary School,150003000057,No,No,Yes,Yes,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,1,2,55,52,0,0,6,6,45,47,0,1,75,83,65,58,246,247,35,35,9,1,33,11,9,11,0,0,4,0,9,8,0,0,9,10,4,6,35,35,7,5,0,0,3,0,6,4,0,0,2,2,2,1,20,12,1,1,7,3,0,0,1,0,7,4,0,0,12,1,6,3,33,11,1,1,3,1,0,0,0,0,1,0,0,0,1,0,4,0,9,1,0,0
HI,HAWAII,1500030,Hawaii Department of Education,58,Hana High & Elementary School,150003000058,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,21,24,3,1,3,7,119,124,1,1,22,20,5,5,174,182,7,5,3,2,32,10,3,0,0,0,0,2,4,3,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27,8,0,0,3,1,1,0,32,10,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,3,2,0,0
HI,HAWAII,1500030,Hawaii Department of Education,59,Iao Intermediate School,150003000059,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,61,45,1,2,153,133,213,185,4,1,32,28,51,44,515,438,101,88,29,3,81,30,11,4,0,0,48,42,36,39,0,0,1,1,5,2,101,88,2,1,0,0,11,7,12,12,0,0,0,0,1,0,26,20,7,2,12,3,0,0,11,4,43,19,1,0,7,1,7,3,81,30,7,1,3,0,1,0,4,0,13,2,1,0,1,1,6,0,29,3,0,0
HI,HAWAII,1500030,Hawaii Department of Education,60,Kahului Elementary School,150003000060,No,No,Yes,Yes,4,0,0,0,5,1,1,0,0,0,1,0,0,0,11,1,1,0,11,1,66,48,1,2,262,229,131,121,3,0,10,10,44,49,517,459,179,164,9,3,48,15,17,9,0,0,106,93,53,62,0,0,0,0,3,0,179,164,11,6,0,0,72,57,45,49,0,0,0,0,2,0,130,112,8,2,12,2,0,0,22,7,12,2,0,0,1,1,1,3,48,15,8,2,1,0,0,0,4,1,0,2,0,0,2,0,2,0,9,3,1,0
HI,HAWAII,1500030,Hawaii Department of Education,61,King Kamehameha III Elementary School,150003000061,No,No,Yes,Yes,0,0,0,0,2,0,0,0,0,0,7,0,1,0,10,0,3,0,10,0,90,87,1,1,59,53,62,54,2,0,94,77,81,69,389,341,107,95,12,8,41,18,52,48,0,0,36,27,10,7,0,0,5,8,4,5,107,95,38,33,0,0,24,17,7,6,0,0,0,4,2,3,71,63,6,5,7,4,0,0,3,3,8,3,0,0,10,5,13,3,41,18,6,5,3,2,0,0,0,1,2,2,0,0,4,0,3,3,12,8,1,1
HI,HAWAII,1500030,Hawaii Department of Education,62,Kaunakakai Elementary School,150003000062,No,No,Yes,Yes,4,0,0,0,0,2,3,0,0,0,0,0,0,0,7,2,0,0,7,2,17,14,0,0,10,10,107,84,0,0,0,1,22,18,156,127,9,7,3,2,28,9,0,0,0,0,5,4,1,3,0,0,0,0,3,0,9,7,0,0,0,0,4,1,0,3,0,0,0,0,1,0,5,4,1,0,5,1,0,0,2,1,18,6,0,0,0,0,3,1,28,9,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,3,2,0,0
HI,HAWAII,1500030,Hawaii Department of Education,64,Kihei Elementary School,150003000064,No,No,Yes,Yes,1,0,0,0,2,1,3,0,0,0,4,0,1,1,11,2,3,0,11,2,113,95,0,0,91,89,79,75,0,0,73,57,59,50,415,366,123,75,11,1,49,14,53,27,0,0,44,31,18,11,0,0,4,3,4,3,123,75,38,18,0,0,27,16,13,10,0,0,3,2,2,2,83,48,15,4,14,5,0,0,7,1,12,1,0,0,13,4,3,3,49,14,14,4,2,1,0,0,1,0,3,0,0,0,3,0,2,0,11,1,1,0
HI,HAWAII,1500030,Hawaii Department of Education,65,Kilohana Elementary School,150003000065,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,11,0,0,0,0,29,31,0,0,2,2,1,1,38,45,1,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HI,HAWAII,1500030,Hawaii Department of Education,66,Kualapuu School - Public Conversion Charter,150003000066,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,3,3,0,0,13,7,150,129,1,1,5,3,6,5,178,148,6,7,4,3,19,9,0,0,0,0,4,6,1,1,0,0,0,0,1,0,6,7,0,0,0,0,3,3,0,0,0,0,0,0,2,0,5,3,0,0,0,0,0,0,2,0,16,8,0,0,0,0,1,1,19,9,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,4,3,0,0
HI,HAWAII,1500030,Hawaii Department of Education,67,Kula Elementary School,150003000067,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,50,45,0,0,9,2,54,53,3,0,52,42,69,60,237,202,19,13,4,3,27,11,5,3,0,0,3,1,6,3,0,0,4,3,1,3,19,13,1,0,0,0,1,0,1,2,0,0,1,1,0,0,4,3,1,2,3,2,0,0,2,0,9,6,0,0,7,0,6,3,27,11,1,1,2,0,0,0,0,0,1,0,0,0,1,1,0,2,4,3,0,0
HI,HAWAII,1500030,Hawaii Department of Education,68,Lahaina Intermediate School,150003000068,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,61,68,1,0,139,127,92,98,0,0,37,39,34,28,364,360,150,135,7,5,49,13,40,46,0,0,94,69,14,19,0,0,1,1,1,0,150,135,14,10,0,0,31,17,1,3,0,0,0,1,0,0,46,31,9,1,15,4,1,0,9,1,12,2,0,0,4,5,8,1,49,13,9,1,0,1,0,0,1,0,4,2,0,0,2,1,0,1,7,5,0,0
HI,HAWAII,1500030,Hawaii Department of Education,69,Lahainaluna High School,150003000069,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,72,79,1,3,200,188,145,117,3,2,70,59,37,44,528,492,213,209,9,4,59,37,60,64,0,0,120,119,23,15,2,0,6,3,2,8,213,209,18,16,0,0,33,30,5,3,1,0,0,0,1,0,58,49,11,14,13,13,0,0,8,11,25,8,1,0,10,3,2,2,59,37,11,14,0,0,0,0,1,0,4,1,0,0,3,3,1,0,9,4,1,0
HI,HAWAII,1500030,Hawaii Department of Education,70,Lanai High & Elementary School,150003000070,No,No,Yes,Yes,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,24,26,0,1,134,118,58,73,3,3,20,17,54,40,293,278,88,88,11,9,58,26,2,3,0,0,58,62,23,20,0,0,2,2,3,1,88,88,0,0,0,0,22,30,13,11,0,0,0,0,0,1,35,42,11,1,4,5,0,0,21,9,16,9,0,0,4,2,13,1,58,26,11,1,0,1,0,0,4,6,5,1,0,0,0,1,2,0,11,9,0,0
HI,HAWAII,1500030,Hawaii Department of Education,71,Lihikai Elementary School,150003000071,No,No,Yes,Yes,2,0,0,0,4,1,0,2,0,0,2,0,3,0,11,3,1,2,10,3,69,67,0,2,147,171,147,137,3,1,15,10,44,46,425,434,152,151,12,3,46,12,19,19,0,0,72,60,58,69,0,0,2,1,1,2,152,151,14,14,0,0,51,40,53,57,0,0,1,0,1,1,120,112,12,2,6,2,0,0,12,1,15,7,1,0,6,1,6,1,46,12,12,2,2,0,0,0,4,1,2,2,0,0,3,0,1,0,12,3,2,1
HI,HAWAII,1500030,Hawaii Department of Education,72,Makawao Elementary School,150003000072,No,No,Yes,Yes,1,0,0,0,0,0,3,0,0,0,4,0,2,2,10,2,0,0,10,2,81,66,1,0,14,16,63,76,1,1,54,40,74,65,288,264,20,26,22,9,46,17,5,1,0,0,5,6,6,16,0,0,1,0,3,3,20,26,3,1,0,0,1,1,6,12,0,0,1,0,1,0,12,14,3,2,11,5,1,0,1,0,14,6,0,0,12,2,7,4,46,17,3,1,6,6,0,0,1,0,5,1,1,0,4,0,5,2,22,9,0,0
HI,HAWAII,1500030,Hawaii Department of Education,73,Maui High School,150003000073,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,74,52,1,2,556,519,223,220,8,6,95,94,48,52,1005,945,389,385,36,21,123,67,37,28,0,0,282,277,63,65,0,1,3,5,4,9,389,385,10,8,0,0,64,38,26,21,0,0,0,2,0,2,100,71,16,16,12,5,1,0,40,18,45,29,2,1,18,9,5,5,123,67,16,16,3,2,0,0,11,7,13,7,0,0,7,4,2,1,36,21,1,0
