"District Number","District Name","All Adjacent School Districts  ->"
"001902","Cayuga ISD","001907","Palestine ISD","001908","Westwood ISD","081902","Fairfield ISD","107901","Athens ISD","107904","Cross Roads ISD","107910","Lapoynor ISD"
"001903","Elkhart ISD","001907","Palestine ISD","001908","Westwood ISD","001909","Slocum ISD","113902","Grapeland ISD","145907","Oakwood ISD"
"001904","Frankston ISD","001906","Neches ISD","001907","Palestine ISD","037904","Jacksonville ISD","107902","Brownsboro ISD","107910","Lapoynor ISD","212902","Bullard ISD"
"001906","Neches ISD","001904","Frankston ISD","001907","Palestine ISD","037904","Jacksonville ISD"
"001907","Palestine ISD","001902","Cayuga ISD","001903","Elkhart ISD","001904","Frankston ISD","001906","Neches ISD","001908","Westwood ISD","001909","Slocum ISD","037904","Jacksonville ISD","107910","Lapoynor ISD"
"001908","Westwood ISD","001902","Cayuga ISD","001903","Elkhart ISD","001907","Palestine ISD","081902","Fairfield ISD","145907","Oakwood ISD"
"001909","Slocum ISD","001903","Elkhart ISD","001907","Palestine ISD","037901","Alto ISD","037904","Jacksonville ISD","037907","Rusk ISD","113902","Grapeland ISD"
"002901","Andrews ISD","058905","Klondike ISD","068901","Ector County ISD","083903","Seminole ISD","156902","Stanton ISD","156905","Grady ISD","165901","Midland ISD","248901","Kermit ISD"
"003902","Hudson ISD","003903","Lufkin ISD","003905","Diboll ISD","003907","Central ISD","113906","Kennard ISD","228905","Apple Springs ISD"
"003903","Lufkin ISD","003902","Hudson ISD","003904","Huntington ISD","003905","Diboll ISD","003907","Central ISD","174904","Nacogdoches ISD","174906","Woden ISD"
"003904","Huntington ISD","003903","Lufkin ISD","003905","Diboll ISD","003906","Zavalla ISD","174906","Woden ISD","174910","Etoile ISD"
"003905","Diboll ISD","003902","Hudson ISD","003903","Lufkin ISD","003904","Huntington ISD","003906","Zavalla ISD","187904","Corrigan-Camden ISD","228904","Centerville ISD (Trinity)","228905","Apple Springs ISD","229906","Chester ISD"
"003906","Zavalla ISD","003904","Huntington ISD","003905","Diboll ISD","121904","Jasper ISD","174910","Etoile ISD","203902","Broaddus ISD","229901","Colmesneil ISD","229906","Chester ISD"
"003907","Central ISD","003902","Hudson ISD","003903","Lufkin ISD","037909","Wells ISD","113906","Kennard ISD","174904","Nacogdoches ISD"
"004901","Aransas County ISD","029901","Calhoun County ISD","178908","Port Aransas ISD","196901","Austwell-Tivoli ISD","196902","Woodsboro ISD","196903","Refugio ISD","205901","Aransas Pass ISD","205902","Gregory-Portland ISD","205906","Sinton ISD"
"005901","Archer City ISD","005902","Holliday ISD","005904","Windthorst ISD","039902","Henrietta ISD","119902","Jacksboro ISD","243905","Wichita Falls ISD","252901","Graham ISD","252903","Olney ISD"
"005902","Holliday ISD","005901","Archer City ISD","012901","Seymour ISD","243903","Iowa Park Cons ISD","243905","Wichita Falls ISD","252903","Olney ISD"
"005904","Windthorst ISD","005901","Archer City ISD","039902","Henrietta ISD","039905","Midway ISD (Clay)","119902","Jacksboro ISD"
"006902","Claude ISD","023902","Silverton ISD","033901","Groom ISD","033902","Panhandle ISD","065901","Clarendon ISD","188903","Highland Park ISD (Potter)","191901","Canyon ISD","219901","Happy ISD"
"007901","Charlotte ISD","007902","Jourdanton ISD","007906","Poteet ISD","082903","Pearsall ISD","142901","Cotulla ISD","162904","McMullen County ISD","163901","Devine ISD"
"007902","Jourdanton ISD","007901","Charlotte ISD","007905","Pleasanton ISD","007906","Poteet ISD","162904","McMullen County ISD"
"007904","Lytle ISD","007906","Poteet ISD","015909","Somerset ISD","015912","Southwest ISD","163903","Natalia ISD","163908","Medina Valley ISD"
"007905","Pleasanton ISD","007902","Jourdanton ISD","007906","Poteet ISD","015917","Southside ISD","128901","Karnes City ISD","128904","Falls City ISD","149902","Three Rivers ISD","162904","McMullen County ISD","247901","Floresville ISD","247904","Poth ISD"
"007906","Poteet ISD","007901","Charlotte ISD","007902","Jourdanton ISD","007904","Lytle ISD","007905","Pleasanton ISD","015909","Somerset ISD","015917","Southside ISD","163901","Devine ISD","163903","Natalia ISD"
"008901","Bellville ISD","008902","Sealy ISD","045902","Columbus ISD","075906","Fayetteville ISD","075908","Round Top-Carmine ISD","237902","Hempstead ISD","237905","Royal ISD","239901","Brenham ISD","239903","Burton ISD"
"008902","Sealy ISD","008901","Bellville ISD","008903","Brazos ISD","045902","Columbus ISD","045903","Rice Cons ISD","079901","Lamar Cons ISD","237905","Royal ISD"
"008903","Brazos ISD","008902","Sealy ISD","045903","Rice Cons ISD","079901","Lamar Cons ISD","241902","East Bernard ISD"
"009901","Muleshoe ISD","140907","Springlake-Earth ISD","140908","Sudan ISD","185902","Farwell ISD","185904","Lazbuddie ISD"
"010901","Medina ISD","010902","Bandera ISD","133901","Center Point ISD","133902","Hunt ISD","133903","Kerrville ISD","133905","Divide ISD","163902","D'Hanis ISD","163904","Hondo ISD","232904","Utopia ISD"
"010902","Bandera ISD","010901","Medina ISD","015915","Northside ISD (Bexar)","130901","Boerne ISD","130902","Comfort ISD","133901","Center Point ISD","163904","Hondo ISD","163908","Medina Valley ISD"
"011901","Bastrop ISD","011902","Elgin ISD","011904","Smithville ISD","011905","McDade ISD","028902","Lockhart ISD","144901","Giddings ISD","144902","Lexington ISD","227910","Del Valle ISD"
"011902","Elgin ISD","011901","Bastrop ISD","011905","McDade ISD","144902","Lexington ISD","227904","Pflugerville ISD","227907","Manor ISD","227910","Del Valle ISD","246914","Coupland ISD"
"011904","Smithville ISD","011901","Bastrop ISD","028902","Lockhart ISD","075901","Flatonia ISD","075902","La Grange ISD","089905","Waelder ISD","144901","Giddings ISD"
"011905","McDade ISD","011901","Bastrop ISD","011902","Elgin ISD","144902","Lexington ISD"
"012901","Seymour ISD","005902","Holliday ISD","078901","Crowell ISD","138903","Munday Cons ISD","138904","Benjamin ISD","224901","Throckmorton ISD","243902","Electra ISD","243903","Iowa Park Cons ISD","244901","Harrold ISD","244903","Vernon ISD","252903","Olney ISD"
"013901","Beeville ISD","013902","Pawnee ISD","013903","Pettus ISD","013905","Skidmore-Tynan ISD","088902","Goliad ISD","149901","George West ISD","196902","Woodsboro ISD","196903","Refugio ISD"
